,Goldstar Rita,Sefton Heights,Ava Effort,Deep Value,Tiggerlong Panda,Goldstar Linda,Adobe Kid,Goldstar Spencer
12-01-2023 14:38:35.190089,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.8)","(6.0, 12.5, 8.1)","(18.0, 110.0, 75.63636363636364)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:36.533776,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.8)","(6.0, 12.5, 8.1)","(18.0, 110.0, 75.63636363636364)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:37.867405,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.5, 8.1)","(18.0, 110.0, 75.63636363636364)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:39.120606,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.5, 8.1)","(18.0, 110.0, 75.63636363636364)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:40.403318,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.5, 8.1)","(18.0, 110.0, 75.63636363636364)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:41.703554,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.5, 8.1)","(18.0, 110.0, 75.63636363636364)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:42.943608,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.5, 8.34)","(18.0, 110.0, 75.63636363636364)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:44.235234,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 110.0, 53.142857142857146)","(15.0, 36.0, 30.125)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:45.482962,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.6)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:46.684003,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.6)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:47.863708,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.6)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:48.931854,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.6)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:50.132763,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.6)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:51.403847,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.6)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:52.659511,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.6)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:53.785510,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.6)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:54.890215,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:56.053352,"(3.3, 9.6, 7.022222222222222)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 122.32142857142858)"
12-01-2023 14:38:57.241967,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:58.498356,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:38:59.686540,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:00.907175,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:02.148203,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:03.357524,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:04.562338,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:05.666996,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:06.859927,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:08.287568,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:09.709364,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:10.996324,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.0)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:12.222126,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 30.125)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:13.493540,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 30.125)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 122.32142857142858)"
12-01-2023 14:39:14.810834,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:15.965815,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:17.115156,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:18.310290,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:19.495361,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:20.748302,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:21.928169,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:22.950116,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:24.050243,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:25.232981,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:26.452703,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:27.571592,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:28.629562,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:29.772188,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:30.812344,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:31.918047,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:33.017139,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 60.9375)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:34.244385,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.3)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:35.480112,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.3)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:36.565209,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.3)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:37.560947,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.3)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:38.714188,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.3)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:39.958490,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.6563636363636363)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 8.34)","(18.0, 120.0, 57.3)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:41.221636,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.556842105263158)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.0, 10.3)","(18.0, 120.0, 57.3)","(15.0, 36.0, 21.333333333333332)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:42.400142,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.2, 2.556842105263158)","(6.0, 25.0, 18.666666666666664)","(6.0, 12.5, 11.633333333333333)","(18.0, 120.0, 57.3)","(15.0, 36.0, 30.125)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 122.32142857142858)"
12-01-2023 14:39:43.504690,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.15, 2.7676190476190476)","(6.0, 25.0, 18.666666666666664)","(6.0, 14.5, 11.633333333333333)","(18.0, 120.0, 57.3)","(15.0, 36.0, 30.125)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:44.599301,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.15, 2.7676190476190476)","(6.0, 25.0, 18.666666666666664)","(6.0, 14.5, 11.633333333333333)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:45.692814,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.15, 2.7676190476190476)","(6.0, 22.0, 16.666666666666664)","(6.0, 14.5, 11.633333333333333)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:46.779622,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.15, 2.7676190476190476)","(6.0, 22.0, 16.666666666666664)","(6.0, 14.5, 11.633333333333333)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:47.901889,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.15, 2.663333333333333)","(6.0, 22.0, 16.666666666666664)","(6.0, 14.5, 11.633333333333333)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:49.029739,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.1, 2.692)","(6.0, 22.0, 16.666666666666664)","(6.0, 14.5, 11.633333333333333)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:50.300541,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.1, 2.692)","(6.0, 22.0, 16.666666666666664)","(6.0, 14.5, 11.633333333333333)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:51.441339,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.1, 2.692)","(6.0, 22.0, 16.666666666666664)","(6.0, 14.5, 11.633333333333333)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:52.425948,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.1, 2.692)","(6.0, 22.0, 16.666666666666664)","(6.0, 14.5, 11.633333333333333)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:53.468186,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.1, 2.692)","(6.0, 22.0, 16.666666666666664)","(6.0, 14.5, 11.633333333333333)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:54.660737,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.1, 2.6719999999999997)","(6.0, 22.0, 16.666666666666664)","(6.0, 14.5, 11.733333333333334)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:55.865951,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.05, 2.6719999999999997)","(6.0, 22.0, 16.666666666666664)","(6.0, 14.5, 11.733333333333334)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:56.978651,"(3.3, 9.6, 6.699999999999999)","(2.5, 3.05, 2.6719999999999997)","(6.0, 22.0, 16.666666666666664)","(6.0, 14.5, 11.733333333333334)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:58.081850,"(3.3, 9.6, 6.00625)","(2.5, 3.05, 2.6719999999999997)","(6.0, 22.0, 20.025000000000002)","(6.0, 14.5, 11.733333333333334)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:39:59.200638,"(3.3, 9.6, 6.00625)","(2.5, 3.05, 2.6719999999999997)","(6.0, 22.0, 19.333333333333332)","(6.0, 14.5, 11.733333333333334)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:40:00.400386,"(3.3, 9.6, 6.00625)","(2.5, 3.05, 2.615)","(6.0, 22.0, 16.733333333333334)","(6.0, 14.5, 11.733333333333334)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:40:01.519615,"(3.3, 9.6, 6.00625)","(2.5, 3.2, 2.615)","(6.0, 22.0, 16.733333333333334)","(6.0, 14.5, 11.733333333333334)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 122.32142857142858)"
12-01-2023 14:40:02.688535,"(3.3, 9.6, 6.314285714285715)","(2.5, 3.2, 2.615)","(6.0, 25.0, 15.600000000000001)","(6.0, 14.5, 11.666666666666668)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 122.32142857142858)"
12-01-2023 14:40:03.871181,"(3.3, 9.6, 6.314285714285715)","(2.5, 3.15, 2.6285714285714286)","(6.0, 25.0, 8.675)","(6.0, 14.5, 11.666666666666668)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:40:05.046082,"(3.3, 9.6, 6.314285714285715)","(2.5, 3.15, 2.6285714285714286)","(6.0, 26.0, 8.675)","(6.0, 14.5, 11.666666666666668)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:40:06.246610,"(3.3, 9.6, 6.314285714285715)","(2.5, 3.15, 2.6285714285714286)","(6.0, 26.0, 8.675)","(6.0, 14.5, 11.666666666666668)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:40:07.299433,"(3.3, 9.6, 6.314285714285715)","(2.5, 3.15, 2.6285714285714286)","(6.0, 26.0, 8.675)","(6.0, 14.5, 11.666666666666668)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:40:08.423042,"(3.3, 9.6, 6.314285714285715)","(2.5, 3.1, 2.6815384615384614)","(6.0, 26.0, 8.675)","(6.0, 14.5, 11.666666666666668)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
12-01-2023 14:40:09.618722,"(3.3, 9.6, 6.314285714285715)","(2.5, 3.15, 2.7007692307692306)","(6.0, 26.0, 8.675)","(6.0, 14.5, 11.666666666666668)","(18.0, 120.0, 57.3)","(15.0, 36.0, 20.666666666666668)","(7.0, 13.5, 12.755555555555556)","(21.0, 180.0, 126.16666666666667)"
