,Wise Counsel,Do It Right,Ocean Aura,Expelliarmus,Magic Whistle,Lets Erupt,Megami,Ran A Red Light,Belafonte Boy,Marlini,Nick Of Time,The White Witch,Vitai Lampada
14-12-2022 19:35:11.606927,"(4.0, 4.9, 4.811475409836065)","(12.0, 19.0, 17.5)","(18.0, 25.0, 23.0)","(51.0, 180.0, 128.0)","(9.0, 12.0, 11.673076923076923)","(5.5, 7.8, 7.3)","(2.5, 2.72, 2.684375)","(21.0, 42.0, 39.0)","(61.0, 130.0, 118.75)","(71.0, 90.0, 76.66666666666667)","(21.0, 55.0, 50.0)","(31.0, 40.0, 36.72727272727273)","(101.0, 300.0, 260.0)"
14-12-2022 19:35:13.208141,"(4.0, 4.9, 4.811475409836065)","(12.0, 19.0, 17.5)","(18.0, 25.0, 23.0)","(51.0, 170.0, 146.66666666666666)","(9.0, 12.0, 11.673076923076923)","(5.5, 7.8, 7.184615384615385)","(2.5, 2.72, 2.684375)","(21.0, 42.0, 39.0)","(61.0, 130.0, 118.75)","(71.0, 90.0, 76.66666666666667)","(21.0, 55.0, 45.833333333333336)","(31.0, 40.0, 36.72727272727273)","(101.0, 300.0, 260.0)"
14-12-2022 19:35:14.831734,"(4.0, 4.9, 4.811475409836065)","(12.0, 19.0, 17.5)","(18.0, 25.0, 23.0)","(51.0, 170.0, 146.66666666666666)","(9.0, 12.0, 11.673076923076923)","(5.5, 7.8, 7.184615384615385)","(2.5, 2.72, 2.684375)","(21.0, 42.0, 39.0)","(61.0, 130.0, 118.75)","(71.0, 90.0, 76.66666666666667)","(21.0, 55.0, 45.833333333333336)","(31.0, 40.0, 36.72727272727273)","(101.0, 300.0, 242.0)"
14-12-2022 19:35:16.443206,"(4.0, 4.9, 4.811475409836065)","(12.0, 19.0, 17.5)","(18.0, 25.0, 23.0)","(51.0, 170.0, 146.66666666666666)","(9.0, 12.0, 11.673076923076923)","(5.5, 7.2, 7.011764705882353)","(2.5, 2.72, 2.684375)","(21.0, 42.0, 39.0)","(61.0, 130.0, 118.75)","(71.0, 90.0, 76.66666666666667)","(21.0, 55.0, 45.833333333333336)","(31.0, 40.0, 36.72727272727273)","(101.0, 310.0, 242.0)"
14-12-2022 19:35:17.929094,"(4.0, 4.9, 4.811475409836065)","(12.0, 19.0, 17.5)","(18.0, 25.0, 23.0)","(51.0, 170.0, 146.66666666666666)","(9.0, 12.0, 11.673076923076923)","(5.5, 7.2, 7.011764705882353)","(2.5, 2.72, 2.684375)","(21.0, 42.0, 39.0)","(61.0, 130.0, 118.75)","(71.0, 90.0, 76.66666666666667)","(21.0, 55.0, 45.833333333333336)","(31.0, 40.0, 36.72727272727273)","(101.0, 310.0, 242.0)"
14-12-2022 19:35:19.471551,"(4.0, 4.9, 4.811475409836065)","(12.0, 19.0, 17.5)","(18.0, 25.0, 23.0)","(51.0, 170.0, 146.66666666666666)","(9.0, 12.0, 11.673076923076923)","(5.5, 7.2, 7.011764705882353)","(2.5, 2.72, 2.684375)","(21.0, 42.0, 39.0)","(61.0, 130.0, 118.75)","(71.0, 90.0, 76.66666666666667)","(21.0, 55.0, 45.833333333333336)","(31.0, 40.0, 36.72727272727273)","(101.0, 310.0, 242.0)"
14-12-2022 19:35:21.188941,"(4.0, 4.9, 4.811475409836065)","(12.0, 19.0, 17.5)","(18.0, 25.0, 23.0)","(51.0, 170.0, 120.0)","(9.0, 12.0, 11.673076923076923)","(5.5, 7.2, 7.011764705882353)","(2.5, 2.74, 2.717777777777778)","(21.0, 42.0, 39.0)","(61.0, 130.0, 118.75)","(71.0, 90.0, 76.66666666666667)","(21.0, 55.0, 48.57142857142857)","(31.0, 40.0, 36.72727272727273)","(101.0, 310.0, 242.0)"
14-12-2022 19:35:22.848330,"(4.0, 4.9, 4.811475409836065)","(12.0, 19.0, 17.5)","(18.0, 25.0, 23.0)","(51.0, 170.0, 120.0)","(9.0, 12.0, 11.673076923076923)","(5.5, 7.2, 7.004081632653061)","(2.5, 2.74, 2.728888888888889)","(21.0, 42.0, 38.666666666666664)","(61.0, 130.0, 110.0)","(71.0, 90.0, 86.66666666666667)","(21.0, 55.0, 60.25)","(31.0, 40.0, 37.09090909090909)","(101.0, 310.0, 203.33333333333334)"
14-12-2022 19:35:24.419948,"(4.0, 4.9, 4.808474576271187)","(12.0, 19.0, 17.833333333333332)","(18.0, 29.0, 23.166666666666668)","(51.0, 170.0, 130.0)","(9.0, 13.0, 12.166666666666666)","(5.5, 7.2, 7.004081632653061)","(2.5, 2.74, 2.728888888888889)","(21.0, 44.0, 40.0)","(61.0, 130.0, 110.0)","(71.0, 120.0, 90.0)","(21.0, 65.0, 61.83333333333333)","(31.0, 42.0, 37.09090909090909)","(101.0, 310.0, 203.33333333333334)"
14-12-2022 19:35:26.044141,"(4.0, 4.9, 4.808474576271187)","(12.0, 19.0, 17.833333333333332)","(18.0, 29.0, 23.166666666666668)","(51.0, 170.0, 130.0)","(9.0, 13.0, 12.081632653061224)","(5.5, 7.2, 6.634615384615384)","(2.5, 2.74, 2.728888888888889)","(21.0, 44.0, 40.0)","(61.0, 130.0, 110.0)","(71.0, 110.0, 90.0)","(21.0, 65.0, 56.0)","(31.0, 42.0, 37.09090909090909)","(101.0, 310.0, 203.33333333333334)"
14-12-2022 19:35:27.651772,"(4.0, 4.9, 4.808474576271187)","(12.0, 19.0, 17.833333333333332)","(18.0, 29.0, 23.166666666666668)","(51.0, 170.0, 145.0)","(9.0, 13.0, 12.081632653061224)","(5.5, 7.2, 6.699999999999999)","(2.5, 2.74, 2.728888888888889)","(21.0, 44.0, 38.666666666666664)","(61.0, 130.0, 110.0)","(71.0, 110.0, 90.0)","(21.0, 60.0, 56.0)","(31.0, 42.0, 37.09090909090909)","(101.0, 310.0, 203.33333333333334)"
14-12-2022 19:35:29.237802,"(4.0, 4.9, 4.808474576271187)","(12.0, 19.0, 17.833333333333332)","(18.0, 29.0, 23.166666666666668)","(51.0, 190.0, 160.0)","(9.0, 13.0, 12.081632653061224)","(5.5, 7.0, 6.66)","(2.5, 2.74, 2.728888888888889)","(21.0, 44.0, 40.0)","(61.0, 130.0, 110.0)","(71.0, 110.0, 90.0)","(21.0, 60.0, 54.0)","(31.0, 42.0, 37.09090909090909)","(101.0, 310.0, 203.33333333333334)"
14-12-2022 19:35:30.803883,"(4.0, 4.9, 4.808474576271187)","(12.0, 19.0, 17.833333333333332)","(18.0, 29.0, 23.166666666666668)","(51.0, 200.0, 135.0)","(9.0, 13.0, 12.081632653061224)","(5.5, 6.8, 6.66)","(2.5, 2.74, 2.728888888888889)","(21.0, 44.0, 38.666666666666664)","(61.0, 130.0, 110.0)","(71.0, 110.0, 90.0)","(21.0, 60.0, 54.0)","(31.0, 42.0, 37.09090909090909)","(101.0, 310.0, 203.33333333333334)"
14-12-2022 19:35:32.408601,"(4.0, 4.9, 4.808474576271187)","(12.0, 19.0, 17.833333333333332)","(18.0, 29.0, 23.166666666666668)","(51.0, 200.0, 135.0)","(9.0, 13.0, 12.081632653061224)","(5.5, 6.8, 6.66)","(2.5, 2.74, 2.728888888888889)","(21.0, 44.0, 38.666666666666664)","(61.0, 130.0, 110.0)","(71.0, 110.0, 90.0)","(21.0, 60.0, 54.0)","(31.0, 42.0, 37.09090909090909)","(101.0, 310.0, 203.33333333333334)"
14-12-2022 19:35:34.084685,"(4.0, 4.9, 4.808474576271187)","(12.0, 19.0, 18.5)","(18.0, 29.0, 23.166666666666668)","(51.0, 200.0, 135.0)","(9.0, 13.0, 12.081632653061224)","(5.5, 6.8, 6.66)","(2.5, 2.74, 2.728888888888889)","(21.0, 44.0, 40.8)","(61.0, 130.0, 110.0)","(71.0, 110.0, 90.0)","(21.0, 60.0, 54.0)","(31.0, 42.0, 37.09090909090909)","(101.0, 310.0, 203.33333333333334)"
14-12-2022 19:35:35.693524,"(4.0, 4.9, 4.808474576271187)","(12.0, 19.0, 18.0)","(18.0, 29.0, 24.0)","(51.0, 200.0, 125.71428571428572)","(9.0, 13.0, 12.081632653061224)","(5.5, 6.8, 6.66)","(2.5, 2.74, 2.728888888888889)","(21.0, 44.0, 40.8)","(61.0, 130.0, 116.66666666666667)","(71.0, 110.0, 90.0)","(21.0, 60.0, 54.0)","(31.0, 42.0, 38.625)","(101.0, 310.0, 203.33333333333334)"
14-12-2022 19:35:37.461365,"(4.0, 4.9, 4.808474576271187)","(12.0, 19.0, 18.0)","(18.0, 28.0, 24.0)","(51.0, 200.0, 125.71428571428572)","(9.0, 13.0, 12.081632653061224)","(5.5, 6.8, 6.66)","(2.5, 2.74, 2.728888888888889)","(21.0, 44.0, 43.2)","(61.0, 130.0, 116.66666666666667)","(71.0, 110.0, 90.0)","(21.0, 60.0, 57.6)","(31.0, 42.0, 38.625)","(101.0, 310.0, 203.33333333333334)"
14-12-2022 19:35:39.004152,"(4.0, 4.9, 4.8087719298245615)","(12.0, 19.0, 17.884615384615383)","(18.0, 28.0, 23.166666666666668)","(51.0, 200.0, 100.0)","(9.0, 13.0, 12.085106382978724)","(5.5, 6.8, 6.670588235294117)","(2.5, 2.74, 2.5971428571428574)","(21.0, 44.0, 53.099999999999994)","(61.0, 130.0, 116.66666666666667)","(71.0, 110.0, 100.0)","(21.0, 60.0, 57.6)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:35:40.516264,"(4.0, 4.9, 4.8087719298245615)","(12.0, 19.5, 17.884615384615383)","(18.0, 29.0, 23.166666666666668)","(51.0, 200.0, 106.25)","(9.0, 13.0, 12.085106382978724)","(5.5, 7.0, 6.675)","(2.5, 2.74, 2.6353488372093024)","(21.0, 55.0, 42.25)","(61.0, 130.0, 116.66666666666667)","(71.0, 110.0, 100.0)","(21.0, 60.0, 57.6)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:35:42.143928,"(4.0, 4.9, 4.8087719298245615)","(12.0, 19.5, 17.884615384615383)","(18.0, 29.0, 23.166666666666668)","(51.0, 200.0, 106.25)","(9.0, 13.0, 12.085106382978724)","(5.5, 7.0, 6.675)","(2.5, 2.74, 2.6353488372093024)","(21.0, 55.0, 42.25)","(61.0, 130.0, 116.66666666666667)","(71.0, 110.0, 100.0)","(21.0, 60.0, 57.6)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:35:43.664617,"(4.0, 4.9, 4.8087719298245615)","(12.0, 19.5, 16.875)","(18.0, 29.0, 23.166666666666668)","(51.0, 200.0, 113.33333333333334)","(9.0, 13.0, 12.085106382978724)","(5.5, 7.0, 6.675)","(2.5, 2.74, 2.5766666666666667)","(21.0, 55.0, 42.25)","(61.0, 130.0, 116.66666666666667)","(71.0, 110.0, 100.0)","(21.0, 60.0, 63.111111111111114)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:35:45.286809,"(4.0, 4.9, 4.8087719298245615)","(12.0, 19.5, 16.875)","(18.0, 29.0, 23.166666666666668)","(51.0, 190.0, 113.33333333333334)","(9.0, 13.0, 12.085106382978724)","(5.5, 7.0, 6.675)","(2.5, 2.66, 2.5766666666666667)","(21.0, 55.0, 42.25)","(61.0, 130.0, 102.5)","(71.0, 110.0, 100.0)","(21.0, 65.0, 63.111111111111114)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:35:46.947563,"(4.0, 4.9, 4.8087719298245615)","(12.0, 19.5, 16.875)","(18.0, 29.0, 23.166666666666668)","(51.0, 180.0, 110.0)","(9.0, 13.0, 12.085106382978724)","(5.5, 7.0, 6.675)","(2.5, 2.66, 2.5766666666666667)","(21.0, 55.0, 42.25)","(61.0, 140.0, 102.5)","(71.0, 110.0, 100.0)","(21.0, 65.0, 63.111111111111114)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:35:48.586220,"(4.0, 4.9, 4.8087719298245615)","(13.0, 19.5, 16.875)","(17.0, 29.0, 23.166666666666668)","(61.0, 180.0, 110.0)","(9.0, 13.0, 11.683673469387756)","(5.5, 7.0, 6.675)","(2.5, 2.66, 2.5766666666666667)","(21.0, 55.0, 42.25)","(71.0, 140.0, 102.5)","(71.0, 110.0, 100.0)","(21.0, 65.0, 63.111111111111114)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:35:50.021814,"(4.0, 4.9, 4.8087719298245615)","(13.0, 18.5, 17.25)","(17.0, 29.0, 23.166666666666668)","(61.0, 180.0, 110.0)","(9.0, 13.0, 11.683673469387756)","(5.5, 7.0, 6.675)","(2.5, 2.66, 2.618909090909091)","(21.0, 55.0, 42.25)","(71.0, 140.0, 97.14285714285714)","(71.0, 110.0, 100.0)","(21.0, 65.0, 63.111111111111114)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:35:51.496563,"(4.0, 4.9, 4.8087719298245615)","(13.0, 18.5, 17.25)","(18.0, 29.0, 24.0)","(61.0, 180.0, 110.0)","(9.0, 13.0, 11.683673469387756)","(5.5, 7.0, 6.675)","(2.5, 2.74, 2.609846153846154)","(21.0, 55.0, 42.25)","(71.0, 140.0, 97.14285714285714)","(71.0, 110.0, 100.0)","(21.0, 65.0, 60.0)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:35:52.998403,"(4.0, 4.9, 4.8087719298245615)","(13.0, 18.0, 17.0)","(18.0, 29.0, 24.0)","(61.0, 180.0, 127.5)","(9.0, 13.0, 11.805555555555555)","(5.5, 7.0, 6.675)","(2.5, 2.74, 2.609846153846154)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 96.66666666666667)","(21.0, 65.0, 65.0)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:35:54.419158,"(4.0, 4.9, 4.8087719298245615)","(13.0, 18.0, 17.0)","(18.0, 29.0, 24.0)","(61.0, 180.0, 127.5)","(9.0, 13.0, 11.805555555555555)","(5.5, 7.0, 6.675)","(2.5, 2.74, 2.609846153846154)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 96.66666666666667)","(21.0, 70.0, 63.333333333333336)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:35:55.989359,"(4.0, 4.9, 4.8087719298245615)","(13.0, 18.0, 17.0)","(18.0, 29.0, 24.0)","(61.0, 170.0, 122.5)","(9.0, 13.0, 11.805555555555555)","(5.5, 7.0, 6.855555555555555)","(2.5, 2.72, 2.6971428571428575)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 96.66666666666667)","(21.0, 80.0, 63.333333333333336)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:35:57.536859,"(4.0, 4.9, 4.8087719298245615)","(13.0, 18.0, 17.0)","(18.0, 29.0, 24.0)","(61.0, 160.0, 135.71428571428572)","(9.0, 13.0, 11.805555555555555)","(5.5, 7.0, 6.855555555555555)","(2.5, 2.72, 2.6971428571428575)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 96.66666666666667)","(21.0, 80.0, 63.333333333333336)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:35:59.710168,"(4.0, 4.9, 4.8087719298245615)","(13.0, 18.0, 17.0)","(18.0, 29.0, 24.0)","(61.0, 160.0, 135.71428571428572)","(9.0, 13.0, 11.805555555555555)","(5.5, 7.0, 6.942857142857143)","(2.5, 2.72, 2.6971428571428575)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 96.66666666666667)","(21.0, 80.0, 63.333333333333336)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:01.555029,"(4.0, 4.9, 4.8087719298245615)","(13.0, 18.0, 17.0)","(18.0, 29.0, 24.0)","(61.0, 160.0, 103.33333333333333)","(9.0, 13.0, 11.805555555555555)","(5.5, 7.0, 6.942857142857143)","(2.5, 2.72, 2.6971428571428575)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 96.66666666666667)","(21.0, 80.0, 63.333333333333336)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:03.038858,"(4.0, 4.9, 4.8087719298245615)","(13.0, 18.0, 17.2)","(18.0, 29.0, 24.0)","(61.0, 160.0, 103.33333333333333)","(9.0, 13.0, 11.805555555555555)","(5.5, 7.0, 6.942857142857143)","(2.5, 2.72, 2.6971428571428575)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 86.66666666666667)","(21.0, 80.0, 63.333333333333336)","(31.0, 42.0, 38.625)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:04.524546,"(4.0, 4.9, 4.8087719298245615)","(13.0, 18.0, 17.2)","(18.0, 29.0, 24.0)","(61.0, 160.0, 103.33333333333333)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.942857142857143)","(2.5, 2.72, 2.6971428571428575)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 86.66666666666667)","(21.0, 80.0, 57.5)","(31.0, 42.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:06.068194,"(4.0, 4.9, 4.8113636363636365)","(13.0, 18.0, 17.2)","(18.0, 27.0, 23.8)","(61.0, 160.0, 103.33333333333333)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.942857142857143)","(2.5, 2.72, 2.6971428571428575)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 86.66666666666667)","(21.0, 75.0, 70.0)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:08.007874,"(4.0, 4.9, 4.8113636363636365)","(13.0, 18.0, 17.5)","(18.0, 27.0, 24.333333333333332)","(61.0, 160.0, 103.33333333333333)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.942857142857143)","(2.5, 2.72, 2.6971428571428575)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 86.66666666666667)","(21.0, 75.0, 70.17241379310344)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:09.528013,"(4.0, 4.9, 4.8113636363636365)","(13.0, 18.0, 17.5)","(18.0, 27.0, 24.333333333333332)","(61.0, 160.0, 103.33333333333333)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.942857142857143)","(2.5, 2.72, 2.658823529411765)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 86.66666666666667)","(21.0, 75.0, 70.17241379310344)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:11.191700,"(4.0, 4.9, 4.8113636363636365)","(13.0, 18.0, 17.5)","(18.0, 27.0, 24.333333333333332)","(61.0, 160.0, 103.33333333333333)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.942857142857143)","(2.5, 2.7, 2.658823529411765)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 86.66666666666667)","(21.0, 75.0, 70.17241379310344)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:12.662802,"(4.0, 4.9, 4.8113636363636365)","(13.0, 18.0, 17.5)","(18.0, 27.0, 24.333333333333332)","(61.0, 160.0, 103.33333333333333)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.942857142857143)","(2.5, 2.7, 2.658823529411765)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 86.66666666666667)","(21.0, 75.0, 70.17241379310344)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:14.271516,"(4.0, 4.9, 4.8113636363636365)","(13.0, 18.0, 17.5)","(18.0, 27.0, 23.444444444444443)","(61.0, 160.0, 87.5)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.7, 2.6971428571428575)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 86.66666666666667)","(21.0, 75.0, 70.17241379310344)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:15.782795,"(4.0, 4.9, 4.8113636363636365)","(13.0, 18.0, 17.5)","(18.0, 27.0, 23.444444444444443)","(61.0, 150.0, 96.42857142857143)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 86.66666666666667)","(21.0, 75.0, 70.17241379310344)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:17.228294,"(4.0, 4.9, 4.8113636363636365)","(13.0, 18.0, 17.5)","(18.0, 27.0, 23.444444444444443)","(61.0, 150.0, 96.42857142857143)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(21.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 86.66666666666667)","(21.0, 75.0, 61.875)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:18.649267,"(4.2, 4.9, 4.8113636363636365)","(13.0, 18.5, 17.25)","(17.0, 27.0, 23.444444444444443)","(61.0, 150.0, 96.42857142857143)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(26.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 86.66666666666667)","(26.0, 75.0, 61.875)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:20.053935,"(4.2, 4.9, 4.8113636363636365)","(13.0, 18.5, 17.25)","(17.0, 26.0, 24.0)","(61.0, 150.0, 112.5)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(26.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 86.66666666666667)","(26.0, 75.0, 61.875)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:21.571217,"(4.2, 4.9, 4.8113636363636365)","(13.0, 18.5, 17.25)","(17.0, 26.0, 25.0)","(61.0, 150.0, 112.5)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(26.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 86.66666666666667)","(26.0, 75.0, 61.875)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:23.425678,"(4.2, 4.9, 4.8113636363636365)","(13.0, 18.5, 17.25)","(17.0, 26.0, 25.0)","(61.0, 150.0, 112.5)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(26.0, 55.0, 42.25)","(71.0, 140.0, 97.14285714285714)","(71.0, 110.0, 86.66666666666667)","(26.0, 75.0, 61.875)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:24.891096,"(4.2, 4.9, 4.8113636363636365)","(13.0, 18.5, 17.25)","(17.0, 26.0, 25.0)","(61.0, 150.0, 112.5)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(26.0, 55.0, 42.25)","(71.0, 140.0, 97.14285714285714)","(71.0, 110.0, 86.66666666666667)","(26.0, 75.0, 61.875)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:26.470721,"(4.2, 4.9, 4.8113636363636365)","(13.0, 18.5, 17.25)","(17.0, 26.0, 25.0)","(61.0, 150.0, 112.5)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(26.0, 55.0, 42.25)","(71.0, 140.0, 97.14285714285714)","(71.0, 110.0, 92.5)","(26.0, 75.0, 61.875)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:28.056596,"(4.2, 4.9, 4.8113636363636365)","(13.0, 18.5, 17.25)","(17.0, 26.0, 25.0)","(61.0, 150.0, 112.5)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(26.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 92.5)","(26.0, 75.0, 61.875)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:29.457603,"(4.2, 4.9, 4.8113636363636365)","(13.0, 18.5, 17.25)","(17.0, 26.0, 25.0)","(61.0, 150.0, 112.5)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(26.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 92.5)","(26.0, 75.0, 61.875)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:30.872121,"(4.2, 4.9, 4.8113636363636365)","(13.0, 18.5, 17.25)","(17.0, 26.0, 25.0)","(61.0, 150.0, 112.5)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(26.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 92.5)","(26.0, 75.0, 61.875)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:32.304198,"(4.2, 4.9, 4.740816326530612)","(13.0, 18.5, 17.25)","(17.0, 26.0, 25.0)","(61.0, 150.0, 112.5)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(26.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 83.33333333333333)","(26.0, 75.0, 61.875)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 230.0)"
14-12-2022 19:36:34.014088,"(4.2, 4.9, 4.740816326530612)","(13.0, 18.5, 17.25)","(17.0, 26.0, 25.0)","(61.0, 150.0, 87.5)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(26.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 83.33333333333333)","(26.0, 75.0, 61.875)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 264.2857142857143)"
14-12-2022 19:36:35.589857,"(4.2, 4.9, 4.740816326530612)","(13.0, 18.5, 17.25)","(17.0, 26.0, 25.0)","(61.0, 150.0, 87.5)","(9.0, 13.0, 12.18867924528302)","(5.5, 7.0, 6.745454545454545)","(2.5, 2.72, 2.6971428571428575)","(26.0, 55.0, 42.25)","(71.0, 140.0, 98.75)","(71.0, 110.0, 83.33333333333333)","(26.0, 75.0, 61.875)","(31.0, 40.0, 38.15384615384615)","(101.0, 310.0, 210.0)"
