,Champagne Sunday,Chikira Lass,My Zoi,Beadman,Boston Strong Boy,Share Power
12-01-2023 13:01:37.856293,"(7.0, 10.5, 9.65)","(3.1, 4.0, 3.909090909090909)","(2.25, 2.54, 2.533333333333333)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.5, 10.31)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:38.884456,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.925925925925926)","(2.25, 2.58, 2.56)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.5, 10.31)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:40.000295,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.62, 2.56)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.5, 10.31)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:41.191565,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.62, 2.56)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.5, 10.31)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:42.190414,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.62, 2.56)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.5, 10.31)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:43.249518,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.62, 2.56)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.5, 10.31)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:44.367518,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.62, 2.56)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.5, 10.31)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:45.433115,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.62, 2.56)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.5, 9.745454545454546)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:46.384382,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.62, 2.56)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.0, 9.745454545454546)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:47.434211,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.62, 2.56)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.0, 9.745454545454546)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:48.684935,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.62, 2.56)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.0, 9.745454545454546)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:49.900787,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.62, 2.6225)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.0, 9.745454545454546)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:51.084668,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.64, 2.6225)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.0, 9.745454545454546)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:52.196588,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.64, 2.6225)","(7.0, 9.6, 9.028571428571428)","(6.5, 10.0, 9.745454545454546)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:53.232734,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.64, 2.6100000000000003)","(7.0, 9.6, 8.8)","(6.5, 10.0, 10.276470588235295)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:54.368302,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.916666666666667)","(2.25, 2.74, 2.5923076923076924)","(7.0, 9.8, 8.799999999999999)","(6.5, 10.5, 9.745454545454546)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:55.458808,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.74, 2.5923076923076924)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.0, 9.745454545454546)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:56.600675,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.74, 2.5923076923076924)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.0, 9.745454545454546)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:57.731822,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.74, 2.5923076923076924)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.0, 9.745454545454546)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:58.833330,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.74, 2.5923076923076924)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.0, 9.745454545454546)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:01:59.942247,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.74, 2.5923076923076924)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.0, 9.745454545454546)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:00.954200,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.74, 2.5923076923076924)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.0, 10.025)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:01.986405,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.74, 2.5923076923076924)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.5, 10.025)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:03.063939,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.74, 2.5923076923076924)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.5, 10.025)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:04.169756,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.74, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.5, 10.025)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:05.257401,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.5, 10.025)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:06.304344,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.5, 10.025)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:07.382811,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.5, 10.025)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:08.435420,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.5, 10.025)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:09.384178,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 10.5, 9.581818181818182)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:10.531069,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 9.581818181818182)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:11.715290,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 9.533333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:12.747210,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 9.533333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:13.737544,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 9.533333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:14.751269,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 9.533333333333333)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:15.863020,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 9.114285714285714)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:16.979581,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 9.114285714285714)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:18.088165,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 9.114285714285714)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:19.177301,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 9.114285714285714)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:20.233121,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 9.114285714285714)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:21.286792,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 9.114285714285714)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:22.298476,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 9.114285714285714)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:23.353375,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 9.114285714285714)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:24.457070,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 8.9)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:25.575229,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 8.9)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:26.691600,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 8.9)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:27.714039,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 8.9)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:28.610831,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 8.9)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:29.724455,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 8.9)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:30.773040,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 8.9)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:31.769107,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.8, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:32.914817,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:33.978405,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:34.986425,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:36.120408,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.925925925925926)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.799999999999999)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:37.335790,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.925925925925926)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:38.550369,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.925925925925926)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:39.803345,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.925925925925926)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:40.876881,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.925925925925926)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:42.002804,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.925925925925926)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:43.083226,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.925925925925926)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.6)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:44.095846,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.925925925925926)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.2, 8.6)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:45.237953,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.925925925925926)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.2, 8.6)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:46.381192,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.925925925925926)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.2, 8.6)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:47.447981,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.892857142857143)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.2, 8.6)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:48.502604,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.861320754716981)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.2, 8.6)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:49.608422,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.861320754716981)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.2, 8.6)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:50.679600,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.861320754716981)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.2, 8.6)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:51.802493,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.861320754716981)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.2, 8.6)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:52.841726,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.861320754716981)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.2, 8.6)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:53.937603,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.861320754716981)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.2, 8.466666666666667)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:55.118650,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.8515151515151516)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.466666666666667)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:56.236386,"(7.0, 10.5, 9.48)","(3.1, 4.0, 3.8515151515151516)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.514285714285714)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:57.257495,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.8, 8.514285714285714)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:58.328698,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.8, 8.514285714285714)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:02:59.416827,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.8, 8.9)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:00.473394,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.8, 8.666666666666666)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:01.525532,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 10.0, 9.0)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:02.615925,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 10.0, 9.0)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:03.661088,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 10.0, 9.0)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:04.789435,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 10.0, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:05.855871,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:06.913898,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:08.023442,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:08.947583,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:10.070321,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:11.237889,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:12.406793,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:13.538548,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:14.597521,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:15.653326,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:16.782595,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:17.965949,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:19.035027,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.8)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:20.040000,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.6, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:21.146036,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:22.201690,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:23.256959,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:24.369772,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:25.461086,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:26.652104,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:27.765631,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.7)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:28.842170,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.4, 8.6)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:30.147018,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.2, 8.6)","(31.0, 55.0, 42.857142857142854)"
12-01-2023 13:03:31.145504,"(7.0, 10.5, 9.48)","(3.1, 3.95, 3.9214285714285717)","(2.25, 2.72, 2.6222222222222222)","(7.0, 9.6, 8.933333333333334)","(6.5, 9.2, 8.6)","(31.0, 55.0, 42.857142857142854)"
