,Fighting Boxer,Zoha Bale,Arbys Lucy,Ten Dollar Slaps,Earthworm Jim,Gucci Girl,Nana Judy,Poppys Pride
07-12-2022 20:06:09.293421,"(16.0, 50.0, 26.666666666666664)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 502.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 60.0, 18.583333333333332)","(91.0, 650.0, 512.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:10.548888,"(16.0, 50.0, 26.666666666666664)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 502.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 512.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:11.800144,"(16.0, 50.0, 26.666666666666664)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 550.5555555555555)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 560.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:13.019910,"(16.0, 50.0, 26.666666666666664)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 550.5555555555555)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 560.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:14.318643,"(16.0, 50.0, 26.666666666666664)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 550.5555555555555)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 560.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:15.570201,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:16.769055,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:17.972794,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 599.5454545454545)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:19.281744,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 502.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 599.5454545454545)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:20.581433,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 502.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:21.801487,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 502.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 587.7777777777778)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:22.961009,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 502.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 587.7777777777778)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:24.146423,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 520.8333333333334)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:25.440449,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 520.8333333333334)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:26.743383,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 520.8333333333334)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:27.994615,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 587.7777777777778)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:29.197923,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:30.363834,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:31.568249,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:32.790089,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.48, 1.8989473684210527)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 587.7777777777778)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:34.064019,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.48, 1.8989473684210527)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 587.7777777777778)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:35.311334,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.48, 1.8989473684210527)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:36.594656,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.8989473684210527)","(81.0, 610.0, 502.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 512.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:37.837378,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.48, 1.8989473684210527)","(81.0, 610.0, 502.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 18.583333333333332)","(91.0, 650.0, 512.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:38.978814,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.48, 1.8989473684210527)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 44.0, 17.916666666666668)","(91.0, 650.0, 588.3333333333333)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:40.125044,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.48, 1.9538461538461538)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 511.25)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:41.335933,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.9538461538461538)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 511.25)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:42.767897,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.5, 1.8989473684210527)","(81.0, 610.0, 532.8571428571429)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 558.3333333333334)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:44.099201,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.48, 1.8989473684210527)","(81.0, 610.0, 476.25)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 515.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:45.412676,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.48, 1.8989473684210527)","(81.0, 610.0, 476.25)","(8.0, 16.5, 11.815384615384616)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 515.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:46.723101,"(16.0, 50.0, 25.76923076923077)","(1.75, 2.48, 1.8989473684210527)","(81.0, 610.0, 533.5714285714286)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 558.3333333333334)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:48.050455,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 1.9021052631578947)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:49.292878,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.48, 1.8989473684210527)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:50.526535,"(16.0, 50.0, 39.0625)","(1.75, 2.48, 1.8989473684210527)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:51.833745,"(16.0, 50.0, 39.0625)","(1.75, 2.48, 1.8989473684210527)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 599.5454545454545)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:53.142448,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9021052631578947)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:54.549338,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.48, 1.8491428571428572)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:55.974648,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.48, 2.217831325301205)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:57.377452,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.48, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:06:58.738129,"(16.0, 50.0, 39.0625)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 599.5454545454545)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:00.166861,"(16.0, 50.0, 39.0625)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:01.635632,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:03.088045,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:04.603188,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:06.110243,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 599.5454545454545)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:07.491986,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:08.925009,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:10.270013,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:11.621410,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:12.940903,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:14.251787,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 599.5454545454545)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:15.532959,"(16.0, 50.0, 39.0625)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:16.786269,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:17.973021,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:19.231320,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:20.505594,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:21.801612,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 33.125)","(91.0, 650.0, 599.5454545454545)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:23.116449,"(16.0, 50.0, 39.0625)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 33.125)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:24.514003,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:25.783444,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:26.953817,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:28.122883,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:29.368833,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:30.629281,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 557.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:31.831394,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9692307692307693)","(81.0, 610.0, 340.0)","(8.0, 16.5, 10.41)","(2.6, 4.3, 3.535555555555556)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:33.040638,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 2.0941176470588236)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8085714285714287)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 556.6666666666666)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:34.318197,"(16.0, 50.0, 20.833333333333332)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8085714285714287)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 594.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:35.485784,"(16.0, 50.0, 39.0625)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 613.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:36.752649,"(16.0, 50.0, 41.66666666666667)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 594.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:38.048854,"(16.0, 50.0, 39.0625)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 594.5)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:39.349339,"(16.0, 50.0, 39.0625)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 539.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:40.630617,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 558.3333333333334)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:41.850764,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 595.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:42.984221,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 18.333333333333332)","(91.0, 650.0, 613.3333333333333)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:44.173824,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 33.125)","(91.0, 650.0, 595.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:45.371439,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 540.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:46.643669,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 540.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:47.886927,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 560.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:49.093612,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 560.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:50.311853,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 560.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:51.473892,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 620.0)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:52.684521,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 608.4615384615385)","(11.0, 28.0, 13.0)"
07-12-2022 20:07:53.932376,"(16.0, 50.0, 34.09090909090909)","(1.75, 2.5, 1.9825)","(81.0, 610.0, 340.0)","(8.0, 16.5, 11.754545454545454)","(2.6, 4.3, 3.8561290322580644)","(15.0, 40.0, 17.916666666666668)","(91.0, 650.0, 608.4615384615385)","(11.0, 28.0, 13.0)"
