,Opawa Kyle,Opawa Warrior,Zipping Chassis,Nighthawk Jet,Diamond Alex,Iced Mocha,Know Grizzles,Diamond Neena
08-12-2022 13:23:50.498410,"(6.5, 12.5, 10.333333333333332)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.2, 7.747999999999999)","(12.0, 30.0, 26.916666666666668)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:23:51.809855,"(6.5, 12.5, 10.266666666666666)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.2, 7.034615384615385)","(12.0, 30.0, 26.916666666666668)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:23:53.200092,"(6.5, 12.5, 10.266666666666666)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.034615384615385)","(12.0, 30.0, 17.0)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:23:54.591789,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.034615384615385)","(12.0, 30.0, 17.0)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:23:56.030459,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 5.63)","(12.0, 30.0, 27.0)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:23:57.579616,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.2, 7.747999999999999)","(12.0, 30.0, 27.0)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:23:58.971510,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.2, 8.804761904761905)","(12.0, 30.0, 17.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:00.592021,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.804761904761905)","(12.0, 30.0, 27.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:01.968772,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.333333333333334)","(12.0, 30.0, 27.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:03.302505,"(6.5, 12.5, 10.266666666666666)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.333333333333334)","(12.0, 30.0, 17.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:04.593764,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.814285714285715)","(12.0, 30.0, 17.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:05.852747,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.814285714285715)","(12.0, 30.0, 27.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:07.068709,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.814285714285715)","(12.0, 30.0, 27.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:08.631398,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.814285714285715)","(12.0, 30.0, 26.2)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:09.924266,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.052631578947368)","(12.0, 30.0, 26.2)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:11.303783,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.052631578947368)","(12.0, 30.0, 26.916666666666668)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:12.557481,"(6.5, 12.5, 10.266666666666666)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 9.097882352941177)","(12.0, 30.0, 26.916666666666668)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:13.618551,"(6.5, 12.5, 10.266666666666666)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 9.097882352941177)","(12.0, 30.0, 26.916666666666668)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:14.903239,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.451851851851853)","(12.0, 30.0, 26.2)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:16.235266,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.451851851851853)","(12.0, 30.0, 27.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:17.370002,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.257142857142858)","(12.0, 30.0, 27.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:18.485216,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.257142857142858)","(12.0, 30.0, 27.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:19.630342,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.257142857142858)","(12.0, 30.0, 17.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:20.734625,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.257142857142858)","(12.0, 30.0, 17.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:21.822326,"(6.5, 12.5, 10.4)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.694444444444446)","(12.0, 30.0, 17.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:22.893139,"(6.5, 12.5, 10.266666666666666)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.694444444444446)","(12.0, 30.0, 24.428571428571427)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:23.943312,"(6.5, 12.5, 10.266666666666666)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 6.795833333333333)","(12.0, 30.0, 24.428571428571427)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:25.070750,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 6.795833333333333)","(12.0, 30.0, 24.428571428571427)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:26.136220,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 6.795833333333333)","(12.0, 30.0, 24.428571428571427)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:27.255164,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 6.795833333333333)","(12.0, 30.0, 26.75)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:28.669987,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.768421052631579)","(12.0, 30.0, 26.833333333333332)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:29.893292,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.781578947368422)","(12.0, 30.0, 26.833333333333332)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:30.959530,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.781578947368422)","(12.0, 30.0, 26.833333333333332)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:32.147558,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.781578947368422)","(12.0, 30.0, 17.0)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:33.333520,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.488235294117647)","(12.0, 30.0, 35.45454545454545)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:34.587725,"(6.5, 12.5, 10.266666666666666)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 6.8375)","(12.0, 36.0, 35.45454545454545)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:35.763797,"(6.5, 12.5, 10.266666666666666)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 6.8375)","(12.0, 36.0, 37.27272727272727)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:36.909092,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 6.8375)","(12.0, 38.0, 37.27272727272727)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:37.888267,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 6.8375)","(12.0, 38.0, 24.25)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:38.890765,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 6.8375)","(12.0, 38.0, 24.25)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:39.948763,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.163636363636364)","(12.0, 38.0, 23.25)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:40.909568,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.163636363636364)","(12.0, 36.0, 23.25)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:41.984633,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.105263157894736)","(12.0, 36.0, 23.25)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:43.131749,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.105263157894736)","(12.0, 36.0, 23.25)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:44.289894,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.105263157894736)","(12.0, 36.0, 23.25)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:45.311549,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.105263157894736)","(12.0, 36.0, 23.25)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:46.386170,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.105263157894736)","(12.0, 36.0, 23.25)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:47.526735,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.105263157894736)","(12.0, 36.0, 23.25)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:48.593052,"(6.5, 12.5, 10.466666666666667)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.105263157894736)","(12.0, 36.0, 23.25)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:49.718120,"(6.5, 12.5, 10.266666666666666)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.105263157894736)","(12.0, 36.0, 23.25)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:50.776462,"(6.5, 12.5, 10.266666666666666)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.105263157894736)","(12.0, 36.0, 23.25)","(10.0, 21.0, 14.7)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:51.897699,"(6.5, 12.5, 10.533333333333333)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.105263157894736)","(12.0, 36.0, 23.25)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:53.052431,"(6.5, 12.5, 10.533333333333333)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.105263157894736)","(12.0, 36.0, 23.25)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:54.113719,"(6.5, 12.5, 10.533333333333333)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.105263157894736)","(12.0, 36.0, 33.875)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:55.177611,"(6.5, 12.5, 10.533333333333333)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 8.105263157894736)","(12.0, 36.0, 34.84090909090909)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:56.289850,"(6.5, 12.5, 10.533333333333333)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.8625)","(12.0, 36.0, 33.875)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:57.425845,"(6.5, 12.5, 10.533333333333333)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.8625)","(12.0, 36.0, 31.75)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:58.561401,"(6.5, 12.5, 10.533333333333333)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.8625)","(12.0, 36.0, 38.416666666666664)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:24:59.693745,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.8625)","(12.0, 44.0, 38.416666666666664)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:25:00.805181,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.8625)","(12.0, 44.0, 38.416666666666664)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:25:01.948530,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.911904761904761)","(12.0, 44.0, 38.416666666666664)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:25:03.147619,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.911904761904761)","(12.0, 44.0, 41.0)","(10.0, 21.0, 19.06153846153846)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:25:04.311073,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.911904761904761)","(12.0, 44.0, 41.0)","(10.0, 21.0, 19.06153846153846)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:25:05.371778,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.911904761904761)","(12.0, 44.0, 41.0)","(10.0, 21.0, 19.904347826086955)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:25:06.415939,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.911904761904761)","(12.0, 44.0, 42.42857142857143)","(10.0, 21.0, 19.06153846153846)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 79.21428571428572)"
08-12-2022 13:25:07.451827,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.911904761904761)","(12.0, 44.0, 41.0)","(10.0, 21.0, 19.06153846153846)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 71.25)"
08-12-2022 13:25:08.524235,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.911904761904761)","(12.0, 44.0, 38.416666666666664)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 254.33333333333331)","(17.0, 90.0, 71.25)"
08-12-2022 13:25:09.575864,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.911904761904761)","(12.0, 44.0, 41.0)","(10.0, 21.0, 19.06153846153846)","(21.0, 240.0, 172.65517241379308)","(26.0, 300.0, 287.59090909090907)","(17.0, 90.0, 71.25)"
08-12-2022 13:25:10.649447,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.911904761904761)","(12.0, 44.0, 41.0)","(10.0, 21.0, 19.06153846153846)","(21.0, 240.0, 172.65517241379308)","(26.0, 300.0, 287.59090909090907)","(17.0, 90.0, 71.25)"
08-12-2022 13:25:11.782046,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.911904761904761)","(12.0, 44.0, 41.0)","(10.0, 21.0, 19.06153846153846)","(21.0, 240.0, 172.65517241379308)","(26.0, 300.0, 287.59090909090907)","(17.0, 90.0, 71.25)"
08-12-2022 13:25:12.952884,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.911904761904761)","(12.0, 44.0, 39.35714285714286)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 109.2)","(26.0, 300.0, 163.5)","(17.0, 90.0, 71.25)"
08-12-2022 13:25:14.092423,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.911904761904761)","(12.0, 44.0, 39.35714285714286)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 260.8571428571429)","(17.0, 90.0, 83.22727272727272)"
08-12-2022 13:25:15.181082,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.911904761904761)","(12.0, 44.0, 39.35714285714286)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 137.21052631578948)","(26.0, 300.0, 275.18181818181813)","(17.0, 90.0, 86.45238095238095)"
08-12-2022 13:25:16.243069,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.478125)","(12.0, 44.0, 41.09090909090909)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 137.21052631578948)","(26.0, 300.0, 275.18181818181813)","(17.0, 90.0, 86.45238095238095)"
08-12-2022 13:25:17.283522,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.478125)","(12.0, 44.0, 41.09090909090909)","(10.0, 21.0, 12.600000000000001)","(21.0, 240.0, 137.21052631578948)","(26.0, 300.0, 275.18181818181813)","(17.0, 90.0, 86.45238095238095)"
08-12-2022 13:25:18.315381,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.478125)","(12.0, 44.0, 41.09090909090909)","(10.0, 21.0, 17.285714285714285)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 260.8571428571429)","(17.0, 90.0, 71.25)"
08-12-2022 13:25:19.360561,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.478125)","(12.0, 44.0, 38.416666666666664)","(10.0, 21.0, 17.285714285714285)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 260.8571428571429)","(17.0, 90.0, 71.25)"
08-12-2022 13:25:20.530631,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.478125)","(12.0, 44.0, 38.416666666666664)","(10.0, 21.0, 18.11111111111111)","(21.0, 240.0, 99.85714285714286)","(26.0, 300.0, 260.8571428571429)","(17.0, 90.0, 71.25)"
08-12-2022 13:25:21.704561,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.478125)","(12.0, 44.0, 38.416666666666664)","(10.0, 21.0, 18.866666666666667)","(21.0, 240.0, 137.21052631578948)","(26.0, 300.0, 275.18181818181813)","(17.0, 90.0, 83.22727272727272)"
08-12-2022 13:25:22.814486,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.478125)","(12.0, 44.0, 42.42857142857143)","(10.0, 21.0, 12.733333333333334)","(21.0, 240.0, 172.65517241379308)","(26.0, 300.0, 287.0)","(17.0, 90.0, 86.45238095238095)"
08-12-2022 13:25:23.860273,"(6.5, 12.5, 10.3)","(2.0, 2.58, 2.3866666666666667)","(3.0, 9.4, 7.478125)","(12.0, 44.0, 42.42857142857143)","(10.0, 21.0, 12.733333333333334)","(21.0, 240.0, 172.65517241379308)","(26.0, 300.0, 287.0)","(17.0, 90.0, 86.45238095238095)"
