,Klimt Ride,Cherrys Cross,Sloe Gin Biz,Smoozer,Plunk,Sparkling Shire,Shea D Capture,Red Devolution,Cryptic Code
05-01-2023 12:56:40.033043,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.336363636363636)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 15.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:56:41.450909,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.4)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 15.5)","(5.0, 5.9, 5.355555555555556)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:56:42.750523,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.4)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 15.5)","(5.0, 5.9, 5.355555555555556)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:56:43.980784,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.336363636363636)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 15.875)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:56:45.274359,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.4)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.336363636363636)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 15.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:56:46.735751,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.785714285714285)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 15.875)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:56:48.144524,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 15.875)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:56:49.446408,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.336363636363636)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 15.875)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:56:50.785498,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.336363636363636)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 15.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:56:52.014295,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.336363636363636)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 15.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:56:53.323904,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.785714285714285)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.166666666666668)","(5.0, 5.9, 5.355555555555556)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:56:54.885466,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.355555555555556)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 21.25)"
05-01-2023 12:56:56.608298,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.355555555555556)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:56:58.004220,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.336363636363636)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:56:59.386133,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.166666666666668)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 21.25)"
05-01-2023 12:57:00.775433,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:57:02.130947,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.336363636363636)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.744444444444445)","(11.0, 25.0, 20.0)"
05-01-2023 12:57:03.526390,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.166666666666668)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:57:04.843749,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 20.0)"
05-01-2023 12:57:06.391002,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.336363636363636)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:57:07.977098,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.166666666666668)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 20.0)"
05-01-2023 12:57:09.383911,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 20.0)"
05-01-2023 12:57:10.946262,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.4)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.336363636363636)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.166666666666668)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:57:12.289140,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 20.0)"
05-01-2023 12:57:13.757928,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:57:15.024568,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:57:16.298009,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 11.0, 10.5)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:57:17.549691,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.336363636363636)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:57:18.815856,"(17.0, 22.0, 18.357142857142858)","(13.0, 18.5, 16.1)","(6.0, 11.0, 10.76)","(7.5, 10.5, 10.336363636363636)","(2.25, 3.15, 3.1399999999999997)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.881818181818183)","(11.0, 25.0, 19.666666666666668)"
05-01-2023 12:57:20.454539,"(17.0, 22.0, 16.9)","(13.0, 20.0, 16.11111111111111)","(6.0, 11.0, 10.242857142857142)","(7.5, 11.0, 10.5)","(2.25, 3.3, 3.2779310344827586)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.593333333333334)","(11.0, 25.0, 22.333333333333332)"
05-01-2023 12:57:22.495864,"(17.0, 22.0, 15.625)","(13.0, 20.0, 16.11111111111111)","(6.0, 10.5, 10.1625)","(7.5, 11.0, 10.5)","(2.25, 3.3, 3.264444444444444)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.593333333333334)","(11.0, 25.0, 21.0)"
05-01-2023 12:57:24.022960,"(17.0, 22.0, 14.285714285714286)","(13.0, 20.0, 16.11111111111111)","(6.0, 10.5, 10.05)","(7.5, 11.0, 10.5)","(2.25, 3.3, 3.264444444444444)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.593333333333334)","(11.0, 25.0, 21.0)"
05-01-2023 12:57:25.699805,"(17.0, 22.0, 14.285714285714286)","(13.0, 20.0, 16.5)","(6.0, 10.5, 10.05)","(7.5, 11.0, 10.5)","(2.25, 3.3, 3.264444444444444)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.593333333333334)","(11.0, 25.0, 21.0)"
05-01-2023 12:57:27.289679,"(17.0, 22.0, 14.285714285714286)","(13.0, 20.0, 16.5)","(6.0, 10.5, 10.35)","(7.5, 11.0, 10.125)","(2.25, 3.3, 3.3557894736842107)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.593333333333334)","(11.0, 25.0, 20.75)"
05-01-2023 12:57:28.858856,"(17.0, 22.0, 14.285714285714286)","(13.0, 20.0, 16.5)","(6.0, 10.5, 10.35)","(7.5, 11.0, 10.428571428571429)","(2.25, 3.4, 3.1083673469387754)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.593333333333334)","(11.0, 25.0, 21.0)"
05-01-2023 12:57:30.362251,"(17.0, 22.0, 14.285714285714286)","(13.0, 20.0, 17.03846153846154)","(6.0, 10.5, 10.35)","(7.5, 11.0, 10.428571428571429)","(2.25, 3.35, 3.1083673469387754)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.0, 11.5, 10.593333333333334)","(11.0, 25.0, 21.25)"
05-01-2023 12:57:31.810653,"(17.0, 22.0, 14.285714285714286)","(14.0, 20.0, 16.11111111111111)","(6.5, 10.5, 10.35)","(7.5, 11.0, 10.428571428571429)","(2.2, 3.35, 3.2663157894736843)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.5, 11.5, 10.593333333333334)","(10.0, 25.0, 21.0)"
05-01-2023 12:57:33.140042,"(17.0, 22.0, 14.285714285714286)","(14.0, 20.0, 16.11111111111111)","(6.5, 10.5, 10.35)","(7.5, 11.0, 10.428571428571429)","(2.2, 3.3, 3.2663157894736843)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.0)"
05-01-2023 12:57:34.374489,"(17.0, 22.0, 14.285714285714286)","(14.0, 20.0, 16.11111111111111)","(6.5, 10.5, 9.946153846153846)","(7.5, 11.0, 10.428571428571429)","(2.2, 3.3, 3.2663157894736843)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.25)"
05-01-2023 12:57:35.781668,"(17.0, 22.0, 15.625)","(14.0, 20.0, 16.11111111111111)","(6.5, 10.5, 9.9)","(7.5, 11.0, 10.0)","(2.2, 3.3, 3.2663157894736843)","(13.0, 17.0, 16.5)","(5.0, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 22.333333333333332)"
05-01-2023 12:57:37.280767,"(17.0, 22.0, 15.625)","(14.0, 20.0, 16.11111111111111)","(6.5, 10.5, 9.9)","(7.5, 11.0, 10.0)","(2.2, 3.3, 3.2663157894736843)","(13.0, 17.0, 16.5)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.0)"
05-01-2023 12:57:38.779557,"(17.0, 22.0, 14.285714285714286)","(14.0, 20.0, 16.11111111111111)","(6.5, 10.5, 9.9)","(7.5, 11.0, 10.0)","(2.2, 3.3, 3.15)","(13.0, 17.0, 16.5)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.25)"
05-01-2023 12:57:40.239187,"(17.0, 22.0, 14.285714285714286)","(14.0, 20.0, 16.11111111111111)","(6.5, 10.5, 9.9)","(7.5, 11.0, 10.428571428571429)","(2.2, 3.3, 3.1799999999999997)","(13.0, 17.0, 16.5)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.5)"
05-01-2023 12:57:41.664952,"(17.0, 22.0, 14.285714285714286)","(14.0, 20.0, 16.11111111111111)","(6.5, 10.5, 9.9)","(7.5, 11.0, 10.3)","(2.2, 3.3, 3.25)","(13.0, 17.0, 16.5)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.25)"
05-01-2023 12:57:43.082644,"(17.0, 22.0, 15.625)","(14.0, 20.0, 16.11111111111111)","(6.5, 10.5, 9.9)","(7.5, 11.0, 10.142857142857144)","(2.2, 3.3, 3.1166666666666667)","(13.0, 17.0, 16.375)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 22.333333333333332)"
05-01-2023 12:57:44.598714,"(17.0, 22.0, 15.625)","(14.0, 20.0, 16.11111111111111)","(6.5, 10.5, 9.9)","(7.5, 11.0, 10.142857142857144)","(2.2, 3.35, 3.273913043478261)","(13.0, 17.0, 16.375)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.0)"
05-01-2023 12:57:45.990638,"(17.0, 22.0, 15.625)","(14.0, 20.0, 16.11111111111111)","(6.5, 10.5, 9.9)","(7.5, 11.0, 10.142857142857144)","(2.2, 3.3, 3.273913043478261)","(13.0, 17.0, 16.375)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.0)"
05-01-2023 12:57:47.517532,"(17.0, 22.0, 15.625)","(14.0, 20.0, 16.11111111111111)","(6.5, 10.5, 9.9)","(7.5, 11.0, 10.142857142857144)","(2.2, 3.3, 3.273913043478261)","(13.0, 17.0, 16.375)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.0)"
05-01-2023 12:57:49.309098,"(17.0, 22.0, 14.285714285714286)","(14.0, 20.0, 16.11111111111111)","(6.5, 10.5, 9.9)","(7.5, 11.0, 10.461538461538462)","(2.2, 3.3, 3.273913043478261)","(13.0, 17.0, 16.375)","(4.6, 5.9, 5.676)","(7.5, 11.5, 10.838888888888889)","(10.0, 25.0, 21.25)"
05-01-2023 12:57:51.110251,"(17.0, 22.0, 16.6)","(14.0, 20.0, 16.5)","(6.5, 10.5, 10.1625)","(7.5, 11.0, 10.285714285714286)","(2.2, 3.35, 3.18030303030303)","(13.0, 17.0, 15.75)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.0)"
05-01-2023 12:57:52.581998,"(17.0, 22.0, 16.6)","(14.0, 20.0, 16.5)","(6.5, 10.5, 10.383333333333333)","(7.5, 11.5, 10.76923076923077)","(2.2, 3.35, 3.283333333333333)","(13.0, 17.0, 16.57142857142857)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.0)"
05-01-2023 12:57:53.993096,"(17.0, 22.0, 16.6)","(14.0, 20.0, 16.5)","(6.5, 10.5, 10.383333333333333)","(7.5, 11.5, 10.76923076923077)","(2.2, 3.3, 3.1267441860465115)","(13.0, 17.0, 16.57142857142857)","(4.6, 5.9, 5.355555555555556)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.25)"
05-01-2023 12:57:55.410289,"(17.0, 22.0, 16.6)","(14.0, 20.0, 16.5)","(6.5, 10.5, 10.314285714285715)","(7.5, 11.5, 10.76923076923077)","(2.2, 3.35, 3.1267441860465115)","(13.0, 17.0, 16.57142857142857)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.0)"
05-01-2023 12:57:56.816940,"(17.0, 22.0, 16.6)","(14.0, 20.0, 16.5)","(6.5, 11.0, 10.314285714285715)","(7.5, 11.5, 10.76923076923077)","(2.2, 3.35, 3.1776923076923076)","(13.0, 17.0, 16.57142857142857)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.65)","(10.0, 25.0, 21.25)"
05-01-2023 12:57:58.208034,"(17.0, 22.0, 16.6)","(14.0, 19.5, 18.583333333333332)","(6.5, 11.0, 10.200000000000001)","(7.5, 11.5, 10.76923076923077)","(2.2, 3.35, 3.2624999999999997)","(13.0, 17.0, 16.583333333333332)","(4.6, 5.9, 5.355555555555556)","(7.5, 11.5, 11.122222222222222)","(10.0, 25.0, 22.333333333333332)"
05-01-2023 12:57:59.655061,"(17.0, 22.0, 16.6)","(14.0, 19.5, 17.833333333333332)","(6.5, 11.0, 10.200000000000001)","(7.5, 11.5, 10.76923076923077)","(2.2, 3.3, 3.286363636363636)","(13.0, 17.0, 16.583333333333332)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 11.122222222222222)","(10.0, 25.0, 21.0)"
05-01-2023 12:58:00.942565,"(17.0, 22.0, 16.6)","(14.0, 19.5, 17.833333333333332)","(6.5, 11.0, 10.200000000000001)","(7.5, 11.5, 10.55)","(2.2, 3.3, 3.286363636363636)","(13.0, 17.0, 16.583333333333332)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 11.122222222222222)","(10.0, 25.0, 21.0)"
05-01-2023 12:58:02.254867,"(17.0, 22.0, 16.6)","(14.0, 19.5, 16.75)","(6.5, 11.0, 10.6)","(7.5, 11.5, 10.55)","(2.2, 3.3, 3.196875)","(13.0, 17.0, 16.583333333333332)","(4.6, 5.9, 5.355555555555556)","(7.5, 11.5, 11.014285714285714)","(10.0, 25.0, 23.6875)"
05-01-2023 12:58:03.506948,"(17.0, 22.0, 16.6)","(14.0, 19.0, 16.75)","(6.5, 11.0, 10.6)","(7.5, 11.5, 10.55)","(2.2, 3.3, 3.196875)","(13.0, 17.0, 16.583333333333332)","(4.6, 5.9, 5.355555555555556)","(7.5, 11.5, 11.122222222222222)","(10.0, 25.0, 20.25)"
05-01-2023 12:58:04.823978,"(17.0, 22.0, 16.6)","(14.0, 19.0, 17.166666666666668)","(6.5, 11.0, 10.6)","(7.5, 11.5, 10.55)","(2.2, 3.3, 3.196875)","(13.0, 17.0, 16.642857142857142)","(4.6, 5.9, 5.355555555555556)","(7.5, 11.5, 11.122222222222222)","(10.0, 25.0, 22.0)"
05-01-2023 12:58:06.102745,"(17.0, 22.0, 16.6)","(14.0, 18.5, 16.25)","(6.5, 11.0, 10.6)","(7.5, 11.5, 10.225000000000001)","(2.2, 3.3, 3.196875)","(13.0, 17.0, 16.642857142857142)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 11.122222222222222)","(10.0, 25.0, 22.0)"
05-01-2023 12:58:07.436599,"(17.0, 22.0, 16.6)","(14.0, 18.0, 16.25)","(6.5, 11.0, 10.84)","(7.5, 11.5, 10.225000000000001)","(2.2, 3.3, 3.196875)","(13.0, 17.0, 16.57142857142857)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.9)","(10.0, 25.0, 20.25)"
05-01-2023 12:58:08.734452,"(17.0, 22.0, 16.6)","(14.0, 18.0, 16.25)","(6.5, 11.0, 10.82857142857143)","(7.5, 11.5, 10.225000000000001)","(2.2, 3.3, 3.1679999999999997)","(13.0, 17.0, 16.57142857142857)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 11.2)","(10.0, 25.0, 20.25)"
05-01-2023 12:58:09.996925,"(17.0, 22.0, 16.6)","(14.0, 18.0, 16.25)","(6.5, 11.0, 10.82)","(7.5, 11.5, 10.685714285714285)","(2.2, 3.3, 3.1125)","(13.0, 17.0, 16.57142857142857)","(4.6, 5.9, 5.355555555555556)","(7.5, 12.0, 11.2)","(10.0, 25.0, 22.166666666666668)"
05-01-2023 12:58:11.282864,"(17.0, 22.0, 16.6)","(14.0, 18.0, 16.25)","(6.5, 11.5, 10.82)","(7.5, 11.5, 10.685714285714285)","(2.2, 3.3, 3.1125)","(13.0, 17.0, 16.57142857142857)","(4.6, 5.9, 5.355555555555556)","(7.5, 12.0, 11.2)","(10.0, 25.0, 22.166666666666668)"
05-01-2023 12:58:12.603720,"(17.0, 22.0, 16.6)","(14.0, 18.0, 16.5)","(6.5, 11.5, 10.82857142857143)","(7.5, 11.5, 10.685714285714285)","(2.2, 3.3, 3.1125)","(13.0, 17.0, 16.57142857142857)","(4.6, 5.9, 5.588888888888889)","(7.5, 12.0, 11.2)","(10.0, 25.0, 22.625)"
05-01-2023 12:58:13.887852,"(17.0, 22.0, 16.6)","(14.0, 17.5, 16.5)","(6.5, 11.0, 10.7)","(7.5, 11.5, 10.685714285714285)","(2.2, 3.3, 3.1125)","(13.0, 17.0, 16.57142857142857)","(4.6, 5.9, 5.570588235294117)","(7.5, 12.0, 10.666666666666666)","(10.0, 25.0, 20.25)"
05-01-2023 12:58:15.159934,"(17.0, 22.0, 16.6)","(14.0, 17.5, 16.5)","(6.5, 11.0, 10.52)","(7.5, 11.5, 10.685714285714285)","(2.2, 3.3, 3.1125)","(13.0, 17.0, 16.57142857142857)","(4.6, 5.9, 5.570588235294117)","(7.5, 12.0, 10.666666666666666)","(10.0, 25.0, 22.0)"
05-01-2023 12:58:16.374445,"(17.0, 22.0, 16.6)","(14.0, 17.5, 16.5)","(6.5, 11.0, 10.52)","(7.5, 11.5, 10.685714285714285)","(2.2, 3.3, 3.1125)","(13.0, 17.0, 16.57142857142857)","(4.6, 5.9, 5.355555555555556)","(7.5, 12.0, 11.25)","(10.0, 25.0, 22.166666666666668)"
05-01-2023 12:58:17.816565,"(17.0, 22.0, 16.6)","(14.0, 17.5, 16.5)","(6.5, 11.0, 10.52)","(7.5, 11.5, 10.685714285714285)","(2.2, 3.3, 3.1125)","(13.0, 17.0, 16.57142857142857)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 11.25)","(10.0, 25.0, 22.0)"
05-01-2023 12:58:19.131395,"(17.0, 22.0, 16.6)","(14.0, 17.5, 16.5)","(6.5, 11.0, 10.7)","(7.5, 11.5, 10.685714285714285)","(2.2, 3.3, 3.1125)","(13.0, 17.0, 16.625)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 11.25)","(10.0, 25.0, 22.0)"
05-01-2023 12:58:20.431135,"(17.0, 22.0, 16.6)","(14.0, 17.5, 16.5)","(6.5, 11.0, 10.7)","(7.5, 11.5, 10.685714285714285)","(2.2, 3.3, 3.1125)","(13.0, 17.5, 16.625)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 11.25)","(10.0, 25.0, 20.25)"
05-01-2023 12:58:21.779940,"(17.0, 22.0, 16.6)","(14.0, 17.5, 16.5)","(6.5, 11.0, 10.7)","(7.5, 11.5, 10.685714285714285)","(2.2, 3.3, 3.1125)","(13.0, 17.5, 16.625)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.545454545454545)","(10.0, 25.0, 22.0)"
05-01-2023 12:58:23.039984,"(17.0, 22.0, 16.6)","(14.0, 17.5, 16.5)","(6.5, 11.0, 10.7)","(7.5, 11.5, 10.685714285714285)","(2.2, 3.3, 3.1125)","(13.0, 17.5, 16.625)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.166666666666666)","(10.0, 25.0, 22.166666666666668)"
05-01-2023 12:58:24.335673,"(17.0, 22.0, 16.6)","(14.0, 17.5, 16.75)","(6.5, 11.0, 10.7)","(7.5, 11.5, 10.685714285714285)","(2.2, 3.3, 3.1125)","(13.0, 17.5, 16.625)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.166666666666666)","(10.0, 25.0, 22.0)"
05-01-2023 12:58:25.610462,"(17.0, 22.0, 16.6)","(14.0, 17.5, 16.75)","(6.5, 11.0, 10.7)","(7.5, 11.5, 10.685714285714285)","(2.2, 3.3, 3.1125)","(13.0, 17.5, 16.625)","(4.6, 5.9, 5.570588235294117)","(7.5, 11.5, 10.166666666666666)","(10.0, 25.0, 20.25)"
