,Klimt Ride,Cherrys Cross,Sloe Gin Biz,Smoozer,Plunk,Sparkling Shire,Shea D Capture,Red Devolution,Cryptic Code
05-01-2023 12:47:57.964835,"(19.0, 85.0, 31.375)","(12.0, 230.0, 120.75)","(6.0, 19.5, 17.2)","(7.0, 13.0, 11.454545454545455)","(2.3, 3.0, 2.953333333333333)","(12.0, 29.0, 17.333333333333332)","(5.5, 9.4, 5.56)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 16.75)"
05-01-2023 12:47:59.319312,"(19.0, 85.0, 31.375)","(12.0, 230.0, 120.75)","(6.0, 19.5, 17.2)","(7.0, 13.0, 11.454545454545455)","(2.3, 3.0, 2.953333333333333)","(12.0, 29.0, 17.333333333333332)","(5.5, 9.4, 5.56)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 16.75)"
05-01-2023 12:48:00.650814,"(19.0, 85.0, 31.375)","(12.0, 230.0, 120.75)","(6.0, 19.5, 17.2)","(7.0, 13.0, 11.454545454545455)","(2.3, 3.0, 2.953333333333333)","(12.0, 29.0, 17.333333333333332)","(5.5, 9.4, 5.56)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 16.75)"
05-01-2023 12:48:01.935004,"(19.0, 85.0, 31.375)","(12.0, 230.0, 120.75)","(6.0, 19.5, 13.415384615384614)","(7.0, 13.0, 11.031578947368422)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 17.0)","(5.5, 9.4, 5.218181818181818)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 16.75)"
05-01-2023 12:48:03.159363,"(19.0, 85.0, 66.875)","(12.0, 230.0, 120.5)","(6.0, 19.5, 13.415384615384614)","(7.0, 13.0, 11.031578947368422)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 17.0)","(5.5, 9.4, 5.218181818181818)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 16.75)"
05-01-2023 12:48:04.449618,"(19.0, 80.0, 73.25)","(12.0, 230.0, 84.0)","(6.0, 18.5, 15.666666666666668)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 17.0)","(5.5, 9.4, 5.218181818181818)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 16.75)"
05-01-2023 12:48:05.685548,"(19.0, 80.0, 73.25)","(12.0, 230.0, 157.0)","(6.0, 18.5, 15.666666666666668)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 23.0)","(5.5, 9.4, 5.218181818181818)","(7.0, 14.0, 12.133333333333333)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:06.971386,"(19.0, 80.0, 71.5625)","(12.0, 230.0, 157.0)","(6.0, 17.5, 11.666666666666666)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 25.727272727272727)","(5.5, 9.4, 6.7125)","(7.0, 14.0, 12.133333333333333)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:08.358788,"(19.0, 80.0, 71.5625)","(12.0, 230.0, 157.0)","(6.0, 17.5, 11.666666666666666)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 6.7125)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:09.620490,"(19.0, 80.0, 71.5625)","(12.0, 230.0, 84.0)","(6.0, 17.5, 11.666666666666666)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 7.066666666666666)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:10.904802,"(19.0, 80.0, 71.5625)","(12.0, 230.0, 84.0)","(6.0, 17.5, 11.666666666666666)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 7.189473684210527)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:12.326122,"(19.0, 80.0, 71.5625)","(12.0, 230.0, 84.0)","(6.0, 17.5, 11.666666666666666)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 5.672727272727273)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:13.556763,"(19.0, 80.0, 71.5625)","(12.0, 230.0, 84.0)","(6.0, 17.5, 12.26153846153846)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 7.122222222222222)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:14.851068,"(19.0, 80.0, 71.5625)","(12.0, 230.0, 84.0)","(6.0, 17.0, 11.444444444444445)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 7.242105263157895)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:16.201992,"(19.0, 80.0, 71.5625)","(12.0, 230.0, 84.0)","(6.0, 16.5, 11.444444444444445)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 7.242105263157895)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:17.534719,"(19.0, 80.0, 71.5625)","(12.0, 230.0, 84.0)","(6.0, 16.5, 11.444444444444445)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 7.242105263157895)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:19.026684,"(19.0, 80.0, 71.5625)","(12.0, 230.0, 84.0)","(6.0, 16.5, 11.444444444444445)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 5.8545454545454545)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:20.628239,"(19.0, 80.0, 74.375)","(12.0, 230.0, 84.0)","(6.0, 16.5, 11.444444444444445)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 5.8545454545454545)","(7.0, 14.0, 11.666666666666666)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:21.989757,"(19.0, 80.0, 74.375)","(12.0, 230.0, 84.0)","(6.0, 16.5, 11.444444444444445)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 5.9875)","(7.0, 14.0, 11.277777777777779)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:23.434940,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 16.5, 12.353846153846154)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 5.9875)","(7.0, 14.0, 11.277777777777779)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:25.176738,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 16.5, 12.353846153846154)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 5.9875)","(7.0, 14.0, 11.277777777777779)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:26.692783,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 16.5, 12.353846153846154)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 7.58)","(7.0, 14.0, 11.5)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:28.163189,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 16.5, 12.353846153846154)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 7.58)","(7.0, 14.0, 11.5)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:29.636035,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 16.5, 12.353846153846154)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9127272727272726)","(12.0, 29.0, 24.5)","(5.5, 9.4, 7.58)","(7.0, 14.0, 11.5)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:31.012292,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 16.5, 12.353846153846154)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.9613793103448276)","(12.0, 29.0, 24.5)","(5.5, 9.4, 7.58)","(7.0, 14.0, 11.5)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:32.438159,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 16.5, 12.353846153846154)","(7.0, 13.0, 10.485714285714286)","(2.3, 3.0, 2.96)","(12.0, 29.0, 24.5)","(5.5, 9.4, 7.58)","(7.0, 14.0, 11.5)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:33.893640,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 16.5, 14.542857142857143)","(7.0, 13.0, 11.42)","(2.3, 3.0, 2.96)","(12.0, 29.0, 24.5)","(5.5, 9.4, 8.459999999999999)","(7.0, 14.0, 12.0)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:35.194545,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 15.5, 11.892307692307693)","(7.0, 12.5, 10.46)","(2.3, 3.0, 2.96)","(12.0, 29.0, 24.5)","(5.5, 9.2, 7.2941176470588225)","(7.0, 13.5, 11.055555555555555)","(11.0, 34.0, 26.333333333333332)"
05-01-2023 12:48:36.465633,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 15.5, 11.661538461538463)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.0, 2.9709090909090907)","(12.0, 29.0, 24.5)","(5.5, 9.2, 7.199999999999999)","(7.0, 13.0, 10.944444444444445)","(11.0, 34.0, 23.545454545454547)"
05-01-2023 12:48:37.726013,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 15.0, 11.430769230769231)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.0, 2.9709090909090907)","(12.0, 29.0, 24.5)","(5.5, 9.0, 7.199999999999999)","(7.0, 12.5, 11.071428571428571)","(11.0, 34.0, 23.545454545454547)"
05-01-2023 12:48:39.027245,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 14.5, 11.430769230769231)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.0, 2.9709090909090907)","(12.0, 29.0, 24.5)","(5.5, 9.0, 7.199999999999999)","(7.0, 12.5, 11.071428571428571)","(11.0, 34.0, 23.545454545454547)"
05-01-2023 12:48:40.387185,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 14.0, 11.200000000000001)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.0, 2.9709090909090907)","(12.0, 29.0, 24.5)","(5.5, 9.0, 7.199999999999999)","(7.0, 12.5, 11.071428571428571)","(11.0, 34.0, 23.545454545454547)"
05-01-2023 12:48:41.881234,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 14.0, 11.200000000000001)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.0, 2.9699999999999998)","(12.0, 29.0, 24.5)","(5.5, 9.0, 7.199999999999999)","(7.0, 12.5, 11.071428571428571)","(11.0, 34.0, 23.545454545454547)"
05-01-2023 12:48:43.395740,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 14.0, 11.25)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.0, 2.986666666666667)","(12.0, 29.0, 24.5)","(5.5, 9.0, 8.16)","(7.0, 12.5, 11.071428571428571)","(11.0, 34.0, 23.545454545454547)"
05-01-2023 12:48:44.845994,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 13.5, 11.25)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.0, 2.986666666666667)","(12.0, 29.0, 24.5)","(5.5, 8.8, 8.16)","(7.0, 12.5, 11.071428571428571)","(11.0, 34.0, 23.545454545454547)"
05-01-2023 12:48:46.934952,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 13.5, 10.0)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.0, 2.9285714285714284)","(12.0, 29.0, 24.5)","(5.5, 8.8, 7.105882352941176)","(7.0, 12.5, 11.071428571428571)","(11.0, 34.0, 23.545454545454547)"
05-01-2023 12:48:48.345122,"(19.0, 80.0, 73.86363636363637)","(12.0, 230.0, 84.0)","(6.0, 13.5, 11.25)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.05, 2.965)","(12.0, 29.0, 27.0)","(5.5, 8.8, 7.465217391304348)","(7.0, 12.5, 11.071428571428571)","(11.0, 34.0, 28.772727272727273)"
05-01-2023 12:48:49.835094,"(19.0, 80.0, 57.666666666666664)","(12.0, 230.0, 157.0)","(6.0, 13.0, 11.25)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.05, 2.965)","(12.0, 29.0, 25.22222222222222)","(5.5, 8.6, 7.273684210526316)","(7.0, 12.5, 11.071428571428571)","(11.0, 34.0, 24.833333333333332)"
05-01-2023 12:48:51.290873,"(19.0, 80.0, 57.666666666666664)","(12.0, 230.0, 120.75)","(6.0, 13.0, 11.25)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.05, 2.965)","(12.0, 29.0, 25.7)","(5.5, 8.6, 7.273684210526316)","(7.0, 12.5, 11.071428571428571)","(11.0, 34.0, 25.73076923076923)"
05-01-2023 12:48:52.846143,"(19.0, 80.0, 16.6)","(12.0, 230.0, 14.3)","(6.0, 13.0, 9.875)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.05, 2.9798412698412697)","(12.0, 29.0, 16.863636363636363)","(5.5, 8.6, 7.273684210526316)","(7.0, 12.5, 11.071428571428571)","(11.0, 18.0, 15.0)"
05-01-2023 12:48:54.380402,"(19.0, 22.0, 18.142857142857142)","(12.0, 18.5, 14.6)","(6.0, 12.5, 10.4)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.05, 3.08675)","(12.0, 18.5, 14.863636363636363)","(5.5, 8.6, 7.4)","(7.0, 12.5, 11.071428571428571)","(11.0, 18.0, 15.0)"
05-01-2023 12:48:55.757470,"(19.0, 22.0, 18.142857142857142)","(12.0, 18.5, 14.6)","(6.0, 11.0, 10.4)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.15, 3.01)","(12.0, 18.5, 14.863636363636363)","(5.5, 8.6, 7.4)","(7.0, 12.5, 11.071428571428571)","(11.0, 17.5, 15.0)"
05-01-2023 12:48:57.037556,"(19.0, 22.0, 18.142857142857142)","(12.0, 18.5, 14.6)","(6.0, 11.0, 10.4)","(7.0, 12.0, 10.973333333333333)","(2.3, 3.15, 3.01)","(12.0, 18.5, 14.863636363636363)","(5.5, 8.6, 7.4)","(7.0, 12.5, 11.071428571428571)","(11.0, 17.5, 15.0)"
05-01-2023 12:48:58.287032,"(18.0, 22.0, 18.142857142857142)","(12.0, 18.5, 14.6)","(6.0, 11.0, 10.0)","(7.0, 12.0, 11.407692307692308)","(2.3, 3.15, 3.01)","(12.0, 18.5, 14.863636363636363)","(5.5, 8.6, 7.4)","(7.0, 12.5, 11.944444444444445)","(11.0, 17.5, 15.75)"
05-01-2023 12:48:59.694355,"(18.0, 22.0, 19.75)","(12.0, 18.5, 14.6)","(6.0, 11.0, 10.0)","(7.0, 12.0, 11.407692307692308)","(2.3, 3.15, 3.01)","(12.0, 18.5, 14.863636363636363)","(5.5, 8.6, 7.15)","(7.0, 12.5, 11.944444444444445)","(11.0, 18.0, 15.75)"
05-01-2023 12:49:01.097277,"(18.0, 22.0, 19.75)","(12.0, 18.5, 14.6)","(6.0, 11.0, 11.085714285714285)","(7.0, 12.0, 11.790476190476191)","(2.3, 3.15, 2.9582278481012656)","(12.0, 18.5, 16.0)","(5.5, 8.4, 7.15)","(7.0, 12.5, 12.666666666666666)","(11.0, 18.0, 19.27777777777778)"
05-01-2023 12:49:02.821159,"(18.0, 22.0, 19.75)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.085714285714285)","(7.0, 12.0, 10.4)","(2.3, 3.3, 3.134)","(12.0, 18.5, 15.125)","(5.5, 8.4, 6.8)","(7.0, 13.0, 12.2)","(11.0, 20.0, 17.0)"
05-01-2023 12:49:04.212791,"(18.0, 22.0, 19.75)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.085714285714285)","(7.0, 12.0, 10.4)","(2.3, 3.25, 2.9882926829268293)","(12.0, 18.5, 15.125)","(5.5, 8.4, 8.033333333333333)","(7.0, 13.0, 12.2)","(11.0, 20.0, 19.38888888888889)"
05-01-2023 12:49:05.624845,"(18.0, 22.0, 19.75)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.738461538461538)","(7.0, 12.0, 10.4)","(2.3, 3.2, 2.973170731707317)","(12.0, 18.5, 15.125)","(5.5, 8.4, 8.033333333333333)","(7.0, 13.0, 12.2)","(11.0, 20.0, 21.0625)"
05-01-2023 12:49:07.005646,"(18.0, 22.0, 19.75)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.738461538461538)","(7.0, 12.0, 10.4)","(2.3, 3.2, 2.973170731707317)","(12.0, 18.5, 15.125)","(5.5, 8.4, 8.033333333333333)","(7.0, 13.0, 12.2)","(11.0, 25.0, 21.0625)"
05-01-2023 12:49:08.380989,"(18.0, 22.0, 19.75)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.738461538461538)","(7.0, 12.0, 10.4)","(2.3, 3.2, 2.908235294117647)","(12.0, 18.5, 15.125)","(5.5, 8.4, 8.033333333333333)","(7.0, 13.0, 12.705882352941178)","(11.0, 25.0, 21.0625)"
05-01-2023 12:49:09.718080,"(18.0, 22.0, 20.411764705882355)","(12.0, 18.5, 14.0)","(6.0, 12.5, 10.64)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.042)","(12.0, 18.5, 15.125)","(5.5, 8.8, 8.366666666666667)","(7.0, 13.0, 12.705882352941178)","(11.0, 25.0, 21.0625)"
05-01-2023 12:49:11.149059,"(18.0, 22.0, 20.411764705882355)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.57)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.042)","(12.0, 18.5, 15.125)","(5.5, 8.8, 8.1)","(7.0, 13.0, 12.705882352941178)","(11.0, 25.0, 21.0625)"
05-01-2023 12:49:12.544287,"(18.0, 22.0, 20.411764705882355)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.05)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.042)","(12.0, 18.5, 15.125)","(5.5, 10.0, 9.200000000000001)","(7.0, 13.0, 12.705882352941178)","(11.0, 25.0, 21.0625)"
05-01-2023 12:49:13.962566,"(18.0, 22.0, 20.411764705882355)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.05)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.042)","(12.0, 18.5, 15.125)","(5.5, 9.8, 9.200000000000001)","(7.0, 13.0, 12.705882352941178)","(11.0, 25.0, 21.0625)"
05-01-2023 12:49:15.382711,"(18.0, 22.0, 20.411764705882355)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.05)","(7.0, 12.0, 10.4)","(2.3, 3.15, 2.9812499999999997)","(12.0, 18.5, 15.125)","(5.5, 9.8, 9.200000000000001)","(7.0, 13.0, 12.705882352941178)","(11.0, 25.0, 20.0)"
05-01-2023 12:49:16.724840,"(18.0, 22.0, 20.411764705882355)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.05)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.0149999999999997)","(12.0, 18.5, 15.125)","(5.5, 9.8, 8.3)","(7.0, 13.0, 12.705882352941178)","(11.0, 25.0, 20.0)"
05-01-2023 12:49:18.144246,"(18.0, 22.0, 20.411764705882355)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.05)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.0149999999999997)","(12.0, 18.5, 15.125)","(5.5, 10.0, 8.241379310344827)","(7.0, 13.0, 12.705882352941178)","(11.0, 25.0, 21.25)"
05-01-2023 12:49:19.564936,"(18.0, 22.0, 20.411764705882355)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.05)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.0149999999999997)","(12.0, 18.5, 15.125)","(5.5, 10.0, 7.8)","(7.0, 13.0, 12.705882352941178)","(11.0, 25.0, 21.25)"
05-01-2023 12:49:20.952177,"(18.0, 22.0, 20.411764705882355)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.05)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.0149999999999997)","(12.0, 18.5, 15.125)","(5.5, 9.8, 7.8)","(7.0, 13.0, 12.705882352941178)","(11.0, 25.0, 21.25)"
05-01-2023 12:49:22.278455,"(18.0, 22.0, 20.411764705882355)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.05)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.0149999999999997)","(12.0, 18.5, 15.125)","(5.5, 9.8, 7.8)","(7.0, 13.0, 12.705882352941178)","(11.0, 25.0, 21.25)"
05-01-2023 12:49:23.658858,"(18.0, 22.0, 20.411764705882355)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.05)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.0789473684210527)","(12.0, 18.5, 15.125)","(5.5, 9.8, 7.2615384615384615)","(7.0, 13.0, 12.705882352941178)","(11.0, 25.0, 21.25)"
05-01-2023 12:49:25.075909,"(18.0, 22.0, 20.411764705882355)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.3375)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.0789473684210527)","(12.0, 18.5, 15.125)","(5.5, 9.8, 7.2)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 21.25)"
05-01-2023 12:49:26.413373,"(18.0, 22.0, 20.411764705882355)","(12.0, 18.5, 14.0)","(6.0, 12.5, 10.95)","(7.0, 12.0, 10.4)","(2.3, 3.15, 2.9812499999999997)","(12.0, 18.5, 15.125)","(5.5, 9.8, 7.933333333333334)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 21.25)"
05-01-2023 12:49:27.725235,"(18.0, 22.0, 16.9)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.725)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.0789473684210527)","(12.0, 18.5, 15.125)","(5.5, 9.8, 7.933333333333334)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 22.642857142857142)"
05-01-2023 12:49:28.953624,"(18.0, 22.0, 16.9)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.725)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.0789473684210527)","(12.0, 18.5, 15.125)","(5.5, 9.8, 7.933333333333334)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 22.642857142857142)"
05-01-2023 12:49:30.183784,"(18.0, 22.0, 16.9)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.725)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.0789473684210527)","(12.0, 18.5, 15.125)","(5.5, 9.8, 7.933333333333334)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 22.642857142857142)"
05-01-2023 12:49:31.349735,"(18.0, 22.0, 17.2)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.725)","(7.0, 12.0, 10.4)","(2.3, 3.15, 3.0789473684210527)","(12.0, 18.5, 15.125)","(5.5, 9.8, 8.428571428571429)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 22.642857142857142)"
05-01-2023 12:49:32.548062,"(18.0, 22.0, 17.2)","(12.0, 18.5, 14.0)","(6.0, 12.5, 11.725)","(7.0, 12.0, 10.775)","(2.3, 3.15, 3.0789473684210527)","(12.0, 18.5, 15.125)","(5.5, 9.8, 8.428571428571429)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 22.642857142857142)"
05-01-2023 12:49:33.820579,"(18.0, 22.0, 17.2)","(12.0, 18.5, 14.0)","(6.0, 12.5, 10.76)","(7.0, 11.5, 10.15)","(2.3, 3.15, 3.0789473684210527)","(12.0, 18.5, 15.125)","(5.5, 9.8, 8.428571428571429)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 19.0)"
05-01-2023 12:49:35.087435,"(18.0, 22.0, 17.2)","(12.0, 18.5, 14.0)","(6.0, 12.5, 10.76)","(7.0, 11.5, 10.15)","(2.3, 3.15, 3.0789473684210527)","(12.0, 18.5, 15.125)","(5.5, 9.8, 8.428571428571429)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 19.0)"
05-01-2023 12:49:36.365246,"(18.0, 22.0, 17.2)","(12.0, 18.5, 14.0)","(6.0, 12.5, 10.76)","(7.0, 11.5, 10.15)","(2.3, 3.15, 3.0789473684210527)","(12.0, 18.5, 15.125)","(5.5, 9.8, 8.428571428571429)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 19.0)"
05-01-2023 12:49:37.737916,"(18.0, 22.0, 17.2)","(12.0, 18.5, 14.0)","(6.0, 12.5, 10.76)","(7.0, 11.5, 10.15)","(2.3, 3.15, 3.0789473684210527)","(12.0, 18.5, 15.125)","(5.5, 9.8, 8.428571428571429)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 19.0)"
05-01-2023 12:49:39.012481,"(18.0, 22.0, 17.2)","(12.0, 18.5, 14.0)","(6.0, 12.5, 10.76)","(7.0, 11.5, 11.00909090909091)","(2.3, 3.15, 3.0470588235294116)","(12.0, 18.5, 15.125)","(5.5, 9.8, 8.428571428571429)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 19.0)"
05-01-2023 12:49:40.285775,"(18.0, 22.0, 17.2)","(12.0, 18.5, 14.0)","(6.0, 12.5, 10.76)","(7.0, 11.5, 11.00909090909091)","(2.3, 3.15, 3.0470588235294116)","(12.0, 18.5, 15.125)","(5.5, 9.8, 8.428571428571429)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 19.0)"
05-01-2023 12:49:41.666629,"(18.0, 22.0, 17.2)","(12.0, 18.5, 14.0)","(6.0, 12.5, 10.76)","(7.0, 11.5, 11.00909090909091)","(2.3, 3.15, 3.0470588235294116)","(12.0, 18.5, 15.125)","(5.5, 9.8, 8.428571428571429)","(7.0, 13.0, 12.642857142857142)","(11.0, 25.0, 19.0)"
