,Toms The One,Ravioli,Senorita Bonita,Sketchy Comrade,Greek Inquisitor,Lenny Boy,Mazy Girl,Perpetual
15-12-2022 14:10:16.958486,"(2.5, 2.84, 2.824)","(3.5, 4.4, 4.329577464788732)","(4.8, 8.0, 7.907692307692308)","(14.0, 22.0, 21.86111111111111)","(51.0, 130.0, 117.36842105263158)","(41.0, 150.0, 94.58333333333334)","(8.5, 11.5, 10.85)","(6.5, 8.2, 7.628571428571429)"
15-12-2022 14:10:18.223827,"(2.5, 2.84, 2.824)","(3.5, 4.4, 4.332432432432433)","(4.8, 8.0, 7.907692307692308)","(14.0, 22.0, 21.86111111111111)","(51.0, 130.0, 122.0)","(41.0, 150.0, 94.58333333333334)","(8.5, 11.5, 10.85)","(6.5, 8.2, 7.628571428571429)"
15-12-2022 14:10:19.452817,"(2.5, 2.84, 2.824)","(3.5, 4.4, 4.332432432432433)","(4.8, 8.0, 7.92)","(14.0, 22.0, 21.86111111111111)","(51.0, 130.0, 122.0)","(41.0, 150.0, 86.25)","(8.5, 11.5, 10.85)","(6.5, 8.2, 7.836363636363636)"
15-12-2022 14:10:20.651798,"(2.5, 2.84, 2.824)","(3.5, 4.4, 4.329577464788732)","(4.8, 8.0, 7.92)","(14.0, 22.0, 21.25)","(51.0, 130.0, 117.36842105263158)","(41.0, 130.0, 86.25)","(8.5, 11.5, 11.222222222222221)","(6.5, 8.2, 7.9)"
15-12-2022 14:10:21.770454,"(2.45, 2.84, 2.7991489361702127)","(3.5, 4.4, 4.338271604938272)","(5.0, 7.8, 7.771428571428571)","(14.0, 23.0, 22.0)","(51.0, 130.0, 117.36842105263158)","(41.0, 130.0, 86.25)","(8.5, 11.5, 11.30952380952381)","(6.5, 8.0, 8.066666666666666)"
15-12-2022 14:10:22.921659,"(2.45, 2.82, 2.788)","(3.5, 4.4, 4.338271604938272)","(5.0, 7.8, 7.76)","(14.0, 23.0, 22.076923076923077)","(51.0, 130.0, 117.36842105263158)","(41.0, 130.0, 72.04545454545455)","(8.5, 11.5, 11.527777777777779)","(6.5, 8.2, 7.699999999999999)"
15-12-2022 14:10:24.171088,"(2.45, 2.8, 2.796923076923077)","(3.5, 4.4, 4.338271604938272)","(5.0, 7.8, 7.76)","(14.0, 23.0, 22.076923076923077)","(51.0, 130.0, 119.41176470588235)","(41.0, 130.0, 70.0)","(8.5, 12.0, 11.583333333333334)","(6.5, 8.2, 7.8999999999999995)"
15-12-2022 14:10:25.406500,"(2.45, 2.8, 2.789333333333333)","(3.5, 4.4, 4.338271604938272)","(5.0, 8.0, 7.90625)","(15.0, 23.0, 22.076923076923077)","(51.0, 130.0, 119.41176470588235)","(41.0, 130.0, 70.0)","(8.5, 12.0, 11.583333333333334)","(6.5, 8.2, 7.8999999999999995)"
15-12-2022 14:10:26.637231,"(2.45, 2.8, 2.789333333333333)","(3.5, 4.4, 4.338271604938272)","(5.0, 8.0, 7.958620689655173)","(15.0, 23.0, 22.076923076923077)","(51.0, 130.0, 115.0)","(41.0, 130.0, 70.0)","(8.5, 12.0, 11.558823529411764)","(6.5, 8.2, 7.9529411764705875)"
15-12-2022 14:10:27.875599,"(2.45, 2.8, 2.782)","(3.5, 4.4, 4.338271604938272)","(5.0, 8.0, 7.92)","(15.0, 23.0, 22.076923076923077)","(51.0, 130.0, 119.41176470588235)","(41.0, 130.0, 70.0)","(8.5, 12.0, 11.7)","(6.5, 8.2, 7.9529411764705875)"
15-12-2022 14:10:29.030215,"(2.45, 2.78, 2.764)","(3.5, 4.4, 4.3375)","(5.0, 8.2, 7.9529411764705875)","(15.0, 23.0, 22.076923076923077)","(51.0, 130.0, 119.41176470588235)","(41.0, 130.0, 70.0)","(8.5, 12.0, 11.7)","(6.5, 8.2, 7.9529411764705875)"
15-12-2022 14:10:30.141241,"(2.45, 2.78, 2.7605714285714287)","(3.5, 4.4, 4.3375)","(5.0, 8.2, 7.8999999999999995)","(15.0, 23.0, 22.333333333333332)","(51.0, 130.0, 119.41176470588235)","(41.0, 130.0, 67.5)","(8.5, 12.0, 11.64)","(6.5, 8.2, 7.5)"
15-12-2022 14:10:31.248660,"(2.4, 2.78, 2.7605714285714287)","(3.5, 4.6, 4.381818181818182)","(5.0, 8.0, 7.933333333333334)","(15.0, 23.0, 22.2)","(51.0, 130.0, 119.41176470588235)","(41.0, 110.0, 65.57692307692308)","(8.5, 12.0, 11.583333333333334)","(6.5, 7.6, 7.866666666666666)"
15-12-2022 14:10:32.467597,"(2.4, 2.78, 2.7573333333333334)","(3.5, 4.6, 4.504477611940298)","(5.0, 8.0, 7.781818181818181)","(15.0, 23.0, 21.933333333333334)","(51.0, 130.0, 119.41176470588235)","(41.0, 110.0, 65.57692307692308)","(8.5, 12.0, 11.565217391304348)","(6.5, 8.0, 7.9)"
15-12-2022 14:10:33.656903,"(2.4, 2.76, 2.753)","(3.5, 4.6, 4.543589743589743)","(5.0, 8.0, 7.866666666666666)","(15.0, 23.0, 21.77777777777778)","(51.0, 130.0, 119.41176470588235)","(41.0, 110.0, 65.57692307692308)","(8.5, 12.0, 11.565217391304348)","(6.5, 8.0, 7.9)"
15-12-2022 14:10:34.890022,"(2.4, 2.76, 2.751304347826087)","(3.5, 4.6, 4.561764705882353)","(5.0, 8.0, 7.866666666666666)","(15.0, 23.0, 21.625)","(51.0, 130.0, 119.41176470588235)","(41.0, 110.0, 65.57692307692308)","(8.5, 12.0, 11.565217391304348)","(6.5, 8.0, 7.9)"
15-12-2022 14:10:36.092440,"(2.4, 2.76, 2.7431578947368425)","(3.5, 4.6, 4.561764705882353)","(5.0, 8.0, 7.866666666666666)","(15.0, 23.0, 21.625)","(51.0, 130.0, 119.41176470588235)","(41.0, 110.0, 65.57692307692308)","(8.5, 12.0, 11.565217391304348)","(6.5, 8.0, 7.9)"
15-12-2022 14:10:37.340139,"(2.4, 2.74, 2.724)","(3.5, 4.7, 4.653333333333333)","(5.0, 8.0, 7.76)","(15.0, 23.0, 21.625)","(51.0, 130.0, 119.41176470588235)","(41.0, 110.0, 57.5)","(8.5, 12.0, 11.565217391304348)","(6.5, 8.0, 7.9)"
15-12-2022 14:10:38.471500,"(2.4, 2.74, 2.7095238095238097)","(3.5, 4.7, 4.653333333333333)","(5.0, 8.0, 7.76)","(15.0, 23.0, 21.625)","(51.0, 130.0, 119.41176470588235)","(41.0, 110.0, 56.48148148148148)","(8.5, 12.0, 11.6)","(6.5, 8.0, 8.032)"
15-12-2022 14:10:39.653114,"(2.4, 2.7, 2.6900000000000004)","(3.5, 4.7, 4.680392156862745)","(5.0, 8.0, 7.963636363636364)","(15.0, 23.0, 21.625)","(51.0, 130.0, 119.41176470588235)","(41.0, 95.0, 58.18181818181818)","(8.5, 12.0, 11.6)","(6.5, 8.2, 8.049999999999999)"
15-12-2022 14:10:40.879722,"(2.35, 2.72, 2.686153846153846)","(3.6, 4.7, 4.685294117647059)","(5.5, 8.0, 7.963636363636364)","(15.0, 23.0, 21.625)","(61.0, 130.0, 119.41176470588235)","(41.0, 90.0, 57.333333333333336)","(8.5, 12.0, 11.6)","(6.5, 8.2, 8.049999999999999)"
15-12-2022 14:10:42.119698,"(2.35, 2.72, 2.684848484848485)","(3.6, 4.7, 4.673684210526316)","(5.5, 8.0, 7.963636363636364)","(15.0, 23.0, 21.625)","(61.0, 130.0, 119.41176470588235)","(41.0, 90.0, 57.333333333333336)","(8.5, 12.0, 11.625)","(6.5, 8.2, 8.066666666666666)"
15-12-2022 14:10:43.327340,"(2.35, 2.72, 2.7133333333333334)","(3.6, 4.7, 4.673684210526316)","(5.5, 8.0, 7.963636363636364)","(15.0, 23.0, 21.625)","(61.0, 130.0, 119.41176470588235)","(41.0, 90.0, 57.333333333333336)","(8.5, 12.0, 11.625)","(6.5, 8.2, 8.066666666666666)"
15-12-2022 14:10:44.539058,"(2.35, 2.68, 2.6742857142857144)","(3.6, 4.7, 4.6722222222222225)","(5.5, 8.0, 7.890909090909091)","(15.0, 23.0, 21.533333333333335)","(61.0, 130.0, 119.41176470588235)","(41.0, 90.0, 64.21052631578948)","(8.5, 12.0, 11.608695652173914)","(6.5, 8.6, 8.028571428571428)"
15-12-2022 14:10:45.740230,"(2.35, 2.68, 2.662439024390244)","(3.6, 4.6, 4.591044776119403)","(5.5, 8.0, 7.870967741935484)","(15.0, 23.0, 21.705882352941178)","(61.0, 130.0, 115.0)","(41.0, 80.0, 68.88888888888889)","(8.5, 12.0, 11.608695652173914)","(6.5, 8.6, 8.2)"
15-12-2022 14:10:46.876807,"(2.35, 2.68, 2.6590000000000003)","(3.6, 4.6, 4.591549295774648)","(5.5, 8.0, 7.878787878787879)","(15.0, 23.0, 21.857142857142858)","(61.0, 130.0, 120.76923076923077)","(41.0, 80.0, 53.333333333333336)","(8.5, 12.0, 11.681818181818182)","(6.5, 8.6, 8.2)"
15-12-2022 14:10:48.005153,"(2.35, 2.7, 2.690769230769231)","(3.6, 4.6, 4.577586206896552)","(5.5, 8.0, 7.878787878787879)","(15.0, 23.0, 21.933333333333334)","(61.0, 130.0, 123.33333333333333)","(41.0, 80.0, 53.333333333333336)","(8.5, 12.0, 11.681818181818182)","(6.5, 8.6, 7.933333333333334)"
15-12-2022 14:10:49.121984,"(2.35, 2.7, 2.6714285714285717)","(3.6, 4.6, 4.588461538461538)","(5.5, 8.0, 7.878787878787879)","(15.0, 23.0, 21.933333333333334)","(61.0, 130.0, 115.0)","(41.0, 80.0, 53.0)","(8.5, 12.0, 11.681818181818182)","(6.5, 8.6, 7.933333333333334)"
15-12-2022 14:10:50.275341,"(2.35, 2.7, 2.6714285714285717)","(3.6, 4.6, 4.588461538461538)","(5.5, 8.0, 7.870967741935484)","(15.0, 23.0, 21.933333333333334)","(61.0, 120.0, 115.0)","(41.0, 80.0, 53.0)","(8.5, 12.0, 11.681818181818182)","(6.5, 8.6, 8.2)"
15-12-2022 14:10:51.468196,"(2.35, 2.66, 2.652)","(3.6, 4.7, 4.672413793103448)","(5.5, 8.0, 7.84)","(15.0, 23.0, 21.76923076923077)","(61.0, 120.0, 115.0)","(41.0, 80.0, 53.0)","(8.5, 12.0, 11.681818181818182)","(6.5, 8.6, 8.257142857142856)"
15-12-2022 14:10:52.696024,"(2.35, 2.68, 2.652)","(3.5, 4.7, 4.672413793103448)","(5.5, 8.0, 7.84)","(15.0, 23.0, 21.307692307692307)","(61.0, 120.0, 116.25)","(41.0, 80.0, 53.0)","(8.5, 12.0, 11.681818181818182)","(6.5, 8.6, 8.299999999999999)"
15-12-2022 14:10:53.873030,"(2.35, 2.66, 2.652727272727273)","(3.5, 4.8, 4.717391304347826)","(5.5, 8.0, 7.6)","(15.0, 23.0, 21.25)","(61.0, 120.0, 116.25)","(41.0, 80.0, 59.6)","(8.5, 12.0, 11.666666666666666)","(6.5, 8.6, 8.902040816326531)"
15-12-2022 14:10:55.060649,"(2.35, 2.64, 2.6363636363636367)","(3.5, 4.8, 4.785714285714286)","(5.5, 7.6, 7.563076923076923)","(15.0, 23.0, 21.153846153846153)","(61.0, 120.0, 116.25)","(41.0, 80.0, 66.0)","(8.5, 12.0, 11.565217391304348)","(6.5, 9.0, 8.973333333333333)"
15-12-2022 14:10:56.232781,"(2.35, 2.64, 2.616969696969697)","(3.5, 4.8, 4.7823529411764705)","(5.5, 7.6, 7.532394366197183)","(15.0, 23.0, 21.153846153846153)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 66.77777777777777)","(8.5, 12.0, 11.464285714285714)","(6.5, 9.0, 8.97391304347826)"
15-12-2022 14:10:57.333043,"(2.35, 2.64, 2.616969696969697)","(3.5, 4.8, 4.787640449438202)","(5.5, 7.6, 7.532394366197183)","(15.0, 23.0, 21.153846153846153)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 66.77777777777777)","(8.5, 12.0, 11.464285714285714)","(6.5, 9.0, 9.148936170212766)"
15-12-2022 14:10:58.462174,"(2.35, 2.62, 2.5890322580645164)","(3.5, 4.9, 4.864356435643565)","(5.5, 7.6, 7.532394366197183)","(15.0, 23.0, 21.153846153846153)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 66.77777777777777)","(8.5, 12.0, 11.464285714285714)","(6.5, 9.2, 9.164)"
15-12-2022 14:10:59.636675,"(2.35, 2.6, 2.585714285714286)","(3.5, 4.9, 4.864705882352942)","(5.5, 7.6, 7.546268656716418)","(15.0, 23.0, 21.2)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 57.6)","(8.5, 12.0, 11.52)","(6.5, 9.2, 9.164)"
15-12-2022 14:11:00.814554,"(2.35, 2.58, 2.576216216216216)","(3.5, 4.9, 4.875)","(5.5, 7.6, 7.531428571428571)","(15.0, 23.0, 21.153846153846153)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 64.0)","(8.5, 12.0, 11.464285714285714)","(6.5, 9.2, 9.164)"
15-12-2022 14:11:01.976697,"(2.35, 2.58, 2.5676288659793816)","(3.5, 5.0, 4.956666666666667)","(5.5, 7.6, 7.531428571428571)","(15.0, 23.0, 21.153846153846153)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 64.0)","(8.5, 12.0, 11.52)","(6.5, 9.2, 9.164)"
15-12-2022 14:11:03.164661,"(2.35, 2.58, 2.5672340425531917)","(3.5, 5.0, 4.9623188405797105)","(5.5, 7.6, 7.501298701298701)","(15.0, 23.0, 21.153846153846153)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 64.0)","(8.5, 12.0, 11.52)","(6.5, 9.2, 9.164)"
15-12-2022 14:11:04.400414,"(2.35, 2.56, 2.552)","(3.5, 5.0, 4.961538461538462)","(5.5, 7.6, 7.441666666666666)","(15.0, 23.0, 21.2)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 65.06666666666666)","(8.5, 12.0, 11.619047619047619)","(6.5, 9.2, 9.122222222222222)"
15-12-2022 14:11:05.627521,"(2.35, 2.56, 2.5504225352112675)","(3.5, 5.1, 5.045454545454545)","(5.5, 7.6, 7.506172839506172)","(15.0, 23.0, 21.736842105263158)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 65.06666666666666)","(8.5, 12.0, 11.68)","(6.5, 9.2, 9.139999999999999)"
15-12-2022 14:11:06.723503,"(2.35, 2.54, 2.5233333333333334)","(3.5, 5.0, 4.969491525423729)","(5.5, 7.6, 7.505)","(15.0, 23.0, 21.736842105263158)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 61.33333333333333)","(8.5, 12.0, 11.68)","(6.5, 9.2, 9.11875)"
15-12-2022 14:11:07.826715,"(2.3, 2.54, 2.5316666666666667)","(3.5, 5.0, 4.969491525423729)","(5.5, 7.6, 7.613333333333333)","(15.0, 23.0, 21.714285714285715)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 61.33333333333333)","(8.5, 12.0, 11.607142857142858)","(6.5, 9.4, 9.112)"
15-12-2022 14:11:09.289394,"(2.3, 2.62, 2.6187469879518073)","(3.5, 5.0, 4.795833333333333)","(5.5, 7.8, 7.552380952380952)","(15.0, 23.0, 21.714285714285715)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 62.54545454545455)","(8.5, 12.0, 11.464285714285714)","(6.5, 9.4, 8.92)"
15-12-2022 14:11:11.029038,"(2.3, 2.62, 2.621176470588235)","(3.5, 4.8, 4.7956521739130435)","(5.5, 7.8, 7.724137931034482)","(15.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 62.54545454545455)","(8.5, 12.0, 11.586206896551724)","(6.5, 9.2, 8.914285714285715)"
15-12-2022 14:11:12.760787,"(2.3, 2.64, 2.618045112781955)","(3.5, 4.8, 4.795238095238095)","(5.5, 7.8, 7.733333333333333)","(15.0, 23.0, 21.714285714285715)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 62.54545454545455)","(8.5, 12.0, 11.607142857142858)","(6.5, 9.2, 8.914285714285715)"
15-12-2022 14:11:14.153939,"(2.3, 2.62, 2.618045112781955)","(3.5, 4.8, 4.877777777777778)","(5.5, 7.8, 7.9)","(15.0, 23.0, 21.714285714285715)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 62.54545454545455)","(8.5, 12.0, 11.464285714285714)","(6.5, 9.2, 8.0)"
15-12-2022 14:11:15.506578,"(2.3, 2.64, 2.6283333333333334)","(3.5, 4.9, 4.871428571428572)","(5.5, 8.0, 7.878787878787879)","(15.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 62.54545454545455)","(8.5, 12.0, 11.62962962962963)","(6.5, 8.2, 8.1)"
15-12-2022 14:11:16.815412,"(2.3, 2.64, 2.632)","(3.5, 4.9, 4.879439252336449)","(5.5, 8.0, 7.878787878787879)","(15.0, 23.0, 21.714285714285715)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 62.54545454545455)","(8.5, 12.0, 11.65625)","(6.5, 8.4, 8.12)"
15-12-2022 14:11:18.270884,"(2.3, 2.64, 2.6365714285714286)","(3.5, 4.9, 4.826666666666666)","(5.5, 8.0, 7.878787878787879)","(15.0, 23.0, 21.714285714285715)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 62.54545454545455)","(8.5, 12.0, 11.65625)","(6.5, 8.2, 7.9714285714285715)"
15-12-2022 14:11:19.684725,"(2.3, 2.64, 2.6365714285714286)","(3.5, 4.9, 4.833333333333333)","(5.5, 8.0, 7.878787878787879)","(15.0, 23.0, 21.8)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 62.54545454545455)","(8.5, 12.0, 11.65625)","(6.5, 8.0, 7.9)"
15-12-2022 14:11:21.315552,"(2.3, 2.66, 2.6293333333333333)","(3.5, 4.9, 4.873333333333334)","(5.5, 8.0, 7.897435897435898)","(15.0, 23.0, 21.666666666666668)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 62.54545454545455)","(8.5, 12.0, 11.65625)","(6.5, 8.0, 7.8625)"
15-12-2022 14:11:23.303261,"(2.3, 2.66, 2.637)","(3.5, 4.9, 4.873333333333334)","(5.5, 8.0, 7.897435897435898)","(15.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 62.54545454545455)","(8.5, 12.0, 11.777777777777779)","(6.5, 8.0, 7.8769230769230765)"
15-12-2022 14:11:24.948646,"(2.3, 2.66, 2.6232)","(3.5, 4.9, 4.873333333333334)","(5.5, 8.0, 7.897435897435898)","(15.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 69.89473684210526)","(8.5, 12.0, 11.777777777777779)","(6.5, 8.0, 7.8769230769230765)"
15-12-2022 14:11:26.334922,"(2.3, 2.66, 2.6232)","(3.5, 4.9, 4.864705882352942)","(5.5, 8.0, 7.897435897435898)","(15.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 69.89473684210526)","(8.5, 12.0, 11.777777777777779)","(6.5, 8.0, 7.699999999999999)"
15-12-2022 14:11:27.613576,"(2.3, 2.7, 2.698775510204082)","(3.5, 4.9, 4.877570093457944)","(5.5, 8.0, 7.897435897435898)","(15.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 69.89473684210526)","(8.5, 12.0, 11.777777777777779)","(6.5, 7.8, 7.636363636363637)"
15-12-2022 14:11:28.920528,"(2.3, 2.7, 2.6950000000000003)","(3.5, 4.9, 4.87037037037037)","(5.5, 8.0, 7.7727272727272725)","(15.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 80.0, 71.4)","(8.5, 12.0, 11.777777777777779)","(6.5, 7.8, 7.643478260869565)"
15-12-2022 14:11:30.204926,"(2.3, 2.72, 2.7133333333333334)","(3.7, 4.9, 4.885185185185185)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 63.95454545454545)","(9.0, 12.0, 11.777777777777779)","(6.5, 7.8, 7.5473684210526315)"
15-12-2022 14:11:31.539971,"(2.3, 2.72, 2.6950000000000003)","(3.7, 4.9, 4.885185185185185)","(5.5, 7.8, 7.780952380952381)","(16.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 63.95454545454545)","(9.0, 12.0, 11.777777777777779)","(6.5, 7.6, 7.555555555555555)"
15-12-2022 14:11:32.817839,"(2.3, 2.72, 2.6950000000000003)","(3.7, 4.9, 4.885185185185185)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.71428571428572)","(9.0, 12.0, 11.777777777777779)","(6.5, 7.6, 7.614285714285714)"
15-12-2022 14:11:34.117060,"(2.3, 2.7, 2.690909090909091)","(3.7, 4.9, 4.885185185185185)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.71428571428572)","(9.0, 12.0, 11.777777777777779)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:35.399667,"(2.3, 2.7, 2.685714285714286)","(3.7, 4.9, 4.885185185185185)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.71428571428572)","(9.0, 12.0, 11.777777777777779)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:36.603087,"(2.3, 2.72, 2.682962962962963)","(3.7, 4.9, 4.885185185185185)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.71428571428572)","(9.0, 12.0, 10.824074074074074)","(6.5, 7.8, 7.610526315789474)"
15-12-2022 14:11:37.860820,"(2.3, 2.78, 2.737142857142857)","(3.7, 4.9, 4.877966101694915)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.71428571428572)","(9.0, 11.0, 10.875)","(6.5, 7.8, 7.610526315789474)"
15-12-2022 14:11:39.185240,"(2.3, 2.7, 2.6950000000000003)","(3.7, 4.9, 4.877966101694915)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.71428571428572)","(9.0, 11.0, 10.89795918367347)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:40.550206,"(2.3, 2.74, 2.7333333333333334)","(3.7, 4.9, 4.886440677966102)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.58823529411765)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.89795918367347)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:41.854601,"(2.3, 2.76, 2.7384615384615385)","(3.7, 4.9, 4.876119402985075)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.555555555555557)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.89795918367347)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:43.149191,"(2.3, 2.78, 2.7581818181818183)","(3.7, 4.9, 4.874193548387097)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.555555555555557)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.89795918367347)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:44.335725,"(2.3, 2.76, 2.74)","(3.7, 4.9, 4.874193548387097)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.555555555555557)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.89795918367347)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:45.486846,"(2.3, 2.76, 2.74)","(3.7, 4.9, 4.874193548387097)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.555555555555557)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.895833333333334)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:46.664489,"(2.3, 2.76, 2.7527272727272725)","(3.7, 4.9, 4.874193548387097)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.555555555555557)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.872549019607844)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:47.879917,"(2.3, 2.76, 2.735294117647059)","(3.7, 4.9, 4.8754098360655735)","(5.5, 7.8, 7.7727272727272725)","(16.0, 23.0, 21.555555555555557)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 60.714285714285715)","(9.0, 11.0, 10.895833333333334)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:49.131619,"(2.3, 2.76, 2.7253333333333334)","(3.7, 4.9, 4.8754098360655735)","(5.5, 7.8, 7.894117647058823)","(16.0, 23.0, 21.555555555555557)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.895833333333334)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:50.449198,"(2.3, 2.76, 2.7225)","(3.7, 4.9, 4.8754098360655735)","(5.5, 8.0, 7.894117647058823)","(16.0, 23.0, 21.555555555555557)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.895833333333334)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:51.807215,"(2.3, 2.76, 2.7225)","(3.7, 4.9, 4.8754098360655735)","(5.5, 8.0, 7.894117647058823)","(16.0, 23.0, 21.470588235294116)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.872549019607844)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:53.108755,"(2.3, 2.74, 2.7285714285714286)","(3.7, 4.9, 4.8754098360655735)","(5.5, 8.0, 7.923076923076923)","(16.0, 23.0, 21.470588235294116)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.895833333333334)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:54.286635,"(2.3, 2.74, 2.7357894736842105)","(3.7, 4.9, 4.8754098360655735)","(5.5, 8.0, 7.923076923076923)","(16.0, 23.0, 21.470588235294116)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.895833333333334)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:55.480214,"(2.3, 2.74, 2.7357894736842105)","(3.7, 4.9, 4.8754098360655735)","(5.5, 8.0, 7.923076923076923)","(16.0, 23.0, 21.470588235294116)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.895833333333334)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:56.689936,"(2.3, 2.74, 2.725263157894737)","(3.7, 4.9, 4.877272727272728)","(5.5, 8.0, 7.96)","(16.0, 23.0, 21.470588235294116)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.895833333333334)","(6.5, 7.8, 7.614285714285714)"
15-12-2022 14:11:57.984402,"(2.3, 2.76, 2.7386666666666666)","(3.7, 4.9, 4.877272727272728)","(5.5, 8.0, 7.96)","(16.0, 23.0, 21.470588235294116)","(61.0, 120.0, 117.14285714285714)","(41.0, 75.0, 64.2)","(9.0, 11.0, 10.872549019607844)","(6.5, 7.8, 7.614285714285714)"
