,Frosty Girl,Purple Flirt,Chidobe,Cracking Force,Winlock Lloyd,Authority,Starlight Blaze,Rubys Me Mum
04-01-2023 15:42:45.040598,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:42:46.218639,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:42:47.389879,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:42:48.584430,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:42:49.836930,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:42:51.040195,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:42:52.267168,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:42:53.538089,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:42:54.824596,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:42:56.052720,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:42:57.239990,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:42:58.442247,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:42:59.793251,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:01.000463,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:02.169295,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:03.658491,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:05.124003,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:06.375050,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:07.606721,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:08.650327,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:09.781784,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:10.984580,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:12.147895,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:13.343337,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:14.610208,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:15.701001,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:16.967603,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:18.445601,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:19.699824,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:20.900918,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:22.166998,"(6.5, 14.5, 12.31923076923077)","(5.5, 12.5, 10.466666666666667)","(8.0, 15.0, 14.177777777777777)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:23.363674,"(6.5, 14.5, 12.31923076923077)","(5.5, 11.0, 10.466666666666667)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:24.513927,"(6.5, 14.5, 9.472727272727273)","(5.5, 11.0, 10.466666666666667)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:25.701744,"(6.5, 14.5, 9.472727272727273)","(5.5, 11.0, 10.466666666666667)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:26.846534,"(6.5, 14.5, 9.472727272727273)","(5.5, 11.0, 10.466666666666667)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:27.914307,"(6.5, 14.5, 9.472727272727273)","(5.5, 11.0, 10.466666666666667)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:29.033292,"(6.5, 14.5, 9.472727272727273)","(5.5, 11.0, 10.466666666666667)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:30.224827,"(6.5, 14.5, 9.472727272727273)","(5.5, 11.0, 10.466666666666667)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:31.429853,"(6.5, 14.5, 9.472727272727273)","(5.5, 15.0, 11.8)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:32.635007,"(6.5, 14.5, 9.472727272727273)","(5.5, 15.0, 11.8)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:33.913489,"(6.5, 14.5, 9.472727272727273)","(5.5, 15.0, 11.8)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:35.124995,"(6.5, 14.5, 9.472727272727273)","(5.5, 15.0, 11.8)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:36.294373,"(6.5, 14.5, 9.472727272727273)","(5.5, 15.0, 11.8)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:37.418072,"(6.5, 14.5, 9.472727272727273)","(5.5, 15.0, 11.8)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:38.535421,"(6.5, 14.5, 9.472727272727273)","(5.5, 15.0, 11.8)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 26.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:39.707986,"(6.5, 14.5, 9.472727272727273)","(5.5, 15.0, 13.8)","(8.0, 15.0, 12.6)","(2.5, 3.75, 2.517352941176471)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.359574468085106)"
04-01-2023 15:43:40.831944,"(6.5, 14.5, 9.472727272727273)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 11.4)","(2.5, 3.75, 3.09)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.6, 5.6000000000000005)"
04-01-2023 15:43:41.904041,"(6.5, 14.0, 11.6)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.7, 3.09)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:43.049939,"(6.5, 14.0, 11.6)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.7, 3.09)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.75)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:44.180066,"(6.5, 14.0, 11.6)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.7, 3.09)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 33.21818181818182)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:45.324664,"(6.5, 14.0, 11.6)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.7, 3.09)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:46.446793,"(6.5, 14.0, 11.6)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.7, 3.09)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:47.666802,"(6.5, 14.0, 11.6)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.7, 3.09)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 30.375)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:48.884413,"(6.5, 14.0, 11.6)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.7, 2.5446666666666666)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 36.833333333333336)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:50.056740,"(6.5, 14.0, 11.6)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.45, 2.94)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:51.216322,"(6.5, 14.5, 8.511111111111111)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:52.405511,"(6.5, 14.5, 8.511111111111111)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:53.635202,"(6.5, 14.5, 8.511111111111111)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.5, 10.891304347826086)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:54.804849,"(6.5, 14.5, 8.511111111111111)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.5, 11.543478260869565)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:55.943186,"(6.5, 14.5, 8.511111111111111)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 14.5, 13.5)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:57.109299,"(6.5, 14.5, 8.511111111111111)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 14.0, 13.5)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:58.241677,"(6.5, 14.5, 8.511111111111111)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 14.0, 13.5)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:43:59.378021,"(6.5, 14.5, 8.511111111111111)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 14.0, 13.5)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:00.468800,"(6.5, 14.5, 8.511111111111111)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 14.0, 13.5)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:01.623067,"(6.5, 14.5, 8.511111111111111)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 14.0, 13.5)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:02.796264,"(6.5, 14.5, 8.511111111111111)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 14.0, 13.5)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:03.887422,"(6.5, 14.5, 8.511111111111111)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 14.0, 13.5)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:05.059179,"(6.5, 14.5, 8.511111111111111)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 14.0, 12.176470588235293)","(11.0, 42.0, 31.833333333333332)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:06.224936,"(6.5, 14.0, 9.68)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.0, 11.526315789473685)","(11.0, 42.0, 37.64285714285714)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:07.336207,"(6.5, 13.5, 11.266666666666666)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.0, 11.526315789473685)","(11.0, 42.0, 37.64285714285714)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:08.480746,"(6.5, 13.5, 11.266666666666666)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 3.216)","(7.0, 13.0, 11.526315789473685)","(11.0, 42.0, 37.64285714285714)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:09.602405,"(6.5, 13.5, 11.266666666666666)","(5.5, 12.5, 11.716666666666667)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.0, 11.526315789473685)","(11.0, 42.0, 37.64285714285714)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:10.783171,"(6.5, 13.5, 11.266666666666666)","(5.5, 12.5, 11.807692307692307)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.0, 11.526315789473685)","(11.0, 42.0, 34.5)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:11.877035,"(6.5, 13.5, 11.266666666666666)","(5.5, 12.5, 11.807692307692307)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.0, 11.526315789473685)","(11.0, 42.0, 34.5)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:12.959266,"(6.5, 13.5, 11.266666666666666)","(5.5, 12.5, 11.807692307692307)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.0, 11.526315789473685)","(11.0, 42.0, 34.5)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:14.091550,"(6.5, 13.5, 11.266666666666666)","(5.5, 12.5, 11.807692307692307)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.0, 11.526315789473685)","(11.0, 42.0, 34.625)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:15.186185,"(6.5, 13.5, 11.266666666666666)","(5.5, 12.5, 11.807692307692307)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.0, 11.526315789473685)","(11.0, 42.0, 23.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:16.266133,"(6.5, 13.5, 11.4)","(5.5, 12.5, 11.807692307692307)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.0, 11.526315789473685)","(11.0, 65.0, 23.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:17.439633,"(6.5, 13.5, 11.4)","(5.5, 12.5, 11.807692307692307)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.0, 11.526315789473685)","(11.0, 65.0, 23.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:18.638036,"(6.5, 13.5, 11.4)","(5.5, 12.5, 11.807692307692307)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.0, 11.526315789473685)","(11.0, 65.0, 23.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
04-01-2023 15:44:19.806330,"(6.5, 13.5, 11.975)","(5.5, 12.5, 11.807692307692307)","(8.0, 15.0, 10.333333333333334)","(2.5, 3.4, 2.94)","(7.0, 13.0, 11.526315789473685)","(11.0, 65.0, 23.4)","(91.0, 500.0, 141.66666666666669)","(4.4, 6.4, 5.6000000000000005)"
