,Serene Warrior,Perkeo,Mikeys Jewel,Switchrattlenroll,Wicked T,Car Lady,Holmdel Park,Folk Hero,Teacher Drama
12-01-2023 11:34:09.354697,"(3.5, 4.5, 4.05)","(8.5, 11.0, 10.6)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 53.857142857142854)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.3)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 27.0, 22.0)"
12-01-2023 11:34:10.631102,"(3.5, 4.5, 4.05)","(8.5, 11.0, 10.6)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 53.857142857142854)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.3)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 27.0, 22.0)"
12-01-2023 11:34:11.930686,"(3.5, 4.5, 4.05)","(8.5, 11.0, 10.6)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 53.857142857142854)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.3)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 27.0, 22.0)"
12-01-2023 11:34:13.219194,"(3.5, 4.5, 3.96)","(8.5, 11.0, 10.65)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 62.42857142857143)","(26.0, 55.0, 27.5)","(9.0, 13.0, 11.3)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 27.0, 21.0)"
12-01-2023 11:34:14.435025,"(3.5, 4.5, 3.96)","(8.5, 11.0, 10.65)","(31.0, 220.0, 77.14285714285714)","(31.0, 95.0, 75.8)","(26.0, 55.0, 27.5)","(9.0, 13.0, 11.3)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 27.0, 21.0)"
12-01-2023 11:34:15.672543,"(3.5, 4.5, 3.96)","(8.5, 11.0, 10.65)","(31.0, 220.0, 77.14285714285714)","(31.0, 90.0, 75.8)","(26.0, 55.0, 27.5)","(9.0, 13.0, 11.3)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 27.0, 21.0)"
12-01-2023 11:34:17.106003,"(3.5, 4.5, 3.96)","(8.5, 11.0, 10.65)","(31.0, 220.0, 77.14285714285714)","(31.0, 90.0, 75.8)","(26.0, 55.0, 27.5)","(9.0, 13.0, 11.3)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 27.0, 21.0)"
12-01-2023 11:34:18.489177,"(3.5, 4.5, 3.96)","(8.5, 11.0, 10.6)","(31.0, 220.0, 77.14285714285714)","(31.0, 90.0, 66.44444444444444)","(26.0, 55.0, 27.5)","(9.0, 13.0, 10.875)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 27.0, 20.5)"
12-01-2023 11:34:19.861805,"(3.5, 4.5, 3.96)","(8.5, 11.0, 10.6)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 66.44444444444444)","(26.0, 55.0, 27.5)","(9.0, 13.0, 11.34)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:21.191205,"(3.5, 4.5, 4.2075)","(8.5, 11.0, 10.6)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 55.8)","(26.0, 55.0, 27.5)","(9.0, 12.5, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:22.446403,"(3.5, 4.5, 4.2075)","(8.5, 11.0, 10.6)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 55.8)","(26.0, 55.0, 27.5)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:23.661537,"(3.5, 4.5, 4.2075)","(8.5, 11.0, 10.6)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 55.8)","(26.0, 55.0, 27.5)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:24.871648,"(3.5, 4.5, 4.2075)","(8.5, 11.0, 10.9125)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 27.5)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:26.127180,"(3.5, 4.5, 4.2075)","(8.5, 11.0, 10.9125)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:27.427475,"(3.5, 4.5, 4.2214285714285715)","(8.5, 11.0, 10.9125)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:28.796478,"(3.5, 4.5, 4.2214285714285715)","(8.5, 11.0, 10.9125)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:30.026218,"(3.5, 4.4, 4.125)","(8.5, 11.0, 10.9125)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:31.305150,"(3.5, 4.4, 4.114)","(8.5, 11.0, 10.6)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:32.608582,"(3.5, 4.4, 4.321428571428572)","(8.5, 11.0, 10.6)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:33.949016,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.6)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:35.230671,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.6)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:36.628580,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.6)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:38.000109,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.9125)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:39.417894,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.76)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:40.769775,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.76)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:42.065301,"(3.5, 4.4, 4.2)","(8.5, 11.0, 11.216666666666667)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:43.354713,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.216666666666667)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:44.584516,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.216666666666667)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:45.826220,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.378571428571428)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:47.111968,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.378571428571428)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:48.378398,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.378571428571428)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:49.649800,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.378571428571428)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.268888888888889)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:50.989459,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.378571428571428)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.3613333333333335)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:52.317009,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.378571428571428)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.3613333333333335)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:53.618285,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.378571428571428)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.304444444444444)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:54.885116,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.378571428571428)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.304444444444444)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:56.192316,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.5)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.304444444444444)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:57.488206,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.5)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.304444444444444)","(15.0, 26.0, 20.5)"
12-01-2023 11:34:58.789560,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.5)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.304444444444444)","(15.0, 26.0, 20.5)"
12-01-2023 11:35:00.140428,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.5)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.304444444444444)","(15.0, 26.0, 20.5)"
12-01-2023 11:35:01.471555,"(3.5, 4.4, 4.2)","(8.5, 11.0, 11.39375)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 56.0)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.64)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.304444444444444)","(15.0, 26.0, 20.5)"
12-01-2023 11:35:02.835853,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.39375)","(31.0, 220.0, 53.333333333333336)","(31.0, 80.0, 56.0)","(26.0, 55.0, 29.333333333333336)","(9.0, 13.0, 11.64)","(17.0, 40.0, 27.75)","(1.85, 2.5, 2.304444444444444)","(15.0, 26.0, 20.5)"
12-01-2023 11:35:04.111192,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.39375)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.304444444444444)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:05.393999,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.39375)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 12.1)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.304444444444444)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:06.628019,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.378571428571428)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 12.1)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.304444444444444)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:07.913803,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.5)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.2866666666666666)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:09.168192,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.5)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.2866666666666666)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:10.475647,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.5)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.3514285714285714)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:11.974938,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.5)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.2866666666666666)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:13.552935,"(3.5, 4.4, 4.2)","(8.5, 11.0, 10.5)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.294285714285714)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:14.975677,"(3.5, 4.4, 4.2)","(8.5, 11.0, 11.39375)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.294285714285714)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:16.643277,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.39375)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.294285714285714)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:18.656796,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.39375)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.294285714285714)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:20.380077,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.39375)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.294285714285714)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:21.681207,"(3.5, 4.4, 4.2)","(8.5, 11.5, 11.0)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.52, 2.411578947368421)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:23.048905,"(3.5, 4.4, 4.316666666666667)","(8.5, 11.5, 11.3125)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.3074999999999997)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:24.297604,"(3.5, 4.4, 4.323076923076924)","(8.5, 11.5, 11.3125)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.3074999999999997)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:25.687493,"(3.5, 4.4, 4.323076923076924)","(8.5, 11.5, 11.25)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.3074999999999997)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:26.953546,"(3.5, 4.4, 4.323076923076924)","(8.5, 11.5, 11.25)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.3074999999999997)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:28.153568,"(3.5, 4.4, 4.323076923076924)","(8.5, 11.5, 11.25)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.3074999999999997)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:29.405904,"(3.5, 4.4, 4.34375)","(8.5, 11.5, 11.25)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.3074999999999997)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:30.650671,"(3.5, 4.6, 4.2)","(8.5, 11.0, 10.714285714285714)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.288)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:31.872889,"(3.5, 4.6, 4.214285714285714)","(8.5, 11.0, 10.714285714285714)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.52, 2.3899999999999997)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:33.076668,"(3.5, 4.6, 4.333333333333333)","(8.5, 11.0, 10.714285714285714)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.288275862068965)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:34.365456,"(3.5, 4.6, 4.333333333333333)","(8.5, 11.0, 10.714285714285714)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.52, 2.3)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:35.664797,"(3.5, 4.6, 4.35)","(8.5, 11.0, 10.714285714285714)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.3)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:36.832835,"(3.5, 4.6, 4.35)","(8.5, 11.0, 10.714285714285714)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.3)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:38.002223,"(3.5, 4.6, 4.35)","(8.5, 11.0, 10.714285714285714)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.3)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:39.218119,"(3.5, 4.6, 4.455555555555556)","(8.5, 11.0, 10.714285714285714)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.85, 2.5, 2.3)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:40.455900,"(3.5, 4.6, 4.455555555555556)","(8.5, 11.0, 10.714285714285714)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 11.56)","(17.0, 40.0, 30.200000000000003)","(1.8, 2.5, 2.3)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:41.690316,"(3.5, 4.6, 4.415384615384615)","(8.5, 10.5, 10.033333333333333)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 10.17142857142857)","(17.0, 40.0, 30.200000000000003)","(1.8, 2.5, 2.288275862068965)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:43.009657,"(3.5, 4.6, 4.415384615384615)","(8.5, 10.5, 10.361538461538462)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 13.0, 10.433333333333334)","(17.0, 40.0, 30.200000000000003)","(1.8, 2.52, 2.3075862068965516)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:44.362014,"(3.5, 4.6, 4.415384615384615)","(8.5, 10.5, 10.361538461538462)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 35.75)","(9.0, 12.5, 11.2)","(17.0, 40.0, 30.200000000000003)","(1.8, 2.52, 2.3268965517241376)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:45.701271,"(3.5, 4.6, 4.415384615384615)","(8.5, 10.5, 10.361538461538462)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 12.0, 11.2)","(17.0, 40.0, 30.200000000000003)","(1.8, 2.52, 2.3268965517241376)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:46.961204,"(3.5, 4.6, 4.428571428571428)","(8.5, 10.5, 10.361538461538462)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 12.0, 11.2)","(17.0, 40.0, 30.200000000000003)","(1.8, 2.52, 2.3873684210526314)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:48.103179,"(3.5, 4.6, 4.428571428571428)","(8.5, 10.5, 10.361538461538462)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 12.0, 11.2)","(17.0, 40.0, 30.200000000000003)","(1.8, 2.52, 2.3873684210526314)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:49.192416,"(3.5, 4.6, 4.428571428571428)","(8.5, 10.5, 10.361538461538462)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 12.0, 11.2)","(17.0, 40.0, 30.200000000000003)","(1.8, 2.52, 2.3268965517241376)","(15.0, 26.0, 21.6)"
12-01-2023 11:35:50.325150,"(3.5, 4.6, 4.35)","(8.5, 10.5, 10.361538461538462)","(31.0, 220.0, 77.14285714285714)","(31.0, 80.0, 50.5)","(26.0, 55.0, 44.0)","(9.0, 12.0, 11.2)","(17.0, 40.0, 30.200000000000003)","(1.8, 2.52, 2.3268965517241376)","(15.0, 26.0, 21.6)"
