,Nelly Bigtime,Prodigal Guinness Nz,Mega Star,The Mighty Mondo Nz,Hezashadowplaya Nz,Miss Maravu,Rainbow Jet,Wotnow Swanee,Its Inevitable Nz
10-01-2023 18:07:35.784969,"(3.8, 7.0, 6.8)","(1.55, 99999, 99990)","(14.0, 30.0, 26.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 180.0, 145.71428571428572)","(91.0, 120.0, 87.77777777777777)","(101.0, 99999, 99990)"
10-01-2023 18:07:37.058940,"(3.8, 7.0, 6.666666666666667)","(1.55, 99999, 99990)","(14.0, 30.0, 26.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 180.0, 145.71428571428572)","(91.0, 110.0, 83.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:07:38.305793,"(3.8, 7.0, 6.666666666666667)","(1.55, 99999, 99990)","(14.0, 30.0, 28.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 180.0, 145.71428571428572)","(91.0, 100.0, 87.14285714285714)","(101.0, 99999, 99990)"
10-01-2023 18:07:39.545984,"(3.8, 7.0, 6.666666666666667)","(1.55, 99999, 99990)","(14.0, 30.0, 28.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 180.0, 145.71428571428572)","(91.0, 100.0, 87.14285714285714)","(101.0, 99999, 99990)"
10-01-2023 18:07:40.841851,"(3.8, 7.0, 6.666666666666667)","(1.55, 99999, 99990)","(14.0, 30.0, 27.2)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 180.0, 143.33333333333331)","(91.0, 100.0, 89.28571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:07:42.107866,"(3.8, 8.0, 7.314285714285714)","(1.55, 99999, 99990)","(14.0, 29.0, 27.2)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.363636363636363)","(71.0, 180.0, 198.0)","(91.0, 100.0, 89.28571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:07:43.341987,"(3.8, 7.8, 7.56)","(1.55, 99999, 99990)","(14.0, 29.0, 26.4)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.363636363636363)","(71.0, 230.0, 170.0)","(91.0, 100.0, 89.28571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:07:44.607876,"(3.8, 7.8, 7.285714285714286)","(1.55, 99999, 99990)","(14.0, 28.0, 26.4)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 220.0, 170.0)","(91.0, 100.0, 89.28571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:07:45.924732,"(3.8, 7.8, 7.285714285714286)","(1.55, 99999, 99990)","(14.0, 28.0, 26.4)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 220.0, 170.0)","(91.0, 100.0, 89.28571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:07:47.108686,"(3.8, 7.8, 7.285714285714286)","(1.55, 99999, 99990)","(14.0, 28.0, 26.4)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 220.0, 142.5)","(91.0, 100.0, 89.28571428571429)","(101.0, 99999, 99990)"
10-01-2023 18:07:48.275592,"(3.8, 7.8, 7.285714285714286)","(1.55, 99999, 99990)","(14.0, 28.0, 26.4)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 210.0, 171.66666666666669)","(91.0, 100.0, 87.14285714285714)","(101.0, 99999, 99990)"
10-01-2023 18:07:49.428163,"(3.8, 7.6, 7.044444444444444)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 27.0, 25.0)","(71.0, 220.0, 171.66666666666669)","(91.0, 100.0, 87.14285714285714)","(101.0, 99999, 99990)"
10-01-2023 18:07:50.575628,"(3.8, 7.6, 7.044444444444444)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 26.5)","(71.0, 220.0, 171.66666666666669)","(91.0, 100.0, 87.14285714285714)","(101.0, 99999, 99990)"
10-01-2023 18:07:51.771870,"(3.8, 7.6, 7.044444444444444)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 25.25)","(71.0, 220.0, 171.66666666666669)","(91.0, 100.0, 87.14285714285714)","(101.0, 99999, 99990)"
10-01-2023 18:07:53.025630,"(3.8, 7.6, 7.044444444444444)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 25.25)","(71.0, 220.0, 137.5)","(91.0, 100.0, 87.14285714285714)","(101.0, 99999, 99990)"
10-01-2023 18:07:54.396734,"(3.8, 7.6, 7.133333333333334)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 25.0)","(71.0, 200.0, 137.5)","(91.0, 100.0, 87.14285714285714)","(101.0, 99999, 99990)"
10-01-2023 18:07:55.594434,"(3.8, 7.4, 7.133333333333334)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 26.5)","(71.0, 200.0, 137.5)","(91.0, 100.0, 87.14285714285714)","(101.0, 99999, 99990)"
10-01-2023 18:07:57.034365,"(3.8, 7.4, 6.955555555555556)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 27.0)","(71.0, 200.0, 137.5)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:07:58.395807,"(3.8, 7.4, 6.955555555555556)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 27.0)","(71.0, 200.0, 135.0)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:07:59.605257,"(3.8, 7.4, 6.955555555555556)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 26.5)","(71.0, 190.0, 150.0)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:00.813134,"(3.8, 7.4, 6.955555555555556)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 28.5)","(71.0, 180.0, 128.125)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:02.021801,"(3.8, 7.0, 6.828571428571428)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 160.0, 117.5)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:03.174309,"(3.8, 7.0, 6.828571428571428)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 160.0, 133.33333333333334)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:04.306845,"(3.8, 7.0, 6.828571428571428)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 27.5)","(71.0, 150.0, 115.38461538461539)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:05.675289,"(3.8, 7.0, 6.828571428571428)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 150.0, 131.875)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:06.896976,"(3.8, 7.0, 6.828571428571428)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 140.0, 112.91666666666667)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:08.163094,"(3.8, 7.0, 6.828571428571428)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 140.0, 114.375)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:09.434401,"(3.8, 7.0, 6.828571428571428)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 120.0, 101.25)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:10.731612,"(3.8, 7.0, 6.828571428571428)","(1.55, 99999, 99990)","(14.0, 27.0, 24.307692307692307)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 120.0, 101.25)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:12.007200,"(3.8, 7.0, 6.828571428571428)","(1.55, 99999, 99990)","(14.0, 27.0, 25.153846153846153)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 120.0, 101.25)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:13.240978,"(3.8, 7.0, 6.828571428571428)","(1.55, 99999, 99990)","(14.0, 27.0, 25.153846153846153)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 120.0, 101.25)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:14.603296,"(3.8, 7.0, 6.8)","(1.55, 99999, 99990)","(14.0, 27.0, 25.153846153846153)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 120.0, 101.25)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:16.052625,"(3.8, 7.0, 6.8)","(1.55, 99999, 99990)","(14.0, 27.0, 25.153846153846153)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 120.0, 101.25)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:17.457098,"(3.8, 7.0, 6.618181818181818)","(1.55, 99999, 99990)","(14.0, 27.0, 25.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 120.0, 101.25)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:18.815920,"(3.8, 7.0, 6.618181818181818)","(1.55, 99999, 99990)","(14.0, 27.0, 25.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 120.0, 101.25)","(91.0, 100.0, 85.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:20.188090,"(3.8, 7.0, 6.618181818181818)","(1.55, 99999, 99990)","(14.0, 27.0, 24.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 28.5)","(71.0, 120.0, 101.25)","(91.0, 100.0, 85.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:21.659090,"(3.8, 7.0, 6.618181818181818)","(1.55, 99999, 99990)","(14.0, 27.0, 24.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 29.5)","(71.0, 120.0, 101.25)","(91.0, 100.0, 85.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:22.969870,"(3.8, 7.0, 6.618181818181818)","(1.55, 99999, 99990)","(14.0, 27.0, 24.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 29.5)","(71.0, 120.0, 101.25)","(91.0, 100.0, 91.81818181818181)","(101.0, 99999, 99990)"
10-01-2023 18:08:24.381185,"(3.8, 7.0, 6.618181818181818)","(1.55, 99999, 99990)","(14.0, 27.0, 24.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 29.5)","(71.0, 120.0, 84.28571428571429)","(91.0, 100.0, 85.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:25.876449,"(3.8, 7.0, 6.742857142857143)","(1.55, 99999, 99990)","(14.0, 27.0, 24.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 29.5)","(71.0, 120.0, 87.64705882352942)","(91.0, 100.0, 85.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:27.277859,"(3.8, 7.0, 6.742857142857143)","(1.55, 99999, 99990)","(14.0, 27.0, 24.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 29.5)","(71.0, 120.0, 100.0)","(91.0, 100.0, 85.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:28.636164,"(3.8, 7.0, 6.490909090909091)","(1.55, 99999, 99990)","(14.0, 27.0, 24.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 29.5)","(71.0, 110.0, 87.27272727272728)","(91.0, 100.0, 159.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:29.997134,"(3.8, 7.0, 6.446153846153846)","(1.55, 99999, 99990)","(14.0, 27.0, 24.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 29.5)","(71.0, 100.0, 94.61538461538461)","(91.0, 180.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:31.275839,"(3.8, 7.0, 6.672727272727273)","(1.55, 99999, 99990)","(14.0, 27.0, 24.5)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 29.5)","(71.0, 100.0, 90.0)","(91.0, 180.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:32.651598,"(3.8, 7.0, 6.742857142857143)","(1.55, 99999, 99990)","(14.0, 27.0, 25.75)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 29.5)","(71.0, 100.0, 94.44444444444444)","(91.0, 180.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:34.273640,"(3.8, 7.0, 6.672727272727273)","(1.55, 99999, 99990)","(14.0, 27.0, 25.75)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 23.5625)","(71.0, 100.0, 94.44444444444444)","(91.0, 180.0, 111.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:08:35.696493,"(3.8, 7.0, 6.76)","(1.55, 99999, 99990)","(14.0, 27.0, 29.142857142857142)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 26.0, 24.375)","(71.0, 100.0, 94.44444444444444)","(91.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:37.060974,"(3.8, 7.0, 6.76)","(1.55, 99999, 99990)","(14.0, 36.0, 28.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 30.0, 24.0)","(71.0, 100.0, 94.44444444444444)","(91.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:38.404757,"(3.8, 7.0, 6.142857142857143)","(1.55, 99999, 99990)","(14.0, 34.0, 29.2)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 25.5)","(71.0, 100.0, 94.44444444444444)","(91.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:39.632526,"(3.8, 7.0, 6.454545454545455)","(1.55, 99999, 99990)","(14.0, 34.0, 29.2)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 25.25)","(71.0, 100.0, 94.44444444444444)","(91.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:40.831043,"(3.8, 6.8, 6.654545454545454)","(1.55, 99999, 99990)","(14.0, 34.0, 29.2)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 25.25)","(71.0, 100.0, 94.44444444444444)","(91.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:42.142480,"(3.8, 6.8, 6.466666666666667)","(1.55, 99999, 99990)","(14.0, 34.0, 28.0)","(7.5, 99999, 99990)","(13.0, 99999, 99990)","(16.0, 29.0, 25.25)","(71.0, 100.0, 94.44444444444444)","(91.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:43.485777,"(4.0, 6.8, 6.466666666666667)","(1.55, 99999, 99990)","(15.0, 34.0, 26.727272727272727)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 29.0, 25.25)","(61.0, 100.0, 89.58333333333333)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:44.951569,"(4.0, 6.8, 6.466666666666667)","(1.55, 99999, 99990)","(15.0, 34.0, 26.8)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 29.0, 27.0)","(61.0, 100.0, 130.0)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:46.384442,"(4.0, 6.8, 6.371428571428572)","(1.55, 99999, 99990)","(15.0, 34.0, 26.8)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 29.0, 26.5)","(61.0, 230.0, 177.5)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:47.731267,"(4.0, 6.8, 6.5)","(1.55, 99999, 99990)","(15.0, 34.0, 26.727272727272727)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 27.0, 77.75)","(61.0, 210.0, 126.66666666666667)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:49.078585,"(4.0, 6.8, 6.6)","(1.55, 99999, 99990)","(15.0, 34.0, 28.666666666666664)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 95.0, 77.75)","(61.0, 210.0, 148.0)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:50.393352,"(4.0, 6.8, 6.6)","(1.55, 99999, 99990)","(15.0, 34.0, 28.866666666666667)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 95.0, 77.75)","(61.0, 190.0, 142.0)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:51.790480,"(4.0, 7.0, 6.733333333333333)","(1.55, 99999, 99990)","(15.0, 34.0, 29.94736842105263)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 95.0, 58.0)","(61.0, 180.0, 110.5)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:53.256608,"(4.0, 7.0, 6.68)","(1.55, 99999, 99990)","(15.0, 34.0, 30.764705882352942)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 90.0, 45.666666666666664)","(61.0, 170.0, 130.0)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:54.645490,"(4.0, 6.8, 6.761290322580645)","(1.55, 99999, 99990)","(15.0, 34.0, 30.764705882352942)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 85.0, 42.2)","(61.0, 150.0, 115.0)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:56.093789,"(4.0, 6.8, 6.761290322580645)","(1.55, 99999, 99990)","(15.0, 34.0, 29.76923076923077)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 80.0, 47.0)","(61.0, 150.0, 126.66666666666667)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:57.444704,"(4.0, 6.8, 6.742857142857143)","(1.55, 99999, 99990)","(15.0, 34.0, 30.764705882352942)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 75.0, 42.714285714285715)","(61.0, 140.0, 113.33333333333334)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:08:58.813064,"(4.0, 6.8, 6.747826086956522)","(1.55, 99999, 99990)","(15.0, 34.0, 30.764705882352942)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 65.0, 36.2)","(61.0, 130.0, 103.33333333333334)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:00.232740,"(4.0, 6.8, 6.725)","(1.55, 99999, 99990)","(15.0, 34.0, 30.764705882352942)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 60.0, 44.0)","(61.0, 120.0, 105.0)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:01.771105,"(4.0, 6.8, 6.628571428571429)","(1.55, 99999, 99990)","(15.0, 34.0, 30.764705882352942)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 50.0, 28.75)","(61.0, 120.0, 98.57142857142857)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:03.058048,"(4.0, 6.8, 6.5)","(1.55, 99999, 99990)","(15.0, 34.0, 30.333333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 48.0, 29.666666666666668)","(61.0, 120.0, 94.0)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:04.346569,"(4.0, 6.8, 6.5)","(1.55, 99999, 99990)","(15.0, 34.0, 29.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 48.0, 29.666666666666668)","(61.0, 100.0, 94.0)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:05.623199,"(4.0, 6.8, 6.466666666666667)","(1.55, 99999, 99990)","(15.0, 34.0, 29.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 48.0, 29.666666666666668)","(61.0, 100.0, 168.46153846153845)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:06.876969,"(4.0, 6.6, 6.4)","(1.55, 99999, 99990)","(15.0, 34.0, 29.76923076923077)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 48.0, 27.166666666666668)","(61.0, 230.0, 182.0)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:08.183910,"(4.0, 6.4, 6.28)","(1.55, 99999, 99990)","(15.0, 34.0, 29.76923076923077)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 48.0, 27.166666666666668)","(61.0, 210.0, 135.0)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:09.615929,"(4.0, 6.4, 6.2444444444444445)","(1.55, 99999, 99990)","(15.0, 34.0, 29.76923076923077)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 48.0, 27.166666666666668)","(61.0, 200.0, 143.33333333333331)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:11.066365,"(4.0, 6.4, 6.2444444444444445)","(1.55, 99999, 99990)","(15.0, 34.0, 29.76923076923077)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 48.0, 27.166666666666668)","(61.0, 180.0, 142.0)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:12.351168,"(4.0, 6.4, 6.2444444444444445)","(1.55, 99999, 99990)","(15.0, 34.0, 29.76923076923077)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 48.0, 35.5)","(61.0, 160.0, 126.0)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:13.651133,"(4.0, 6.4, 6.307692307692308)","(1.55, 99999, 99990)","(15.0, 34.0, 29.76923076923077)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 48.0, 35.5)","(61.0, 140.0, 118.0)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:14.938461,"(4.0, 6.4, 6.290909090909091)","(1.55, 99999, 99990)","(15.0, 34.0, 29.76923076923077)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 48.0, 35.5)","(61.0, 130.0, 106.92307692307692)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:16.276086,"(4.0, 6.0, 5.951388888888889)","(1.55, 99999, 99990)","(15.0, 34.0, 29.76923076923077)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 48.0, 35.5)","(61.0, 130.0, 106.92307692307692)","(81.0, 130.0, 105.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:17.645491,"(4.0, 6.0, 5.9)","(1.55, 99999, 99990)","(15.0, 34.0, 29.76923076923077)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 48.0, 35.0)","(61.0, 130.0, 106.92307692307692)","(81.0, 130.0, 95.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:18.933100,"(4.0, 5.9, 5.8428571428571425)","(1.55, 99999, 99990)","(15.0, 34.0, 30.2)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 35.0)","(61.0, 130.0, 102.5)","(81.0, 110.0, 95.0)","(101.0, 99999, 99990)"
10-01-2023 18:09:20.256024,"(4.0, 5.9, 5.8428571428571425)","(1.55, 99999, 99990)","(15.0, 32.0, 26.733333333333334)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 35.0)","(61.0, 130.0, 98.75)","(81.0, 110.0, 96.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:09:21.612352,"(4.0, 5.9, 5.8428571428571425)","(1.55, 99999, 99990)","(15.0, 30.0, 26.733333333333334)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 35.0)","(61.0, 130.0, 109.16666666666667)","(81.0, 130.0, 96.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:09:23.090169,"(4.0, 5.9, 5.8428571428571425)","(1.55, 99999, 99990)","(15.0, 30.0, 26.733333333333334)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 35.0)","(61.0, 130.0, 107.5)","(81.0, 130.0, 93.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:09:24.661564,"(4.0, 5.9, 5.838461538461538)","(1.55, 99999, 99990)","(15.0, 30.0, 26.733333333333334)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 35.0)","(61.0, 130.0, 106.66666666666667)","(81.0, 120.0, 96.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:09:26.123463,"(4.0, 5.9, 5.98)","(1.55, 99999, 99990)","(15.0, 30.0, 26.733333333333334)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 46.0, 35.0)","(61.0, 140.0, 103.33333333333333)","(81.0, 130.0, 96.66666666666667)","(101.0, 99999, 99990)"
