,Nelly Bigtime,Prodigal Guinness Nz,Mega Star,The Mighty Mondo Nz,Hezashadowplaya Nz,Miss Maravu,Rainbow Jet,Wotnow Swanee,Its Inevitable Nz
10-01-2023 18:02:17.541397,"(3.7, 6.4, 5.285714285714286)","(1.55, 99999, 99990)","(12.0, 24.0, 15.666666666666666)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 38.0, 22.166666666666668)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:18.806314,"(3.7, 6.4, 5.316666666666666)","(1.55, 99999, 99990)","(12.0, 24.0, 15.666666666666666)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 38.0, 22.166666666666668)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:20.013626,"(3.7, 6.4, 5.316666666666666)","(1.55, 99999, 99990)","(12.0, 24.0, 15.666666666666666)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 38.0, 22.166666666666668)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:21.325621,"(3.7, 6.4, 5.316666666666666)","(1.55, 99999, 99990)","(12.0, 24.0, 15.666666666666666)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 38.0, 22.166666666666668)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:22.596242,"(3.7, 6.4, 5.316666666666666)","(1.55, 99999, 99990)","(12.0, 24.0, 15.666666666666666)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 38.0, 22.166666666666668)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:23.846109,"(3.7, 6.4, 5.316666666666666)","(1.55, 99999, 99990)","(12.0, 24.0, 15.666666666666666)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 38.0, 22.166666666666668)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:25.073023,"(3.7, 6.4, 5.316666666666666)","(1.55, 99999, 99990)","(12.0, 24.0, 17.333333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 38.0, 25.333333333333332)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:26.289811,"(3.7, 6.4, 5.533333333333333)","(1.55, 99999, 99990)","(12.0, 24.0, 17.333333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 38.0, 25.333333333333332)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:27.469814,"(3.7, 6.4, 5.533333333333333)","(1.55, 99999, 99990)","(12.0, 24.0, 17.333333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 38.0, 25.333333333333332)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:28.728745,"(3.7, 6.4, 6.111111111111111)","(1.55, 99999, 99990)","(12.0, 24.0, 15.666666666666666)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 38.0, 25.333333333333332)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:29.951034,"(3.7, 6.4, 6.111111111111111)","(1.55, 99999, 99990)","(12.0, 24.0, 17.333333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 38.0, 24.666666666666668)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:31.176119,"(3.7, 6.4, 6.111111111111111)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:32.346709,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:33.530932,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:34.690846,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:35.833264,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:37.003053,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:38.187609,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 144.28571428571428)","(101.0, 99999, 99990)"
10-01-2023 18:02:39.337289,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 140.0)","(101.0, 99999, 99990)"
10-01-2023 18:02:40.530026,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 140.0)","(101.0, 99999, 99990)"
10-01-2023 18:02:41.902648,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 140.0)","(101.0, 99999, 99990)"
10-01-2023 18:02:43.384197,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 140.0)","(101.0, 99999, 99990)"
10-01-2023 18:02:44.583793,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 140.0)","(101.0, 99999, 99990)"
10-01-2023 18:02:45.702381,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 140.0)","(101.0, 99999, 99990)"
10-01-2023 18:02:46.798903,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 170.0, 132.85714285714286)","(101.0, 99999, 99990)"
10-01-2023 18:02:47.863941,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 160.0, 125.71428571428571)","(101.0, 99999, 99990)"
10-01-2023 18:02:48.946367,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 125.71428571428571)","(101.0, 99999, 99990)"
10-01-2023 18:02:50.037802,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 125.71428571428571)","(101.0, 99999, 99990)"
10-01-2023 18:02:51.124487,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 125.71428571428571)","(101.0, 99999, 99990)"
10-01-2023 18:02:52.341018,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 125.71428571428571)","(101.0, 99999, 99990)"
10-01-2023 18:02:53.522863,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 125.71428571428571)","(101.0, 99999, 99990)"
10-01-2023 18:02:54.671446,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 125.71428571428571)","(101.0, 99999, 99990)"
10-01-2023 18:02:55.846720,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 125.71428571428571)","(101.0, 99999, 99990)"
10-01-2023 18:02:57.004717,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 125.71428571428571)","(101.0, 99999, 99990)"
10-01-2023 18:02:58.208211,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 125.71428571428571)","(101.0, 99999, 99990)"
10-01-2023 18:02:59.349671,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 125.71428571428571)","(101.0, 99999, 99990)"
10-01-2023 18:03:00.446821,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 125.71428571428571)","(101.0, 99999, 99990)"
10-01-2023 18:03:01.562506,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 96.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:03:02.674873,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 96.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:03:03.771418,"(3.7, 6.4, 6.140000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 174.0)","(81.0, 150.0, 130.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:04.850639,"(3.7, 6.2, 6.0777777777777775)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 176.36363636363637)","(81.0, 150.0, 130.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:05.933372,"(3.7, 6.4, 5.800000000000001)","(1.55, 99999, 99990)","(12.0, 24.0, 16.857142857142858)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 178.33333333333334)","(81.0, 150.0, 130.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:07.025098,"(3.7, 6.4, 5.800000000000001)","(1.55, 99999, 99990)","(12.0, 23.0, 20.75)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 178.33333333333334)","(81.0, 150.0, 112.5)","(101.0, 99999, 99990)"
10-01-2023 18:03:08.138791,"(3.7, 6.4, 6.16)","(1.55, 99999, 99990)","(12.0, 22.0, 18.8)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 178.33333333333334)","(81.0, 150.0, 112.5)","(101.0, 99999, 99990)"
10-01-2023 18:03:09.285651,"(3.7, 6.4, 5.938461538461539)","(1.55, 99999, 99990)","(12.0, 22.0, 17.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 178.33333333333334)","(81.0, 150.0, 112.5)","(101.0, 99999, 99990)"
10-01-2023 18:03:10.440491,"(3.7, 6.2, 5.75)","(1.55, 99999, 99990)","(12.0, 21.0, 16.333333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 178.33333333333334)","(81.0, 150.0, 112.5)","(101.0, 99999, 99990)"
10-01-2023 18:03:11.488150,"(3.7, 6.4, 5.666666666666667)","(1.55, 99999, 99990)","(12.0, 21.0, 15.75)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 178.33333333333334)","(81.0, 150.0, 112.5)","(101.0, 99999, 99990)"
10-01-2023 18:03:12.561382,"(3.7, 6.4, 5.666666666666667)","(1.55, 99999, 99990)","(12.0, 20.0, 18.5)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 178.33333333333334)","(81.0, 150.0, 112.5)","(101.0, 99999, 99990)"
10-01-2023 18:03:13.603109,"(3.7, 6.4, 5.666666666666667)","(1.55, 99999, 99990)","(12.0, 19.5, 18.125)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 178.33333333333334)","(81.0, 150.0, 96.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:03:14.692527,"(3.7, 6.4, 5.483333333333333)","(1.55, 99999, 99990)","(12.0, 19.5, 16.0625)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 178.33333333333334)","(81.0, 150.0, 96.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:03:15.827647,"(3.7, 6.4, 5.483333333333333)","(1.55, 99999, 99990)","(12.0, 19.5, 16.75)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 200.0, 137.5)","(81.0, 150.0, 118.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:16.942783,"(3.7, 6.2, 5.75)","(1.55, 99999, 99990)","(12.0, 19.0, 17.214285714285715)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 25.5)","(71.0, 200.0, 151.66666666666669)","(81.0, 150.0, 122.5)","(101.0, 99999, 99990)"
10-01-2023 18:03:18.067420,"(3.7, 5.9, 5.66)","(1.55, 99999, 99990)","(12.0, 18.5, 17.214285714285715)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 32.0, 25.5)","(71.0, 190.0, 151.66666666666669)","(81.0, 140.0, 122.5)","(101.0, 99999, 99990)"
10-01-2023 18:03:19.194040,"(3.7, 5.9, 5.557142857142857)","(1.55, 99999, 99990)","(12.0, 28.0, 25.666666666666668)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 32.0, 24.666666666666668)","(71.0, 190.0, 142.5)","(81.0, 140.0, 124.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:20.321078,"(3.7, 5.9, 5.557142857142857)","(1.55, 99999, 99990)","(12.0, 28.0, 22.57142857142857)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 24.0)","(71.0, 210.0, 142.5)","(81.0, 160.0, 115.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:21.461202,"(3.7, 5.9, 5.557142857142857)","(1.55, 99999, 99990)","(12.0, 26.0, 22.57142857142857)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.666666666666668)","(71.0, 210.0, 142.5)","(81.0, 160.0, 115.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:22.636419,"(3.7, 5.9, 5.557142857142857)","(1.55, 99999, 99990)","(12.0, 26.0, 22.57142857142857)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 24.666666666666668)","(71.0, 210.0, 142.5)","(81.0, 160.0, 115.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:23.715799,"(3.7, 5.9, 5.557142857142857)","(1.55, 99999, 99990)","(12.0, 25.0, 20.11111111111111)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 24.666666666666668)","(71.0, 210.0, 142.5)","(81.0, 160.0, 115.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:24.772655,"(3.7, 5.9, 5.48)","(1.55, 99999, 99990)","(12.0, 25.0, 18.23076923076923)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 24.0)","(71.0, 210.0, 142.5)","(81.0, 160.0, 115.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:25.819286,"(3.7, 5.9, 5.557142857142857)","(1.55, 99999, 99990)","(12.0, 25.0, 18.23076923076923)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 210.0, 142.5)","(81.0, 160.0, 150.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:26.900692,"(3.7, 5.9, 5.557142857142857)","(1.55, 99999, 99990)","(12.0, 25.0, 18.23076923076923)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.0)","(71.0, 210.0, 142.5)","(81.0, 230.0, 150.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:27.974172,"(3.7, 5.9, 5.557142857142857)","(1.55, 99999, 99990)","(12.0, 25.0, 18.23076923076923)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.142857142857142)","(71.0, 210.0, 142.5)","(81.0, 230.0, 130.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:29.101812,"(3.7, 5.9, 5.557142857142857)","(1.55, 99999, 99990)","(12.0, 25.0, 18.23076923076923)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.142857142857142)","(71.0, 210.0, 142.5)","(81.0, 220.0, 130.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:30.555142,"(3.7, 5.9, 5.557142857142857)","(1.55, 99999, 99990)","(12.0, 25.0, 18.23076923076923)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.142857142857142)","(71.0, 210.0, 142.5)","(81.0, 220.0, 130.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:31.908447,"(3.7, 5.9, 5.557142857142857)","(1.55, 99999, 99990)","(12.0, 25.0, 18.583333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.5)","(71.0, 210.0, 142.5)","(81.0, 220.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:33.093917,"(3.7, 5.9, 5.48)","(1.55, 99999, 99990)","(12.0, 25.0, 18.583333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.5)","(71.0, 210.0, 142.5)","(81.0, 220.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:34.211649,"(3.7, 5.9, 5.48)","(1.55, 99999, 99990)","(12.0, 25.0, 18.583333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.5)","(71.0, 210.0, 142.5)","(81.0, 220.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:35.370556,"(3.7, 5.9, 5.55)","(1.55, 99999, 99990)","(12.0, 25.0, 18.583333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.5)","(71.0, 210.0, 142.5)","(81.0, 220.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:36.476464,"(3.7, 5.9, 5.55)","(1.55, 99999, 99990)","(12.0, 25.0, 18.583333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.5)","(71.0, 210.0, 142.5)","(81.0, 220.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:37.528049,"(3.7, 5.9, 5.55)","(1.55, 99999, 99990)","(12.0, 25.0, 18.583333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.5)","(71.0, 210.0, 142.5)","(81.0, 220.0, 156.66666666666669)","(101.0, 99999, 99990)"
10-01-2023 18:03:38.633007,"(3.7, 5.9, 5.55)","(1.55, 99999, 99990)","(12.0, 25.0, 18.583333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 162.85714285714286)","(101.0, 99999, 99990)"
10-01-2023 18:03:39.710554,"(3.7, 5.9, 5.55)","(1.55, 99999, 99990)","(12.0, 25.0, 18.583333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 145.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:40.886613,"(3.7, 5.9, 5.581818181818182)","(1.55, 99999, 99990)","(12.0, 25.0, 18.583333333333332)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.5)","(71.0, 210.0, 142.5)","(81.0, 190.0, 161.66666666666666)","(101.0, 99999, 99990)"
10-01-2023 18:03:42.017675,"(3.7, 5.9, 5.754545454545455)","(1.55, 99999, 99990)","(12.0, 25.0, 21.857142857142858)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 24.666666666666668)","(71.0, 210.0, 142.5)","(81.0, 180.0, 170.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:43.115093,"(3.7, 5.9, 5.75)","(1.55, 99999, 99990)","(12.0, 25.0, 21.857142857142858)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 24.666666666666668)","(71.0, 210.0, 142.5)","(81.0, 210.0, 150.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:44.161395,"(3.7, 7.2, 6.45)","(1.55, 99999, 99990)","(12.0, 25.0, 21.857142857142858)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 36.0, 26.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 175.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:45.237003,"(3.7, 7.0, 6.74)","(1.55, 99999, 99990)","(12.0, 24.0, 22.333333333333336)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 175.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:46.337812,"(3.7, 7.0, 6.277777777777778)","(1.55, 99999, 99990)","(12.0, 24.0, 19.0)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 21.142857142857142)","(71.0, 210.0, 142.5)","(81.0, 200.0, 128.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:47.436413,"(3.7, 7.0, 6.277777777777778)","(1.55, 99999, 99990)","(12.0, 24.0, 15.857142857142858)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 22.75)","(71.0, 210.0, 142.5)","(81.0, 200.0, 160.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:48.534864,"(3.7, 7.0, 6.277777777777778)","(1.55, 99999, 99990)","(12.0, 23.0, 15.714285714285714)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 155.0)","(101.0, 99999, 99990)"
10-01-2023 18:03:49.671950,"(3.7, 7.0, 6.277777777777778)","(1.55, 99999, 99990)","(12.0, 22.0, 18.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.5)","(71.0, 210.0, 142.5)","(81.0, 190.0, 185.625)","(101.0, 99999, 99990)"
10-01-2023 18:03:50.780107,"(3.7, 6.8, 6.188888888888889)","(1.55, 99999, 99990)","(12.0, 22.0, 18.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 185.625)","(101.0, 99999, 99990)"
10-01-2023 18:03:51.915950,"(3.7, 6.6, 6.42)","(1.55, 99999, 99990)","(12.0, 22.0, 15.75)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 185.625)","(101.0, 99999, 99990)"
10-01-2023 18:03:53.025424,"(3.7, 6.6, 6.214285714285714)","(1.55, 99999, 99990)","(12.0, 22.0, 18.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 185.625)","(101.0, 99999, 99990)"
10-01-2023 18:03:54.156723,"(3.7, 6.6, 6.214285714285714)","(1.55, 99999, 99990)","(12.0, 22.0, 18.25)","(7.5, 99999, 99990)","(12.0, 99999, 99990)","(16.0, 34.0, 26.5)","(71.0, 210.0, 142.5)","(81.0, 200.0, 185.625)","(101.0, 99999, 99990)"
