,Naomi Butterfly,Slingshot Bruno,Roxy Crumpet,Earn The Fizz,Mcivor Rusty,Wagtail Demon,Buck Hunter,Banjo Jack
04-01-2023 14:27:52.745525,"(4.8, 9.8, 9.625)","(6.0, 11.0, 6.75)","(8.5, 15.0, 9.545454545454545)","(12.0, 28.0, 18.0)","(11.0, 22.0, 17.454545454545453)","(7.0, 12.0, 11.181818181818182)","(2.45, 3.05, 2.816666666666667)","(9.0, 48.0, 39.714285714285715)"
04-01-2023 14:27:53.992567,"(4.8, 9.8, 9.625)","(6.0, 11.0, 6.75)","(8.5, 15.0, 9.545454545454545)","(12.0, 28.0, 18.0)","(11.0, 22.0, 17.454545454545453)","(7.0, 12.0, 11.181818181818182)","(2.45, 3.05, 2.776666666666667)","(9.0, 48.0, 39.714285714285715)"
04-01-2023 14:27:55.165543,"(4.8, 9.8, 9.625)","(6.0, 11.0, 6.75)","(8.5, 15.0, 9.428571428571429)","(12.0, 28.0, 15.666666666666666)","(11.0, 22.0, 17.454545454545453)","(7.0, 12.0, 11.181818181818182)","(2.45, 3.05, 2.776666666666667)","(9.0, 48.0, 36.85714285714286)"
04-01-2023 14:27:56.326824,"(4.8, 9.8, 9.625)","(6.0, 11.0, 6.75)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.666666666666666)","(11.0, 22.0, 17.454545454545453)","(7.0, 12.0, 10.477777777777778)","(2.45, 3.05, 2.776666666666667)","(9.0, 44.0, 36.85714285714286)"
04-01-2023 14:27:57.497734,"(4.8, 9.8, 9.625)","(6.0, 11.0, 6.75)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.666666666666666)","(11.0, 22.0, 17.454545454545453)","(7.0, 11.5, 10.477777777777778)","(2.45, 3.05, 2.776666666666667)","(9.0, 44.0, 36.85714285714286)"
04-01-2023 14:27:58.636320,"(4.8, 9.8, 9.625)","(6.0, 11.0, 6.75)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.666666666666666)","(11.0, 22.0, 17.454545454545453)","(7.0, 11.5, 10.477777777777778)","(2.45, 3.05, 2.776666666666667)","(9.0, 44.0, 36.85714285714286)"
04-01-2023 14:27:59.786200,"(4.8, 9.8, 9.625)","(6.0, 11.0, 6.75)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.666666666666666)","(11.0, 22.0, 17.454545454545453)","(7.0, 11.5, 10.477777777777778)","(2.45, 3.05, 2.776666666666667)","(9.0, 44.0, 36.85714285714286)"
04-01-2023 14:28:00.895010,"(4.8, 9.8, 9.32)","(6.0, 11.0, 6.75)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.666666666666666)","(11.0, 22.0, 18.75)","(7.0, 11.5, 10.477777777777778)","(2.45, 3.05, 2.75)","(9.0, 44.0, 36.85714285714286)"
04-01-2023 14:28:02.011481,"(4.8, 9.8, 9.32)","(6.0, 11.0, 6.75)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.666666666666666)","(11.0, 21.0, 15.0)","(7.0, 11.5, 10.325)","(2.45, 3.05, 2.75)","(9.0, 44.0, 40.15384615384615)"
04-01-2023 14:28:03.116650,"(4.8, 9.8, 9.32)","(6.0, 10.5, 6.82)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 19.545454545454547)","(11.0, 21.0, 15.333333333333334)","(7.0, 11.0, 10.345454545454546)","(2.45, 3.05, 2.75)","(9.0, 44.0, 36.0)"
04-01-2023 14:28:04.203359,"(4.8, 9.8, 9.32)","(6.0, 10.0, 6.583333333333334)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 17.805555555555557)","(11.0, 20.0, 15.0)","(7.0, 11.0, 10.345454545454546)","(2.45, 3.05, 2.68)","(9.0, 44.0, 35.166666666666664)"
04-01-2023 14:28:05.274054,"(4.8, 10.0, 9.766666666666666)","(6.0, 9.8, 6.3875)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 17.805555555555557)","(11.0, 19.5, 16.25)","(7.0, 11.0, 10.345454545454546)","(2.45, 3.0, 2.79)","(9.0, 46.0, 35.166666666666664)"
04-01-2023 14:28:06.418148,"(4.8, 10.0, 9.766666666666666)","(6.0, 9.8, 6.3875)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 17.805555555555557)","(11.0, 19.5, 15.363636363636363)","(7.0, 11.0, 9.613333333333333)","(2.45, 2.98, 2.71875)","(9.0, 46.0, 38.77777777777778)"
04-01-2023 14:28:07.577162,"(4.8, 10.0, 9.4)","(6.0, 9.8, 5.992857142857143)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.566666666666666)","(11.0, 19.5, 14.710526315789474)","(7.0, 10.5, 9.613333333333333)","(2.45, 2.98, 2.6076923076923078)","(9.0, 46.0, 38.77777777777778)"
04-01-2023 14:28:08.699524,"(4.8, 10.0, 9.4)","(6.0, 9.4, 6.3375)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.566666666666666)","(11.0, 19.5, 14.710526315789474)","(7.0, 10.5, 9.613333333333333)","(2.45, 2.98, 2.749)","(9.0, 46.0, 38.77777777777778)"
04-01-2023 14:28:09.894956,"(4.8, 10.0, 9.4)","(6.0, 9.4, 6.133333333333334)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.566666666666666)","(11.0, 19.5, 14.710526315789474)","(7.0, 10.5, 8.615384615384615)","(2.45, 2.98, 2.7314285714285713)","(9.0, 46.0, 38.77777777777778)"
04-01-2023 14:28:11.090274,"(4.8, 10.0, 9.733333333333334)","(6.0, 9.2, 6.45)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.566666666666666)","(11.0, 19.5, 16.928571428571427)","(7.0, 10.5, 9.083333333333334)","(2.45, 2.96, 2.7314285714285713)","(9.0, 46.0, 38.77777777777778)"
04-01-2023 14:28:12.319800,"(4.8, 10.0, 9.733333333333334)","(6.0, 9.0, 6.416666666666667)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.566666666666666)","(11.0, 18.5, 16.928571428571427)","(7.0, 10.5, 9.012500000000001)","(2.45, 2.96, 2.7314285714285713)","(9.0, 46.0, 38.77777777777778)"
04-01-2023 14:28:13.516402,"(4.8, 10.0, 9.733333333333334)","(6.0, 8.8, 6.383333333333334)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.566666666666666)","(11.0, 18.5, 16.928571428571427)","(7.0, 10.5, 9.012500000000001)","(2.45, 2.96, 2.7314285714285713)","(9.0, 46.0, 38.77777777777778)"
04-01-2023 14:28:14.677332,"(4.8, 10.0, 9.733333333333334)","(6.0, 8.8, 6.383333333333334)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.566666666666666)","(11.0, 18.5, 14.617647058823529)","(7.0, 10.5, 9.012500000000001)","(2.45, 2.96, 2.66)","(9.0, 46.0, 38.77777777777778)"
04-01-2023 14:28:15.886813,"(4.8, 10.0, 9.200000000000001)","(6.0, 8.8, 6.383333333333334)","(8.5, 12.0, 9.428571428571429)","(12.0, 29.0, 15.566666666666666)","(11.0, 18.5, 14.617647058823529)","(7.0, 10.5, 9.012500000000001)","(2.45, 2.96, 2.674736842105263)","(9.0, 46.0, 38.77777777777778)"
04-01-2023 14:28:17.127952,"(4.8, 10.0, 9.85)","(6.0, 8.8, 6.107142857142858)","(8.5, 12.0, 9.277777777777779)","(12.0, 29.0, 15.566666666666666)","(11.0, 18.5, 15.5)","(7.0, 10.5, 8.8375)","(2.45, 2.94, 2.674736842105263)","(9.0, 46.0, 38.77777777777778)"
04-01-2023 14:28:18.294976,"(4.8, 10.0, 9.5)","(6.0, 8.6, 6.092857142857143)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.566666666666666)","(11.0, 18.0, 16.214285714285715)","(7.0, 10.5, 8.916666666666666)","(2.45, 2.94, 2.674736842105263)","(9.0, 46.0, 38.77777777777778)"
04-01-2023 14:28:19.387830,"(4.8, 10.0, 9.5)","(6.0, 8.2, 6.666666666666667)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 17.5, 16.214285714285715)","(7.0, 10.5, 8.916666666666666)","(2.45, 2.94, 2.674736842105263)","(9.0, 46.0, 28.142857142857142)"
04-01-2023 14:28:20.539858,"(4.8, 10.0, 9.5)","(6.0, 8.2, 6.666666666666667)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 17.5, 14.73076923076923)","(7.0, 10.5, 8.916666666666666)","(2.45, 2.94, 2.674736842105263)","(9.0, 46.0, 34.0)"
04-01-2023 14:28:21.582653,"(4.8, 10.0, 9.642857142857142)","(6.0, 8.2, 7.492307692307692)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 17.5, 14.73076923076923)","(7.0, 10.5, 8.916666666666666)","(2.45, 2.94, 2.6133333333333333)","(9.0, 46.0, 27.176470588235293)"
04-01-2023 14:28:22.784715,"(4.8, 10.0, 9.642857142857142)","(6.0, 8.2, 6.885714285714285)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 17.5, 14.73076923076923)","(7.0, 10.5, 8.916666666666666)","(2.45, 2.94, 2.6452631578947368)","(9.0, 44.0, 35.333333333333336)"
04-01-2023 14:28:24.303497,"(4.8, 10.0, 9.666666666666666)","(6.0, 8.2, 7.055)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 17.5, 15.0)","(7.0, 10.5, 8.615384615384615)","(2.45, 2.94, 2.6854545454545455)","(9.0, 42.0, 38.0)"
04-01-2023 14:28:25.451333,"(4.8, 10.0, 9.666666666666666)","(6.0, 8.0, 7.2153846153846155)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 17.0, 15.0)","(7.0, 10.5, 9.012500000000001)","(2.45, 2.94, 2.6854545454545455)","(9.0, 42.0, 38.0)"
04-01-2023 14:28:26.657612,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.8, 7.2153846153846155)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 17.0, 14.176470588235293)","(7.0, 10.5, 9.012500000000001)","(2.45, 2.94, 2.6854545454545455)","(9.0, 42.0, 38.0)"
04-01-2023 14:28:27.864294,"(4.8, 10.5, 10.25)","(6.0, 7.8, 7.2153846153846155)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 17.0, 14.176470588235293)","(7.0, 10.5, 9.012500000000001)","(2.45, 2.94, 2.678181818181818)","(9.0, 42.0, 38.0)"
04-01-2023 14:28:29.083317,"(4.8, 10.0, 9.428571428571429)","(6.0, 7.8, 6.402941176470589)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 17.0, 14.176470588235293)","(7.0, 10.5, 9.012500000000001)","(2.45, 2.92, 2.6252631578947367)","(9.0, 42.0, 38.0)"
04-01-2023 14:28:30.259868,"(4.8, 10.0, 9.428571428571429)","(6.0, 7.8, 6.402941176470589)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 17.0, 14.176470588235293)","(7.0, 10.5, 9.012500000000001)","(2.45, 2.92, 2.6252631578947367)","(9.0, 42.0, 38.0)"
04-01-2023 14:28:31.406578,"(4.8, 10.0, 9.428571428571429)","(6.0, 7.8, 6.434375)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 17.0, 15.0)","(7.0, 10.5, 8.8375)","(2.45, 2.92, 2.6654545454545455)","(9.0, 42.0, 35.333333333333336)"
04-01-2023 14:28:32.622121,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.6, 6.75)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 16.5, 14.75)","(7.0, 10.5, 9.377777777777778)","(2.45, 2.92, 2.6654545454545455)","(9.0, 42.0, 35.333333333333336)"
04-01-2023 14:28:33.721953,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.6, 6.313513513513514)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 16.5, 14.75)","(7.0, 10.0, 9.377777777777778)","(2.45, 2.92, 2.6252631578947367)","(9.0, 42.0, 35.333333333333336)"
04-01-2023 14:28:34.882179,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.4, 6.513636363636364)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 16.5, 14.75)","(7.0, 10.0, 9.377777777777778)","(2.45, 2.92, 2.6654545454545455)","(9.0, 42.0, 35.333333333333336)"
04-01-2023 14:28:36.017409,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.4, 6.513636363636364)","(8.5, 11.5, 9.277777777777779)","(12.0, 29.0, 15.071428571428571)","(11.0, 16.5, 14.166666666666666)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6252631578947367)","(9.0, 42.0, 32.0)"
04-01-2023 14:28:37.275193,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.4, 6.246153846153846)","(8.5, 11.5, 9.285714285714286)","(12.0, 29.0, 15.071428571428571)","(11.0, 16.5, 14.166666666666666)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6654545454545455)","(9.0, 42.0, 32.0)"
04-01-2023 14:28:38.487062,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.4, 6.246153846153846)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.071428571428571)","(11.0, 16.5, 14.5)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6654545454545455)","(9.0, 42.0, 38.0)"
04-01-2023 14:28:39.859428,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.2, 6.550000000000001)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.071428571428571)","(11.0, 16.0, 14.5)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6654545454545455)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:41.199410,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.2, 6.550000000000001)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.071428571428571)","(11.0, 16.0, 14.071428571428571)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6654545454545455)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:42.528608,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.2, 6.265625)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.071428571428571)","(11.0, 16.0, 14.071428571428571)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6654545454545455)","(9.0, 40.0, 32.0)"
04-01-2023 14:28:43.850424,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.2, 6.265625)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.071428571428571)","(11.0, 16.0, 14.071428571428571)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.678181818181818)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:45.599199,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.2, 6.265625)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.071428571428571)","(11.0, 16.0, 14.25)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.678181818181818)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:47.136255,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.241379310344827)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.071428571428571)","(11.0, 15.5, 14.25)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.678181818181818)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:48.370702,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.241379310344827)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.0)","(11.0, 15.5, 14.25)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.678181818181818)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:49.628975,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.241379310344827)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.0)","(11.0, 15.5, 14.25)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6070588235294117)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:50.871347,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.241379310344827)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.0)","(11.0, 15.5, 14.25)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.690909090909091)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:52.184845,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.0)","(11.0, 15.5, 14.5)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.690909090909091)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:53.447647,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.0)","(11.0, 16.0, 14.5)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.690909090909091)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:54.727583,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.0)","(11.0, 16.0, 14.5)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.690909090909091)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:56.050256,"(4.8, 10.5, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.0)","(11.0, 16.0, 14.0)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.690909090909091)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:57.333537,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.0)","(11.0, 16.0, 14.666666666666666)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:58.634049,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 11.0, 9.285714285714286)","(12.0, 29.0, 15.0)","(11.0, 16.0, 14.666666666666666)","(7.0, 10.0, 8.637037037037038)","(2.45, 2.92, 2.6694736842105264)","(9.0, 40.0, 38.0)"
04-01-2023 14:28:59.845408,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 11.0, 9.3)","(12.0, 29.0, 15.0)","(11.0, 16.0, 14.25)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 40.0, 33.0)"
04-01-2023 14:29:01.067710,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 10.5, 9.3)","(12.0, 29.0, 15.0)","(11.0, 15.5, 14.25)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 40.0, 33.0)"
04-01-2023 14:29:02.272466,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 10.5, 9.3)","(12.0, 29.0, 15.0)","(11.0, 15.5, 14.25)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 40.0, 33.0)"
04-01-2023 14:29:03.509863,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 10.5, 9.3)","(12.0, 29.0, 15.0)","(11.0, 15.5, 14.25)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.623529411764706)","(9.0, 40.0, 33.0)"
04-01-2023 14:29:04.737098,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 10.5, 9.3)","(12.0, 29.0, 15.0)","(11.0, 15.5, 14.25)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 40.0, 38.44444444444444)"
04-01-2023 14:29:05.966416,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 10.5, 9.3)","(12.0, 29.0, 15.0)","(11.0, 15.5, 14.25)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 40.0, 38.44444444444444)"
04-01-2023 14:29:07.199470,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 10.5, 9.3)","(12.0, 29.0, 15.0)","(11.0, 21.0, 14.818181818181818)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 40.0, 38.44444444444444)"
04-01-2023 14:29:08.477791,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 10.5, 9.3)","(12.0, 29.0, 15.0)","(11.0, 21.0, 18.0)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 40.0, 38.44444444444444)"
04-01-2023 14:29:09.733490,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 10.5, 9.3)","(12.0, 29.0, 15.0)","(11.0, 20.0, 14.75)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 40.0, 38.44444444444444)"
04-01-2023 14:29:10.930551,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.3125)","(8.5, 10.5, 9.3)","(12.0, 29.0, 15.0)","(11.0, 20.0, 14.75)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 40.0, 38.44444444444444)"
04-01-2023 14:29:12.141400,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 9.3)","(12.0, 29.0, 15.0)","(11.0, 20.0, 14.75)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 40.0, 36.666666666666664)"
04-01-2023 14:29:13.350773,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 9.3)","(12.0, 29.0, 15.0)","(11.0, 20.0, 16.25)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 42.0, 40.4)"
04-01-2023 14:29:14.535571,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 9.3)","(12.0, 29.0, 15.0)","(11.0, 19.5, 17.285714285714285)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 44.0, 40.4)"
04-01-2023 14:29:15.728677,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(11.0, 19.0, 14.304347826086957)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 44.0, 40.4)"
04-01-2023 14:29:17.528099,"(4.8, 10.5, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(11.0, 19.0, 14.304347826086957)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 44.0, 40.4)"
04-01-2023 14:29:18.763404,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(11.0, 19.0, 14.304347826086957)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 44.0, 33.333333333333336)"
04-01-2023 14:29:19.959510,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(11.0, 19.0, 15.75)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 44.0, 33.333333333333336)"
04-01-2023 14:29:21.075905,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(11.0, 18.5, 16.571428571428573)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 44.0, 33.333333333333336)"
04-01-2023 14:29:22.227602,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(11.0, 18.0, 14.875)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 44.0, 40.44444444444444)"
04-01-2023 14:29:23.452482,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(11.0, 16.0, 14.5625)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 44.0, 40.44444444444444)"
04-01-2023 14:29:24.706969,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(11.0, 18.0, 14.5625)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.623529411764706)","(9.0, 44.0, 40.44444444444444)"
04-01-2023 14:29:25.975719,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(11.0, 18.0, 14.5625)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.6694736842105264)","(9.0, 44.0, 40.44444444444444)"
04-01-2023 14:29:27.184091,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(11.0, 18.0, 15.25)","(7.0, 10.0, 8.85)","(2.45, 2.92, 2.68)","(9.0, 44.0, 40.44444444444444)"
04-01-2023 14:29:28.617162,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(11.0, 17.5, 15.25)","(7.0, 10.0, 8.85)","(2.45, 2.9, 2.6633333333333336)","(9.0, 44.0, 40.44444444444444)"
04-01-2023 14:29:30.501796,"(4.8, 10.0, 9.666666666666666)","(6.0, 7.0, 6.25)","(8.5, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(11.0, 17.5, 14.25)","(7.0, 10.0, 8.85)","(2.45, 2.88, 2.6633333333333336)","(9.0, 44.0, 40.44444444444444)"
04-01-2023 14:29:31.706759,"(4.8, 10.5, 9.958333333333332)","(6.0, 7.0, 6.25)","(8.5, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(11.0, 17.5, 14.25)","(7.0, 10.0, 8.85)","(2.45, 2.88, 2.6633333333333336)","(9.0, 44.0, 40.44444444444444)"
04-01-2023 14:29:32.900785,"(4.8, 10.0, 9.666666666666666)","(6.5, 7.0, 6.25)","(9.0, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(12.0, 17.5, 14.25)","(7.0, 10.0, 8.85)","(2.4, 2.88, 2.6633333333333336)","(10.0, 44.0, 40.44444444444444)"
04-01-2023 14:29:34.121331,"(4.8, 10.0, 9.666666666666666)","(6.5, 7.0, 6.25)","(9.0, 10.5, 10.23846153846154)","(12.0, 29.0, 15.0)","(12.0, 17.5, 14.73076923076923)","(7.0, 10.0, 8.85)","(2.4, 2.88, 2.6633333333333336)","(10.0, 44.0, 40.44444444444444)"
