,Kaonic,Wild Willy,Hamslette,Star Jan,Ali Orphan,Carak,Coraggio,Innocent Pegg,Pretty Boy
04-01-2023 15:04:23.090591,"(13.0, 21.0, 19.875)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.3, 4.11025641025641)","(5.5, 6.4, 6.050000000000001)","(16.0, 30.0, 26.65909090909091)","(5.0, 7.6, 6.945454545454545)","(4.8, 7.4, 6.866666666666667)","(19.0, 38.0, 32.666666666666664)","(61.0, 270.0, 135.0)"
04-01-2023 15:04:24.232304,"(13.0, 21.0, 19.875)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.3, 4.11025641025641)","(5.5, 6.4, 6.050000000000001)","(16.0, 30.0, 26.65909090909091)","(5.0, 7.6, 6.945454545454545)","(4.8, 7.4, 6.866666666666667)","(19.0, 38.0, 32.666666666666664)","(61.0, 270.0, 135.0)"
04-01-2023 15:04:25.358768,"(13.0, 21.0, 19.875)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.3, 4.11025641025641)","(5.5, 6.4, 6.050000000000001)","(16.0, 30.0, 26.65909090909091)","(5.0, 7.6, 6.945454545454545)","(4.8, 7.4, 6.866666666666667)","(19.0, 38.0, 32.666666666666664)","(61.0, 270.0, 135.0)"
04-01-2023 15:04:26.504097,"(13.0, 21.0, 19.875)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.3, 4.11025641025641)","(5.5, 6.4, 6.050000000000001)","(16.0, 30.0, 26.65909090909091)","(5.0, 7.6, 6.945454545454545)","(4.8, 7.4, 6.866666666666667)","(19.0, 38.0, 32.666666666666664)","(61.0, 270.0, 135.0)"
04-01-2023 15:04:27.657760,"(13.0, 21.0, 19.875)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.3, 4.11025641025641)","(5.5, 6.4, 6.050000000000001)","(16.0, 30.0, 26.65909090909091)","(5.0, 7.6, 6.945454545454545)","(4.8, 7.4, 6.866666666666667)","(19.0, 38.0, 32.666666666666664)","(61.0, 270.0, 135.0)"
04-01-2023 15:04:28.768508,"(13.0, 21.0, 19.875)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.3, 4.11025641025641)","(5.5, 6.4, 6.050000000000001)","(16.0, 30.0, 26.65909090909091)","(5.0, 7.6, 6.945454545454545)","(4.8, 7.4, 6.866666666666667)","(19.0, 38.0, 32.666666666666664)","(61.0, 270.0, 135.0)"
04-01-2023 15:04:29.940093,"(13.0, 21.0, 19.875)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.3, 4.11025641025641)","(5.5, 6.4, 6.050000000000001)","(16.0, 30.0, 26.65909090909091)","(5.0, 7.6, 6.945454545454545)","(4.8, 7.4, 6.866666666666667)","(19.0, 38.0, 32.666666666666664)","(61.0, 270.0, 135.0)"
04-01-2023 15:04:31.146566,"(13.0, 21.0, 19.875)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.3, 4.11025641025641)","(5.5, 6.4, 6.050000000000001)","(16.0, 30.0, 24.5)","(5.0, 7.6, 6.945454545454545)","(4.8, 7.4, 6.9)","(19.0, 38.0, 35.09090909090909)","(61.0, 270.0, 138.57142857142856)"
04-01-2023 15:04:32.384467,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.4, 5.699999999999999)","(16.0, 29.0, 24.5)","(5.0, 7.6, 6.699999999999999)","(4.8, 7.4, 7.0)","(19.0, 38.0, 35.09090909090909)","(61.0, 260.0, 170.0)"
04-01-2023 15:04:33.560621,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.4, 5.699999999999999)","(16.0, 29.0, 24.5)","(5.0, 7.6, 6.699999999999999)","(4.8, 7.4, 7.0)","(19.0, 38.0, 35.09090909090909)","(61.0, 250.0, 135.71428571428572)"
04-01-2023 15:04:34.711157,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.4, 5.699999999999999)","(16.0, 29.0, 24.5)","(5.0, 7.6, 6.699999999999999)","(4.8, 7.4, 7.0)","(19.0, 38.0, 35.09090909090909)","(61.0, 250.0, 135.71428571428572)"
04-01-2023 15:04:35.961115,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.4, 5.699999999999999)","(16.0, 29.0, 24.166666666666668)","(5.0, 7.6, 6.699999999999999)","(4.8, 7.4, 6.933333333333334)","(19.0, 38.0, 35.09090909090909)","(61.0, 250.0, 135.71428571428572)"
04-01-2023 15:04:37.186629,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.4, 6.026666666666666)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.933333333333334)","(19.0, 38.0, 35.09090909090909)","(61.0, 250.0, 135.71428571428572)"
04-01-2023 15:04:38.392979,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.4, 6.026666666666666)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.933333333333334)","(19.0, 38.0, 35.09090909090909)","(61.0, 250.0, 135.71428571428572)"
04-01-2023 15:04:39.524880,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.4, 6.24)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.933333333333334)","(19.0, 38.0, 35.09090909090909)","(61.0, 250.0, 135.71428571428572)"
04-01-2023 15:04:40.631480,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.4, 6.114285714285714)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.933333333333334)","(19.0, 38.0, 35.09090909090909)","(61.0, 250.0, 135.71428571428572)"
04-01-2023 15:04:41.721509,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.933333333333334)","(19.0, 38.0, 35.09090909090909)","(61.0, 250.0, 135.71428571428572)"
04-01-2023 15:04:42.911580,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.933333333333334)","(19.0, 38.0, 35.09090909090909)","(61.0, 250.0, 135.71428571428572)"
04-01-2023 15:04:44.088751,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.933333333333334)","(19.0, 38.0, 35.09090909090909)","(61.0, 250.0, 165.0)"
04-01-2023 15:04:45.247092,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.933333333333334)","(19.0, 38.0, 35.09090909090909)","(61.0, 240.0, 110.0)"
04-01-2023 15:04:46.340705,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.9714285714285715)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.933333333333334)","(19.0, 38.0, 35.09090909090909)","(61.0, 240.0, 110.0)"
04-01-2023 15:04:47.627723,"(13.0, 21.0, 20.5)","(4.2, 5.4, 4.944444444444445)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.033333333333333)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.933333333333334)","(19.0, 38.0, 35.09090909090909)","(61.0, 240.0, 110.0)"
04-01-2023 15:04:48.867344,"(13.0, 21.0, 20.5)","(4.2, 5.3, 4.944444444444445)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.033333333333333)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 7.05)","(19.0, 38.0, 35.09090909090909)","(61.0, 240.0, 110.0)"
04-01-2023 15:04:50.060535,"(13.0, 21.0, 20.5)","(4.2, 5.3, 4.944444444444445)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.033333333333333)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 7.05)","(19.0, 38.0, 35.09090909090909)","(61.0, 240.0, 110.0)"
04-01-2023 15:04:51.183232,"(13.0, 21.0, 20.5)","(4.2, 5.3, 4.944444444444445)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.033333333333333)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 7.05)","(19.0, 38.0, 32.0)","(61.0, 240.0, 110.0)"
04-01-2023 15:04:52.336632,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.944444444444445)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 24.5)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.98)","(19.0, 38.0, 32.0)","(61.0, 240.0, 110.0)"
04-01-2023 15:04:53.563149,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.944444444444445)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 29.0, 24.5)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.98)","(19.0, 38.0, 32.0)","(61.0, 240.0, 110.0)"
04-01-2023 15:04:54.735251,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.944444444444445)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 29.0, 24.5)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.98)","(19.0, 38.0, 32.0)","(61.0, 240.0, 110.0)"
04-01-2023 15:04:55.873299,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.944444444444445)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 29.0, 24.5)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.98)","(19.0, 38.0, 32.0)","(61.0, 240.0, 110.0)"
04-01-2023 15:04:57.039721,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.944444444444445)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 29.0, 27.142857142857142)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.98)","(19.0, 38.0, 32.0)","(61.0, 240.0, 118.0)"
04-01-2023 15:04:58.144419,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.944444444444445)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.98)","(19.0, 38.0, 32.0)","(61.0, 230.0, 155.0)"
04-01-2023 15:04:59.317147,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.944444444444445)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 7.0)","(4.8, 7.4, 6.98)","(19.0, 38.0, 32.0)","(61.0, 220.0, 127.14285714285714)"
04-01-2023 15:05:00.482834,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.944444444444445)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 6.32)","(4.8, 7.4, 7.088888888888889)","(19.0, 38.0, 30.5)","(61.0, 220.0, 142.0)"
04-01-2023 15:05:01.704879,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 6.32)","(4.8, 7.4, 7.088888888888889)","(19.0, 38.0, 30.5)","(61.0, 220.0, 170.0)"
04-01-2023 15:05:02.911937,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.6, 6.714285714285714)","(4.8, 7.4, 7.088888888888889)","(19.0, 38.0, 30.5)","(61.0, 210.0, 170.0)"
04-01-2023 15:05:04.106441,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.4, 6.511111111111111)","(4.8, 7.4, 7.133333333333334)","(19.0, 38.0, 30.5)","(61.0, 210.0, 170.0)"
04-01-2023 15:05:05.234214,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 24.166666666666668)","(5.0, 7.4, 6.6)","(4.8, 7.4, 7.133333333333334)","(19.0, 38.0, 30.5)","(61.0, 210.0, 170.0)"
04-01-2023 15:05:06.427896,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 30.0, 25.625)","(5.0, 7.4, 7.242105263157894)","(4.8, 7.4, 7.133333333333334)","(19.0, 38.0, 31.57142857142857)","(61.0, 210.0, 170.0)"
04-01-2023 15:05:07.563089,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.707692307692308)","(5.5, 6.2, 6.129411764705883)","(16.0, 29.0, 25.625)","(5.0, 7.6, 7.242105263157894)","(4.8, 7.4, 7.133333333333334)","(19.0, 38.0, 31.57142857142857)","(61.0, 210.0, 170.0)"
04-01-2023 15:05:08.726968,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.748717948717949)","(5.5, 6.2, 6.129411764705883)","(16.0, 29.0, 26.666666666666664)","(5.0, 7.6, 6.746666666666666)","(4.8, 7.4, 7.133333333333334)","(19.0, 38.0, 31.57142857142857)","(61.0, 210.0, 145.0)"
04-01-2023 15:05:09.829854,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.748717948717949)","(5.5, 6.2, 6.114285714285714)","(16.0, 32.0, 26.666666666666664)","(5.0, 7.6, 7.010526315789473)","(4.8, 7.4, 7.133333333333334)","(19.0, 38.0, 31.57142857142857)","(61.0, 200.0, 117.5)"
04-01-2023 15:05:10.998235,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.748717948717949)","(5.5, 6.2, 5.888)","(16.0, 32.0, 25.0)","(5.0, 7.6, 7.010526315789473)","(4.8, 7.4, 7.133333333333334)","(19.0, 38.0, 31.57142857142857)","(61.0, 200.0, 117.5)"
04-01-2023 15:05:12.154613,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.748717948717949)","(5.5, 6.8, 6.096551724137931)","(16.0, 30.0, 25.0)","(5.0, 7.6, 7.010526315789473)","(4.8, 7.4, 7.133333333333334)","(19.0, 38.0, 31.57142857142857)","(61.0, 200.0, 118.57142857142857)"
04-01-2023 15:05:13.367499,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.8, 6.096551724137931)","(16.0, 30.0, 25.0)","(5.0, 7.6, 7.226666666666667)","(4.8, 7.4, 7.133333333333334)","(19.0, 38.0, 31.57142857142857)","(61.0, 190.0, 118.57142857142857)"
04-01-2023 15:05:14.552491,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.8, 6.096551724137931)","(16.0, 30.0, 25.0)","(5.0, 7.6, 7.226666666666667)","(4.8, 7.4, 7.133333333333334)","(19.0, 38.0, 31.57142857142857)","(61.0, 190.0, 118.57142857142857)"
04-01-2023 15:05:15.672817,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.8, 6.096551724137931)","(16.0, 30.0, 25.0)","(5.0, 7.6, 7.226666666666667)","(4.8, 7.4, 7.133333333333334)","(19.0, 38.0, 31.57142857142857)","(61.0, 190.0, 118.57142857142857)"
04-01-2023 15:05:16.850313,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.199999999999999)","(16.0, 30.0, 25.0)","(5.0, 7.6, 7.488888888888889)","(4.8, 7.4, 6.7368421052631575)","(19.0, 38.0, 31.57142857142857)","(61.0, 190.0, 118.57142857142857)"
04-01-2023 15:05:18.093833,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.199999999999999)","(16.0, 30.0, 25.0)","(5.0, 7.8, 7.246153846153846)","(4.8, 7.4, 6.915384615384616)","(19.0, 38.0, 31.57142857142857)","(61.0, 190.0, 118.57142857142857)"
04-01-2023 15:05:19.364059,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.199999999999999)","(16.0, 30.0, 25.0)","(5.0, 7.8, 7.15)","(4.8, 7.4, 6.852173913043479)","(19.0, 38.0, 31.57142857142857)","(61.0, 190.0, 118.57142857142857)"
04-01-2023 15:05:20.607063,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.199999999999999)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.593103448275862)","(19.0, 38.0, 31.57142857142857)","(61.0, 190.0, 118.57142857142857)"
04-01-2023 15:05:21.757893,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.199999999999999)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.593103448275862)","(19.0, 38.0, 31.57142857142857)","(61.0, 190.0, 118.57142857142857)"
04-01-2023 15:05:22.904537,"(13.0, 21.0, 20.5)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.199999999999999)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.40952380952381)","(19.0, 38.0, 31.57142857142857)","(61.0, 190.0, 118.57142857142857)"
04-01-2023 15:05:24.136219,"(13.0, 21.0, 20.5)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.199999999999999)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.788235294117647)","(19.0, 38.0, 31.57142857142857)","(61.0, 190.0, 118.57142857142857)"
04-01-2023 15:05:25.429690,"(13.0, 21.0, 20.5)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.199999999999999)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.2, 6.658333333333333)","(19.0, 38.0, 31.57142857142857)","(61.0, 190.0, 118.57142857142857)"
04-01-2023 15:05:26.657232,"(13.0, 21.0, 20.5)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.199999999999999)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.2, 6.658333333333333)","(19.0, 38.0, 31.57142857142857)","(61.0, 190.0, 135.0)"
04-01-2023 15:05:27.842089,"(13.0, 21.0, 20.5)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.199999999999999)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.2, 6.658333333333333)","(19.0, 38.0, 31.57142857142857)","(61.0, 180.0, 115.71428571428572)"
04-01-2023 15:05:29.073007,"(13.0, 21.0, 20.5)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.199999999999999)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.2, 6.323076923076923)","(19.0, 38.0, 31.57142857142857)","(61.0, 180.0, 115.71428571428572)"
04-01-2023 15:05:30.319302,"(13.0, 21.0, 20.5)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.215384615384615)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.376923076923077)","(19.0, 38.0, 31.57142857142857)","(61.0, 180.0, 115.71428571428572)"
04-01-2023 15:05:31.559092,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.215384615384615)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.376923076923077)","(19.0, 38.0, 31.57142857142857)","(61.0, 180.0, 112.5)"
04-01-2023 15:05:32.756242,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.215384615384615)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.376923076923077)","(19.0, 38.0, 31.57142857142857)","(61.0, 180.0, 112.5)"
04-01-2023 15:05:33.976187,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.215384615384615)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.376923076923077)","(19.0, 38.0, 31.57142857142857)","(61.0, 180.0, 112.5)"
04-01-2023 15:05:35.280999,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.215384615384615)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.376923076923077)","(19.0, 38.0, 31.57142857142857)","(61.0, 180.0, 112.5)"
04-01-2023 15:05:36.591600,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.215384615384615)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.376923076923077)","(19.0, 38.0, 31.57142857142857)","(61.0, 180.0, 120.0)"
04-01-2023 15:05:37.899013,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.215384615384615)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.376923076923077)","(19.0, 38.0, 31.57142857142857)","(61.0, 180.0, 120.0)"
04-01-2023 15:05:39.082764,"(13.0, 21.0, 20.0)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.215384615384615)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.376923076923077)","(19.0, 38.0, 31.57142857142857)","(61.0, 180.0, 120.0)"
04-01-2023 15:05:40.285480,"(13.0, 21.0, 20.1)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.215384615384615)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.376923076923077)","(19.0, 38.0, 31.57142857142857)","(61.0, 180.0, 120.0)"
04-01-2023 15:05:41.589726,"(13.0, 21.0, 20.55)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.215384615384615)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.376923076923077)","(19.0, 38.0, 31.57142857142857)","(61.0, 180.0, 122.0)"
04-01-2023 15:05:42.936778,"(13.0, 21.0, 20.55)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.215384615384615)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.190909090909091)","(19.0, 38.0, 31.57142857142857)","(61.0, 170.0, 122.0)"
04-01-2023 15:05:44.158548,"(13.0, 21.0, 20.55)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.215384615384615)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.190909090909091)","(19.0, 38.0, 31.57142857142857)","(61.0, 170.0, 110.0)"
04-01-2023 15:05:45.372446,"(13.0, 21.0, 20.55)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.327272727272727)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.190909090909091)","(19.0, 38.0, 31.57142857142857)","(61.0, 170.0, 110.0)"
04-01-2023 15:05:46.613405,"(13.0, 21.0, 20.55)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.327272727272727)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.190909090909091)","(19.0, 38.0, 31.57142857142857)","(61.0, 170.0, 110.0)"
04-01-2023 15:05:47.947422,"(13.0, 21.0, 20.55)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.327272727272727)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.4, 6.4)","(19.0, 38.0, 31.57142857142857)","(61.0, 170.0, 110.0)"
04-01-2023 15:05:49.249708,"(13.0, 21.0, 20.55)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.6, 6.24)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.2, 6.7384615384615385)","(19.0, 38.0, 31.57142857142857)","(61.0, 170.0, 110.0)"
04-01-2023 15:05:50.540981,"(13.0, 21.0, 20.55)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.4, 6.24)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.2, 6.666666666666667)","(19.0, 38.0, 31.57142857142857)","(61.0, 170.0, 110.0)"
04-01-2023 15:05:51.883620,"(13.0, 21.0, 20.55)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.4, 6.24)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.2, 6.830769230769231)","(19.0, 38.0, 31.57142857142857)","(61.0, 170.0, 110.0)"
04-01-2023 15:05:53.067814,"(13.0, 21.0, 20.55)","(4.2, 5.3, 4.94)","(3.9, 4.8, 4.772972972972973)","(5.5, 6.4, 6.24)","(16.0, 30.0, 25.0)","(5.0, 7.4, 7.15)","(4.8, 7.2, 6.830769230769231)","(19.0, 38.0, 31.57142857142857)","(61.0, 170.0, 110.0)"
