,Devon Lass,Nibiru,Captain Cruiser,Drop A Line,Count Me In,Bombers Smokey,Zipping Pip
09-01-2023 15:46:42.006029,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.6, 6.1)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 21.0, 20.240000000000002)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:43.146564,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.6, 6.1)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 21.0, 20.240000000000002)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:44.294184,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.6, 6.1)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 21.0, 20.240000000000002)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:45.339985,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.6, 6.1)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 21.0, 20.240000000000002)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:46.385020,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.6, 6.1)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 21.0, 20.240000000000002)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:47.522091,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.6, 6.1)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 21.0, 20.240000000000002)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:48.718694,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.6, 6.1)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 21.0, 20.240000000000002)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:49.889080,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.6, 6.1)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 21.0, 20.240000000000002)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:51.037218,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.6, 6.1)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 21.0, 17.353846153846156)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:52.094371,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.8, 5.72)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 17.353846153846156)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:53.109820,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.8, 5.72)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 17.353846153846156)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:54.193562,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.8, 5.72)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 17.353846153846156)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:55.308576,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.8, 5.72)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 17.353846153846156)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:56.440876,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.8, 5.72)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 17.353846153846156)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:57.528643,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.8, 5.72)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 17.353846153846156)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:46:58.842465,"(3.0, 4.9, 3.3062500000000004)","(4.4, 6.8, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:00.007881,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:01.289013,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:02.528742,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:03.693715,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:04.906324,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:06.288071,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:07.740574,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:08.884402,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:09.974658,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:11.064975,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:12.226730,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:13.358932,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:14.511818,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:15.658235,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:16.919957,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:18.110463,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:19.350096,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:20.523709,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:21.722544,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:22.828857,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:24.378731,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:25.676953,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:26.997536,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:28.221432,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:29.366679,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:30.572514,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:31.828961,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:32.997211,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:34.179434,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:35.344573,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:36.506519,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:37.588271,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:38.642117,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:39.782242,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:41.134290,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:42.488878,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:43.517674,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:44.743658,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:45.900098,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:46.991330,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:48.192452,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 13.350000000000001)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:49.383275,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 17.34285714285714)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:50.554436,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 23.0, 17.34285714285714)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:51.821926,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 23.0, 17.34285714285714)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:53.021243,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 23.0, 17.34285714285714)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:54.014998,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 23.0, 17.34285714285714)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:55.021268,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 23.0, 17.34285714285714)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:56.069729,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 23.0, 17.34285714285714)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:57.256380,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 23.0, 17.34285714285714)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:58.528510,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 23.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:47:59.648556,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:00.766333,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:01.943624,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:03.170032,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:04.359344,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:05.515211,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:06.597753,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:07.668707,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:08.754658,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:09.872829,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:10.946895,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:11.952291,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:13.089375,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:14.223171,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:15.416434,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:16.567725,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 16.11111111111111)","(18.0, 65.0, 30.818181818181817)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:17.655364,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:18.676609,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:19.729293,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:20.798384,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:21.902179,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:22.961473,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:24.028025,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:25.165912,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:26.361881,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
09-01-2023 15:48:27.546264,"(3.0, 4.9, 3.3062500000000004)","(4.4, 7.4, 6.08)","(4.6, 8.6, 5.3999999999999995)","(10.0, 99999, 99990)","(10.0, 24.0, 20.210526315789473)","(18.0, 65.0, 43.40909090909091)","(3.7, 6.2, 3.676190476190476)"
