,Super Swoop,Mr Freeze,Alpine Aviator,Imagine Howe,Geegee Lucky Jess,Incriminate,Iris West,Mariposa,Hermans Bells
07-12-2022 20:04:28.425538,"(41.0, 110.0, 101.81818181818181)","(4.6, 6.4, 5.963636363636364)","(6.5, 8.2, 7.857142857142857)","(3.1, 3.65, 3.626923076923077)","(4.6, 5.9, 5.712962962962963)","(16.0, 29.0, 21.5)","(14.0, 26.0, 24.0)","(6.5, 9.2, 8.4)","(20.0, 28.0, 27.166666666666668)"
07-12-2022 20:04:29.814050,"(41.0, 110.0, 101.81818181818181)","(4.6, 6.4, 5.963636363636364)","(6.5, 8.2, 7.857142857142857)","(3.1, 3.65, 3.626923076923077)","(4.6, 5.9, 5.712962962962963)","(16.0, 29.0, 21.5)","(14.0, 26.0, 23.333333333333332)","(6.5, 9.2, 8.4)","(20.0, 28.0, 27.0)"
07-12-2022 20:04:31.284152,"(41.0, 110.0, 101.81818181818181)","(4.6, 6.4, 5.963636363636364)","(6.5, 8.2, 7.857142857142857)","(3.1, 3.65, 3.626923076923077)","(4.6, 5.9, 5.712962962962963)","(16.0, 29.0, 21.5)","(14.0, 26.0, 23.333333333333332)","(6.5, 9.2, 8.4)","(20.0, 28.0, 27.0)"
07-12-2022 20:04:32.611925,"(41.0, 110.0, 101.81818181818181)","(4.6, 6.4, 5.963636363636364)","(6.5, 8.2, 7.857142857142857)","(3.1, 3.65, 3.626923076923077)","(4.6, 5.9, 5.712962962962963)","(16.0, 29.0, 20.363636363636363)","(14.0, 26.0, 23.333333333333332)","(6.5, 9.2, 8.4)","(20.0, 28.0, 27.0)"
07-12-2022 20:04:33.957200,"(41.0, 110.0, 101.81818181818181)","(4.6, 6.4, 5.963636363636364)","(6.5, 8.2, 7.857142857142857)","(3.1, 3.65, 3.626923076923077)","(4.6, 5.9, 5.712962962962963)","(16.0, 29.0, 20.363636363636363)","(14.0, 26.0, 24.0)","(6.5, 9.2, 8.4)","(20.0, 28.0, 26.666666666666668)"
07-12-2022 20:04:35.300717,"(41.0, 110.0, 98.57142857142857)","(4.6, 6.4, 5.963636363636364)","(6.5, 8.2, 7.857142857142857)","(3.1, 3.65, 3.626923076923077)","(4.6, 5.9, 5.712962962962963)","(16.0, 29.0, 20.363636363636363)","(14.0, 26.0, 24.0)","(6.5, 9.2, 8.4)","(20.0, 28.0, 26.5)"
07-12-2022 20:04:36.850188,"(41.0, 110.0, 92.5)","(4.6, 6.4, 5.963636363636364)","(6.5, 8.2, 8.061538461538461)","(3.1, 3.65, 3.6425)","(4.6, 5.9, 5.712962962962963)","(16.0, 29.0, 20.363636363636363)","(14.0, 26.0, 23.77777777777778)","(6.5, 9.2, 8.4)","(20.0, 28.0, 26.5)"
07-12-2022 20:04:38.421467,"(41.0, 110.0, 92.5)","(4.6, 6.4, 5.963636363636364)","(6.5, 8.2, 8.073684210526315)","(3.1, 3.65, 3.6425)","(4.6, 5.9, 5.712962962962963)","(16.0, 29.0, 20.363636363636363)","(14.0, 26.0, 24.333333333333332)","(6.5, 9.2, 8.4)","(20.0, 28.0, 26.5)"
07-12-2022 20:04:40.014995,"(41.0, 110.0, 92.5)","(4.6, 6.4, 5.963636363636364)","(6.5, 8.2, 8.073684210526315)","(3.1, 3.65, 3.6425)","(4.6, 5.9, 5.712962962962963)","(16.0, 29.0, 20.363636363636363)","(14.0, 26.0, 24.333333333333332)","(6.5, 9.2, 8.4)","(20.0, 28.0, 25.92)"
07-12-2022 20:04:41.753975,"(41.0, 110.0, 101.81818181818181)","(4.6, 6.4, 6.0)","(6.5, 8.2, 8.073684210526315)","(3.1, 3.65, 3.6425)","(4.6, 5.9, 5.712962962962963)","(16.0, 29.0, 20.363636363636363)","(14.0, 26.0, 24.333333333333332)","(6.5, 9.2, 8.4)","(20.0, 30.0, 25.92)"
07-12-2022 20:04:43.527754,"(41.0, 110.0, 101.81818181818181)","(4.6, 6.4, 6.1454545454545455)","(6.5, 8.2, 8.073684210526315)","(3.1, 3.65, 3.6425)","(4.6, 5.9, 5.712962962962963)","(16.0, 29.0, 20.363636363636363)","(14.0, 26.0, 23.333333333333332)","(6.5, 9.2, 8.4)","(20.0, 30.0, 26.5)"
07-12-2022 20:04:45.024944,"(41.0, 110.0, 101.81818181818181)","(4.6, 6.4, 6.1454545454545455)","(6.5, 8.2, 8.073684210526315)","(3.1, 3.65, 3.6425)","(4.6, 5.9, 5.712962962962963)","(16.0, 29.0, 20.363636363636363)","(14.0, 26.0, 23.333333333333332)","(6.5, 9.2, 8.4)","(20.0, 28.0, 26.5)"
07-12-2022 20:04:46.491202,"(41.0, 110.0, 101.81818181818181)","(4.6, 6.4, 6.1454545454545455)","(6.5, 8.2, 8.073684210526315)","(3.1, 3.65, 3.6425)","(4.6, 5.9, 5.712962962962963)","(16.0, 29.0, 20.363636363636363)","(14.0, 26.0, 24.333333333333332)","(6.5, 9.2, 8.571428571428571)","(20.0, 28.0, 26.666666666666668)"
07-12-2022 20:04:47.940862,"(41.0, 110.0, 92.0)","(4.6, 6.4, 5.933333333333334)","(6.5, 8.2, 8.073684210526315)","(3.1, 3.65, 3.6944444444444446)","(4.6, 5.9, 5.772413793103448)","(16.0, 29.0, 29.75)","(14.0, 26.0, 23.77777777777778)","(6.5, 9.0, 8.4)","(20.0, 28.0, 25.625)"
07-12-2022 20:04:49.366816,"(41.0, 110.0, 88.0)","(4.6, 6.4, 5.933333333333334)","(6.5, 8.2, 8.073684210526315)","(3.1, 3.75, 3.6944444444444446)","(4.6, 6.0, 5.772413793103448)","(16.0, 40.0, 29.75)","(14.0, 26.0, 23.77777777777778)","(6.5, 8.6, 8.24)","(20.0, 30.0, 25.526315789473685)"
07-12-2022 20:04:50.713494,"(41.0, 110.0, 88.0)","(4.6, 6.4, 5.933333333333334)","(6.5, 8.2, 8.073684210526315)","(3.1, 3.75, 3.6944444444444446)","(4.6, 6.0, 5.772413793103448)","(16.0, 40.0, 37.07142857142857)","(14.0, 26.0, 23.77777777777778)","(6.5, 8.6, 8.24)","(20.0, 30.0, 26.142857142857142)"
07-12-2022 20:04:52.126042,"(41.0, 110.0, 88.0)","(4.6, 6.4, 5.933333333333334)","(6.5, 8.2, 8.073684210526315)","(3.1, 3.75, 3.6944444444444446)","(4.6, 6.0, 5.772413793103448)","(16.0, 40.0, 38.291666666666664)","(14.0, 26.0, 23.77777777777778)","(6.5, 8.6, 8.24)","(20.0, 29.0, 26.5)"
07-12-2022 20:04:53.601217,"(41.0, 110.0, 95.71428571428572)","(4.6, 6.4, 5.933333333333334)","(6.5, 8.2, 8.073684210526315)","(3.1, 3.75, 3.6944444444444446)","(4.6, 6.0, 5.808695652173913)","(16.0, 40.0, 37.07142857142857)","(14.0, 26.0, 23.77777777777778)","(6.5, 8.6, 8.24)","(20.0, 28.0, 26.5)"
07-12-2022 20:04:55.005889,"(41.0, 110.0, 95.71428571428572)","(4.6, 6.4, 5.933333333333334)","(6.5, 8.2, 8.028571428571428)","(3.1, 3.75, 3.6944444444444446)","(4.6, 6.0, 5.808695652173913)","(16.0, 40.0, 36.0)","(14.0, 26.0, 20.666666666666668)","(6.5, 8.6, 8.24)","(20.0, 28.0, 26.5)"
07-12-2022 20:04:56.384617,"(41.0, 110.0, 95.71428571428572)","(4.6, 6.4, 5.933333333333334)","(6.5, 8.2, 8.028571428571428)","(3.1, 3.75, 3.6944444444444446)","(4.6, 6.0, 5.808695652173913)","(16.0, 40.0, 36.0)","(14.0, 25.0, 19.583333333333332)","(6.5, 8.6, 8.24)","(20.0, 28.0, 25.92)"
07-12-2022 20:04:57.750906,"(41.0, 110.0, 88.0)","(4.6, 6.4, 5.933333333333334)","(6.5, 8.2, 8.028571428571428)","(3.1, 3.75, 3.6944444444444446)","(4.6, 6.0, 5.808695652173913)","(16.0, 40.0, 36.0)","(14.0, 25.0, 19.583333333333332)","(6.5, 8.6, 8.24)","(20.0, 30.0, 25.92)"
07-12-2022 20:04:59.273099,"(41.0, 110.0, 88.0)","(4.6, 6.4, 5.933333333333334)","(6.5, 8.2, 8.028571428571428)","(3.1, 3.75, 3.5619047619047617)","(4.6, 6.0, 5.808695652173913)","(16.0, 40.0, 32.0)","(14.0, 25.0, 21.75)","(6.5, 8.6, 8.24)","(20.0, 30.0, 27.0)"
07-12-2022 20:05:00.699549,"(41.0, 110.0, 88.0)","(4.6, 6.4, 5.933333333333334)","(6.5, 8.2, 8.028571428571428)","(3.1, 3.6, 3.5619047619047617)","(4.6, 6.0, 5.808695652173913)","(16.0, 38.0, 32.0)","(14.0, 25.0, 21.75)","(6.5, 8.6, 8.4)","(20.0, 28.0, 27.0)"
07-12-2022 20:05:02.107124,"(41.0, 110.0, 95.71428571428572)","(4.6, 6.4, 5.933333333333334)","(6.5, 8.2, 8.028571428571428)","(3.1, 3.6, 3.5609756097560976)","(4.6, 6.0, 5.808695652173913)","(16.0, 38.0, 30.666666666666664)","(14.0, 25.0, 22.9)","(6.5, 8.6, 8.4)","(20.0, 28.0, 27.0)"
07-12-2022 20:05:03.545765,"(41.0, 110.0, 97.5)","(4.6, 6.4, 5.933333333333334)","(6.5, 8.2, 8.028571428571428)","(3.1, 3.6, 3.5609756097560976)","(4.6, 6.0, 5.808695652173913)","(16.0, 36.0, 31.714285714285715)","(14.0, 24.0, 20.944444444444443)","(6.5, 8.6, 8.4)","(20.0, 28.0, 27.0)"
07-12-2022 20:05:05.027056,"(41.0, 110.0, 76.66666666666667)","(4.6, 6.4, 5.933333333333334)","(6.5, 8.2, 8.028571428571428)","(3.1, 3.6, 3.5609756097560976)","(4.6, 6.0, 5.808695652173913)","(16.0, 36.0, 31.714285714285715)","(14.0, 24.0, 20.944444444444443)","(6.5, 8.6, 8.4)","(20.0, 28.0, 27.0)"
07-12-2022 20:05:06.482952,"(41.0, 110.0, 98.88888888888889)","(4.6, 6.4, 5.842857142857143)","(6.5, 8.2, 8.028571428571428)","(3.1, 3.6, 3.5609756097560976)","(4.6, 6.0, 5.8062499999999995)","(16.0, 36.0, 26.22222222222222)","(14.0, 24.0, 21.0)","(6.5, 8.6, 8.4)","(20.0, 28.0, 26.333333333333332)"
07-12-2022 20:05:07.914664,"(41.0, 110.0, 98.88888888888889)","(4.6, 6.2, 5.771428571428571)","(6.5, 8.2, 8.04516129032258)","(3.1, 3.6, 3.5607142857142855)","(4.6, 6.0, 5.8062499999999995)","(16.0, 34.0, 28.0)","(14.0, 24.0, 21.9375)","(6.5, 8.6, 8.4)","(20.0, 28.0, 25.8)"
07-12-2022 20:05:09.330459,"(41.0, 110.0, 92.0)","(4.6, 6.2, 5.682758620689655)","(6.5, 8.2, 8.04516129032258)","(3.1, 3.6, 3.5607142857142855)","(4.6, 6.0, 5.8062499999999995)","(16.0, 32.0, 30.58823529411765)","(14.0, 24.0, 21.9375)","(6.5, 8.6, 8.4)","(20.0, 28.0, 25.8)"
07-12-2022 20:05:10.644345,"(41.0, 110.0, 92.0)","(4.6, 6.2, 5.682758620689655)","(6.5, 8.2, 8.04516129032258)","(3.1, 3.6, 3.580769230769231)","(4.6, 6.0, 5.8062499999999995)","(16.0, 32.0, 27.0)","(14.0, 24.0, 21.9375)","(6.5, 8.6, 8.4)","(20.0, 28.0, 25.5)"
07-12-2022 20:05:11.960289,"(41.0, 110.0, 92.0)","(4.6, 6.2, 5.688888888888888)","(6.5, 8.2, 8.04516129032258)","(3.1, 3.65, 3.6291666666666664)","(4.6, 6.0, 5.8062499999999995)","(16.0, 30.0, 29.799999999999997)","(14.0, 24.0, 21.9375)","(6.5, 8.6, 8.4)","(20.0, 27.0, 24.75)"
07-12-2022 20:05:13.263318,"(41.0, 110.0, 92.0)","(4.6, 6.2, 5.688888888888888)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6307692307692307)","(4.6, 6.0, 5.8062499999999995)","(16.0, 32.0, 28.384615384615387)","(14.0, 24.0, 21.9375)","(6.5, 8.6, 8.4)","(20.0, 27.0, 24.46153846153846)"
07-12-2022 20:05:14.548015,"(41.0, 110.0, 80.0)","(4.6, 6.2, 5.688888888888888)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6307692307692307)","(4.6, 6.0, 5.8062499999999995)","(16.0, 29.0, 27.0)","(14.0, 24.0, 21.9375)","(6.5, 8.6, 8.4)","(20.0, 27.0, 24.46153846153846)"
07-12-2022 20:05:15.827142,"(41.0, 110.0, 80.0)","(4.6, 6.2, 5.688888888888888)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6307692307692307)","(4.6, 6.0, 5.8062499999999995)","(16.0, 29.0, 27.0)","(14.0, 24.0, 21.9375)","(6.5, 8.6, 8.4)","(20.0, 27.0, 24.46153846153846)"
07-12-2022 20:05:17.291114,"(41.0, 110.0, 88.33333333333333)","(4.6, 6.2, 5.688888888888888)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6307692307692307)","(4.6, 6.0, 5.8062499999999995)","(16.0, 29.0, 26.0)","(14.0, 24.0, 21.9375)","(6.5, 8.6, 8.4)","(20.0, 27.0, 25.105263157894736)"
07-12-2022 20:05:18.578076,"(41.0, 100.0, 88.33333333333333)","(4.6, 6.2, 5.688888888888888)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.636111111111111)","(4.6, 6.0, 5.8062499999999995)","(16.0, 28.0, 26.0)","(14.0, 24.0, 21.9375)","(6.5, 8.6, 8.4)","(20.0, 27.0, 24.545454545454547)"
07-12-2022 20:05:19.889239,"(41.0, 110.0, 103.57142857142857)","(4.6, 6.2, 5.688888888888888)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.61)","(4.6, 6.0, 5.8062499999999995)","(16.0, 28.0, 22.923076923076923)","(14.0, 24.0, 21.5)","(6.5, 8.6, 8.575)","(20.0, 27.0, 24.545454545454547)"
07-12-2022 20:05:21.264250,"(41.0, 110.0, 103.57142857142857)","(4.6, 6.2, 5.688888888888888)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6423076923076922)","(4.6, 6.0, 5.8062499999999995)","(16.0, 28.0, 25.333333333333332)","(14.0, 24.0, 22.61111111111111)","(6.5, 8.8, 8.584615384615384)","(20.0, 27.0, 24.545454545454547)"
07-12-2022 20:05:22.661337,"(41.0, 110.0, 98.33333333333333)","(4.6, 6.2, 5.688888888888888)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6423076923076922)","(4.6, 6.0, 5.8062499999999995)","(16.0, 27.0, 25.333333333333332)","(14.0, 24.0, 22.076923076923077)","(6.5, 9.2, 8.755555555555555)","(20.0, 27.0, 24.545454545454547)"
07-12-2022 20:05:24.044184,"(41.0, 110.0, 103.33333333333334)","(4.6, 6.2, 5.688888888888888)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6441176470588235)","(4.6, 6.0, 5.8062499999999995)","(16.0, 27.0, 22.833333333333332)","(14.0, 24.0, 21.5)","(6.5, 9.2, 8.755555555555555)","(20.0, 27.0, 24.545454545454547)"
07-12-2022 20:05:25.475822,"(41.0, 110.0, 103.33333333333334)","(4.6, 6.2, 5.688888888888888)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.638235294117647)","(4.6, 6.0, 5.8062499999999995)","(16.0, 27.0, 24.0)","(14.0, 24.0, 19.833333333333332)","(6.5, 9.2, 8.825)","(20.0, 27.0, 25.105263157894736)"
07-12-2022 20:05:26.897824,"(41.0, 110.0, 95.0)","(4.6, 6.2, 5.688888888888888)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6409090909090907)","(4.6, 6.0, 5.8062499999999995)","(16.0, 26.0, 23.5)","(14.0, 24.0, 21.0)","(6.5, 9.2, 8.825)","(20.0, 27.0, 25.0)"
07-12-2022 20:05:28.260130,"(41.0, 110.0, 103.57142857142857)","(4.8, 6.2, 5.688888888888888)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6409090909090907)","(4.8, 6.0, 5.8062499999999995)","(16.0, 25.0, 23.2)","(14.0, 23.0, 21.5)","(6.5, 9.2, 8.825)","(20.0, 26.0, 25.0)"
07-12-2022 20:05:29.583160,"(41.0, 110.0, 103.33333333333334)","(4.8, 6.2, 5.688888888888888)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6384615384615384)","(4.8, 6.0, 5.8062499999999995)","(16.0, 25.0, 22.428571428571427)","(14.0, 23.0, 19.8)","(6.5, 9.2, 8.825)","(20.0, 26.0, 24.17391304347826)"
07-12-2022 20:05:30.933335,"(41.0, 110.0, 101.25)","(4.8, 6.2, 5.818181818181818)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6384615384615384)","(4.8, 6.0, 5.8062499999999995)","(16.0, 25.0, 22.428571428571427)","(14.0, 23.0, 19.5)","(6.5, 9.2, 8.857142857142858)","(20.0, 26.0, 24.17391304347826)"
07-12-2022 20:05:32.180818,"(41.0, 110.0, 98.33333333333333)","(4.8, 6.2, 5.818181818181818)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6384615384615384)","(4.8, 6.0, 5.8062499999999995)","(16.0, 25.0, 22.428571428571427)","(14.0, 22.0, 19.5)","(6.5, 9.2, 8.857142857142858)","(20.0, 26.0, 24.235294117647058)"
07-12-2022 20:05:33.472265,"(41.0, 110.0, 87.5)","(4.8, 6.2, 5.818181818181818)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6384615384615384)","(4.8, 6.0, 5.8062499999999995)","(16.0, 25.0, 22.428571428571427)","(14.0, 22.0, 19.5)","(6.5, 9.2, 8.857142857142858)","(20.0, 26.0, 24.235294117647058)"
07-12-2022 20:05:34.713400,"(41.0, 110.0, 95.0)","(4.8, 6.2, 5.6375)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6411764705882352)","(4.8, 6.0, 5.8062499999999995)","(16.0, 25.0, 22.428571428571427)","(14.0, 22.0, 19.5)","(6.5, 9.2, 8.857142857142858)","(20.0, 26.0, 24.235294117647058)"
07-12-2022 20:05:36.030986,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.037837837837838)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.64375)","(4.8, 6.0, 5.804545454545455)","(16.0, 25.0, 22.428571428571427)","(14.0, 22.0, 25.875)","(6.5, 9.2, 8.857142857142858)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:37.693711,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.037837837837838)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.64375)","(4.8, 5.9, 5.804545454545455)","(16.0, 25.0, 22.428571428571427)","(14.0, 28.0, 23.5)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:39.260191,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.037837837837838)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.64375)","(4.8, 5.9, 5.804545454545455)","(16.0, 25.0, 22.428571428571427)","(14.0, 27.0, 21.4)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:40.968815,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.644642857142857)","(4.8, 5.9, 5.803333333333333)","(16.0, 25.0, 22.428571428571427)","(14.0, 27.0, 21.076923076923077)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:42.828724,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6453124999999997)","(4.8, 5.9, 5.803333333333333)","(16.0, 25.0, 22.428571428571427)","(14.0, 27.0, 21.076923076923077)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:44.560417,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6453124999999997)","(4.8, 5.9, 5.803333333333333)","(16.0, 25.0, 22.428571428571427)","(14.0, 27.0, 21.076923076923077)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:46.269534,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.917647058823529)","(3.1, 3.65, 3.6453124999999997)","(4.8, 5.9, 5.803333333333333)","(16.0, 25.0, 22.428571428571427)","(14.0, 27.0, 21.076923076923077)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:47.812741,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.8)","(3.1, 3.65, 3.6453124999999997)","(4.8, 5.9, 5.803333333333333)","(16.0, 25.0, 21.571428571428573)","(14.0, 27.0, 21.076923076923077)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:49.253697,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.8)","(3.1, 3.65, 3.6453124999999997)","(4.8, 5.9, 5.803333333333333)","(16.0, 25.0, 21.571428571428573)","(14.0, 27.0, 21.076923076923077)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:50.744567,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.6333333333333333)","(4.8, 5.9, 5.803333333333333)","(16.0, 25.0, 21.571428571428573)","(14.0, 27.0, 23.0)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:52.124324,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.6333333333333333)","(4.8, 5.9, 5.734285714285715)","(16.0, 25.0, 19.923076923076923)","(14.0, 26.0, 23.333333333333332)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:53.500492,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.6333333333333333)","(4.8, 5.9, 5.734285714285715)","(16.0, 25.0, 19.84375)","(14.0, 25.0, 22.0)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:54.837261,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.6333333333333333)","(4.8, 5.9, 5.734285714285715)","(16.0, 25.0, 19.84375)","(14.0, 25.0, 21.428571428571427)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:56.247954,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.6333333333333333)","(4.8, 5.9, 5.734285714285715)","(16.0, 25.0, 19.84375)","(14.0, 25.0, 21.428571428571427)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:57.596986,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.6333333333333333)","(4.8, 5.9, 5.734285714285715)","(16.0, 25.0, 19.84375)","(14.0, 25.0, 21.428571428571427)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:05:58.959519,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.6453124999999997)","(4.8, 5.9, 5.734285714285715)","(16.0, 25.0, 19.84375)","(14.0, 25.0, 21.428571428571427)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:06:00.374851,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.02)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.6453124999999997)","(4.8, 5.9, 5.734285714285715)","(16.0, 25.0, 19.84375)","(14.0, 25.0, 20.833333333333332)","(6.5, 9.2, 8.666666666666666)","(20.0, 26.0, 25.5)"
07-12-2022 20:06:01.797967,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 6.037837837837838)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.6453124999999997)","(4.8, 5.9, 5.734285714285715)","(16.0, 25.0, 19.84375)","(14.0, 25.0, 20.833333333333332)","(6.5, 9.2, 8.56)","(20.0, 26.0, 25.5)"
07-12-2022 20:06:03.224932,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 5.857142857142857)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.63)","(4.8, 5.9, 5.785714285714286)","(16.0, 25.0, 19.84375)","(14.0, 25.0, 20.833333333333332)","(6.5, 9.2, 8.56)","(20.0, 26.0, 24.846153846153847)"
07-12-2022 20:06:04.640168,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 5.848)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.63)","(4.8, 5.9, 5.785714285714286)","(16.0, 25.0, 20.0)","(15.0, 25.0, 21.142857142857142)","(6.5, 9.2, 8.56)","(20.0, 26.0, 24.96551724137931)"
07-12-2022 20:06:06.057873,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 5.861538461538461)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.63)","(4.8, 5.9, 5.785714285714286)","(16.0, 25.0, 21.75)","(15.0, 24.0, 21.142857142857142)","(6.5, 9.2, 8.56)","(20.0, 26.0, 24.96551724137931)"
07-12-2022 20:06:07.425890,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 5.776923076923077)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.63)","(4.8, 5.9, 5.785714285714286)","(16.0, 24.0, 21.75)","(15.0, 24.0, 21.692307692307693)","(6.5, 9.2, 8.56)","(20.0, 26.0, 24.96551724137931)"
07-12-2022 20:06:08.893481,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 5.776923076923077)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.63)","(4.8, 5.9, 5.785714285714286)","(16.0, 24.0, 21.75)","(15.0, 24.0, 21.692307692307693)","(6.5, 9.2, 8.56)","(20.0, 26.0, 24.96551724137931)"
07-12-2022 20:06:10.320860,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 5.776923076923077)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.63)","(4.8, 5.9, 5.785714285714286)","(16.0, 24.0, 20.0625)","(15.0, 24.0, 21.6)","(6.5, 9.2, 8.56)","(20.0, 26.0, 24.96551724137931)"
07-12-2022 20:06:11.675140,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 5.776923076923077)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.63)","(4.8, 5.9, 5.785714285714286)","(16.0, 24.0, 20.0625)","(15.0, 24.0, 21.6)","(6.5, 9.2, 8.56)","(20.0, 26.0, 24.96551724137931)"
07-12-2022 20:06:12.995823,"(41.0, 120.0, 93.33333333333333)","(4.8, 6.2, 5.776923076923077)","(6.5, 8.2, 7.666666666666666)","(3.1, 3.65, 3.63)","(4.8, 5.9, 5.785714285714286)","(16.0, 24.0, 20.0625)","(15.0, 24.0, 21.6)","(6.5, 9.2, 8.56)","(20.0, 26.0, 24.96551724137931)"
