,Miss Adobe,Ezra Blueblood,Diamond Harmony,Romeo,Trousseau,Mine Hunter,Taieri Taylee
10-01-2023 11:15:35.122152,"(3.7, 6.2, 5.363157894736842)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 32.0, 30.735294117647058)","(5.5, 10.0, 6.384615384615384)"
10-01-2023 11:15:36.054900,"(3.7, 6.2, 5.363157894736842)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 32.0, 30.735294117647058)","(5.5, 10.0, 6.384615384615384)"
10-01-2023 11:15:36.968095,"(3.7, 6.2, 5.363157894736842)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 32.0, 30.735294117647058)","(5.5, 10.0, 6.384615384615384)"
10-01-2023 11:15:37.916308,"(3.7, 6.2, 5.363157894736842)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 32.0, 30.735294117647058)","(5.5, 10.0, 6.384615384615384)"
10-01-2023 11:15:38.827715,"(3.7, 6.2, 5.363157894736842)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 32.0, 29.61111111111111)","(5.5, 10.0, 6.384615384615384)"
10-01-2023 11:15:39.755529,"(3.7, 6.2, 5.363157894736842)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 32.0, 24.147058823529413)","(5.5, 10.0, 6.129411764705882)"
10-01-2023 11:15:40.668994,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 10.0, 6.129411764705882)"
10-01-2023 11:15:41.612580,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 10.0, 6.129411764705882)"
10-01-2023 11:15:42.523727,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 10.0, 6.129411764705882)"
10-01-2023 11:15:43.447229,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 10.0, 6.129411764705882)"
10-01-2023 11:15:44.336534,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 10.0, 6.129411764705882)"
10-01-2023 11:15:45.248673,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 10.0, 6.129411764705882)"
10-01-2023 11:15:46.149611,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 10.0, 6.129411764705882)"
10-01-2023 11:15:47.057244,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 10.0, 7.142857142857142)"
10-01-2023 11:15:47.953916,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:15:48.849605,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:15:49.760564,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:15:50.691755,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:15:51.672024,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:15:52.634148,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:15:53.552742,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:15:54.505720,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:15:55.423689,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:15:56.375076,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:15:57.281365,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:15:58.207836,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:15:59.125015,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:00.033831,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:00.940209,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:01.842490,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:02.743644,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:03.634378,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:04.546536,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:05.455507,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:06.372074,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:07.308632,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 24.147058823529413)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:08.244966,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:09.187372,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 11.235294117647058)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:10.145943,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:11.076302,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:12.000753,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:12.970217,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:13.977440,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:14.956735,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:15.947914,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:16.922388,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:17.884459,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:18.833491,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:19.801378,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:20.712645,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 187.0)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:21.636005,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.987500000000001)"
10-01-2023 11:16:22.551307,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.8, 7.142857142857142)"
10-01-2023 11:16:23.461913,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:24.377945,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:25.310305,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:26.305204,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:27.260632,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:28.228218,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:29.184904,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:30.161897,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:31.140053,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:32.080777,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:33.058144,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:33.991975,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:34.908169,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:35.801086,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:36.696192,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:37.608126,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:38.563030,"(3.7, 5.5, 4.8175)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.366666666666666)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:39.536553,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.6, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:40.500816,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:41.461242,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:42.409334,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:43.334401,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:44.247260,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:45.136361,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:46.030777,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:46.957990,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:47.920032,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:48.880716,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:49.861657,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:50.829578,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 7.142857142857142)"
10-01-2023 11:16:51.791424,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.6, 6.8375)"
10-01-2023 11:16:52.737169,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:53.685335,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:54.610414,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:55.502430,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:56.409328,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:57.474175,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:58.574427,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:16:59.634382,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:17:00.753185,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:17:01.775475,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 9.4, 6.8375)"
10-01-2023 11:17:02.772281,"(3.7, 5.7, 4.9475)","(31.0, 340.0, 222.30769230769232)","(2.7, 3.15, 3.0425)","(8.0, 13.0, 8.857142857142858)","(3.8, 7.4, 6.233333333333333)","(12.0, 25.0, 18.0)","(5.5, 10.0, 6.384615384615384)"
