,Daisys Fernando,Dana Bull,Stilton Freckle,Blazing Tokyo,Skedaddle Shelly,King Messy
09-01-2023 17:36:55.138823,"(4.6, 9.6, 6.13076923076923)","(26.0, 100.0, 63.5)","(5.0, 13.0, 9.88888888888889)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:36:56.126703,"(4.6, 9.6, 6.13076923076923)","(26.0, 100.0, 63.5)","(5.0, 12.5, 10.333333333333334)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:36:57.161207,"(4.6, 9.6, 6.13076923076923)","(26.0, 100.0, 63.5)","(5.0, 12.5, 10.333333333333334)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:36:58.178050,"(4.6, 9.6, 6.378571428571428)","(26.0, 100.0, 63.5)","(5.0, 12.5, 10.333333333333334)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:36:59.233863,"(4.6, 9.6, 6.378571428571428)","(26.0, 100.0, 63.5)","(5.0, 12.5, 10.333333333333334)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:00.199554,"(4.6, 9.6, 6.378571428571428)","(26.0, 100.0, 63.5)","(5.0, 12.5, 10.333333333333334)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:01.170592,"(4.6, 9.6, 6.85)","(26.0, 100.0, 63.5)","(5.0, 12.5, 10.333333333333334)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:02.144665,"(4.6, 9.6, 6.3)","(26.0, 100.0, 63.5)","(5.0, 12.5, 10.333333333333334)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:03.120608,"(4.6, 9.6, 7.216666666666667)","(26.0, 100.0, 63.5)","(5.0, 12.5, 10.333333333333334)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:04.097498,"(4.6, 9.6, 7.216666666666667)","(26.0, 100.0, 63.5)","(5.0, 12.5, 10.333333333333334)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:05.092825,"(4.6, 9.6, 6.3)","(26.0, 100.0, 63.5)","(5.0, 12.5, 7.571428571428571)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:06.152287,"(4.6, 9.6, 7.216666666666667)","(26.0, 100.0, 63.5)","(5.0, 12.5, 9.15)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:07.195662,"(4.6, 9.6, 6.384615384615384)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.95)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:08.224244,"(4.6, 9.6, 6.384615384615384)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.95)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:09.239567,"(4.6, 9.6, 6.384615384615384)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.546153846153846)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:10.243476,"(4.6, 9.6, 6.384615384615384)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.675)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:11.186989,"(4.6, 9.6, 6.384615384615384)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.95)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:12.097739,"(4.6, 9.6, 6.384615384615384)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.95)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:13.046431,"(4.6, 9.6, 6.384615384615384)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.546153846153846)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:14.004510,"(4.6, 9.6, 6.384615384615384)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.546153846153846)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:15.056337,"(4.6, 9.6, 6.384615384615384)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.675)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:16.089510,"(4.6, 9.6, 6.384615384615384)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.675)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:17.170495,"(4.6, 9.6, 6.384615384615384)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.675)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:18.170475,"(4.6, 9.6, 6.384615384615384)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.675)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:19.205436,"(4.6, 9.6, 6.384615384615384)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.675)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:20.216135,"(4.6, 9.6, 7.661904761904761)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.675)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:21.154298,"(4.6, 9.6, 7.661904761904761)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.675)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:22.028140,"(4.6, 9.6, 6.96)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.675)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:23.002419,"(4.6, 9.6, 6.96)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.675)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:23.976399,"(4.6, 9.6, 6.96)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.675)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:25.018407,"(4.6, 9.6, 6.96)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.675)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:26.019154,"(4.6, 9.6, 6.96)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.675)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:27.086074,"(4.6, 9.6, 6.96)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.592307692307692)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:28.108449,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.615384615384617)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:29.140594,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.592307692307692)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:30.124195,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.592307692307692)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:31.052642,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.592307692307692)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:31.983994,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.592307692307692)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:32.937956,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.592307692307692)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:33.922417,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.592307692307692)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:34.928000,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.592307692307692)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:36.105128,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.592307692307692)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:37.187937,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.592307692307692)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:38.321056,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.966666666666667)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:39.496217,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 7.9375)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:40.784746,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.5)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:41.965164,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.96875)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:43.018904,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.8)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:43.925917,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.8)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:44.896481,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.0625)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:45.855953,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.0625)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:46.858941,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.0)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:47.931863,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.125)","(2.4, 2.48, 2.444)","(20.0, 50.0, 29.333333333333336)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:48.950403,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.125)","(2.4, 2.48, 2.444)","(20.0, 50.0, 29.333333333333336)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:49.989097,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.125)","(2.4, 2.48, 2.444)","(20.0, 50.0, 26.0)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:50.976721,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.125)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:51.975178,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.0)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:52.992932,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.85)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:54.038865,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.85)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:55.062778,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.85)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:56.072554,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.85)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:57.082595,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.85)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:58.054956,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.1875)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:59.013100,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.933333333333334)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:37:59.977994,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.25)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:00.909462,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.25)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:01.844460,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.25)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:02.765357,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.933333333333334)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:03.740045,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.95)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:04.736067,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.95)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:05.721327,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.246153846153847)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:06.629707,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.246153846153847)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:07.579791,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.246153846153847)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:08.449904,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.7125)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:09.345517,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.7125)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:10.268864,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.7125)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:11.214347,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.7125)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:12.153095,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.7125)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:13.130083,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.7125)","(2.4, 2.48, 2.444)","(20.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:14.145373,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.7125)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:15.126645,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.7125)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:16.147238,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.615384615384617)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:17.122443,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 9.1)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:18.103926,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.615384615384617)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:19.020327,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.615384615384617)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:19.987746,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.615384615384617)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:20.895226,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.615384615384617)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:21.770271,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.615384615384617)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:22.725851,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.615384615384617)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:23.643207,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.615384615384617)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:24.609328,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.615384615384617)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:25.602266,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.615384615384617)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:26.563715,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.615384615384617)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:27.572125,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.523076923076923)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:28.513931,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.523076923076923)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:29.511368,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.850000000000001)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:30.451712,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.9)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:31.457663,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 8.9)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:32.468726,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.523076923076923)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:33.457160,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.523076923076923)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:34.440822,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.523076923076923)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:35.441328,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.523076923076923)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:36.423944,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.523076923076923)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:37.386335,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.523076923076923)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:38.353717,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.523076923076923)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 4.133333333333334)"
09-01-2023 17:38:39.319506,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.523076923076923)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:40.250601,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.523076923076923)","(2.3, 2.48, 2.444)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:41.239439,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 63.5)","(5.0, 12.0, 10.523076923076923)","(2.3, 2.48, 2.3914754098360653)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:42.164527,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 55.07692307692307)","(5.0, 12.0, 8.04)","(2.3, 2.48, 2.3914754098360653)","(21.0, 50.0, 27.125)","(2.8, 4.7, 4.133333333333334)"
09-01-2023 17:38:43.112472,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 55.07692307692307)","(5.0, 12.0, 10.66)","(2.3, 2.48, 2.3914754098360653)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:44.028588,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 55.07692307692307)","(5.0, 12.0, 9.525)","(2.3, 2.48, 2.3914754098360653)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
09-01-2023 17:38:44.914625,"(4.6, 9.4, 7.942857142857143)","(26.0, 100.0, 55.07692307692307)","(5.0, 12.0, 9.525)","(2.3, 2.48, 2.152142857142857)","(21.0, 50.0, 27.125)","(2.8, 4.7, 3.566666666666667)"
