,Mr Wallace,The Heavyweight,Skylon,Our Kinsmen,Wild Irish Rover,Promise The Moon,Ultron,Loniesha,Nullify,Raging Climax
14-12-2022 13:52:52.536440,"(2.15, 2.36, 2.356675749318801)","(101.0, 340.0, 314.2857142857143)","(20.0, 27.0, 26.61)","(41.0, 65.0, 63.75)","(3.1, 3.75, 3.6601449275362317)","(13.0, 18.0, 17.078680203045685)","(61.0, 110.0, 104.64285714285714)","(91.0, 220.0, 211.11111111111111)","(5.0, 6.6, 6.542857142857143)","(61.0, 120.0, 109.33333333333333)"
14-12-2022 13:52:54.176119,"(2.15, 2.36, 2.373732193732194)","(101.0, 340.0, 307.14285714285717)","(20.0, 27.0, 26.61)","(41.0, 65.0, 62.368421052631575)","(3.1, 3.75, 3.6601449275362317)","(13.0, 18.0, 17.096858638743456)","(61.0, 110.0, 104.64285714285714)","(91.0, 220.0, 211.11111111111111)","(5.0, 6.6, 6.507692307692308)","(61.0, 120.0, 109.33333333333333)"
14-12-2022 13:52:55.633169,"(2.15, 2.38, 2.373732193732194)","(101.0, 330.0, 293.75)","(20.0, 27.0, 26.61)","(41.0, 65.0, 65.38461538461539)","(3.1, 3.75, 3.6879656160458456)","(13.0, 18.0, 17.093333333333334)","(61.0, 110.0, 95.0)","(91.0, 220.0, 226.66666666666669)","(5.0, 6.6, 6.511111111111111)","(61.0, 120.0, 109.33333333333333)"
14-12-2022 13:52:57.021554,"(2.15, 2.38, 2.373732193732194)","(101.0, 320.0, 293.75)","(20.0, 27.0, 26.61)","(41.0, 70.0, 63.57142857142857)","(3.1, 3.7, 3.6888297872340425)","(13.0, 18.0, 17.209302325581394)","(61.0, 100.0, 95.0)","(91.0, 240.0, 230.76923076923077)","(5.0, 6.6, 6.4799999999999995)","(61.0, 120.0, 109.33333333333333)"
14-12-2022 13:52:58.555903,"(2.15, 2.4, 2.3825071225071226)","(101.0, 320.0, 293.75)","(20.0, 27.0, 26.61)","(41.0, 65.0, 65.38461538461539)","(3.1, 3.7, 3.680095923261391)","(13.0, 18.0, 17.209302325581394)","(61.0, 100.0, 96.0)","(91.0, 240.0, 230.0)","(5.0, 6.6, 6.331506849315068)","(61.0, 120.0, 109.33333333333333)"
14-12-2022 13:53:00.240634,"(2.15, 2.4, 2.3819298245614036)","(101.0, 320.0, 290.0)","(20.0, 27.0, 26.602040816326532)","(41.0, 70.0, 62.5)","(3.0, 3.7, 3.787688984881209)","(13.0, 18.0, 16.58)","(61.0, 100.0, 93.33333333333333)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.6, 6.167605633802817)","(61.0, 120.0, 102.5)"
14-12-2022 13:53:01.951888,"(2.15, 2.4, 2.3813574660633483)","(101.0, 320.0, 290.0)","(20.0, 27.0, 26.589473684210525)","(41.0, 65.0, 64.78260869565217)","(3.0, 3.8, 3.783137254901961)","(13.0, 17.0, 16.58)","(61.0, 100.0, 95.0)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.2, 6.410714285714286)","(61.0, 110.0, 101.42857142857143)"
14-12-2022 13:53:03.513285,"(2.1, 2.38, 2.3662790697674416)","(101.0, 320.0, 290.0)","(20.0, 27.0, 26.589473684210525)","(41.0, 70.0, 63.0)","(3.1, 3.8, 3.7918316831683168)","(13.0, 17.0, 16.56741573033708)","(61.0, 100.0, 95.0)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.6, 6.359375)","(61.0, 110.0, 101.42857142857143)"
14-12-2022 13:53:05.111431,"(2.1, 2.38, 2.369019607843137)","(101.0, 320.0, 282.0)","(20.0, 27.0, 26.602040816326532)","(41.0, 65.0, 62.5)","(3.1, 3.8, 3.794946808510638)","(13.0, 17.0, 16.56741573033708)","(61.0, 100.0, 95.0)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.6, 6.359375)","(61.0, 110.0, 101.42857142857143)"
14-12-2022 13:53:06.594540,"(2.15, 2.38, 2.369019607843137)","(101.0, 290.0, 282.0)","(20.0, 27.0, 26.602040816326532)","(41.0, 65.0, 62.5)","(3.1, 3.8, 3.794946808510638)","(13.0, 17.0, 16.56741573033708)","(61.0, 100.0, 95.0)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.4, 6.24186046511628)","(61.0, 110.0, 101.42857142857143)"
14-12-2022 13:53:08.054073,"(2.15, 2.38, 2.3768181818181815)","(101.0, 290.0, 282.0)","(20.0, 27.0, 26.602040816326532)","(41.0, 65.0, 62.5)","(3.1, 3.8, 3.794946808510638)","(13.0, 17.0, 16.55576923076923)","(61.0, 100.0, 95.0)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.4, 6.181818181818182)","(61.0, 110.0, 101.42857142857143)"
14-12-2022 13:53:09.415533,"(2.1, 2.4, 2.380629095674967)","(101.0, 290.0, 282.0)","(20.0, 27.0, 26.602040816326532)","(41.0, 65.0, 62.5)","(3.1, 3.8, 3.771375)","(13.0, 17.0, 16.55576923076923)","(61.0, 110.0, 106.25)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.2, 6.181818181818182)","(61.0, 110.0, 101.42857142857143)"
14-12-2022 13:53:10.919596,"(2.1, 2.38, 2.3514861460957177)","(101.0, 290.0, 282.0)","(20.0, 27.0, 27.68)","(41.0, 65.0, 61.42857142857143)","(3.1, 3.8, 3.7720472440944883)","(13.0, 17.0, 16.55058365758755)","(61.0, 110.0, 106.25)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.4, 6.224)","(61.0, 110.0, 96.15384615384616)"
14-12-2022 13:53:12.366699,"(2.1, 2.36, 2.350478723404255)","(101.0, 290.0, 282.0)","(20.0, 28.0, 27.68)","(41.0, 65.0, 63.18181818181818)","(3.1, 3.8, 3.7726415094339623)","(13.0, 17.0, 16.55058365758755)","(61.0, 110.0, 106.05263157894737)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.4, 6.224)","(61.0, 110.0, 96.15384615384616)"
14-12-2022 13:53:13.895499,"(2.1, 2.36, 2.3391011235955053)","(101.0, 290.0, 413.33333333333337)","(20.0, 28.0, 27.68)","(41.0, 65.0, 61.42857142857143)","(3.1, 3.8, 3.768181818181818)","(13.0, 17.0, 16.55058365758755)","(61.0, 110.0, 106.05263157894737)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.4, 6.248739495798319)","(61.0, 110.0, 96.15384615384616)"
14-12-2022 13:53:15.424713,"(2.1, 2.34, 2.347090909090909)","(101.0, 440.0, 405.55555555555554)","(20.0, 28.0, 27.68)","(41.0, 65.0, 63.18181818181818)","(3.1, 3.8, 3.767333333333333)","(13.0, 17.0, 16.541338582677167)","(61.0, 110.0, 105.0)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.4, 6.248739495798319)","(61.0, 110.0, 96.15384615384616)"
14-12-2022 13:53:17.208980,"(2.1, 2.36, 2.348861985472155)","(101.0, 430.0, 433.75)","(20.0, 28.0, 27.05)","(41.0, 65.0, 61.42857142857143)","(3.1, 3.8, 3.7719026548672567)","(13.0, 17.0, 16.533203125)","(61.0, 110.0, 105.0)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.4, 6.281904761904762)","(61.0, 110.0, 96.15384615384616)"
14-12-2022 13:53:18.960516,"(2.1, 2.36, 2.3323116883116883)","(101.0, 450.0, 433.75)","(20.0, 28.0, 26.51948051948052)","(41.0, 65.0, 63.18181818181818)","(3.1, 3.8, 3.9328358208955225)","(13.0, 17.0, 16.533203125)","(61.0, 110.0, 103.75)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.4, 6.235114503816794)","(61.0, 110.0, 96.15384615384616)"
14-12-2022 13:53:20.657377,"(2.1, 2.34, 2.339426523297491)","(101.0, 450.0, 352.8571428571429)","(20.0, 28.0, 26.59259259259259)","(41.0, 65.0, 62.5)","(3.1, 3.95, 3.9328358208955225)","(13.0, 17.0, 16.527667984189723)","(61.0, 110.0, 103.75)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.4, 6.243478260869566)","(61.0, 110.0, 96.15384615384616)"
14-12-2022 13:53:22.077825,"(2.1, 2.34, 2.339426523297491)","(101.0, 430.0, 363.3333333333333)","(20.0, 28.0, 26.564705882352943)","(41.0, 65.0, 59.5)","(3.1, 3.95, 3.912058823529412)","(13.0, 17.0, 16.518145161290324)","(61.0, 110.0, 98.84615384615384)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.4, 6.170949720670391)","(61.0, 110.0, 93.92857142857143)"
14-12-2022 13:53:23.678489,"(2.1, 2.36, 2.3441830065359475)","(101.0, 420.0, 356.6666666666667)","(20.0, 28.0, 26.571428571428573)","(41.0, 60.0, 59.5)","(3.1, 3.95, 3.9125766871165646)","(13.0, 17.0, 16.51829268292683)","(61.0, 100.0, 105.0)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.2, 6.170949720670391)","(61.0, 110.0, 93.5)"
14-12-2022 13:53:25.389039,"(2.1, 2.36, 2.348181818181818)","(101.0, 410.0, 350.0)","(20.0, 28.0, 26.558139534883722)","(41.0, 60.0, 59.09090909090909)","(3.1, 3.95, 3.9202970297029704)","(13.0, 17.0, 16.51792828685259)","(61.0, 110.0, 99.11764705882354)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.2, 6.176888888888889)","(61.0, 95.0, 93.5)"
14-12-2022 13:53:27.278251,"(2.1, 2.36, 2.3532773109243696)","(101.0, 400.0, 350.0)","(20.0, 28.0, 26.272727272727273)","(41.0, 60.0, 60.0)","(3.1, 3.95, 3.891346153846154)","(13.0, 17.0, 16.504255319148935)","(61.0, 100.0, 104.73684210526315)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.2, 6.193814432989691)","(61.0, 95.0, 93.33333333333333)"
14-12-2022 13:53:28.958065,"(2.1, 2.38, 2.3569659442724458)","(101.0, 400.0, 362.0)","(20.0, 28.0, 26.272727272727273)","(41.0, 65.0, 60.0)","(3.1, 3.95, 3.8797297297297297)","(13.0, 17.0, 16.233333333333334)","(61.0, 110.0, 99.42307692307692)","(91.0, 240.0, 226.66666666666669)","(5.0, 6.2, 6.211570247933884)","(61.0, 110.0, 93.33333333333333)"
14-12-2022 13:53:30.669994,"(2.1, 2.36, 2.347170693686672)","(101.0, 390.0, 358.33333333333337)","(20.0, 28.0, 26.298507462686565)","(41.0, 65.0, 60.89285714285714)","(3.1, 3.9, 3.8656488549618317)","(13.0, 16.5, 16.136363636363637)","(61.0, 110.0, 99.81481481481481)","(91.0, 240.0, 227.5)","(5.0, 6.4, 6.175)","(61.0, 110.0, 96.11111111111111)"
14-12-2022 13:53:32.640109,"(2.1, 2.38, 2.3477830940988835)","(101.0, 380.0, 391.66666666666663)","(20.0, 28.0, 26.298507462686565)","(41.0, 70.0, 62.85714285714286)","(3.1, 3.9, 3.8656488549618317)","(13.0, 16.5, 15.942622950819672)","(61.0, 110.0, 99.81481481481481)","(91.0, 240.0, 232.30769230769232)","(5.0, 6.2, 6.175)","(61.0, 110.0, 96.11111111111111)"
14-12-2022 13:53:34.207989,"(2.1, 2.38, 2.3607726864330636)","(101.0, 420.0, 313.3333333333333)","(20.0, 28.0, 26.298507462686565)","(41.0, 65.0, 59.23076923076923)","(3.1, 3.9, 3.857534246575342)","(13.0, 16.0, 15.942622950819672)","(61.0, 110.0, 98.33333333333333)","(91.0, 240.0, 222.0)","(5.0, 6.2, 6.175)","(61.0, 110.0, 97.0)"
14-12-2022 13:53:35.615791,"(2.1, 2.38, 2.3607726864330636)","(101.0, 420.0, 313.3333333333333)","(20.0, 28.0, 26.298507462686565)","(41.0, 60.0, 59.23076923076923)","(3.1, 3.9, 3.7846153846153845)","(13.0, 16.0, 16.00378787878788)","(61.0, 100.0, 98.33333333333333)","(91.0, 230.0, 223.84615384615384)","(5.0, 6.2, 6.173722627737226)","(61.0, 100.0, 97.0)"
14-12-2022 13:53:36.988907,"(2.1, 2.38, 2.3607726864330636)","(101.0, 420.0, 340.0)","(20.0, 28.0, 26.438356164383563)","(41.0, 60.0, 59.23076923076923)","(3.1, 3.8, 3.7846153846153845)","(13.0, 17.0, 16.00378787878788)","(61.0, 100.0, 98.33333333333333)","(91.0, 230.0, 223.84615384615384)","(5.0, 6.2, 6.173722627737226)","(61.0, 100.0, 97.0)"
14-12-2022 13:53:38.412947,"(2.1, 2.38, 2.3607726864330636)","(101.0, 420.0, 340.0)","(20.0, 28.0, 26.438356164383563)","(41.0, 60.0, 59.23076923076923)","(3.1, 3.8, 3.7846153846153845)","(13.0, 17.0, 16.065015479876163)","(61.0, 100.0, 89.70588235294117)","(91.0, 230.0, 224.28571428571428)","(5.0, 6.2, 6.185365853658537)","(61.0, 100.0, 95.0)"
14-12-2022 13:53:39.799597,"(2.1, 2.38, 2.3607671721677073)","(101.0, 420.0, 313.3333333333333)","(20.0, 28.0, 26.5)","(41.0, 60.0, 59.67741935483871)","(3.1, 3.8, 3.732278481012658)","(13.0, 17.0, 16.06709265175719)","(61.0, 90.0, 89.70588235294117)","(91.0, 230.0, 222.72727272727272)","(5.0, 6.2, 6.217948717948718)","(61.0, 100.0, 92.5)"
14-12-2022 13:53:41.375577,"(2.1, 2.36, 2.354841849148418)","(101.0, 420.0, 380.0)","(20.0, 28.0, 26.5)","(41.0, 60.0, 59.67741935483871)","(3.1, 3.8, 3.7302631578947367)","(13.0, 17.0, 16.554577464788732)","(61.0, 90.0, 89.28571428571429)","(91.0, 230.0, 222.72727272727272)","(5.0, 6.4, 6.217948717948718)","(61.0, 100.0, 92.5)"
14-12-2022 13:53:42.815845,"(2.1, 2.36, 2.354841849148418)","(101.0, 420.0, 402.5)","(20.0, 28.0, 26.410958904109588)","(41.0, 60.0, 59.67741935483871)","(3.1, 3.75, 3.665277777777778)","(13.0, 17.0, 16.55034722222222)","(61.0, 90.0, 88.33333333333333)","(91.0, 230.0, 224.28571428571428)","(5.0, 6.4, 6.324064171122995)","(61.0, 100.0, 92.5)"
14-12-2022 13:53:44.149544,"(2.1, 2.36, 2.354841849148418)","(101.0, 450.0, 402.5)","(20.0, 28.0, 26.410958904109588)","(41.0, 60.0, 64.0625)","(3.1, 3.7, 3.6535714285714285)","(13.0, 17.0, 16.55034722222222)","(61.0, 90.0, 88.33333333333333)","(91.0, 230.0, 224.28571428571428)","(5.0, 6.4, 6.330337078651685)","(61.0, 100.0, 92.5)"
14-12-2022 13:53:45.732520,"(2.1, 2.36, 2.3534065934065933)","(101.0, 450.0, 290.0)","(20.0, 28.0, 25.928571428571427)","(41.0, 65.0, 63.10810810810811)","(3.1, 3.7, 3.981358189081225)","(13.0, 17.0, 16.01145038167939)","(61.0, 90.0, 88.0)","(91.0, 230.0, 218.57142857142858)","(5.0, 6.4, 6.233707865168539)","(61.0, 100.0, 91.25)"
14-12-2022 13:53:47.220814,"(2.1, 2.36, 2.357560975609756)","(101.0, 440.0, 316.6666666666667)","(20.0, 28.0, 26.935483870967744)","(41.0, 70.0, 63.57142857142857)","(3.1, 4.0, 3.8142857142857145)","(13.0, 17.0, 16.109154929577464)","(61.0, 90.0, 89.82758620689656)","(91.0, 230.0, 210.0)","(5.0, 6.4, 6.221686746987952)","(61.0, 110.0, 83.82352941176471)"
14-12-2022 13:53:48.842317,"(2.1, 2.36, 2.3597518610421835)","(101.0, 430.0, 290.0)","(20.0, 27.0, 26.923076923076923)","(41.0, 65.0, 62.714285714285715)","(3.1, 3.9, 3.7879120879120878)","(13.0, 17.0, 16.111913357400724)","(61.0, 90.0, 89.82758620689656)","(91.0, 230.0, 210.0)","(5.0, 6.4, 6.358235294117647)","(61.0, 85.0, 83.57142857142857)"
14-12-2022 13:53:50.291650,"(2.1, 2.36, 2.366055646481178)","(101.0, 440.0, 316.6666666666667)","(20.0, 27.0, 26.923076923076923)","(41.0, 70.0, 63.57142857142857)","(3.1, 3.9, 3.7778625954198475)","(13.0, 17.0, 16.102990033222593)","(61.0, 90.0, 89.82758620689656)","(91.0, 230.0, 218.0)","(5.0, 6.4, 6.362537764350454)","(61.0, 85.0, 83.57142857142857)"
14-12-2022 13:53:51.888473,"(2.1, 2.38, 2.371391585760518)","(101.0, 430.0, 290.0)","(20.0, 27.0, 26.379310344827587)","(41.0, 65.0, 61.75)","(3.1, 3.85, 3.790909090909091)","(13.0, 17.0, 16.156976744186046)","(61.0, 90.0, 89.82758620689656)","(91.0, 230.0, 222.5)","(5.0, 6.4, 6.31448275862069)","(51.0, 85.0, 83.57142857142857)"
14-12-2022 13:53:53.475505,"(2.1, 2.38, 2.3730054644808742)","(101.0, 440.0, 316.6666666666667)","(20.0, 27.0, 26.05263157894737)","(41.0, 70.0, 63.333333333333336)","(3.1, 3.95, 3.7545454545454544)","(13.0, 17.0, 16.147058823529413)","(61.0, 90.0, 89.82758620689656)","(91.0, 230.0, 222.5)","(5.0, 6.4, 6.297577854671281)","(51.0, 85.0, 97.71739130434783)"
14-12-2022 13:53:55.062796,"(2.1, 2.38, 2.3730054644808742)","(101.0, 430.0, 350.0)","(20.0, 27.0, 26.57142857142857)","(41.0, 65.0, 63.57142857142857)","(3.1, 3.9, 3.8989583333333333)","(13.0, 17.0, 16.09375)","(61.0, 90.0, 89.81481481481481)","(91.0, 230.0, 221.42857142857142)","(5.0, 6.4, 6.17531914893617)","(51.0, 100.0, 97.61363636363636)"
14-12-2022 13:53:56.550589,"(2.1, 2.38, 2.3674999999999997)","(101.0, 430.0, 391.66666666666663)","(20.0, 27.0, 26.57142857142857)","(41.0, 65.0, 61.0)","(3.1, 3.9, 3.897297297297297)","(13.0, 17.0, 16.06081081081081)","(61.0, 90.0, 89.81481481481481)","(91.0, 230.0, 221.42857142857142)","(5.0, 6.2, 6.17847533632287)","(51.0, 100.0, 97.61363636363636)"
14-12-2022 13:53:58.034116,"(2.1, 2.38, 2.3674999999999997)","(101.0, 420.0, 390.0)","(20.0, 27.0, 26.46)","(41.0, 65.0, 61.2)","(3.1, 3.9, 4.05)","(13.0, 17.0, 16.443037974683545)","(61.0, 90.0, 89.64285714285714)","(91.0, 230.0, 220.0)","(5.0, 6.2, 6.174520547945206)","(51.0, 100.0, 94.4186046511628)"
14-12-2022 13:53:59.476835,"(2.1, 2.4, 2.380558659217877)","(101.0, 410.0, 381.1764705882353)","(20.0, 27.0, 26.402985074626866)","(41.0, 65.0, 52.0)","(3.1, 4.1, 4.029411764705882)","(13.0, 16.5, 16.166666666666668)","(61.0, 90.0, 89.64285714285714)","(91.0, 230.0, 210.0)","(5.0, 6.2, 6.172254335260115)","(51.0, 100.0, 93.6842105263158)"
14-12-2022 13:54:00.956444,"(2.1, 2.4, 2.3657638888888886)","(101.0, 400.0, 382.22222222222223)","(20.0, 27.0, 25.75)","(41.0, 55.0, 52.3)","(3.1, 4.1, 3.8814569536423837)","(13.0, 16.5, 15.766666666666667)","(61.0, 90.0, 89.66666666666667)","(91.0, 230.0, 200.0)","(5.0, 6.2, 5.993457943925233)","(51.0, 100.0, 93.84615384615384)"
14-12-2022 13:54:02.420642,"(2.1, 2.4, 2.3873427471116817)","(101.0, 400.0, 382.22222222222223)","(20.0, 27.0, 25.75)","(41.0, 55.0, 52.3)","(3.1, 4.1, 3.8814569536423837)","(13.0, 16.5, 15.785714285714286)","(61.0, 90.0, 102.85714285714286)","(91.0, 230.0, 196.66666666666666)","(5.0, 6.0, 5.993225806451613)","(51.0, 100.0, 94.375)"
14-12-2022 13:54:03.751224,"(2.1, 2.4, 2.388105436573311)","(101.0, 400.0, 390.5882352941177)","(20.0, 27.0, 26.035714285714285)","(41.0, 55.0, 50.625)","(3.1, 4.0, 3.9318181818181817)","(13.0, 16.0, 15.785714285714286)","(61.0, 110.0, 102.85714285714286)","(91.0, 230.0, 196.66666666666666)","(5.0, 6.0, 5.993225806451613)","(51.0, 100.0, 94.375)"
14-12-2022 13:54:05.176399,"(2.1, 2.4, 2.390461538461538)","(101.0, 400.0, 390.5882352941177)","(20.0, 26.0, 25.894736842105264)","(41.0, 55.0, 50.625)","(3.1, 4.0, 3.958139534883721)","(13.0, 16.0, 15.785714285714286)","(61.0, 110.0, 101.42857142857143)","(91.0, 230.0, 210.0)","(5.0, 6.0, 5.993225806451613)","(51.0, 100.0, 94.375)"
14-12-2022 13:54:06.980047,"(2.1, 2.4, 2.390461538461538)","(101.0, 400.0, 390.5882352941177)","(20.0, 27.0, 25.933333333333334)","(41.0, 55.0, 51.81818181818182)","(3.1, 3.85, 3.849375)","(13.0, 16.0, 15.785714285714286)","(61.0, 110.0, 101.42857142857143)","(91.0, 210.0, 202.5)","(5.0, 6.0, 5.979166666666667)","(51.0, 100.0, 96.36363636363636)"
14-12-2022 13:54:08.540075,"(2.1, 2.4, 2.3907722772277227)","(101.0, 400.0, 390.5882352941177)","(20.0, 26.0, 25.318181818181817)","(41.0, 55.0, 51.875)","(3.2, 3.95, 3.9417910447761195)","(13.0, 16.0, 15.953846153846154)","(61.0, 110.0, 106.25)","(81.0, 210.0, 202.5)","(5.0, 6.0, 5.796551724137931)","(51.0, 100.0, 96.36363636363636)"
14-12-2022 13:54:10.155980,"(2.1, 2.4, 2.3907722772277227)","(101.0, 400.0, 390.5882352941177)","(20.0, 26.0, 25.318181818181817)","(41.0, 55.0, 52.69230769230769)","(3.2, 3.95, 3.882083333333333)","(13.0, 16.0, 15.953846153846154)","(61.0, 110.0, 105.0)","(81.0, 210.0, 202.5)","(5.0, 5.9, 5.783870967741936)","(51.0, 100.0, 93.33333333333333)"
14-12-2022 13:54:11.729090,"(2.1, 2.4, 2.392397003745318)","(101.0, 400.0, 390.5882352941177)","(20.0, 26.0, 25.872340425531913)","(41.0, 55.0, 52.69230769230769)","(3.2, 3.9, 3.852027027027027)","(13.0, 16.0, 15.69767441860465)","(61.0, 110.0, 108.33333333333333)","(81.0, 210.0, 222.5)","(5.0, 5.9, 5.780246913580247)","(51.0, 100.0, 95.0)"
14-12-2022 13:54:13.931508,"(2.1, 2.4, 2.3669767441860463)","(101.0, 400.0, 350.0)","(20.0, 26.0, 26.041666666666668)","(41.0, 55.0, 49.888888888888886)","(3.2, 3.9, 3.855757575757576)","(13.0, 15.0, 14.567415730337078)","(61.0, 110.0, 106.53846153846153)","(81.0, 230.0, 222.5)","(5.0, 5.9, 5.783870967741936)","(51.0, 100.0, 96.15384615384616)"
14-12-2022 13:54:15.497267,"(2.1, 2.38, 2.370329218106996)","(101.0, 400.0, 378.57142857142856)","(20.0, 27.0, 26.041666666666668)","(41.0, 60.0, 55.35714285714286)","(3.2, 3.9, 3.8557333333333332)","(13.0, 15.0, 14.592783505154639)","(61.0, 110.0, 103.6842105263158)","(81.0, 230.0, 210.0)","(5.0, 5.9, 5.826229508196722)","(51.0, 100.0, 95.83333333333333)"
14-12-2022 13:54:17.262024,"(2.1, 2.38, 2.377310344827586)","(101.0, 400.0, 330.0)","(20.0, 27.0, 26.608695652173914)","(41.0, 60.0, 54.6875)","(3.2, 3.9, 3.7823529411764705)","(13.0, 15.0, 15.436708860759493)","(61.0, 120.0, 101.71428571428571)","(81.0, 230.0, 223.33333333333334)","(5.0, 5.9, 5.804255319148936)","(51.0, 100.0, 98.57142857142857)"
14-12-2022 13:54:19.082335,"(2.1, 2.38, 2.379527027027027)","(101.0, 400.0, 378.57142857142856)","(20.0, 27.0, 25.551020408163264)","(41.0, 60.0, 53.559322033898304)","(3.2, 3.9, 3.8038461538461537)","(13.0, 16.5, 15.583333333333334)","(61.0, 120.0, 104.76190476190476)","(81.0, 230.0, 210.0)","(5.0, 5.8, 5.797044334975369)","(51.0, 100.0, 99.52380952380952)"
14-12-2022 13:54:20.816173,"(2.1, 2.38, 2.379927095990279)","(101.0, 400.0, 330.0)","(20.0, 26.0, 25.61061946902655)","(41.0, 60.0, 54.32835820895522)","(3.2, 3.9, 3.943373493975904)","(13.0, 16.0, 16.253846153846155)","(61.0, 120.0, 104.39024390243902)","(81.0, 230.0, 224.54545454545453)","(5.0, 5.8, 5.797029702970297)","(51.0, 100.0, 99.78260869565217)"
14-12-2022 13:54:22.417834,"(2.1, 2.38, 2.379927095990279)","(101.0, 400.0, 330.0)","(20.0, 26.0, 25.619718309859156)","(41.0, 60.0, 54.24242424242424)","(3.2, 3.95, 3.942296918767507)","(13.0, 16.5, 15.083333333333334)","(61.0, 120.0, 104.51612903225806)","(81.0, 230.0, 210.0)","(5.0, 5.8, 5.632631578947368)","(51.0, 100.0, 106.66666666666667)"
14-12-2022 13:54:23.958086,"(2.1, 2.38, 2.3797587454764777)","(101.0, 400.0, 330.0)","(20.0, 26.0, 25.684210526315788)","(41.0, 60.0, 55.68181818181818)","(3.2, 3.95, 3.8563492063492064)","(13.0, 15.5, 15.48404255319149)","(61.0, 120.0, 105.625)","(81.0, 230.0, 224.54545454545453)","(5.0, 5.7, 5.567680608365019)","(51.0, 110.0, 106.875)"
14-12-2022 13:54:25.513736,"(2.1, 2.38, 2.3797587454764777)","(101.0, 400.0, 330.0)","(20.0, 26.0, 25.684210526315788)","(41.0, 60.0, 55.68181818181818)","(3.2, 3.95, 3.8563492063492064)","(13.0, 15.5, 15.48404255319149)","(61.0, 120.0, 105.625)","(81.0, 230.0, 224.54545454545453)","(5.0, 5.7, 5.567680608365019)","(51.0, 110.0, 106.875)"
14-12-2022 13:54:27.128622,"(2.1, 2.38, 2.3834685314685315)","(101.0, 400.0, 330.0)","(20.0, 26.0, 25.684210526315788)","(41.0, 60.0, 55.58139534883721)","(3.2, 3.95, 3.8537037037037036)","(13.0, 15.5, 15.46)","(61.0, 120.0, 106.34146341463415)","(81.0, 230.0, 225.3846153846154)","(5.0, 5.7, 5.56504854368932)","(51.0, 110.0, 107.36842105263158)"
14-12-2022 13:54:28.713394,"(2.1, 2.4, 2.3942826321467097)","(101.0, 400.0, 350.0)","(20.0, 26.0, 25.652173913043477)","(41.0, 60.0, 56.49425287356322)","(3.2, 3.95, 3.916666666666667)","(13.0, 15.5, 15.705882352941176)","(61.0, 120.0, 106.0)","(81.0, 230.0, 211.25)","(5.0, 5.6, 5.562886597938144)","(51.0, 110.0, 107.36842105263158)"
14-12-2022 13:54:30.291639,"(2.1, 2.42, 2.388958333333333)","(101.0, 400.0, 350.0)","(20.0, 26.0, 25.652173913043477)","(41.0, 60.0, 56.49425287356322)","(3.2, 3.95, 3.875465838509317)","(13.0, 16.0, 14.623893805309734)","(61.0, 120.0, 106.0)","(81.0, 230.0, 206.66666666666666)","(5.0, 5.6, 5.5767741935483865)","(51.0, 110.0, 107.36842105263158)"
14-12-2022 13:54:31.795385,"(2.1, 2.42, 2.3850439882697945)","(101.0, 460.0, 426.6666666666667)","(20.0, 26.0, 25.692307692307693)","(41.0, 60.0, 56.64835164835165)","(3.2, 3.9, 3.8612745098039216)","(13.0, 15.0, 14.631578947368421)","(61.0, 120.0, 103.03030303030303)","(81.0, 240.0, 206.66666666666666)","(5.0, 5.6, 5.608108108108108)","(51.0, 110.0, 107.36842105263158)"
14-12-2022 13:54:33.363461,"(2.1, 2.42, 2.402639751552795)","(101.0, 460.0, 426.6666666666667)","(20.0, 26.0, 25.692307692307693)","(41.0, 60.0, 56.68539325842696)","(3.2, 3.9, 3.831782945736434)","(13.0, 15.0, 14.472222222222221)","(61.0, 120.0, 103.03030303030303)","(81.0, 240.0, 215.0)","(5.0, 5.7, 5.607317073170732)","(51.0, 110.0, 107.77777777777777)"
14-12-2022 13:54:34.916794,"(2.1, 2.42, 2.4022847682119206)","(101.0, 500.0, 468.3333333333333)","(20.0, 26.0, 26.958333333333332)","(41.0, 60.0, 57.340425531914896)","(3.2, 3.9, 3.8416107382550337)","(13.0, 14.5, 14.65702479338843)","(61.0, 120.0, 110.38461538461539)","(81.0, 240.0, 220.0)","(5.0, 5.7, 5.663265306122449)","(51.0, 110.0, 108.94736842105263)"
