,Mr Wallace,The Heavyweight,Skylon,Our Kinsmen,Wild Irish Rover,Promise The Moon,Ultron,Loniesha,Nullify,Raging Climax
14-12-2022 13:46:35.799948,"(2.3, 2.56, 2.550891089108911)","(101.0, 580.0, 426.25)","(20.0, 32.0, 29.52173913043478)","(41.0, 65.0, 61.666666666666664)","(2.8, 3.4, 3.489423076923077)","(14.0, 18.5, 16.67391304347826)","(51.0, 130.0, 123.125)","(61.0, 210.0, 182.3076923076923)","(5.0, 6.8, 6.555186721991701)","(31.0, 110.0, 100.0)"
14-12-2022 13:46:37.092738,"(2.3, 2.56, 2.550891089108911)","(101.0, 580.0, 462.85714285714283)","(20.0, 32.0, 29.52173913043478)","(41.0, 65.0, 61.666666666666664)","(2.8, 3.5, 3.43030303030303)","(14.0, 18.5, 16.67391304347826)","(51.0, 130.0, 123.125)","(61.0, 210.0, 182.3076923076923)","(5.0, 6.6, 6.361133603238867)","(31.0, 110.0, 100.0)"
14-12-2022 13:46:38.309757,"(2.3, 2.56, 2.550891089108911)","(101.0, 570.0, 455.7142857142857)","(20.0, 32.0, 29.52173913043478)","(41.0, 65.0, 61.666666666666664)","(2.8, 3.5, 3.43030303030303)","(14.0, 18.5, 17.1)","(51.0, 130.0, 123.125)","(61.0, 210.0, 182.3076923076923)","(5.0, 6.4, 6.361904761904762)","(31.0, 110.0, 100.0)"
14-12-2022 13:46:39.637477,"(2.3, 2.56, 2.550891089108911)","(101.0, 550.0, 441.42857142857144)","(20.0, 32.0, 29.52173913043478)","(41.0, 65.0, 61.666666666666664)","(2.8, 3.5, 3.43030303030303)","(14.0, 18.0, 17.1)","(51.0, 130.0, 123.125)","(61.0, 210.0, 182.3076923076923)","(5.0, 6.4, 6.361904761904762)","(31.0, 110.0, 100.0)"
14-12-2022 13:46:41.099697,"(2.3, 2.56, 2.550891089108911)","(101.0, 540.0, 434.2857142857143)","(20.0, 32.0, 29.52173913043478)","(41.0, 65.0, 61.666666666666664)","(2.8, 3.5, 3.43030303030303)","(14.0, 18.0, 17.1)","(51.0, 130.0, 123.125)","(61.0, 210.0, 182.3076923076923)","(5.0, 6.4, 6.361904761904762)","(31.0, 110.0, 100.0)"
14-12-2022 13:46:42.465516,"(2.3, 2.56, 2.5478947368421054)","(101.0, 540.0, 434.2857142857143)","(20.0, 32.0, 29.52173913043478)","(41.0, 65.0, 61.666666666666664)","(2.8, 3.5, 3.43030303030303)","(14.0, 18.0, 17.1)","(51.0, 130.0, 123.125)","(61.0, 210.0, 182.3076923076923)","(5.0, 6.4, 6.361904761904762)","(31.0, 110.0, 102.0)"
14-12-2022 13:46:43.909062,"(2.3, 2.56, 2.5375280898876404)","(101.0, 530.0, 395.0)","(20.0, 32.0, 29.52173913043478)","(41.0, 65.0, 61.666666666666664)","(2.8, 3.5, 3.43030303030303)","(14.0, 18.0, 17.1)","(51.0, 130.0, 123.125)","(61.0, 210.0, 182.3076923076923)","(5.0, 6.4, 6.188429752066116)","(31.0, 110.0, 102.0)"
14-12-2022 13:46:45.297756,"(2.3, 2.58, 2.5375280898876404)","(101.0, 530.0, 395.0)","(20.0, 32.0, 29.52173913043478)","(41.0, 65.0, 62.69230769230769)","(2.8, 3.5, 3.43030303030303)","(14.0, 18.0, 17.5)","(51.0, 130.0, 123.125)","(61.0, 210.0, 182.3076923076923)","(5.0, 6.2, 6.188429752066116)","(31.0, 110.0, 100.0)"
14-12-2022 13:46:46.736690,"(2.3, 2.58, 2.5375280898876404)","(101.0, 530.0, 395.0)","(20.0, 32.0, 29.52173913043478)","(41.0, 65.0, 62.69230769230769)","(2.8, 3.5, 3.43030303030303)","(14.0, 18.0, 17.5)","(51.0, 130.0, 123.125)","(61.0, 210.0, 153.33333333333334)","(5.0, 6.2, 6.188429752066116)","(31.0, 110.0, 90.0)"
14-12-2022 13:46:47.988227,"(2.3, 2.58, 2.5375280898876404)","(101.0, 530.0, 395.0)","(20.0, 32.0, 29.52173913043478)","(41.0, 65.0, 60.0)","(2.8, 3.5, 3.425)","(14.0, 18.0, 17.5)","(51.0, 130.0, 123.125)","(61.0, 270.0, 182.5)","(5.0, 6.2, 6.188429752066116)","(31.0, 110.0, 90.0)"
14-12-2022 13:46:49.440236,"(2.3, 2.56, 2.559285714285714)","(101.0, 530.0, 395.0)","(20.0, 32.0, 29.52173913043478)","(41.0, 65.0, 60.0)","(2.8, 3.45, 3.425)","(14.0, 18.0, 17.5)","(51.0, 130.0, 123.125)","(61.0, 270.0, 161.42857142857144)","(5.0, 6.2, 6.188429752066116)","(31.0, 110.0, 90.0)"
14-12-2022 13:46:50.902198,"(2.3, 2.56, 2.6158810068649885)","(101.0, 530.0, 470.0)","(20.0, 32.0, 29.52173913043478)","(41.0, 65.0, 62.69230769230769)","(2.8, 3.45, 3.4407317073170733)","(14.0, 18.0, 17.5)","(51.0, 130.0, 123.125)","(61.0, 250.0, 157.14285714285714)","(5.0, 6.2, 6.187096774193549)","(31.0, 110.0, 90.0)"
14-12-2022 13:46:52.430131,"(2.3, 2.62, 2.612436974789916)","(101.0, 590.0, 495.0)","(20.0, 32.0, 29.48)","(41.0, 65.0, 59.565217391304344)","(2.8, 3.45, 3.4335443037974684)","(14.0, 18.0, 16.863636363636363)","(51.0, 130.0, 117.0)","(61.0, 240.0, 173.75)","(5.0, 6.2, 6.171308016877637)","(31.0, 110.0, 87.5)"
14-12-2022 13:46:53.769335,"(2.3, 2.62, 2.6198627630375118)","(101.0, 560.0, 404.2857142857143)","(20.0, 32.0, 30.384615384615383)","(41.0, 60.0, 62.5)","(2.8, 3.45, 3.4454545454545458)","(14.0, 17.5, 17.80952380952381)","(51.0, 120.0, 122.66666666666666)","(61.0, 200.0, 157.5)","(5.0, 6.2, 6.186274509803922)","(31.0, 110.0, 138.33333333333331)"
14-12-2022 13:46:55.095272,"(2.3, 2.62, 2.619725526075023)","(101.0, 580.0, 404.2857142857143)","(20.0, 32.0, 30.384615384615383)","(41.0, 65.0, 62.5)","(2.8, 3.45, 3.4454545454545458)","(14.0, 18.0, 17.46153846153846)","(51.0, 130.0, 122.66666666666666)","(61.0, 220.0, 141.0)","(5.0, 6.2, 6.186274509803922)","(31.0, 150.0, 148.75)"
14-12-2022 13:46:56.346193,"(2.3, 2.62, 2.619725526075023)","(101.0, 580.0, 404.2857142857143)","(20.0, 32.0, 30.384615384615383)","(41.0, 65.0, 62.5)","(2.8, 3.45, 3.4454545454545458)","(14.0, 18.0, 17.363636363636363)","(51.0, 130.0, 123.88888888888889)","(61.0, 210.0, 141.0)","(5.0, 6.2, 6.186274509803922)","(31.0, 170.0, 135.0)"
14-12-2022 13:46:57.596047,"(2.3, 2.62, 2.619725526075023)","(101.0, 570.0, 370.0)","(20.0, 32.0, 30.384615384615383)","(41.0, 65.0, 62.5)","(2.8, 3.45, 3.4454545454545458)","(14.0, 18.0, 17.184210526315788)","(51.0, 130.0, 123.88888888888889)","(61.0, 210.0, 141.0)","(5.0, 6.2, 6.186274509803922)","(31.0, 160.0, 135.0)"
14-12-2022 13:46:58.912119,"(2.3, 2.62, 2.619725526075023)","(101.0, 550.0, 360.0)","(20.0, 32.0, 30.384615384615383)","(41.0, 65.0, 62.5)","(2.8, 3.45, 3.4454545454545458)","(14.0, 17.5, 17.184210526315788)","(51.0, 130.0, 123.88888888888889)","(61.0, 210.0, 141.0)","(5.0, 6.2, 6.165022421524664)","(31.0, 160.0, 135.0)"
14-12-2022 13:47:00.305004,"(2.3, 2.62, 2.6197191011235956)","(101.0, 530.0, 375.7142857142857)","(20.0, 32.0, 30.384615384615383)","(41.0, 65.0, 62.5)","(2.8, 3.45, 3.4454545454545458)","(14.0, 17.5, 17.184210526315788)","(51.0, 130.0, 110.0)","(61.0, 210.0, 141.0)","(5.0, 6.2, 6.154621848739496)","(31.0, 160.0, 118.75)"
14-12-2022 13:47:01.577160,"(2.3, 2.62, 2.6197191011235956)","(101.0, 520.0, 403.33333333333337)","(20.0, 32.0, 30.384615384615383)","(41.0, 65.0, 62.5)","(2.8, 3.45, 3.4369791666666667)","(14.0, 17.5, 17.184210526315788)","(51.0, 120.0, 112.72727272727272)","(61.0, 210.0, 123.75)","(5.0, 6.2, 6.154621848739496)","(31.0, 130.0, 118.75)"
14-12-2022 13:47:03.000419,"(2.3, 2.62, 2.6197191011235956)","(101.0, 520.0, 403.33333333333337)","(20.0, 32.0, 30.384615384615383)","(41.0, 65.0, 62.5)","(2.8, 3.45, 3.4369791666666667)","(14.0, 17.5, 17.184210526315788)","(51.0, 120.0, 105.38461538461539)","(61.0, 210.0, 147.5)","(5.0, 6.2, 6.154621848739496)","(31.0, 130.0, 111.25)"
14-12-2022 13:47:04.727779,"(2.3, 2.62, 2.6197191011235956)","(101.0, 500.0, 434.0)","(20.0, 32.0, 30.384615384615383)","(41.0, 65.0, 60.55555555555556)","(2.8, 3.45, 3.4098566308243727)","(14.0, 17.5, 17.41176470588235)","(51.0, 110.0, 106.47058823529412)","(61.0, 200.0, 185.0)","(5.0, 6.2, 6.154621848739496)","(31.0, 120.0, 110.0)"
14-12-2022 13:47:06.252858,"(2.3, 2.6, 2.5995393827729156)","(101.0, 520.0, 403.33333333333337)","(20.0, 32.0, 30.384615384615383)","(41.0, 65.0, 60.55555555555556)","(2.8, 3.45, 3.408364312267658)","(14.0, 18.0, 17.41176470588235)","(51.0, 110.0, 106.66666666666667)","(61.0, 200.0, 188.75)","(5.0, 6.2, 6.154621848739496)","(31.0, 120.0, 116.0)"
14-12-2022 13:47:07.814532,"(2.3, 2.6, 2.5995393827729156)","(101.0, 520.0, 420.0)","(20.0, 32.0, 30.384615384615383)","(41.0, 65.0, 60.55555555555556)","(2.8, 3.45, 3.393370165745856)","(14.0, 18.0, 16.928571428571427)","(51.0, 110.0, 106.66666666666667)","(61.0, 200.0, 188.75)","(5.0, 6.2, 6.1466135458167335)","(31.0, 130.0, 116.0)"
14-12-2022 13:47:09.321874,"(2.3, 2.6, 2.5995393827729156)","(101.0, 520.0, 420.0)","(20.0, 32.0, 29.375)","(41.0, 65.0, 60.55555555555556)","(2.8, 3.4, 3.3967261904761905)","(14.0, 18.0, 17.666666666666668)","(51.0, 110.0, 106.66666666666667)","(61.0, 200.0, 166.0)","(5.0, 6.2, 6.133818181818182)","(31.0, 130.0, 116.0)"
14-12-2022 13:47:10.729375,"(2.3, 2.6, 2.599624060150376)","(101.0, 520.0, 420.0)","(20.0, 32.0, 30.09090909090909)","(41.0, 65.0, 60.55555555555556)","(2.8, 3.4, 3.389646464646465)","(14.0, 18.0, 17.5)","(51.0, 110.0, 106.66666666666667)","(61.0, 190.0, 166.0)","(5.0, 6.2, 6.133818181818182)","(31.0, 130.0, 116.0)"
14-12-2022 13:47:12.079191,"(2.3, 2.6, 2.599624060150376)","(101.0, 520.0, 420.0)","(20.0, 32.0, 30.09090909090909)","(41.0, 65.0, 60.55555555555556)","(2.8, 3.4, 3.389646464646465)","(14.0, 18.0, 17.5)","(51.0, 110.0, 106.66666666666667)","(61.0, 190.0, 188.75)","(5.0, 6.2, 6.133818181818182)","(31.0, 130.0, 116.0)"
14-12-2022 13:47:13.478824,"(2.3, 2.6, 2.599624060150376)","(101.0, 520.0, 458.8888888888889)","(20.0, 32.0, 30.09090909090909)","(41.0, 65.0, 61.92307692307692)","(2.8, 3.4, 3.389646464646465)","(14.0, 18.0, 17.41304347826087)","(51.0, 110.0, 106.66666666666667)","(61.0, 200.0, 172.22222222222223)","(5.0, 6.2, 6.133818181818182)","(31.0, 130.0, 116.0)"
14-12-2022 13:47:14.893307,"(2.3, 2.6, 2.6374140302613482)","(101.0, 690.0, 420.0)","(20.0, 32.0, 30.434782608695652)","(41.0, 65.0, 60.0)","(2.8, 3.4, 3.391121495327103)","(14.0, 18.0, 17.071428571428573)","(51.0, 110.0, 105.71428571428572)","(61.0, 190.0, 167.14285714285714)","(5.0, 6.2, 6.1342592592592595)","(31.0, 130.0, 120.0)"
14-12-2022 13:47:16.225132,"(2.3, 2.64, 2.6121481481481483)","(101.0, 670.0, 420.0)","(20.0, 32.0, 30.434782608695652)","(41.0, 65.0, 57.0)","(2.8, 3.4, 3.391121495327103)","(14.0, 17.5, 17.25)","(51.0, 110.0, 105.71428571428572)","(61.0, 190.0, 160.0)","(5.0, 6.2, 6.1380952380952385)","(31.0, 130.0, 116.0)"
14-12-2022 13:47:17.734262,"(2.3, 2.64, 2.6159223300970873)","(101.0, 710.0, 552.8571428571429)","(20.0, 32.0, 30.434782608695652)","(41.0, 65.0, 57.0)","(2.8, 3.4, 3.391121495327103)","(14.0, 17.5, 17.125)","(51.0, 110.0, 105.71428571428572)","(61.0, 180.0, 160.0)","(5.0, 6.2, 6.1380952380952385)","(31.0, 130.0, 116.0)"
14-12-2022 13:47:19.145604,"(2.3, 2.64, 2.6159223300970873)","(101.0, 840.0, 552.8571428571429)","(20.0, 32.0, 30.434782608695652)","(41.0, 65.0, 57.0)","(2.8, 3.4, 3.416666666666667)","(14.0, 17.5, 17.323529411764707)","(51.0, 110.0, 105.71428571428572)","(61.0, 180.0, 160.0)","(5.0, 6.2, 6.1457286432160805)","(31.0, 130.0, 112.5)"
14-12-2022 13:47:20.683323,"(2.3, 2.64, 2.638291226458429)","(101.0, 840.0, 552.8571428571429)","(20.0, 32.0, 30.666666666666668)","(41.0, 65.0, 57.0)","(2.8, 3.45, 3.396315789473684)","(14.0, 17.5, 17.25)","(51.0, 110.0, 105.71428571428572)","(61.0, 180.0, 160.0)","(5.0, 6.2, 6.143564356435643)","(31.0, 130.0, 112.5)"
14-12-2022 13:47:22.225643,"(2.3, 2.64, 2.6050704225352113)","(101.0, 680.0, 503.3333333333333)","(20.0, 32.0, 30.545454545454547)","(41.0, 65.0, 57.0)","(2.8, 3.4, 3.416666666666667)","(14.0, 17.5, 17.323529411764707)","(51.0, 110.0, 105.71428571428572)","(61.0, 180.0, 160.0)","(5.0, 6.2, 6.1457286432160805)","(31.0, 130.0, 112.5)"
14-12-2022 13:47:23.730527,"(2.3, 2.64, 2.6382857142857143)","(101.0, 670.0, 410.0)","(20.0, 32.0, 30.545454545454547)","(41.0, 65.0, 57.0)","(2.8, 3.45, 3.416666666666667)","(14.0, 17.5, 17.25)","(51.0, 110.0, 105.71428571428572)","(61.0, 180.0, 160.0)","(5.0, 6.2, 6.142857142857143)","(31.0, 130.0, 112.5)"
14-12-2022 13:47:25.087395,"(2.3, 2.64, 2.6382721783557828)","(101.0, 650.0, 365.0)","(20.0, 32.0, 28.8)","(41.0, 65.0, 54.705882352941174)","(2.8, 3.45, 3.3846938775510202)","(14.0, 18.0, 16.323529411764707)","(51.0, 110.0, 84.58333333333333)","(61.0, 180.0, 135.0)","(5.0, 6.2, 6.260377358490566)","(31.0, 130.0, 103.75)"
14-12-2022 13:47:26.483270,"(2.3, 2.62, 2.611578947368421)","(101.0, 430.0, 320.0)","(20.0, 29.0, 28.75)","(41.0, 55.0, 54.44444444444444)","(2.8, 3.4, 3.376126126126126)","(14.0, 16.5, 16.305555555555557)","(51.0, 85.0, 84.58333333333333)","(61.0, 140.0, 118.33333333333333)","(5.0, 6.4, 6.2972222222222225)","(41.0, 130.0, 102.5)"
14-12-2022 13:47:27.793687,"(2.3, 2.62, 2.608)","(101.0, 420.0, 320.0)","(20.0, 29.0, 28.75)","(41.0, 55.0, 54.44444444444444)","(2.8, 3.4, 3.376126126126126)","(14.0, 16.5, 16.305555555555557)","(51.0, 85.0, 84.58333333333333)","(61.0, 120.0, 118.33333333333333)","(5.0, 6.4, 6.311111111111112)","(41.0, 110.0, 102.5)"
14-12-2022 13:47:29.067829,"(2.3, 2.62, 2.6098924731182795)","(101.0, 420.0, 295.0)","(20.0, 29.0, 28.75)","(41.0, 55.0, 54.76190476190476)","(2.8, 3.4, 3.380851063829787)","(14.0, 16.5, 16.08823529411765)","(51.0, 85.0, 103.57142857142857)","(61.0, 120.0, 135.0)","(5.0, 6.4, 6.311111111111112)","(41.0, 110.0, 102.0)"
14-12-2022 13:47:30.350381,"(2.3, 2.62, 2.614470588235294)","(101.0, 410.0, 350.0)","(20.0, 29.0, 28.857142857142858)","(41.0, 55.0, 54.76190476190476)","(2.8, 3.4, 3.380851063829787)","(14.0, 16.5, 16.08823529411765)","(51.0, 110.0, 103.57142857142857)","(61.0, 140.0, 135.0)","(5.0, 6.4, 6.311111111111112)","(41.0, 130.0, 102.0)"
14-12-2022 13:47:31.691705,"(2.3, 2.62, 2.610105263157895)","(101.0, 410.0, 350.0)","(20.0, 29.0, 28.857142857142858)","(41.0, 55.0, 54.76190476190476)","(2.8, 3.4, 3.380851063829787)","(14.0, 16.5, 16.08823529411765)","(51.0, 110.0, 103.57142857142857)","(61.0, 140.0, 135.0)","(5.0, 6.4, 6.311111111111112)","(41.0, 130.0, 102.0)"
14-12-2022 13:47:33.045312,"(2.3, 2.62, 2.610105263157895)","(101.0, 410.0, 350.0)","(20.0, 29.0, 28.857142857142858)","(41.0, 55.0, 54.76190476190476)","(2.8, 3.4, 3.3727848101265825)","(14.0, 16.5, 16.15)","(51.0, 110.0, 105.38461538461539)","(61.0, 140.0, 160.0)","(5.0, 6.4, 6.138461538461539)","(41.0, 130.0, 103.75)"
14-12-2022 13:47:34.420099,"(2.3, 2.64, 2.6333333333333333)","(101.0, 550.0, 455.0)","(20.0, 32.0, 30.4)","(41.0, 65.0, 62.5)","(2.8, 3.45, 3.3727848101265825)","(14.0, 16.5, 16.15)","(51.0, 110.0, 105.38461538461539)","(61.0, 220.0, 160.0)","(5.0, 6.2, 6.138461538461539)","(41.0, 130.0, 103.75)"
14-12-2022 13:47:35.831198,"(2.3, 2.64, 2.6224137931034486)","(101.0, 550.0, 423.33333333333337)","(20.0, 32.0, 29.714285714285715)","(41.0, 65.0, 61.59090909090909)","(2.8, 3.45, 3.3933962264150943)","(14.0, 16.5, 16.25)","(51.0, 110.0, 105.71428571428572)","(61.0, 210.0, 150.0)","(5.0, 6.4, 6.1896774193548385)","(41.0, 110.0, 98.57142857142857)"
14-12-2022 13:47:37.153802,"(2.3, 2.64, 2.606779661016949)","(101.0, 550.0, 423.33333333333337)","(20.0, 32.0, 29.714285714285715)","(41.0, 65.0, 61.59090909090909)","(2.8, 3.45, 3.430769230769231)","(14.0, 16.5, 16.25)","(51.0, 110.0, 105.71428571428572)","(61.0, 180.0, 150.0)","(5.0, 6.2, 6.1896774193548385)","(41.0, 110.0, 98.57142857142857)"
14-12-2022 13:47:38.512054,"(2.3, 2.64, 2.606779661016949)","(101.0, 550.0, 423.33333333333337)","(20.0, 32.0, 29.714285714285715)","(41.0, 65.0, 61.59090909090909)","(2.8, 3.45, 3.430769230769231)","(14.0, 16.5, 16.25)","(51.0, 110.0, 105.71428571428572)","(61.0, 170.0, 146.0)","(5.0, 6.2, 6.1896774193548385)","(41.0, 110.0, 98.57142857142857)"
14-12-2022 13:47:39.891148,"(2.3, 2.64, 2.606779661016949)","(101.0, 550.0, 410.0)","(20.0, 32.0, 28.452830188679247)","(41.0, 65.0, 60.588235294117645)","(2.8, 3.45, 3.430769230769231)","(14.0, 16.5, 16.25)","(51.0, 110.0, 105.71428571428572)","(61.0, 170.0, 140.0)","(5.0, 6.2, 6.190909090909091)","(41.0, 110.0, 101.11111111111111)"
14-12-2022 13:47:41.197645,"(2.3, 2.64, 2.6056140350877195)","(101.0, 530.0, 314.0)","(20.0, 32.0, 28.313725490196077)","(41.0, 65.0, 60.588235294117645)","(2.8, 3.45, 3.430769230769231)","(14.0, 16.5, 16.25)","(51.0, 110.0, 105.71428571428572)","(61.0, 160.0, 134.0)","(5.0, 6.2, 6.190909090909091)","(41.0, 110.0, 101.11111111111111)"
14-12-2022 13:47:42.554193,"(2.3, 2.64, 2.6056140350877195)","(101.0, 530.0, 314.0)","(20.0, 32.0, 28.313725490196077)","(41.0, 65.0, 60.588235294117645)","(2.8, 3.45, 3.4264150943396228)","(14.0, 16.5, 16.25)","(51.0, 110.0, 105.71428571428572)","(61.0, 150.0, 134.0)","(5.0, 6.2, 6.190909090909091)","(41.0, 110.0, 100.0)"
14-12-2022 13:47:44.014464,"(2.3, 2.64, 2.605925925925926)","(101.0, 530.0, 336.66666666666663)","(20.0, 30.0, 29.333333333333332)","(41.0, 65.0, 57.94117647058823)","(2.8, 3.45, 3.4215384615384616)","(14.0, 16.5, 17.65909090909091)","(51.0, 110.0, 105.71428571428572)","(61.0, 150.0, 134.0)","(5.0, 6.2, 6.190909090909091)","(41.0, 110.0, 100.0)"
14-12-2022 13:47:45.422839,"(2.3, 2.64, 2.6090140845070424)","(101.0, 420.0, 314.0)","(20.0, 30.0, 29.333333333333332)","(41.0, 65.0, 60.96153846153846)","(2.8, 3.45, 3.3934210526315787)","(14.0, 18.0, 17.74390243902439)","(51.0, 110.0, 105.71428571428572)","(61.0, 150.0, 134.0)","(5.0, 6.2, 6.336)","(41.0, 110.0, 103.0)"
14-12-2022 13:47:46.747063,"(2.3, 2.64, 2.6090140845070424)","(101.0, 530.0, 350.0)","(20.0, 30.0, 28.313725490196077)","(41.0, 65.0, 61.1764705882353)","(2.8, 3.4, 3.3936708860759492)","(14.0, 18.0, 17.74390243902439)","(51.0, 110.0, 105.71428571428572)","(61.0, 150.0, 134.0)","(5.0, 6.4, 6.3520958083832335)","(41.0, 110.0, 100.0)"
14-12-2022 13:47:48.108551,"(2.3, 2.64, 2.6170833333333334)","(101.0, 530.0, 350.0)","(20.0, 32.0, 29.333333333333332)","(41.0, 70.0, 63.57142857142857)","(2.8, 3.4, 3.315909090909091)","(14.0, 18.0, 17.74390243902439)","(51.0, 110.0, 105.71428571428572)","(61.0, 150.0, 161.0)","(5.0, 6.4, 6.337931034482759)","(41.0, 110.0, 103.0)"
14-12-2022 13:47:49.542998,"(2.3, 2.64, 2.6170833333333334)","(101.0, 500.0, 311.42857142857144)","(20.0, 30.0, 29.333333333333332)","(41.0, 65.0, 63.57142857142857)","(2.8, 3.35, 3.314468085106383)","(14.0, 18.0, 17.74390243902439)","(51.0, 110.0, 105.71428571428572)","(61.0, 280.0, 185.0)","(5.0, 6.4, 6.358536585365854)","(41.0, 110.0, 103.0)"
14-12-2022 13:47:51.000832,"(2.3, 2.64, 2.6085714285714285)","(101.0, 490.0, 290.0)","(20.0, 30.0, 29.333333333333332)","(41.0, 65.0, 63.57142857142857)","(2.8, 3.35, 3.314468085106383)","(14.0, 18.0, 17.74390243902439)","(51.0, 110.0, 105.71428571428572)","(61.0, 260.0, 157.14285714285714)","(5.0, 6.4, 6.358536585365854)","(41.0, 110.0, 81.66666666666667)"
14-12-2022 13:47:52.327852,"(2.3, 2.64, 2.6085714285714285)","(101.0, 490.0, 290.0)","(20.0, 30.0, 29.333333333333332)","(41.0, 65.0, 63.57142857142857)","(2.8, 3.35, 3.314468085106383)","(14.0, 18.0, 17.74390243902439)","(51.0, 110.0, 105.71428571428572)","(61.0, 220.0, 144.28571428571428)","(5.0, 6.4, 6.358536585365854)","(41.0, 85.0, 81.66666666666667)"
14-12-2022 13:47:54.022871,"(2.3, 2.64, 2.6160869565217393)","(101.0, 490.0, 290.0)","(20.0, 30.0, 28.307692307692307)","(41.0, 65.0, 62.5)","(2.8, 3.35, 3.314468085106383)","(14.0, 18.0, 17.74390243902439)","(51.0, 110.0, 105.71428571428572)","(61.0, 190.0, 148.57142857142856)","(5.0, 6.4, 6.338095238095239)","(41.0, 85.0, 82.22222222222223)"
14-12-2022 13:47:55.542088,"(2.3, 2.64, 2.6160869565217393)","(101.0, 490.0, 290.0)","(20.0, 32.0, 28.307692307692307)","(41.0, 70.0, 62.5)","(2.8, 3.35, 3.314468085106383)","(14.0, 18.0, 17.74390243902439)","(51.0, 110.0, 104.0)","(61.0, 200.0, 150.0)","(5.0, 6.4, 6.3664516129032265)","(41.0, 85.0, 82.22222222222223)"
14-12-2022 13:47:57.098790,"(2.3, 2.64, 2.6039344262295083)","(101.0, 470.0, 320.0)","(20.0, 32.0, 28.307692307692307)","(41.0, 70.0, 62.5)","(2.8, 3.35, 3.360164835164835)","(14.0, 18.0, 17.63157894736842)","(51.0, 110.0, 104.0)","(61.0, 190.0, 152.0)","(5.0, 6.4, 6.326436781609195)","(41.0, 85.0, 122.5)"
14-12-2022 13:47:58.650955,"(2.3, 2.62, 2.6163669391462308)","(101.0, 460.0, 380.0)","(20.0, 32.0, 29.333333333333332)","(41.0, 70.0, 62.5)","(2.8, 3.45, 3.4285854616895874)","(14.0, 18.0, 17.63157894736842)","(51.0, 110.0, 104.0)","(61.0, 180.0, 146.0)","(5.0, 6.4, 6.173170731707318)","(41.0, 130.0, 110.0)"
14-12-2022 13:48:00.140938,"(2.3, 2.6, 2.59810645313236)","(101.0, 450.0, 380.0)","(20.0, 30.0, 28.615384615384617)","(41.0, 70.0, 66.53846153846153)","(2.8, 3.45, 3.3984848484848484)","(14.0, 18.0, 17.22222222222222)","(51.0, 110.0, 104.0)","(61.0, 170.0, 140.0)","(5.0, 6.2, 6.191891891891892)","(41.0, 120.0, 112.72727272727272)"
14-12-2022 13:48:01.532906,"(2.3, 2.6, 2.59810645313236)","(101.0, 450.0, 380.0)","(20.0, 32.0, 29.0)","(41.0, 70.0, 66.89655172413794)","(2.8, 3.4, 3.4234864300626304)","(14.0, 18.0, 17.75581395348837)","(51.0, 110.0, 104.0)","(61.0, 160.0, 140.0)","(5.0, 6.2, 6.189655172413794)","(41.0, 120.0, 115.0)"
14-12-2022 13:48:02.940640,"(2.3, 2.6, 2.5980929791271348)","(101.0, 450.0, 357.5)","(20.0, 32.0, 29.2)","(41.0, 70.0, 66.53846153846153)","(2.8, 3.45, 3.4282222222222223)","(14.0, 18.0, 17.75581395348837)","(51.0, 110.0, 104.0)","(61.0, 160.0, 140.0)","(5.0, 6.4, 6.217821782178218)","(41.0, 120.0, 115.0)"
14-12-2022 13:48:04.326014,"(2.3, 2.6, 2.5980929791271348)","(101.0, 420.0, 357.5)","(20.0, 30.0, 29.2)","(41.0, 70.0, 66.53846153846153)","(2.8, 3.45, 3.3830827067669174)","(14.0, 18.0, 17.4375)","(51.0, 110.0, 105.45454545454545)","(61.0, 160.0, 150.0)","(5.0, 6.4, 6.065868263473054)","(41.0, 120.0, 109.23076923076923)"
14-12-2022 13:48:05.651790,"(2.3, 2.6, 2.597479376718607)","(101.0, 410.0, 295.0)","(20.0, 30.0, 29.88235294117647)","(41.0, 70.0, 66.86046511627907)","(2.8, 3.4, 3.382658450704225)","(14.0, 18.0, 17.51851851851852)","(51.0, 110.0, 115.625)","(61.0, 160.0, 153.33333333333334)","(5.0, 6.2, 6.05359477124183)","(41.0, 120.0, 109.23076923076923)"
14-12-2022 13:48:06.975829,"(2.3, 2.6, 2.597479376718607)","(101.0, 410.0, 295.0)","(20.0, 30.0, 29.88235294117647)","(41.0, 70.0, 66.86046511627907)","(2.8, 3.4, 3.382658450704225)","(14.0, 18.0, 17.51851851851852)","(51.0, 120.0, 115.88235294117646)","(61.0, 160.0, 153.33333333333334)","(5.0, 6.2, 6.05359477124183)","(41.0, 120.0, 109.23076923076923)"
14-12-2022 13:48:08.452316,"(2.3, 2.6, 2.597485084901331)","(101.0, 410.0, 295.0)","(20.0, 30.0, 30.133333333333333)","(41.0, 70.0, 66.86046511627907)","(2.8, 3.4, 3.382658450704225)","(14.0, 18.0, 17.51851851851852)","(51.0, 120.0, 115.88235294117646)","(61.0, 160.0, 153.33333333333334)","(5.0, 6.2, 6.05359477124183)","(41.0, 120.0, 109.23076923076923)"
