,Nimble Fantasy,Brian Basilisa,Van Diemen,Tamarind Twist,Deep Purple,Douglas Dash,Moraine Charli
07-01-2023 17:10:33.424042,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:34.372312,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:35.568296,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:36.743018,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:37.881661,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:38.957024,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:39.833672,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:41.066638,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:42.363586,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:43.442984,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:44.522642,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:45.628567,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:46.902183,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:48.094475,"(10.0, 21.0, 14.777777777777779)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:49.063518,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:50.166558,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:51.248921,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:52.432962,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:53.423581,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.8129032258064512)","(1.6, 2.32, 2.178)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:54.571941,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.4, 2.9524999999999997)","(1.6, 2.32, 1.7875)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:55.738484,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.32, 1.7875)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:57.246626,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.32, 1.7875)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:58.565497,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.32, 1.7993333333333335)","(31.0, 130.0, 65.0)"
07-01-2023 17:10:59.661326,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.32, 2.162)","(31.0, 130.0, 65.0)"
07-01-2023 17:11:00.849596,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 65.0)"
07-01-2023 17:11:02.231661,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 65.0)"
07-01-2023 17:11:03.695351,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 65.0)"
07-01-2023 17:11:04.737435,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 65.0)"
07-01-2023 17:11:05.884260,"(10.0, 21.0, 15.4)","(26.0, 240.0, 86.42857142857143)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 66.25)"
07-01-2023 17:11:07.049484,"(10.0, 21.0, 15.4)","(26.0, 240.0, 107.69230769230771)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 66.25)"
07-01-2023 17:11:08.167248,"(10.0, 21.0, 15.4)","(26.0, 240.0, 107.69230769230771)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 66.25)"
07-01-2023 17:11:09.218620,"(10.0, 21.0, 15.4)","(26.0, 240.0, 107.69230769230771)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 66.25)"
07-01-2023 17:11:10.321076,"(10.0, 21.0, 15.4)","(26.0, 240.0, 107.69230769230771)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 40.625)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 66.25)"
07-01-2023 17:11:11.512363,"(10.0, 21.0, 15.4)","(26.0, 240.0, 107.69230769230771)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:12.810562,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:13.955208,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:14.932385,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:16.086061,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:17.174986,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:18.275184,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:19.356949,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:20.402689,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:21.550233,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:22.659915,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:23.656890,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:24.780924,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:25.915348,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:27.055322,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:28.211914,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:29.240962,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:30.293846,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:31.423590,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:32.546684,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:33.585920,"(10.0, 21.0, 15.4)","(26.0, 240.0, 84.36363636363636)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:34.708738,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:35.722528,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:36.746494,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:37.826758,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:38.887874,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:39.965125,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:40.997804,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:42.096427,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:43.138517,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:44.194384,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 55.81818181818182)"
07-01-2023 17:11:45.351866,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:11:46.441759,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:11:47.516327,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:11:48.651650,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:11:49.732668,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:11:51.044894,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:11:52.245010,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:11:53.292523,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:11:54.405441,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:11:55.562310,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.162)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:11:56.727298,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 2.088461538461538)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:11:57.812363,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.3, 1.91)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:11:58.811196,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 15.5625)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.26, 1.91)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:11:59.920107,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.26, 2.23551724137931)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:01.015234,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.26, 1.9557142857142855)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:02.047387,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.26, 1.9557142857142855)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:03.159356,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 16.5)","(21.0, 75.0, 35.0)","(2.8, 4.3, 2.9524999999999997)","(1.6, 2.26, 1.9557142857142855)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:04.218219,"(10.0, 21.0, 15.4)","(26.0, 240.0, 108.92307692307692)","(11.0, 24.0, 20.0)","(21.0, 75.0, 35.0)","(2.8, 4.3, 3.48)","(1.6, 2.26, 2.0700000000000003)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:05.354375,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 20.0)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.48)","(1.6, 2.24, 2.0700000000000003)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:06.445991,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 21.5)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.48)","(1.6, 2.24, 2.0700000000000003)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:07.420989,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 21.4375)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.48)","(1.6, 2.24, 2.0700000000000003)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:08.472862,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 21.4375)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.48)","(1.6, 2.24, 2.0700000000000003)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:09.536157,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 21.4375)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.48)","(1.6, 2.24, 2.0700000000000003)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:10.652026,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 20.0)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.912)","(1.6, 2.24, 2.0700000000000003)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:11.754422,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 20.0)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.912)","(1.6, 2.24, 2.0700000000000003)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:12.717205,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 20.0)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.912)","(1.6, 2.24, 2.0700000000000003)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:13.773147,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 20.0)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.48)","(1.6, 2.24, 2.055)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:14.883172,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 20.0)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.48)","(1.6, 2.22, 2.055)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:15.951715,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 20.0)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.48)","(1.6, 2.22, 1.9560000000000002)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:17.008092,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 20.0)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.48)","(1.6, 2.22, 2.055)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:18.083164,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 20.0)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.48)","(1.6, 2.22, 2.0250000000000004)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:19.101435,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 20.0)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.48)","(1.6, 2.18, 2.0250000000000004)","(31.0, 130.0, 67.84615384615384)"
07-01-2023 17:12:20.165635,"(10.0, 21.0, 15.4)","(26.0, 240.0, 109.53846153846153)","(11.0, 23.0, 20.0)","(21.0, 75.0, 35.0)","(2.8, 4.2, 3.48)","(1.6, 2.18, 2.0250000000000004)","(31.0, 130.0, 67.84615384615384)"
