,Kobe Rocks,Hollywood North,Reformist,Optimo,Nickelback,Conference
11-01-2023 14:14:48.611346,"(4.4, 5.1, 5.088148148148147)","(5.0, 6.0, 5.845714285714286)","(5.0, 6.2, 6.1230769230769235)","(4.4, 5.5, 5.310526315789474)","(3.0, 4.1, 3.8983870967741936)","(101.0, 220.0, 193.52941176470588)"
11-01-2023 14:14:49.475294,"(4.4, 5.1, 5.088148148148147)","(5.0, 6.0, 5.845714285714286)","(5.0, 6.2, 6.1230769230769235)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9046875)","(101.0, 220.0, 193.52941176470588)"
11-01-2023 14:14:50.461279,"(4.4, 5.1, 5.088148148148147)","(5.0, 6.0, 5.845714285714286)","(5.0, 6.2, 6.1230769230769235)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9046875)","(101.0, 220.0, 193.52941176470588)"
11-01-2023 14:14:51.409268,"(4.4, 5.1, 5.088148148148147)","(5.0, 6.0, 5.845714285714286)","(5.0, 6.2, 6.1230769230769235)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9046875)","(101.0, 220.0, 193.52941176470588)"
11-01-2023 14:14:52.304844,"(4.4, 5.1, 5.088148148148147)","(5.0, 6.0, 5.845714285714286)","(5.0, 6.2, 6.1230769230769235)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9046875)","(101.0, 220.0, 193.52941176470588)"
11-01-2023 14:14:53.205701,"(4.4, 5.1, 5.088148148148147)","(5.0, 6.0, 5.845714285714286)","(5.0, 6.2, 6.1230769230769235)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9046875)","(101.0, 220.0, 193.52941176470588)"
11-01-2023 14:14:54.117557,"(4.4, 5.1, 5.088148148148147)","(5.0, 6.0, 5.845714285714286)","(5.0, 6.2, 6.1230769230769235)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9046875)","(101.0, 220.0, 193.52941176470588)"
11-01-2023 14:14:55.025368,"(4.4, 5.1, 5.088148148148147)","(5.0, 6.0, 5.845714285714286)","(5.0, 6.2, 6.1230769230769235)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9046875)","(101.0, 220.0, 193.52941176470588)"
11-01-2023 14:14:56.177046,"(4.4, 5.2, 5.178947368421053)","(5.0, 6.0, 5.845714285714286)","(5.0, 6.2, 6.1230769230769235)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9046875)","(101.0, 220.0, 193.52941176470588)"
11-01-2023 14:14:57.167532,"(4.4, 5.2, 5.175)","(5.0, 6.0, 5.845714285714286)","(5.0, 6.2, 6.1230769230769235)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9046875)","(101.0, 220.0, 193.52941176470588)"
11-01-2023 14:14:58.019499,"(4.4, 5.2, 5.175)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 220.0, 193.52941176470588)"
11-01-2023 14:14:59.160277,"(4.4, 5.2, 5.175)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 220.0, 193.52941176470588)"
11-01-2023 14:15:00.301240,"(4.4, 5.2, 5.175)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 220.0, 202.0)"
11-01-2023 14:15:01.356553,"(4.4, 5.2, 5.175)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 220.0, 202.0)"
11-01-2023 14:15:02.365073,"(4.4, 5.2, 5.175)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 220.0, 202.0)"
11-01-2023 14:15:03.325157,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 220.0, 202.0)"
11-01-2023 14:15:04.193039,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 220.0, 202.0)"
11-01-2023 14:15:05.146340,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 220.0, 202.0)"
11-01-2023 14:15:06.039975,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 220.0, 202.0)"
11-01-2023 14:15:06.896133,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 220.0, 202.0)"
11-01-2023 14:15:07.908698,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 220.0, 202.0)"
11-01-2023 14:15:08.894427,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 220.0, 202.0)"
11-01-2023 14:15:09.913952,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 220.0, 186.47058823529412)"
11-01-2023 14:15:10.898639,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 210.0, 190.0)"
11-01-2023 14:15:11.808817,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 200.0, 190.0)"
11-01-2023 14:15:12.752286,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 200.0, 179.41176470588235)"
11-01-2023 14:15:13.713643,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 200.0, 179.41176470588235)"
11-01-2023 14:15:14.587054,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 200.0, 179.41176470588235)"
11-01-2023 14:15:15.463704,"(4.4, 5.2, 5.171223021582734)","(5.0, 6.0, 5.83421052631579)","(5.0, 6.2, 6.089655172413793)","(4.4, 5.4, 5.330769230769231)","(3.0, 4.1, 3.918181818181818)","(101.0, 200.0, 179.41176470588235)"
11-01-2023 14:15:16.358142,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.83125)","(5.0, 6.2, 6.04)","(4.4, 5.4, 5.242857142857143)","(3.0, 4.1, 3.9422535211267604)","(101.0, 190.0, 172.85714285714286)"
11-01-2023 14:15:17.296800,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.83125)","(5.0, 6.2, 6.04)","(4.4, 5.4, 5.242857142857143)","(3.0, 4.1, 3.9422535211267604)","(101.0, 180.0, 172.85714285714286)"
11-01-2023 14:15:18.290846,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.83125)","(5.0, 6.2, 6.04)","(4.4, 5.4, 5.242857142857143)","(3.0, 4.1, 3.9422535211267604)","(101.0, 180.0, 158.23529411764707)"
11-01-2023 14:15:19.334665,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.83125)","(5.0, 6.2, 6.04)","(4.4, 5.4, 5.236363636363636)","(3.0, 4.1, 3.9465753424657533)","(101.0, 170.0, 158.23529411764707)"
11-01-2023 14:15:20.415403,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.83125)","(5.0, 6.2, 6.04)","(4.4, 5.4, 5.236363636363636)","(3.0, 4.1, 3.9465753424657533)","(101.0, 170.0, 158.23529411764707)"
11-01-2023 14:15:21.373842,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.83125)","(5.0, 6.2, 6.04)","(4.4, 5.4, 5.236363636363636)","(3.0, 4.1, 3.9465753424657533)","(101.0, 170.0, 158.23529411764707)"
11-01-2023 14:15:22.297763,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.83125)","(5.0, 6.2, 6.04)","(4.4, 5.4, 5.236363636363636)","(3.0, 4.1, 3.9465753424657533)","(101.0, 170.0, 158.23529411764707)"
11-01-2023 14:15:23.204513,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.843181818181819)","(5.0, 6.2, 6.054545454545455)","(4.4, 5.4, 5.236363636363636)","(3.0, 4.1, 3.9465753424657533)","(101.0, 170.0, 158.23529411764707)"
11-01-2023 14:15:24.202082,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.843181818181819)","(5.0, 6.2, 6.054545454545455)","(4.4, 5.4, 5.236363636363636)","(3.0, 4.1, 3.9465753424657533)","(101.0, 170.0, 158.23529411764707)"
11-01-2023 14:15:25.298336,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.843181818181819)","(5.0, 6.2, 6.054545454545455)","(4.4, 5.4, 5.236363636363636)","(3.0, 4.1, 3.9465753424657533)","(101.0, 170.0, 158.23529411764707)"
11-01-2023 14:15:26.391220,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.843181818181819)","(5.0, 6.2, 6.054545454545455)","(4.4, 5.4, 5.236363636363636)","(3.0, 4.1, 3.9465753424657533)","(101.0, 170.0, 158.23529411764707)"
11-01-2023 14:15:27.387938,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.843181818181819)","(5.0, 6.2, 6.054545454545455)","(4.4, 5.4, 5.236363636363636)","(3.0, 4.1, 3.9465753424657533)","(101.0, 170.0, 158.23529411764707)"
11-01-2023 14:15:28.376384,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.843181818181819)","(5.0, 6.2, 6.054545454545455)","(4.4, 5.4, 5.236363636363636)","(3.0, 4.1, 3.9465753424657533)","(101.0, 170.0, 158.23529411764707)"
11-01-2023 14:15:29.273436,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.843181818181819)","(5.0, 6.2, 6.054545454545455)","(4.4, 5.4, 5.236363636363636)","(3.0, 4.1, 3.9465753424657533)","(101.0, 170.0, 158.23529411764707)"
11-01-2023 14:15:30.242599,"(4.4, 5.2, 5.171631205673759)","(5.0, 6.0, 5.843181818181819)","(5.0, 6.2, 6.054545454545455)","(4.4, 5.4, 5.236363636363636)","(3.0, 4.1, 3.9465753424657533)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:31.273402,"(4.4, 5.1, 5.09236641221374)","(5.0, 5.8, 5.77)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:32.271615,"(4.4, 5.1, 5.09236641221374)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:33.343503,"(4.4, 5.1, 5.09236641221374)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:34.449715,"(4.4, 5.1, 5.09236641221374)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:35.483262,"(4.4, 5.1, 5.09236641221374)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:36.375384,"(4.4, 5.1, 5.09236641221374)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:37.249030,"(4.4, 5.1, 5.09236641221374)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:38.341960,"(4.4, 5.1, 5.09236641221374)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:39.353727,"(4.4, 5.1, 5.09236641221374)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:40.408503,"(4.4, 5.1, 5.09236641221374)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:41.455887,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:42.494714,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:43.410496,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:44.318509,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:45.216026,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:46.177802,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:47.130449,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:48.131402,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:49.092356,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.048514851485148)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:50.125422,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.049514563106796)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:51.167209,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.049514563106796)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:52.197881,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.049514563106796)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:53.138646,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.049514563106796)","(101.0, 170.0, 156.66666666666666)"
11-01-2023 14:15:54.121163,"(4.4, 5.1, 5.094186046511628)","(5.0, 5.8, 5.772413793103448)","(5.0, 5.9, 5.872413793103449)","(4.4, 5.2, 5.13030303030303)","(3.0, 4.1, 4.049514563106796)","(101.0, 170.0, 157.5)"
11-01-2023 14:15:55.058803,"(4.4, 5.2, 5.1782051282051285)","(5.0, 6.0, 5.71875)","(5.0, 6.2, 5.96)","(4.4, 5.4, 5.396638655462185)","(3.0, 4.1, 3.988235294117647)","(101.0, 170.0, 157.5)"
11-01-2023 14:15:56.055230,"(4.4, 5.2, 5.174842767295598)","(5.0, 5.9, 5.766666666666667)","(5.0, 6.0, 5.933333333333334)","(4.4, 5.4, 5.389473684210527)","(3.0, 4.0, 3.988235294117647)","(101.0, 170.0, 157.5)"
11-01-2023 14:15:57.053846,"(4.4, 5.2, 5.174842767295598)","(5.0, 5.9, 5.766666666666667)","(5.0, 6.0, 5.933333333333334)","(4.4, 5.4, 5.389473684210527)","(3.0, 4.0, 3.988235294117647)","(101.0, 170.0, 157.5)"
11-01-2023 14:15:58.032117,"(4.4, 5.2, 5.174842767295598)","(5.0, 5.9, 5.766666666666667)","(5.0, 6.0, 5.933333333333334)","(4.4, 5.4, 5.389473684210527)","(3.0, 4.0, 3.988235294117647)","(101.0, 170.0, 157.5)"
11-01-2023 14:15:58.919301,"(4.4, 5.2, 5.174842767295598)","(5.0, 5.9, 5.766666666666667)","(5.0, 6.0, 5.933333333333334)","(4.4, 5.4, 5.389473684210527)","(3.0, 4.0, 3.988235294117647)","(101.0, 170.0, 157.5)"
11-01-2023 14:15:59.817980,"(4.4, 5.2, 5.174842767295598)","(5.0, 5.9, 5.766666666666667)","(5.0, 6.0, 5.933333333333334)","(4.4, 5.4, 5.389473684210527)","(3.0, 4.0, 3.988235294117647)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:00.779801,"(4.4, 5.2, 5.174842767295598)","(5.0, 5.9, 5.766666666666667)","(5.0, 6.0, 5.933333333333334)","(4.4, 5.4, 5.389473684210527)","(3.0, 4.0, 3.988235294117647)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:01.796488,"(4.4, 5.2, 5.174842767295598)","(5.0, 5.9, 5.766666666666667)","(5.0, 6.0, 5.933333333333334)","(4.4, 5.4, 5.4)","(3.0, 4.0, 4.057894736842105)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:02.724159,"(4.4, 5.2, 5.1782051282051285)","(5.0, 6.0, 5.715789473684211)","(5.0, 6.0, 5.989130434782608)","(4.4, 5.5, 5.4)","(3.0, 4.1, 4.057894736842105)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:03.591192,"(4.4, 5.2, 5.1782051282051285)","(5.0, 6.0, 5.71875)","(5.0, 6.0, 5.989130434782608)","(4.4, 5.5, 5.4)","(3.0, 4.1, 4.057894736842105)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:04.537588,"(4.4, 5.2, 5.1782051282051285)","(5.0, 6.0, 5.71875)","(5.0, 6.0, 5.989130434782608)","(4.4, 5.5, 5.4)","(3.0, 4.1, 4.057894736842105)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:05.500462,"(4.4, 5.2, 5.1782051282051285)","(5.0, 6.0, 5.71875)","(5.0, 6.0, 5.989130434782608)","(4.4, 5.5, 5.4)","(3.0, 4.1, 4.085714285714285)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:06.391153,"(4.4, 5.2, 5.177070063694268)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.891304347826087)","(4.4, 5.4, 5.278260869565218)","(3.0, 4.1, 4.085714285714285)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:07.282017,"(4.4, 5.2, 5.177070063694268)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.891304347826087)","(4.4, 5.4, 5.278260869565218)","(3.0, 4.1, 4.085714285714285)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:08.240540,"(4.4, 5.2, 5.177070063694268)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.891304347826087)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.1, 4.096153846153846)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:09.293340,"(4.4, 5.2, 5.177070063694268)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.891304347826087)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.1, 4.096153846153846)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:10.352943,"(4.4, 5.2, 5.177070063694268)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.891304347826087)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.1, 4.096153846153846)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:11.258975,"(4.4, 5.2, 5.177070063694268)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.891304347826087)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.1, 4.096153846153846)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:12.231912,"(4.4, 5.2, 5.177070063694268)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.891304347826087)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.1, 4.096153846153846)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:13.134968,"(4.4, 5.2, 5.177070063694268)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.891304347826087)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.1, 4.096153846153846)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:14.041385,"(4.4, 5.2, 5.177070063694268)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.891304347826087)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.1, 4.096153846153846)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:14.892474,"(4.4, 5.2, 5.177070063694268)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.891304347826087)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.1, 4.096153846153846)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:15.827705,"(4.4, 5.2, 5.177070063694268)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.891304347826087)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.1, 4.096153846153846)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:16.726890,"(4.4, 5.2, 5.177070063694268)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.891304347826087)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.1, 4.096153846153846)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:17.729785,"(4.4, 5.2, 5.177070063694268)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.891304347826087)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.1, 4.06046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:18.762442,"(4.4, 5.2, 5.1782051282051285)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.890243902439025)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.2, 4.06046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:19.667751,"(4.4, 5.2, 5.1782051282051285)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.8909090909090915)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.2, 4.06046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:20.600385,"(4.4, 5.2, 5.1782051282051285)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.8909090909090915)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.2, 4.06046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:21.470301,"(4.4, 5.2, 5.1782051282051285)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.8909090909090915)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.2, 4.06046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:22.369587,"(4.4, 5.2, 5.1782051282051285)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.8909090909090915)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.2, 4.06046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:23.277429,"(4.4, 5.2, 5.1782051282051285)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.8909090909090915)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.2, 4.06046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:24.209137,"(4.4, 5.2, 5.1782051282051285)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.8909090909090915)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.2, 4.06046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:25.169480,"(4.4, 5.2, 5.1782051282051285)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.8909090909090915)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.2, 4.06046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:26.150968,"(4.4, 5.2, 5.172670807453416)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.8909090909090915)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.2, 4.06046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:16:27.148539,"(4.4, 5.2, 5.172670807453416)","(5.0, 6.0, 5.71875)","(5.0, 5.9, 5.8909090909090915)","(4.4, 5.4, 5.273469387755102)","(3.0, 4.2, 4.06046511627907)","(101.0, 170.0, 157.5)"
