,Kobe Rocks,Hollywood North,Reformist,Optimo,Nickelback,Conference
11-01-2023 14:17:26.701631,"(4.4, 5.2, 5.151912568306011)","(5.0, 6.0, 5.6875)","(5.0, 6.0, 5.952941176470588)","(4.4, 5.4, 5.371428571428572)","(3.0, 4.2, 3.9896825396825397)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:27.658088,"(4.4, 5.2, 5.151912568306011)","(5.0, 6.0, 5.6875)","(5.0, 6.0, 5.952941176470588)","(4.4, 5.4, 5.371428571428572)","(3.0, 4.2, 3.9896825396825397)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:28.590373,"(4.4, 5.2, 5.154913294797688)","(5.0, 6.0, 5.6875)","(5.0, 6.0, 5.952941176470588)","(4.4, 5.4, 5.371428571428572)","(3.0, 4.2, 3.9896825396825397)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:29.587620,"(4.4, 5.2, 5.154913294797688)","(5.0, 6.0, 5.6875)","(5.0, 6.0, 5.947826086956522)","(4.4, 5.4, 5.371428571428572)","(3.0, 4.2, 3.9896825396825397)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:30.544322,"(4.4, 5.2, 5.154913294797688)","(5.0, 6.0, 5.6875)","(5.0, 6.0, 5.947826086956522)","(4.4, 5.4, 5.371428571428572)","(3.0, 4.2, 3.9896825396825397)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:31.591232,"(4.4, 5.2, 5.154913294797688)","(5.0, 6.0, 5.6875)","(5.0, 6.0, 5.947826086956522)","(4.4, 5.4, 5.371428571428572)","(3.0, 4.2, 3.9896825396825397)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:32.577096,"(4.4, 5.2, 5.154913294797688)","(5.0, 6.0, 5.6875)","(5.0, 6.0, 5.947826086956522)","(4.4, 5.4, 5.371428571428572)","(3.0, 4.2, 3.9896825396825397)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:33.460818,"(4.4, 5.2, 5.154913294797688)","(5.0, 6.0, 5.6875)","(5.0, 6.0, 5.947826086956522)","(4.4, 5.4, 5.371428571428572)","(3.0, 4.2, 3.9896825396825397)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:34.396337,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23)","(3.0, 4.2, 4.082222222222223)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:35.324921,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23)","(3.0, 4.2, 4.082222222222223)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:36.351202,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.228571428571429)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:37.301567,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:38.251575,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:39.300269,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:40.277915,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:41.245827,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:42.158152,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:43.132987,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:44.064457,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:44.987821,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:45.932643,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:46.828830,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:47.768896,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.082222222222223)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:48.661875,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.082222222222223)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:49.542648,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.082222222222223)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:50.458082,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.22741935483871)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:51.472479,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.232692307692307)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:52.458710,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23469387755102)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:54.030343,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23469387755102)","(3.0, 4.2, 4.082222222222223)","(101.0, 170.0, 157.5)"
11-01-2023 14:17:55.162448,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23469387755102)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:17:56.177925,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23469387755102)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:17:57.209870,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23469387755102)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:17:58.217637,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23469387755102)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:17:59.166426,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23469387755102)","(3.0, 4.2, 4.082222222222223)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:00.044411,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23469387755102)","(3.0, 4.2, 4.082222222222223)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:00.986653,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23469387755102)","(3.0, 4.2, 4.082222222222223)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:01.968483,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23469387755102)","(3.0, 4.2, 4.082222222222223)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:02.983474,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23469387755102)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:03.957305,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23469387755102)","(3.0, 4.2, 4.086046511627907)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:04.896402,"(4.4, 5.2, 5.148066298342542)","(5.0, 5.9, 5.695454545454545)","(5.0, 5.8, 5.77391304347826)","(4.4, 5.3, 5.23469387755102)","(3.0, 4.2, 4.134545454545455)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:05.765788,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.675)","(5.0, 5.8, 5.771428571428571)","(4.4, 5.3, 5.230434782608696)","(3.0, 4.2, 4.134545454545455)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:06.668808,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.675)","(5.0, 5.8, 5.771428571428571)","(4.4, 5.3, 5.230434782608696)","(3.0, 4.2, 4.134545454545455)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:07.607498,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.675)","(5.0, 5.8, 5.771428571428571)","(4.4, 5.3, 5.228571428571429)","(3.0, 4.2, 4.134545454545455)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:08.577922,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.675)","(5.0, 5.8, 5.771428571428571)","(4.4, 5.3, 5.228571428571429)","(3.0, 4.2, 4.134545454545455)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:09.627091,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.675)","(5.0, 5.8, 5.771428571428571)","(4.4, 5.3, 5.228571428571429)","(3.0, 4.2, 4.134545454545455)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:10.649817,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.675)","(5.0, 5.8, 5.771428571428571)","(4.4, 5.3, 5.228571428571429)","(3.0, 4.2, 4.134545454545455)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:11.624578,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.675)","(5.0, 5.8, 5.771428571428571)","(4.4, 5.3, 5.228571428571429)","(3.0, 4.2, 4.134545454545455)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:12.546592,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.675)","(5.0, 5.8, 5.771428571428571)","(4.4, 5.3, 5.228571428571429)","(3.0, 4.2, 4.134545454545455)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:13.485239,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.675)","(5.0, 5.8, 5.771428571428571)","(4.4, 5.3, 5.228571428571429)","(3.0, 4.2, 4.134545454545455)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:14.391239,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.675)","(5.0, 5.8, 5.771428571428571)","(4.4, 5.3, 5.228571428571429)","(3.0, 4.2, 4.134545454545455)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:15.343077,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.675)","(5.0, 5.8, 5.771428571428571)","(4.4, 5.3, 5.228571428571429)","(3.0, 4.2, 4.134545454545455)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:16.382462,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.675)","(5.0, 5.8, 5.771428571428571)","(4.4, 5.3, 5.228571428571429)","(3.0, 4.2, 4.134545454545455)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:17.436820,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.675)","(5.0, 5.8, 5.872727272727273)","(4.4, 5.3, 5.361538461538462)","(3.0, 4.2, 4.071428571428571)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:18.391494,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.709090909090909)","(5.0, 5.9, 5.872727272727273)","(4.4, 5.5, 5.34)","(3.0, 4.2, 4.071428571428571)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:19.405468,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.709090909090909)","(5.0, 5.9, 5.872727272727273)","(4.4, 5.5, 5.34)","(3.0, 4.2, 4.046511627906977)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:20.745656,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.709090909090909)","(5.0, 5.9, 5.872727272727273)","(4.4, 5.5, 5.34)","(3.0, 4.2, 4.046511627906977)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:21.861451,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.709090909090909)","(5.0, 5.9, 5.872727272727273)","(4.4, 5.5, 5.34)","(3.0, 4.2, 4.046511627906977)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:22.773199,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.709090909090909)","(5.0, 5.9, 5.872727272727273)","(4.4, 5.5, 5.34)","(3.0, 4.2, 4.046511627906977)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:23.758130,"(4.4, 5.2, 5.1497142857142855)","(5.0, 5.9, 5.709090909090909)","(5.0, 5.9, 5.872727272727273)","(4.4, 5.5, 5.3)","(3.0, 4.2, 3.9769230769230766)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:24.848901,"(4.4, 5.2, 5.148192771084338)","(5.0, 5.9, 5.771428571428571)","(5.0, 6.2, 6.1684210526315795)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9769230769230766)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:25.983842,"(4.4, 5.2, 5.148192771084338)","(5.0, 5.9, 5.771428571428571)","(5.0, 6.2, 6.1684210526315795)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9769230769230766)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:26.881169,"(4.4, 5.2, 5.148192771084338)","(5.0, 5.9, 5.771428571428571)","(5.0, 6.2, 6.1684210526315795)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9769230769230766)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:27.826252,"(4.4, 5.2, 5.148192771084338)","(5.0, 5.9, 5.771428571428571)","(5.0, 6.2, 6.1684210526315795)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9769230769230766)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:28.744958,"(4.4, 5.2, 5.148192771084338)","(5.0, 5.9, 5.771428571428571)","(5.0, 6.2, 6.1684210526315795)","(4.4, 5.5, 5.3)","(3.0, 4.1, 3.9769230769230766)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:30.056148,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.0, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:31.093817,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.0, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:32.114059,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:33.209632,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:34.333746,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:35.412665,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:36.428876,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:37.510563,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:38.551617,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:39.738030,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:40.885585,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:41.898856,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:43.135943,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:44.355094,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:45.504468,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:46.487831,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:47.495325,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:48.544703,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:49.558634,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:50.478987,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:51.496619,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:52.453659,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:53.450252,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:54.442315,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:55.423816,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:56.358595,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:57.386398,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:58.437779,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:18:59.422317,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:00.395028,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:01.387067,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:02.395334,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:03.364997,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:04.271360,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.733333333333333)","(5.0, 6.2, 6.15)","(4.4, 5.5, 5.294736842105263)","(3.1, 4.1, 4.074603174603174)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:05.207391,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.633333333333333)","(5.0, 6.2, 6.015384615384615)","(4.4, 5.5, 5.420408163265306)","(3.1, 4.1, 4.0089108910891085)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:06.193114,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.633333333333333)","(5.0, 6.2, 6.015384615384615)","(4.4, 5.5, 5.420408163265306)","(3.1, 4.1, 4.0089108910891085)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:07.279912,"(4.4, 5.2, 5.1473053892215574)","(5.0, 5.9, 5.633333333333333)","(5.0, 6.2, 5.970731707317073)","(4.4, 5.5, 5.272)","(3.1, 4.1, 3.981034482758621)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:08.295126,"(4.4, 5.2, 5.1430232558139535)","(5.0, 5.8, 5.666666666666666)","(5.0, 6.0, 5.970731707317073)","(4.4, 5.3, 5.272)","(3.1, 4.1, 3.981034482758621)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:09.222600,"(4.4, 5.2, 5.1430232558139535)","(5.0, 5.8, 5.666666666666666)","(5.0, 6.0, 5.970731707317073)","(4.4, 5.3, 5.272)","(3.1, 4.1, 3.981034482758621)","(101.0, 170.0, 161.42857142857144)"
