,Gungho,Raphael,Roys Legacy,Cyclone Harmony,Vankukla,Wallawallabingbang,A Dandy Catch,So Greysful,Star Harmony
08-01-2023 12:25:47.700889,"(81.0, 200.0, 160.0)","(12.0, 22.0, 21.5)","(10.0, 14.0, 12.9)","(3.4, 4.7, 4.46)","(3.6, 4.7, 4.655555555555556)","(18.0, 25.0, 23.857142857142858)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.717777777777777)","(4.8, 6.4, 6.08)"
08-01-2023 12:25:48.883116,"(81.0, 200.0, 160.0)","(12.0, 22.0, 21.5)","(10.0, 14.0, 13.227272727272727)","(3.4, 4.7, 4.46)","(3.6, 4.7, 4.655555555555556)","(18.0, 25.0, 23.857142857142858)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.717777777777777)","(4.8, 6.4, 6.08)"
08-01-2023 12:25:50.081335,"(81.0, 200.0, 160.0)","(12.0, 22.0, 21.5)","(10.0, 13.5, 13.227272727272727)","(3.4, 4.7, 4.46)","(3.6, 4.7, 4.655555555555556)","(18.0, 25.0, 23.857142857142858)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.717777777777777)","(4.8, 6.4, 6.08)"
08-01-2023 12:25:51.255152,"(81.0, 200.0, 160.0)","(12.0, 21.0, 20.3)","(10.0, 13.5, 13.227272727272727)","(3.4, 4.7, 4.46)","(3.6, 4.7, 4.655555555555556)","(18.0, 25.0, 23.857142857142858)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.717777777777777)","(4.8, 6.4, 6.08)"
08-01-2023 12:25:52.453893,"(81.0, 200.0, 160.0)","(12.0, 21.0, 20.3)","(10.0, 13.5, 13.227272727272727)","(3.4, 4.7, 4.46)","(3.6, 4.7, 4.655555555555556)","(18.0, 25.0, 23.857142857142858)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.717777777777777)","(4.8, 6.4, 6.08)"
08-01-2023 12:25:53.632423,"(81.0, 200.0, 160.0)","(12.0, 21.0, 20.3)","(10.0, 14.0, 12.9)","(3.4, 4.7, 4.46)","(3.6, 4.7, 4.655555555555556)","(18.0, 25.0, 23.857142857142858)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.717777777777777)","(4.8, 6.4, 6.08)"
08-01-2023 12:25:54.836196,"(81.0, 200.0, 160.0)","(12.0, 21.0, 20.3)","(10.0, 13.5, 13.038461538461538)","(3.4, 4.7, 4.46)","(3.6, 4.7, 4.655555555555556)","(18.0, 25.0, 23.857142857142858)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.717777777777777)","(4.8, 6.4, 6.08)"
08-01-2023 12:25:56.052224,"(81.0, 200.0, 160.0)","(12.0, 21.0, 20.3)","(10.0, 13.5, 12.642857142857142)","(3.4, 4.7, 4.46)","(3.6, 4.7, 4.655555555555556)","(18.0, 25.0, 23.857142857142858)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.717777777777777)","(4.8, 6.4, 6.08)"
08-01-2023 12:25:57.247126,"(81.0, 200.0, 160.0)","(12.0, 21.0, 20.3)","(10.0, 13.5, 12.642857142857142)","(3.4, 4.7, 4.592857142857143)","(3.6, 4.7, 4.429850746268657)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.717777777777777)","(4.8, 6.4, 6.08)"
08-01-2023 12:25:58.412532,"(81.0, 200.0, 160.0)","(12.0, 21.0, 20.3)","(10.0, 13.5, 12.642857142857142)","(3.4, 4.7, 4.592857142857143)","(3.6, 4.6, 4.420618556701031)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.717777777777777)","(4.8, 6.4, 6.08)"
08-01-2023 12:25:59.642559,"(81.0, 200.0, 160.0)","(12.0, 21.0, 20.3)","(10.0, 13.5, 12.642857142857142)","(3.4, 4.7, 4.592857142857143)","(3.6, 4.6, 4.420618556701031)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.7859649122807015)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:00.858512,"(81.0, 200.0, 160.0)","(12.0, 21.0, 20.3)","(10.0, 13.5, 12.642857142857142)","(3.4, 4.7, 4.592857142857143)","(3.6, 4.6, 4.420618556701031)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.7859649122807015)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:02.017798,"(81.0, 200.0, 160.0)","(12.0, 21.0, 20.3)","(10.0, 13.5, 12.642857142857142)","(3.4, 4.7, 4.592857142857143)","(3.6, 4.6, 4.420618556701031)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.7859649122807015)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:03.166882,"(81.0, 200.0, 160.0)","(12.0, 21.0, 20.3)","(10.0, 13.5, 12.642857142857142)","(3.4, 4.7, 4.575)","(3.6, 4.6, 4.420618556701031)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 4.8, 4.79)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:04.348886,"(81.0, 200.0, 160.0)","(12.0, 21.0, 19.0)","(10.0, 13.5, 12.642857142857142)","(3.4, 4.7, 4.575)","(3.6, 4.6, 4.420618556701031)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.828571428571428)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:05.463610,"(81.0, 200.0, 160.0)","(12.0, 21.0, 19.0)","(10.0, 13.5, 12.642857142857142)","(3.4, 4.7, 4.575)","(3.6, 4.6, 4.420618556701031)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.828571428571428)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:06.612846,"(81.0, 200.0, 160.0)","(12.0, 21.0, 19.0)","(10.0, 13.5, 13.038461538461538)","(3.4, 4.7, 4.575)","(3.6, 4.6, 4.412903225806452)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.925)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:07.792692,"(81.0, 200.0, 160.0)","(12.0, 21.0, 19.0)","(10.0, 13.5, 13.038461538461538)","(3.4, 4.7, 4.65)","(3.6, 4.5, 4.419047619047619)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.925)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:08.986903,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 13.038461538461538)","(3.4, 4.7, 4.65)","(3.6, 4.6, 4.419047619047619)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.925)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:10.125137,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 13.038461538461538)","(3.4, 4.7, 4.65)","(3.6, 4.6, 4.419047619047619)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.925)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:11.300946,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 13.038461538461538)","(3.4, 4.7, 4.65)","(3.6, 4.6, 4.419047619047619)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.925)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:12.524633,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 13.038461538461538)","(3.4, 4.7, 4.65)","(3.6, 4.6, 4.419047619047619)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.925)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:13.741553,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 13.038461538461538)","(3.4, 4.7, 4.65)","(3.6, 4.6, 4.419047619047619)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.94)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:14.939491,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.833333333333334)","(3.4, 4.7, 4.666666666666667)","(3.6, 4.6, 4.556)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.94)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:16.159062,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.833333333333334)","(3.4, 4.7, 4.666666666666667)","(3.6, 4.7, 4.539285714285715)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.94)","(4.8, 6.4, 6.08)"
08-01-2023 12:26:17.397778,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.833333333333334)","(3.4, 4.7, 4.684615384615385)","(3.6, 4.7, 4.539285714285715)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.94)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:18.588764,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.539285714285715)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.94)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:19.762140,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.539285714285715)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.94)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:20.936428,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.539285714285715)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.94)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:22.104579,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.539285714285715)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.94)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:23.302810,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.539285714285715)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.804347826086957)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:24.479347,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.539285714285715)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.785714285714286)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:25.604975,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.539285714285715)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.785714285714286)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:26.770874,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.539285714285715)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.2, 5.0, 4.785714285714286)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:27.856785,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.539285714285715)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.785714285714286)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:28.983976,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.539285714285715)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.785714285714286)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:30.112847,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.539285714285715)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.785714285714286)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:31.303314,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.785714285714286)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:32.497172,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.785714285714286)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:33.654389,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.785714285714286)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:34.822096,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.785714285714286)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:35.999720,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.671428571428572)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.785714285714286)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:37.107046,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.5, 12.625)","(3.4, 4.7, 4.6)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.828571428571428)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:38.242653,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.0, 12.5)","(3.4, 4.7, 4.6)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.925)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:39.405143,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.925)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:40.550079,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 5.140425531914894)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:41.710873,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.2, 5.140425531914894)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:42.851591,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.2, 5.140425531914894)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:43.968497,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.2, 5.140425531914894)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:45.195891,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.2, 5.08235294117647)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:46.391989,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 5.08235294117647)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:47.504619,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 5.08235294117647)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:48.702013,"(81.0, 200.0, 160.0)","(12.0, 19.5, 18.214285714285715)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 5.08235294117647)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:49.852395,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 5.08235294117647)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:50.979541,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.444444444444445)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 5.08235294117647)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:52.217197,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 4.920967741935484)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:53.421542,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 4.920967741935484)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:54.631999,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 4.920967741935484)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:55.815850,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 22.833333333333332)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 4.959493670886076)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:57.003389,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 23.555555555555557)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 4.915384615384615)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:58.239892,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 22.833333333333332)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 4.915384615384615)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:26:59.426003,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 22.833333333333332)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 4.896774193548387)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:27:00.554150,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 22.833333333333332)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 5.015217391304348)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:27:01.676209,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.569565217391305)","(18.0, 25.0, 22.833333333333332)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 5.015217391304348)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:27:02.799913,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.615384615384615)","(18.0, 25.0, 22.4)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 5.015217391304348)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:27:03.962258,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.166666666666666)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.8, 4.714285714285714)","(18.0, 25.0, 22.4)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 4.922535211267605)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:27:05.116417,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.0)","(10.0, 13.0, 12.0625)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.642857142857143)","(18.0, 25.0, 24.263157894736842)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 4.984615384615385)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:27:06.235984,"(81.0, 200.0, 160.0)","(12.0, 22.0, 21.0)","(10.0, 13.0, 11.875)","(3.4, 4.7, 4.633333333333334)","(3.6, 4.7, 4.642857142857143)","(18.0, 25.0, 20.333333333333332)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.984615384615385)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:27:07.389788,"(81.0, 200.0, 160.0)","(12.0, 22.0, 21.0)","(10.0, 12.5, 11.73076923076923)","(3.4, 4.7, 4.6)","(3.6, 4.7, 4.75)","(18.0, 24.0, 20.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.984615384615385)","(4.8, 6.4, 6.063157894736842)"
08-01-2023 12:27:08.509489,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.5)","(10.0, 12.0, 11.5)","(3.4, 4.7, 4.6)","(3.6, 4.9, 4.776923076923077)","(18.0, 22.0, 20.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.0, 4.92)","(4.8, 6.4, 6.066666666666667)"
08-01-2023 12:27:09.656620,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.5)","(10.0, 12.0, 11.5)","(3.4, 4.7, 4.609090909090909)","(3.6, 4.9, 4.776923076923077)","(18.0, 22.0, 20.0)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 4.92)","(4.8, 6.4, 6.066666666666667)"
08-01-2023 12:27:10.864320,"(81.0, 200.0, 160.0)","(12.0, 22.0, 20.5)","(10.0, 12.0, 11.59090909090909)","(3.4, 4.7, 4.609090909090909)","(3.6, 4.9, 4.776923076923077)","(18.0, 22.0, 18.9375)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 5.041176470588235)","(4.8, 6.4, 6.114285714285715)"
08-01-2023 12:27:12.010153,"(81.0, 200.0, 160.0)","(12.0, 22.0, 21.0)","(10.0, 12.0, 11.59090909090909)","(3.4, 4.7, 4.609090909090909)","(3.6, 4.9, 4.847058823529411)","(18.0, 22.0, 18.9375)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 5.041176470588235)","(4.8, 6.4, 6.114285714285715)"
08-01-2023 12:27:13.179421,"(81.0, 200.0, 160.0)","(12.0, 22.0, 21.0)","(10.0, 12.0, 11.59090909090909)","(3.4, 4.7, 4.609090909090909)","(3.6, 5.0, 4.847058823529411)","(18.0, 22.0, 18.9375)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 5.041176470588235)","(4.8, 6.4, 6.114285714285715)"
08-01-2023 12:27:14.411211,"(81.0, 200.0, 160.0)","(12.0, 22.0, 21.0)","(10.0, 12.0, 11.357142857142858)","(3.4, 4.7, 4.609090909090909)","(3.6, 5.0, 4.847058823529411)","(18.0, 22.0, 18.9375)","(81.0, 190.0, 143.33333333333334)","(4.4, 5.1, 5.041176470588235)","(4.8, 6.4, 6.114285714285715)"
