,Aussie Sebastian,Go Forward Herby,Sour Cider Wilma,Just Like Aria,Sekekama
09-01-2023 16:56:28.385167,"(2.1, 3.1, 2.8466666666666667)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 31.799999999999997)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:29.388131,"(2.1, 3.1, 2.8466666666666667)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.0625)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:30.367455,"(2.1, 3.1, 2.8466666666666667)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.0625)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:31.353419,"(2.1, 3.1, 2.8466666666666667)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.0625)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:32.238345,"(2.1, 3.1, 2.8466666666666667)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.0625)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:33.172457,"(2.1, 3.1, 2.8466666666666667)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.0625)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:34.050068,"(2.1, 3.1, 2.8466666666666667)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.0625)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:34.878885,"(2.1, 3.1, 2.8466666666666667)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.0625)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:35.901032,"(2.1, 3.1, 2.8466666666666667)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.0625)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:36.939128,"(2.1, 3.1, 2.8466666666666667)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.0625)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:37.842689,"(2.1, 3.1, 2.8466666666666667)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.0625)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:38.716181,"(2.1, 3.1, 2.8466666666666667)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.0625)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:39.583427,"(2.1, 3.1, 2.870909090909091)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.0625)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:40.654342,"(2.1, 3.1, 2.7636363636363637)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:41.549467,"(2.1, 3.1, 2.7636363636363637)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:42.372302,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:43.224124,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:44.046462,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:44.922471,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:45.790935,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:46.712930,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:47.789935,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:48.773897,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:49.713647,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:50.729087,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:51.684963,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:52.525031,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:53.464943,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:54.454034,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:55.330185,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:56.156917,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:57.067140,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:57.998636,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 4.15)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:58.922608,"(2.1, 3.25, 2.8454545454545452)","(3.2, 5.0, 3.654166666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:56:59.879683,"(2.1, 3.25, 2.8454545454545452)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:00.799940,"(2.1, 3.25, 2.8454545454545452)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:01.745944,"(2.1, 3.25, 2.8454545454545452)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:02.656406,"(2.1, 3.25, 2.8454545454545452)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:03.539123,"(2.1, 3.25, 2.8454545454545452)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:04.475128,"(2.1, 3.25, 2.8454545454545452)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:05.424478,"(2.1, 3.25, 2.8454545454545452)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:06.288270,"(2.1, 3.25, 2.8454545454545452)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:07.223717,"(2.1, 3.25, 2.8454545454545452)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:08.131870,"(2.1, 3.25, 2.8454545454545452)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:09.007554,"(2.1, 3.25, 2.8454545454545452)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:09.881767,"(2.1, 3.25, 2.8454545454545452)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:10.814796,"(2.1, 3.25, 2.8692307692307693)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:11.791888,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:12.779384,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:13.628535,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:14.443135,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:15.292351,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:16.182259,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:17.196420,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:18.160730,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:19.049277,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:19.928522,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:20.846518,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:21.777713,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:22.716250,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:23.619994,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:24.430262,"(2.1, 3.15, 2.9575)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:25.372761,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.8, 4.466666666666667)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:26.449981,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:27.344420,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:28.238871,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:29.255196,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:30.226208,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:31.043869,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:31.930600,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:32.877513,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:33.800764,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:34.746822,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:35.713200,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:36.691189,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:37.596173,"(2.1, 3.15, 2.8076923076923075)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:38.496221,"(2.1, 3.15, 2.792307692307692)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:39.357145,"(2.1, 3.15, 2.9228260869565217)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:40.288191,"(2.1, 3.15, 2.9228260869565217)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:41.163350,"(2.1, 3.15, 2.9228260869565217)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:42.063788,"(2.1, 3.05, 3.0040540540540537)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:43.078031,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:44.053948,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:44.961941,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:45.851009,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:46.792337,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:47.693104,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 4.544444444444444)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:48.567663,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 3.611111111111111)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:49.510038,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 3.611111111111111)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:50.483735,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 3.611111111111111)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:51.319787,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 3.611111111111111)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:52.190254,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 3.611111111111111)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:53.132744,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 3.611111111111111)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:54.029531,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 3.611111111111111)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:54.916487,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 3.611111111111111)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:55.890752,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 3.611111111111111)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 33.0)"
09-01-2023 16:57:56.864423,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 3.611111111111111)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 46.0, 30.714285714285715)"
09-01-2023 16:57:57.843350,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 3.611111111111111)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 50.0, 31.538461538461537)"
09-01-2023 16:57:58.708731,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.9, 3.611111111111111)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 50.0, 31.538461538461537)"
09-01-2023 16:57:59.574504,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.8, 3.95625)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:00.599679,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:01.582278,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:02.527535,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:03.432624,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:04.315659,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:05.286877,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:06.240072,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 26.375)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:07.262815,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:08.340444,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:09.392883,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:10.441404,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:11.487420,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:12.461349,"(2.1, 3.05, 2.9437499999999996)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:13.339773,"(2.1, 2.98, 2.8825000000000003)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:14.225091,"(2.1, 2.98, 2.8825000000000003)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:15.205719,"(2.1, 2.98, 2.8825000000000003)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:16.219373,"(2.1, 2.98, 2.8825000000000003)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:17.060548,"(2.1, 2.98, 2.8825000000000003)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:17.958305,"(2.1, 2.98, 2.8825000000000003)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:18.910212,"(2.1, 2.98, 2.8825000000000003)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:19.886926,"(2.1, 2.98, 2.8825000000000003)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:20.794038,"(2.1, 2.98, 2.8825000000000003)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:21.806669,"(2.1, 2.98, 2.8825000000000003)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
09-01-2023 16:58:22.777945,"(2.1, 2.98, 2.8825000000000003)","(3.2, 4.7, 4.388888888888889)","(3.1, 4.6, 3.8249999999999997)","(17.0, 42.0, 28.11111111111111)","(20.0, 50.0, 35.88235294117647)"
