,Sugar Time,Diamond Harmony,Homebush Harper,Young Romeo,Simon The Pieman,Alhambra,Rosehip,Verdun Bale
08-12-2022 14:48:45.921736,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:48:47.448825,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:48:49.085602,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:48:50.636693,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:48:52.220743,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:48:53.791906,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:48:55.332028,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:48:56.872663,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.181818181818183)"
08-12-2022 14:48:58.283333,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.181818181818183)"
08-12-2022 14:48:59.720635,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.181818181818183)"
08-12-2022 14:49:01.162228,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.181818181818183)"
08-12-2022 14:49:02.490284,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.181818181818183)"
08-12-2022 14:49:03.847212,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.181818181818183)"
08-12-2022 14:49:05.182887,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.181818181818183)"
08-12-2022 14:49:06.522218,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.0)"
08-12-2022 14:49:07.852332,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:09.144888,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:10.471802,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:11.754854,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:13.049104,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 28.626666666666672)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:14.253678,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:15.446060,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:16.644028,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:17.936689,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:19.225979,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.66842105263158)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:20.520627,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:21.626592,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:22.895999,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:24.230158,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:25.516405,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:26.818713,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:28.078342,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:29.329587,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:30.531885,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:31.813236,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.045454545454545)"
08-12-2022 14:49:33.153920,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.34375)"
08-12-2022 14:49:34.507232,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.34375)"
08-12-2022 14:49:35.800097,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.34375)"
08-12-2022 14:49:37.045461,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.34375)"
08-12-2022 14:49:38.307751,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.34375)"
08-12-2022 14:49:39.578681,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.34375)"
08-12-2022 14:49:40.903030,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.34375)"
08-12-2022 14:49:42.183153,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.34375)"
08-12-2022 14:49:43.482277,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.34375)"
08-12-2022 14:49:44.767352,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.34375)"
08-12-2022 14:49:45.964053,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.34375)"
08-12-2022 14:49:47.154929,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:49:48.444022,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:49:49.748142,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.431250000000002)"
08-12-2022 14:49:51.042730,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:49:52.368599,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:49:53.662337,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:49:54.943306,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:49:56.278752,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:49:57.628728,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:49:58.993914,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.92)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:00.316991,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.2625)","(71.0, 300.0, 177.5)","(12.0, 30.0, 25.880000000000003)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 13.216666666666667)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:01.611270,"(3.4, 5.1, 4.128571428571428)","(7.0, 16.5, 15.7)","(71.0, 300.0, 177.5)","(12.0, 30.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 14.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:02.941995,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:04.183106,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:05.496870,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:06.828496,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:08.157523,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:09.527677,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:10.855328,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:12.153542,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.480000000000004)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:13.497123,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.480000000000004)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:14.849229,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.480000000000004)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:16.274504,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.480000000000004)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:17.735735,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.480000000000004)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:19.136828,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:20.966883,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.05)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:23.152873,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.563157894736843)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:24.836499,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.480000000000004)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.563157894736843)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:25.994081,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.480000000000004)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.563157894736843)","(6.0, 23.0, 15.136363636363637)"
08-12-2022 14:50:27.278776,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 30.493333333333332)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.563157894736843)","(6.0, 23.0, 18.038461538461537)"
08-12-2022 14:50:28.565901,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 30.493333333333332)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.563157894736843)","(6.0, 23.0, 18.038461538461537)"
08-12-2022 14:50:29.835984,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.563157894736843)","(6.0, 23.0, 18.038461538461537)"
08-12-2022 14:50:31.162394,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.563157894736843)","(6.0, 23.0, 18.038461538461537)"
08-12-2022 14:50:32.391088,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.563157894736843)","(6.0, 23.0, 18.038461538461537)"
08-12-2022 14:50:33.642634,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.563157894736843)","(6.0, 23.0, 18.038461538461537)"
08-12-2022 14:50:34.961469,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.563157894736843)","(6.0, 23.0, 18.038461538461537)"
08-12-2022 14:50:36.296024,"(3.4, 5.1, 4.128571428571428)","(7.0, 17.0, 15.7)","(71.0, 300.0, 177.5)","(12.0, 32.0, 27.519999999999996)","(10.0, 24.0, 22.37777777777778)","(2.45, 4.0, 3.407058823529412)","(7.5, 15.5, 14.563157894736843)","(6.0, 23.0, 18.038461538461537)"
