,Tolkowsky,Storm Attack,Drop The Pilot,Giveitallali,Heleva Deel,Harmony Nation,Lexis Choice,Kings Row,Inside Information,The Angels Kiss
05-01-2023 14:43:00.133439,"(1.9, 2.02, 1.9960669456066946)","(10.0, 17.0, 15.333333333333334)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.1, 4.054838709677419)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:01.314620,"(1.9, 2.02, 1.9960669456066946)","(10.0, 17.0, 15.333333333333334)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.1, 4.054838709677419)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:02.512291,"(1.9, 2.02, 1.9960669456066946)","(10.0, 17.0, 15.333333333333334)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.1, 4.054838709677419)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:03.685088,"(1.9, 2.02, 1.9960669456066946)","(10.0, 17.0, 19.375)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.1, 3.988235294117647)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 40.35294117647059)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:04.870863,"(1.9, 2.02, 1.9960669456066946)","(10.0, 21.0, 19.375)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.988235294117647)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 46.0, 40.35294117647059)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:06.454284,"(1.9, 2.02, 1.9960669456066946)","(10.0, 21.0, 16.0)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.988235294117647)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 46.0, 40.35294117647059)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:07.847724,"(1.9, 2.02, 1.9960669456066946)","(10.0, 21.0, 17.25)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.988235294117647)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 46.0, 40.35294117647059)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:09.314511,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 18.38095238095238)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.9722222222222223)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 46.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:10.557557,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 18.38095238095238)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.9722222222222223)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:11.814752,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 19.625)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.9722222222222223)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:13.031558,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 19.625)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.96875)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:14.262882,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 19.625)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.9551282051282053)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:15.591373,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 17.875)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.9551282051282053)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:16.820351,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 17.875)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.95)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:18.009494,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 18.727272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.95)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:19.239343,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 18.727272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.9551282051282053)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:20.453527,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 19.91304347826087)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.9551282051282053)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:21.626129,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 17.875)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 4.0, 3.927777777777778)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:22.853152,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 18.1875)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.927777777777778)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:23.970509,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 18.1875)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.927777777777778)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:25.133347,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 18.1875)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.927777777777778)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:26.681005,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 18.1875)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.918421052631579)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:28.050090,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 18.1875)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.918421052631579)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:29.270822,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 18.1875)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.918421052631579)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:30.456041,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 18.1875)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.918421052631579)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 21.125)","(21.0, 46.0, 41.733333333333334)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:31.672629,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 18.1875)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.918421052631579)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 41.733333333333334)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:32.893124,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 19.81578947368421)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.918421052631579)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 41.733333333333334)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:34.310315,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 19.81578947368421)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.918421052631579)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 41.84615384615385)","(26.0, 130.0, 39.09090909090909)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:35.608688,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 19.81578947368421)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.918421052631579)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 23.833333333333332)","(21.0, 44.0, 41.84615384615385)","(26.0, 130.0, 46.66666666666667)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:36.811884,"(1.9, 2.02, 1.9808219178082191)","(10.0, 21.0, 19.81578947368421)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 23.833333333333332)","(21.0, 44.0, 41.84615384615385)","(26.0, 130.0, 67.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:38.203053,"(1.9, 2.02, 1.9813513513513514)","(10.0, 21.0, 19.81578947368421)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 23.833333333333332)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 67.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:39.587059,"(1.9, 2.02, 1.9813513513513514)","(10.0, 21.0, 19.81578947368421)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 23.833333333333332)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 67.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:40.881775,"(1.9, 2.02, 1.9813513513513514)","(10.0, 21.0, 19.977272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 23.833333333333332)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 67.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:42.148233,"(1.9, 2.02, 1.9813513513513514)","(10.0, 21.0, 19.977272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 23.833333333333332)","(21.0, 44.0, 42.833333333333336)","(26.0, 130.0, 67.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:43.387332,"(1.9, 2.02, 1.9813513513513514)","(10.0, 21.0, 19.977272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 23.833333333333332)","(21.0, 44.0, 41.0)","(26.0, 130.0, 84.54545454545455)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:44.680656,"(1.9, 2.02, 1.9813513513513514)","(10.0, 21.0, 19.977272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 90.9090909090909)","(12.0, 26.0, 23.833333333333332)","(21.0, 42.0, 41.0)","(26.0, 130.0, 84.54545454545455)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:45.922152,"(1.9, 2.02, 1.9813513513513514)","(10.0, 21.0, 19.977272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 95.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 42.0, 41.0)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:47.172592,"(1.9, 2.02, 1.9813513513513514)","(10.0, 21.0, 19.977272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 95.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 42.0, 41.0)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:48.401594,"(1.9, 2.02, 1.9813513513513514)","(10.0, 21.0, 19.977272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 95.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 42.0, 41.0)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:49.720284,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 19.977272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 95.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 42.0, 41.0)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:51.056521,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 19.977272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 95.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 42.0, 41.0)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:52.416039,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 19.977272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 95.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 42.0, 41.0)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:53.729994,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 19.977272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 95.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 42.0, 41.0)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:55.058696,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 19.977272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 80.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 42.0, 39.6)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:56.277126,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 19.977272727272727)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.95, 3.821428571428571)","(51.0, 140.0, 80.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 42.0, 39.6)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:57.505106,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.5)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 80.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 42.0, 39.6)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:43:58.765285,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.5)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 80.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 35.81818181818182)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:00.108777,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.5)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 80.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 35.81818181818182)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:01.487157,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.5)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 80.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 35.81818181818182)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:02.840963,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.5)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 80.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 35.81818181818182)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:04.171305,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.5)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 80.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 35.81818181818182)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:05.370273,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.5)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 80.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 39.77777777777778)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:06.612747,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 19.94736842105263)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 80.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 39.77777777777778)","(26.0, 130.0, 86.25)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:07.909278,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 19.94736842105263)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 80.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 42.57142857142857)","(26.0, 130.0, 80.0)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:09.302880,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 42.57142857142857)","(26.0, 130.0, 80.0)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:10.659700,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 42.57142857142857)","(26.0, 130.0, 80.0)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:11.987769,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 42.57142857142857)","(26.0, 130.0, 80.0)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:13.229781,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 42.57142857142857)","(26.0, 130.0, 80.0)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:14.443390,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.666666666666664)","(26.0, 130.0, 80.0)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:15.706933,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.666666666666664)","(26.0, 130.0, 80.0)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:16.973266,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.666666666666664)","(26.0, 130.0, 42.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:18.358271,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.666666666666664)","(26.0, 130.0, 42.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:19.616684,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.666666666666664)","(26.0, 130.0, 42.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:20.923903,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.666666666666664)","(26.0, 130.0, 42.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:22.244264,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.666666666666664)","(26.0, 130.0, 42.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:23.578279,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.666666666666664)","(26.0, 130.0, 42.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:24.909363,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.666666666666664)","(26.0, 130.0, 42.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:26.084340,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.666666666666664)","(26.0, 130.0, 42.5)","(71.0, 220.0, 150.0)"
05-01-2023 14:44:27.254568,"(1.9, 2.02, 1.9812738853503185)","(10.0, 21.0, 18.8125)","(15.0, 26.0, 22.8)","(9.0, 18.5, 17.25)","(3.4, 3.9, 3.8166666666666664)","(51.0, 140.0, 94.0)","(12.0, 26.0, 23.833333333333332)","(21.0, 46.0, 44.666666666666664)","(26.0, 130.0, 42.5)","(71.0, 220.0, 150.0)"
