,Glass Warrior,So Astounding,Travelling Gigolo,Super Swoop,Bell Ringer Boy,King Island,Steel Skies,Always A Winner,Not A Brass Razoo,The Executive,Sunset Gun,The Decider
06-01-2023 16:54:44.511264,"(12.0, 14.5, 13.99438202247191)","(10.0, 13.0, 12.471830985915492)","(2.9, 3.1, 3.0955719557195573)","(12.0, 13.5, 13.190311418685122)","(6.0, 7.2, 7.109090909090909)","(26.0, 40.0, 39.2)","(16.0, 22.0, 21.581920903954803)","(31.0, 38.0, 36.54545454545455)","(8.0, 10.0, 10.00531914893617)","(11.0, 14.0, 13.524229074889869)","(81.0, 130.0, 119.52380952380952)","(31.0, 38.0, 36.57142857142857)"
06-01-2023 16:54:46.348079,"(12.0, 14.0, 13.99438202247191)","(10.0, 13.0, 12.551401869158878)","(2.9, 3.1, 3.088855421686747)","(12.0, 13.5, 13.190311418685122)","(6.0, 7.2, 7.073563218390805)","(26.0, 40.0, 39.2)","(16.0, 22.0, 21.581920903954803)","(31.0, 38.0, 36.57142857142857)","(7.5, 10.5, 9.957500000000001)","(11.0, 14.0, 13.384615384615385)","(81.0, 130.0, 127.3913043478261)","(31.0, 38.0, 36.421052631578945)"
06-01-2023 16:54:48.186224,"(12.0, 14.0, 13.994152046783626)","(10.0, 13.0, 12.57)","(2.9, 3.1, 3.0838)","(12.0, 13.5, 13.193493150684931)","(6.0, 7.2, 7.098947368421053)","(26.0, 40.0, 39.25)","(16.0, 22.0, 21.593406593406595)","(31.0, 38.0, 36.75)","(7.5, 10.0, 9.986842105263158)","(11.0, 14.0, 13.357142857142858)","(81.0, 130.0, 127.85714285714286)","(31.0, 36.0, 35.6)"
06-01-2023 16:54:49.937380,"(12.0, 14.0, 13.994152046783626)","(10.0, 13.0, 12.552238805970148)","(2.8, 3.1, 3.082983193277311)","(12.0, 13.5, 13.193493150684931)","(6.0, 7.2, 7.098947368421053)","(26.0, 40.0, 39.25)","(16.0, 22.0, 21.593406593406595)","(31.0, 38.0, 36.75)","(8.0, 10.0, 9.986842105263158)","(11.0, 14.0, 13.36697247706422)","(81.0, 130.0, 128.51851851851853)","(31.0, 36.0, 35.6)"
06-01-2023 16:54:51.614608,"(12.0, 14.0, 13.980113636363637)","(10.0, 13.0, 12.545454545454545)","(2.8, 3.1, 3.0925000000000002)","(12.0, 13.5, 13.164794007490636)","(6.0, 7.2, 7.093333333333334)","(26.0, 40.0, 39.25)","(16.0, 22.0, 21.593406593406595)","(31.0, 38.0, 36.75)","(8.0, 10.0, 9.986842105263158)","(11.0, 14.0, 13.36697247706422)","(81.0, 130.0, 129.23076923076923)","(31.0, 36.0, 35.6)"
06-01-2023 16:54:53.531161,"(12.0, 14.0, 13.981770833333334)","(10.0, 13.0, 12.534883720930232)","(2.8, 3.1, 3.0921052631578947)","(12.0, 13.5, 13.164794007490636)","(6.0, 7.2, 7.104)","(26.0, 40.0, 39.25)","(16.0, 22.0, 21.593406593406595)","(31.0, 38.0, 36.75)","(8.0, 10.0, 9.984848484848484)","(11.0, 14.0, 13.36697247706422)","(81.0, 130.0, 129.23076923076923)","(31.0, 36.0, 34.72727272727273)"
06-01-2023 16:54:55.368605,"(12.0, 14.0, 13.981770833333334)","(10.0, 13.0, 12.534883720930232)","(2.8, 3.1, 3.0921052631578947)","(12.0, 13.5, 13.164794007490636)","(6.0, 7.2, 7.104)","(26.0, 40.0, 39.25)","(16.0, 22.0, 21.593406593406595)","(31.0, 38.0, 37.0625)","(8.0, 10.0, 10.05609756097561)","(11.0, 14.0, 13.56875)","(81.0, 130.0, 134.390243902439)","(31.0, 36.0, 35.333333333333336)"
06-01-2023 16:54:57.364095,"(12.0, 14.0, 13.980446927374302)","(10.0, 13.0, 12.707070707070708)","(2.8, 3.05, 3.0372576177285318)","(12.0, 13.5, 13.218553459119496)","(6.0, 7.2, 7.140740740740741)","(26.0, 40.0, 39.73684210526316)","(16.0, 23.0, 22.712)","(31.0, 38.0, 37.0625)","(8.0, 10.5, 10.05609756097561)","(11.0, 14.0, 13.56875)","(81.0, 150.0, 134.390243902439)","(31.0, 36.0, 35.333333333333336)"
06-01-2023 16:54:59.883101,"(12.0, 14.0, 13.980978260869565)","(10.0, 13.0, 12.757894736842106)","(2.8, 3.05, 3.031785195936139)","(12.0, 13.5, 13.229607250755286)","(6.0, 7.2, 7.1571428571428575)","(26.0, 40.0, 39.68888888888889)","(17.0, 23.0, 22.5)","(31.0, 38.0, 37.189189189189186)","(8.0, 10.5, 10.488095238095237)","(11.0, 14.0, 13.56875)","(81.0, 150.0, 123.125)","(31.0, 36.0, 35.48148148148148)"
06-01-2023 16:55:01.729824,"(12.0, 14.0, 13.952631578947368)","(10.0, 13.0, 12.757894736842106)","(2.8, 3.05, 3.0263366336633664)","(12.0, 13.5, 13.424581005586592)","(6.0, 7.2, 7.1571428571428575)","(26.0, 40.0, 39.55102040816327)","(17.0, 23.0, 22.032258064516128)","(31.0, 38.0, 36.9375)","(8.0, 11.0, 10.60909090909091)","(11.0, 14.0, 13.569327731092438)","(81.0, 150.0, 123.10344827586206)","(31.0, 36.0, 35.357142857142854)"
06-01-2023 16:55:04.215912,"(12.0, 14.0, 13.943502824858758)","(10.0, 13.0, 12.757894736842106)","(2.8, 3.05, 3.0263366336633664)","(12.0, 13.5, 13.378378378378379)","(6.0, 7.2, 7.1571428571428575)","(26.0, 40.0, 39.43589743589744)","(17.0, 23.0, 22.032258064516128)","(31.0, 38.0, 36.785714285714285)","(8.0, 11.0, 10.595348837209302)","(11.0, 14.0, 13.569915254237289)","(81.0, 150.0, 123.10344827586206)","(31.0, 38.0, 37.166666666666664)"
06-01-2023 16:55:06.420756,"(12.0, 14.0, 13.943502824858758)","(10.0, 13.0, 12.757894736842106)","(2.8, 3.05, 3.0275933609958505)","(12.0, 13.5, 12.39864864864865)","(6.0, 7.2, 7.155371900826446)","(26.0, 40.0, 39.35294117647059)","(17.0, 23.0, 22.032258064516128)","(31.0, 38.0, 37.4)","(8.0, 11.0, 10.416107382550335)","(11.0, 14.0, 13.569915254237289)","(81.0, 150.0, 123.10344827586206)","(31.0, 38.0, 37.642857142857146)"
06-01-2023 16:55:08.725189,"(12.0, 14.0, 13.947643979057592)","(10.0, 13.0, 12.792792792792794)","(2.8, 3.05, 3.025892857142857)","(12.0, 12.5, 12.438311688311689)","(6.0, 7.2, 7.164864864864865)","(26.0, 40.0, 39.43589743589744)","(17.0, 23.0, 22.045161290322582)","(31.0, 38.0, 36.46666666666667)","(8.0, 11.0, 10.464788732394366)","(11.0, 14.0, 13.595918367346938)","(81.0, 150.0, 123.55932203389831)","(31.0, 38.0, 37.81132075471698)"
06-01-2023 16:55:10.823404,"(12.0, 14.0, 13.925373134328359)","(10.0, 13.0, 12.688034188034187)","(2.8, 3.05, 3.0368194842406875)","(12.0, 12.5, 12.409090909090908)","(6.0, 7.2, 7.164864864864865)","(26.0, 40.0, 39.43589743589744)","(17.0, 23.0, 21.963414634146343)","(31.0, 38.0, 37.945205479452056)","(8.0, 11.0, 10.652439024390244)","(11.0, 14.0, 13.409090909090908)","(81.0, 150.0, 124.0677966101695)","(31.0, 38.0, 37.81132075471698)"
06-01-2023 16:55:12.601120,"(12.0, 14.0, 13.883408071748878)","(10.0, 13.5, 12.60919540229885)","(2.8, 3.05, 3.03471615720524)","(12.0, 12.5, 12.40625)","(6.0, 7.2, 7.157723577235773)","(26.0, 40.0, 39.513513513513516)","(17.0, 22.0, 21.963414634146343)","(31.0, 38.0, 37.95973154362416)","(8.0, 11.0, 10.66025641025641)","(11.0, 13.5, 13.518072289156626)","(81.0, 150.0, 124.0677966101695)","(31.0, 38.0, 38.123456790123456)"
06-01-2023 16:55:14.287846,"(12.0, 14.0, 13.883408071748878)","(10.0, 13.0, 12.616279069767442)","(2.8, 3.05, 3.0366666666666666)","(12.0, 12.5, 12.362385321100918)","(6.0, 7.2, 7.165811965811966)","(31.0, 40.0, 39.6)","(17.0, 22.0, 21.97530864197531)","(31.0, 38.0, 39.8421052631579)","(8.0, 11.0, 10.631944444444445)","(11.0, 14.0, 13.526923076923078)","(81.0, 150.0, 126.09375)","(31.0, 40.0, 38.146341463414636)"
06-01-2023 16:55:16.136685,"(12.0, 14.0, 13.883408071748878)","(10.0, 13.0, 12.648936170212766)","(2.8, 3.05, 3.043918918918919)","(12.0, 12.5, 12.475903614457831)","(6.0, 7.2, 7.162616822429906)","(31.0, 40.0, 39.6)","(17.0, 22.0, 21.897727272727273)","(31.0, 40.0, 39.83098591549296)","(8.0, 11.0, 10.392265193370166)","(11.0, 14.0, 13.528225806451612)","(81.0, 150.0, 126.09375)","(31.0, 40.0, 38.146341463414636)"
06-01-2023 16:55:17.737436,"(12.0, 14.0, 13.883408071748878)","(10.0, 13.0, 12.64516129032258)","(2.8, 3.05, 3.043863636363636)","(12.0, 12.5, 12.475903614457831)","(6.0, 7.2, 7.1607843137254905)","(31.0, 40.0, 39.6)","(17.0, 22.0, 21.89156626506024)","(31.0, 40.0, 39.83098591549296)","(8.0, 11.0, 10.427710843373495)","(11.0, 14.0, 13.528225806451612)","(81.0, 150.0, 126.09375)","(31.0, 40.0, 38.146341463414636)"
06-01-2023 16:55:19.298770,"(12.0, 14.0, 13.883408071748878)","(10.0, 13.0, 12.521739130434783)","(2.7, 3.05, 3.047073170731707)","(11.0, 12.5, 12.474358974358974)","(6.0, 7.2, 7.1646017699115045)","(31.0, 40.0, 39.53333333333333)","(17.0, 22.0, 21.89156626506024)","(31.0, 40.0, 39.833333333333336)","(8.0, 10.5, 10.427710843373495)","(11.0, 14.0, 13.522727272727273)","(81.0, 150.0, 126.09375)","(31.0, 40.0, 38.146341463414636)"
06-01-2023 16:55:20.903037,"(12.0, 14.0, 13.883408071748878)","(10.0, 13.0, 12.576923076923077)","(2.7, 3.05, 3.0451612903225804)","(11.0, 12.5, 12.474358974358974)","(6.0, 7.2, 7.1646017699115045)","(31.0, 40.0, 39.53333333333333)","(17.0, 22.0, 21.88888888888889)","(31.0, 40.0, 38.75)","(8.0, 10.5, 10.381720430107526)","(11.0, 14.0, 13.596153846153847)","(81.0, 150.0, 126.09375)","(31.0, 40.0, 38.146341463414636)"
06-01-2023 16:55:22.628998,"(12.0, 14.0, 13.87378640776699)","(10.0, 13.0, 12.630434782608695)","(2.7, 3.05, 3.0494444444444446)","(11.0, 12.5, 12.46551724137931)","(6.0, 7.2, 7.186)","(31.0, 40.0, 39.53333333333333)","(17.0, 22.0, 21.830188679245282)","(31.0, 40.0, 38.666666666666664)","(8.0, 10.5, 10.338235294117647)","(11.0, 14.0, 13.522727272727273)","(81.0, 150.0, 134.28571428571428)","(31.0, 40.0, 37.130434782608695)"
06-01-2023 16:55:24.286261,"(12.0, 14.0, 13.861702127659575)","(10.0, 13.0, 12.673076923076923)","(2.7, 3.1, 3.0767263427109977)","(11.0, 12.5, 12.878504672897197)","(6.0, 7.2, 7.186538461538461)","(31.0, 40.0, 39.5625)","(17.0, 22.0, 21.844827586206897)","(31.0, 40.0, 38.7)","(8.0, 10.5, 8.814621409921672)","(11.0, 14.0, 13.553435114503817)","(81.0, 140.0, 132.94117647058823)","(31.0, 38.0, 37.04761904761905)"
06-01-2023 16:55:26.122990,"(12.0, 14.0, 13.870646766169154)","(10.0, 13.0, 12.716666666666667)","(2.7, 3.1, 3.0834183673469386)","(11.0, 13.0, 12.83673469387755)","(6.0, 7.2, 7.188235294117647)","(31.0, 40.0, 39.65)","(17.0, 22.0, 21.85483870967742)","(31.0, 42.0, 38.94736842105263)","(8.0, 9.0, 9.454545454545453)","(11.0, 14.0, 13.568493150684931)","(81.0, 140.0, 132.10526315789474)","(31.0, 40.0, 39.037974683544306)"
06-01-2023 16:55:27.721666,"(12.0, 14.0, 13.870646766169154)","(10.0, 13.0, 12.638297872340425)","(2.7, 3.1, 3.0834183673469386)","(11.0, 13.0, 12.861538461538462)","(6.0, 7.2, 7.187387387387387)","(31.0, 40.0, 39.666666666666664)","(17.0, 22.0, 21.863636363636363)","(31.0, 42.0, 39.1)","(8.0, 9.6, 9.309090909090909)","(11.0, 14.0, 13.588235294117647)","(81.0, 140.0, 132.5)","(31.0, 40.0, 38.53465346534654)"
06-01-2023 16:55:29.279507,"(12.0, 14.0, 13.870646766169154)","(10.0, 13.0, 12.638297872340425)","(2.7, 3.1, 3.08275)","(11.0, 13.0, 12.923076923076923)","(6.0, 7.2, 7.1888000000000005)","(31.0, 40.0, 39.68181818181818)","(17.0, 22.0, 21.87323943661972)","(31.0, 42.0, 39.30232558139535)","(8.0, 9.6, 8.815909090909091)","(11.0, 14.0, 13.612582781456954)","(81.0, 140.0, 131.66666666666666)","(31.0, 40.0, 36.2962962962963)"
06-01-2023 16:55:30.866169,"(12.0, 14.0, 13.875)","(10.0, 13.0, 12.941176470588236)","(2.7, 3.1, 3.0851293103448274)","(11.0, 13.0, 12.923076923076923)","(6.0, 7.2, 7.1888000000000005)","(31.0, 40.0, 39.68181818181818)","(17.0, 22.0, 21.87323943661972)","(31.0, 42.0, 39.30232558139535)","(8.0, 9.0, 8.815909090909091)","(11.0, 14.0, 13.612582781456954)","(81.0, 140.0, 131.66666666666666)","(31.0, 40.0, 36.2962962962963)"
06-01-2023 16:55:32.543243,"(12.0, 14.0, 13.882882882882884)","(10.0, 13.0, 12.975609756097562)","(2.7, 3.1, 3.115546218487395)","(12.0, 13.0, 12.938271604938272)","(6.0, 7.2, 7.220000000000001)","(31.0, 40.0, 39.72)","(17.0, 22.0, 21.825581395348838)","(31.0, 42.0, 39.63265306122449)","(8.0, 9.0, 8.825252525252527)","(11.0, 14.0, 13.645454545454545)","(81.0, 140.0, 133.75)","(31.0, 38.0, 36.888888888888886)"
06-01-2023 16:55:34.119116,"(12.0, 14.0, 13.882882882882884)","(10.0, 13.0, 12.81132075471698)","(2.7, 3.15, 3.1008591065292093)","(12.0, 13.0, 12.938271604938272)","(6.0, 7.4, 7.336842105263158)","(31.0, 40.0, 39.72)","(17.0, 22.0, 21.825581395348838)","(31.0, 42.0, 39.63265306122449)","(8.0, 9.0, 8.793586005830903)","(11.0, 14.0, 13.645454545454545)","(81.0, 140.0, 133.75)","(31.0, 38.0, 36.888888888888886)"
06-01-2023 16:55:35.529711,"(12.0, 14.0, 13.882882882882884)","(10.0, 13.0, 12.779661016949152)","(2.7, 3.15, 3.1008591065292093)","(12.0, 13.0, 12.938271604938272)","(6.0, 7.4, 7.290909090909091)","(31.0, 40.0, 39.72)","(17.0, 22.0, 21.825581395348838)","(31.0, 42.0, 39.63265306122449)","(8.0, 9.0, 8.613333333333333)","(11.0, 14.0, 13.642857142857142)","(81.0, 140.0, 133.75)","(31.0, 38.0, 36.57142857142857)"
06-01-2023 16:55:36.965802,"(12.0, 14.0, 13.893004115226338)","(10.0, 13.0, 12.8375)","(2.7, 3.15, 3.11246719160105)","(12.0, 13.0, 12.951456310679612)","(6.0, 7.4, 7.375510204081633)","(31.0, 40.0, 39.75438596491228)","(17.0, 22.0, 21.848484848484848)","(31.0, 42.0, 39.92857142857143)","(8.0, 9.0, 8.894117647058824)","(11.0, 14.0, 13.733333333333333)","(81.0, 140.0, 134.23076923076923)","(31.0, 38.0, 36.758620689655174)"
06-01-2023 16:55:38.328088,"(12.0, 14.0, 13.893004115226338)","(10.0, 13.0, 12.8375)","(2.7, 3.15, 3.107882882882883)","(11.0, 13.0, 12.962686567164178)","(6.0, 7.4, 7.380952380952381)","(31.0, 40.0, 39.76271186440678)","(17.0, 22.0, 21.85576923076923)","(31.0, 42.0, 38.51282051282051)","(8.0, 9.0, 8.938461538461539)","(11.0, 14.0, 13.741935483870968)","(81.0, 140.0, 134.64285714285714)","(31.0, 38.0, 36.97142857142857)"
06-01-2023 16:55:39.701319,"(12.0, 14.0, 13.896)","(10.0, 13.0, 12.8)","(2.7, 3.15, 3.107882882882883)","(11.0, 13.0, 12.962686567164178)","(6.0, 7.4, 7.379310344827586)","(31.0, 40.0, 39.74074074074074)","(17.0, 22.0, 21.842105263157894)","(31.0, 42.0, 38.51282051282051)","(8.0, 9.0, 9.015384615384615)","(11.0, 14.0, 13.741935483870968)","(81.0, 140.0, 134.64285714285714)","(31.0, 38.0, 36.97142857142857)"
06-01-2023 16:55:41.067555,"(12.0, 14.0, 13.896)","(10.0, 13.0, 12.763636363636364)","(2.7, 3.15, 3.107882882882883)","(11.0, 13.0, 12.962686567164178)","(6.0, 7.4, 7.377358490566038)","(31.0, 40.0, 39.74074074074074)","(17.0, 22.0, 21.842105263157894)","(31.0, 42.0, 40.81395348837209)","(8.0, 9.2, 9.021052631578947)","(11.0, 14.0, 13.741935483870968)","(81.0, 140.0, 134.64285714285714)","(31.0, 38.0, 36.9375)"
06-01-2023 16:55:42.451695,"(12.0, 14.0, 13.896)","(10.0, 13.0, 12.763636363636364)","(2.7, 3.15, 3.1088105726872244)","(11.0, 13.0, 12.959016393442623)","(6.0, 7.4, 7.377358490566038)","(31.0, 40.0, 39.74074074074074)","(17.0, 22.0, 21.842105263157894)","(31.0, 42.0, 39.94074074074074)","(8.0, 9.2, 9.036363636363637)","(11.0, 14.0, 13.741935483870968)","(81.0, 140.0, 134.64285714285714)","(31.0, 38.0, 36.96774193548387)"
06-01-2023 16:55:43.851521,"(12.0, 14.0, 13.896)","(10.0, 13.0, 12.763636363636364)","(2.7, 3.15, 3.1088105726872244)","(11.0, 13.0, 12.960629921259843)","(6.5, 7.4, 7.377358490566038)","(31.0, 40.0, 39.74074074074074)","(17.0, 22.0, 21.842105263157894)","(31.0, 40.0, 39.97014925373134)","(8.0, 9.2, 9.036363636363637)","(11.0, 14.0, 13.741935483870968)","(81.0, 140.0, 134.64285714285714)","(31.0, 38.0, 36.96774193548387)"
06-01-2023 16:55:45.268036,"(12.0, 14.0, 13.89516129032258)","(10.0, 13.0, 12.763636363636364)","(2.7, 3.15, 3.1088105726872244)","(11.0, 13.0, 12.960629921259843)","(6.5, 7.4, 7.377358490566038)","(31.0, 40.0, 39.74074074074074)","(17.0, 22.0, 21.842105263157894)","(31.0, 40.0, 39.97037037037037)","(8.0, 9.2, 9.036363636363637)","(11.0, 14.0, 13.741935483870968)","(81.0, 140.0, 134.64285714285714)","(31.0, 38.0, 36.96774193548387)"
06-01-2023 16:55:46.665983,"(12.0, 14.0, 13.89516129032258)","(10.0, 13.0, 12.743697478991596)","(2.7, 3.15, 3.1088105726872244)","(11.0, 13.0, 12.953488372093023)","(6.5, 7.4, 7.377358490566038)","(31.0, 40.0, 39.74074074074074)","(17.0, 22.0, 21.842105263157894)","(31.0, 40.0, 39.97037037037037)","(8.0, 9.2, 9.036363636363637)","(11.0, 14.0, 13.741935483870968)","(81.0, 140.0, 118.57142857142857)","(31.0, 38.0, 36.96774193548387)"
06-01-2023 16:55:48.121897,"(12.0, 14.0, 13.935555555555556)","(10.0, 13.0, 12.743697478991596)","(2.7, 3.15, 3.104278728606357)","(11.0, 13.0, 12.92962962962963)","(6.5, 7.4, 7.377358490566038)","(31.0, 40.0, 39.74074074074074)","(17.0, 22.0, 21.842105263157894)","(31.0, 40.0, 39.97037037037037)","(8.0, 9.2, 9.187096774193549)","(11.0, 14.0, 13.741935483870968)","(81.0, 130.0, 122.85714285714286)","(31.0, 38.0, 37.93333333333333)"
06-01-2023 16:55:49.570435,"(12.0, 14.0, 13.9688995215311)","(10.0, 13.0, 12.714953271028037)","(2.7, 3.15, 3.1040145985401457)","(11.0, 13.0, 12.93939393939394)","(6.5, 7.4, 7.377358490566038)","(31.0, 40.0, 39.74074074074074)","(17.0, 22.0, 21.842105263157894)","(31.0, 40.0, 40.81437125748503)","(8.0, 9.4, 9.187096774193549)","(11.0, 14.0, 13.741935483870968)","(81.0, 140.0, 122.85714285714286)","(31.0, 38.0, 37.9375)"
06-01-2023 16:55:50.980193,"(12.0, 14.0, 13.975728155339805)","(10.0, 13.0, 12.700980392156863)","(2.7, 3.15, 3.102605459057072)","(11.0, 13.0, 12.965384615384615)","(6.5, 7.4, 7.377358490566038)","(31.0, 40.0, 39.74074074074074)","(17.0, 22.0, 21.842105263157894)","(31.0, 42.0, 40.8433734939759)","(8.0, 9.4, 9.187096774193549)","(11.0, 14.0, 13.695652173913043)","(81.0, 140.0, 122.85714285714286)","(31.0, 38.0, 37.9375)"
06-01-2023 16:55:52.303764,"(12.0, 14.0, 13.976415094339623)","(10.0, 13.0, 12.720183486238533)","(2.7, 3.15, 3.118235294117647)","(11.0, 13.0, 12.944444444444445)","(6.5, 7.4, 7.376470588235295)","(31.0, 40.0, 39.74074074074074)","(17.0, 22.0, 21.824742268041238)","(31.0, 42.0, 40.8433734939759)","(8.0, 9.4, 9.126530612244897)","(11.0, 14.0, 13.695652173913043)","(81.0, 140.0, 122.85714285714286)","(31.0, 38.0, 37.9375)"
06-01-2023 16:55:53.601761,"(12.0, 14.0, 13.976415094339623)","(10.0, 13.0, 12.720183486238533)","(2.7, 3.15, 3.118235294117647)","(11.0, 13.0, 12.967625899280575)","(6.5, 7.4, 7.376470588235295)","(31.0, 40.0, 39.75)","(17.0, 22.0, 21.831683168316832)","(31.0, 42.0, 40.86390532544379)","(8.0, 9.2, 8.992207792207791)","(11.0, 14.0, 13.706806282722512)","(81.0, 140.0, 125.0)","(31.0, 38.0, 37.94117647058823)"
06-01-2023 16:55:54.943439,"(12.0, 14.0, 13.977477477477478)","(10.0, 13.0, 12.720183486238533)","(2.7, 3.15, 3.110869565217391)","(11.0, 13.0, 12.96808510638298)","(6.5, 7.4, 7.376470588235295)","(31.0, 40.0, 39.75)","(17.0, 22.0, 21.831683168316832)","(31.0, 42.0, 40.89655172413793)","(8.0, 9.2, 8.976190476190476)","(11.0, 14.0, 13.706806282722512)","(81.0, 140.0, 125.0)","(31.0, 38.0, 37.94117647058823)"
06-01-2023 16:55:56.242850,"(12.0, 14.0, 13.976525821596244)","(10.0, 13.0, 12.720183486238533)","(2.7, 3.15, 3.110869565217391)","(11.0, 13.0, 12.96808510638298)","(6.5, 7.4, 7.318421052631579)","(31.0, 40.0, 39.75)","(17.0, 22.0, 21.831683168316832)","(31.0, 42.0, 39.9)","(8.0, 9.2, 9.002739726027396)","(11.0, 14.0, 13.706806282722512)","(71.0, 140.0, 131.42857142857142)","(31.0, 38.0, 37.94117647058823)"
06-01-2023 16:55:57.551036,"(12.0, 14.0, 13.97797356828194)","(10.0, 13.0, 12.732456140350877)","(2.7, 3.15, 3.135792349726776)","(11.0, 13.0, 12.958715596330276)","(6.5, 7.4, 7.285185185185186)","(31.0, 40.0, 39.77049180327869)","(17.0, 22.0, 21.845454545454544)","(31.0, 40.0, 39.95238095238095)","(8.0, 9.2, 9.04516129032258)","(11.0, 14.0, 13.770833333333334)","(71.0, 140.0, 132.0)","(31.0, 38.0, 37.94871794871795)"
06-01-2023 16:55:58.904922,"(12.0, 14.0, 13.978540772532188)","(10.0, 13.0, 12.74793388429752)","(2.7, 3.15, 3.1151162790697673)","(11.0, 13.0, 12.9625)","(6.5, 7.4, 6.8533333333333335)","(31.0, 40.0, 39.77049180327869)","(17.0, 22.0, 21.83)","(31.0, 40.0, 39.95238095238095)","(8.0, 9.2, 9.157575757575756)","(11.0, 14.0, 13.76984126984127)","(71.0, 140.0, 132.0)","(31.0, 38.0, 37.96078431372549)"
06-01-2023 16:56:00.300595,"(12.0, 14.0, 13.980544747081712)","(10.0, 13.0, 12.789655172413793)","(2.7, 3.15, 3.1151162790697673)","(11.0, 13.0, 12.9625)","(6.5, 7.4, 6.95)","(31.0, 40.0, 39.77049180327869)","(17.0, 22.0, 21.83)","(31.0, 40.0, 39.95238095238095)","(8.0, 9.2, 9.14857142857143)","(11.0, 14.0, 13.76984126984127)","(71.0, 140.0, 132.0)","(31.0, 38.0, 37.96078431372549)"
06-01-2023 16:56:01.690196,"(12.0, 14.5, 14.211864406779661)","(10.0, 13.0, 12.801948051948052)","(2.7, 3.15, 3.1160377358490567)","(11.0, 13.0, 12.96484375)","(6.5, 7.2, 7.096551724137931)","(31.0, 40.0, 39.73076923076923)","(17.0, 22.0, 21.933333333333334)","(31.0, 40.0, 41.241379310344826)","(8.0, 9.4, 9.216666666666667)","(11.0, 14.0, 13.793010752688172)","(71.0, 140.0, 129.0909090909091)","(31.0, 38.0, 37.95744680851064)"
06-01-2023 16:56:03.262497,"(12.0, 14.5, 14.231225296442688)","(10.0, 13.0, 12.801948051948052)","(2.7, 3.15, 3.1160377358490567)","(11.0, 13.0, 12.96484375)","(6.5, 7.2, 7.096551724137931)","(31.0, 40.0, 39.73076923076923)","(17.0, 22.0, 21.931818181818183)","(31.0, 42.0, 41.25423728813559)","(8.0, 9.4, 9.195348837209302)","(11.0, 14.0, 13.793010752688172)","(81.0, 140.0, 129.0909090909091)","(31.0, 38.0, 37.95744680851064)"
06-01-2023 16:56:04.779267,"(12.0, 14.5, 14.251865671641792)","(10.0, 13.0, 12.809375)","(2.7, 3.15, 3.1187861271676303)","(11.0, 13.0, 13.110837438423646)","(6.5, 7.2, 7.026262626262627)","(31.0, 40.0, 39.74074074074074)","(17.0, 22.0, 21.934782608695652)","(31.0, 42.0, 41.29032258064516)","(8.0, 9.4, 9.233962264150943)","(11.0, 14.0, 13.799479166666666)","(81.0, 140.0, 130.0)","(31.0, 38.0, 37.9622641509434)"
06-01-2023 16:56:06.322861,"(12.0, 14.5, 14.257299270072993)","(10.0, 13.0, 12.778985507246377)","(2.7, 3.15, 3.123939393939394)","(11.0, 13.5, 13.123809523809523)","(6.0, 7.2, 6.982857142857143)","(31.0, 40.0, 39.75)","(17.0, 22.0, 21.9375)","(31.0, 42.0, 41.3125)","(8.0, 9.4, 9.246956521739131)","(11.0, 14.0, 13.806532663316583)","(81.0, 140.0, 130.76923076923077)","(31.0, 38.0, 37.964285714285715)"
06-01-2023 16:56:07.811473,"(12.0, 14.5, 14.260147601476016)","(10.0, 13.0, 12.778985507246377)","(2.7, 3.15, 3.123939393939394)","(11.0, 13.5, 13.123255813953488)","(6.0, 7.0, 6.982857142857143)","(31.0, 40.0, 39.78787878787879)","(17.0, 22.0, 21.9375)","(31.0, 42.0, 41.3125)","(8.0, 9.4, 9.246956521739131)","(11.0, 14.0, 13.822751322751323)","(81.0, 140.0, 130.76923076923077)","(31.0, 40.0, 37.669291338582674)"
06-01-2023 16:56:09.114271,"(12.0, 14.5, 14.260147601476016)","(10.0, 13.0, 12.778985507246377)","(2.7, 3.15, 3.123939393939394)","(11.0, 13.5, 13.11467889908257)","(6.0, 7.0, 6.958974358974359)","(31.0, 40.0, 39.78787878787879)","(17.0, 22.0, 21.940594059405942)","(31.0, 42.0, 41.3125)","(8.0, 9.4, 9.241441441441442)","(11.0, 14.0, 13.822751322751323)","(81.0, 140.0, 130.76923076923077)","(31.0, 40.0, 37.669291338582674)"
06-01-2023 16:56:10.401220,"(12.0, 14.5, 14.260147601476016)","(10.0, 13.0, 12.76171875)","(2.7, 3.15, 3.123939393939394)","(11.0, 13.5, 13.11467889908257)","(6.0, 7.0, 6.958974358974359)","(31.0, 40.0, 39.78787878787879)","(17.0, 22.0, 21.940594059405942)","(31.0, 42.0, 41.3125)","(8.0, 9.4, 9.241441441441442)","(11.0, 14.0, 13.806532663316583)","(81.0, 140.0, 130.76923076923077)","(31.0, 40.0, 37.669291338582674)"
06-01-2023 16:56:11.713637,"(12.0, 14.5, 14.260147601476016)","(10.0, 13.0, 12.76171875)","(2.7, 3.15, 3.125414364640884)","(11.0, 13.5, 13.11467889908257)","(6.0, 7.0, 6.958974358974359)","(31.0, 40.0, 39.78787878787879)","(17.0, 22.0, 21.940594059405942)","(31.0, 42.0, 41.343283582089555)","(8.0, 9.4, 9.241441441441442)","(11.0, 14.0, 13.822751322751323)","(81.0, 140.0, 130.76923076923077)","(31.0, 40.0, 37.669291338582674)"
