,Karinya Trombone,Seabrook Baker,Kid Freeze,Demonicas Beach,Radley Erskin,Exalted Fire,Loves To Talk
08-12-2022 14:29:47.956879,"(2.9, 5.1, 4.581818181818182)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.484)","(14.0, 32.0, 20.545454545454547)","(3.0, 3.25, 2.9388888888888887)","(12.0, 25.0, 22.555555555555557)","(9.0, 23.0, 15.342857142857142)"
08-12-2022 14:29:49.596133,"(2.9, 5.1, 4.581818181818182)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.484)","(14.0, 32.0, 19.4)","(3.0, 3.25, 2.9875)","(12.0, 25.0, 22.555555555555557)","(9.0, 23.0, 15.342857142857142)"
08-12-2022 14:29:51.033300,"(2.9, 5.1, 4.581818181818182)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.484)","(14.0, 32.0, 19.4)","(3.0, 3.25, 2.9875)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 15.342857142857142)"
08-12-2022 14:29:52.326283,"(2.9, 5.1, 4.581818181818182)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.484)","(14.0, 32.0, 19.4)","(3.0, 3.25, 2.9875)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 15.342857142857142)"
08-12-2022 14:29:53.611405,"(2.9, 5.1, 4.581818181818182)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.484)","(14.0, 32.0, 19.4)","(3.0, 3.25, 2.9875)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 15.342857142857142)"
08-12-2022 14:29:54.868116,"(2.9, 5.1, 4.042857142857143)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.25, 2.9875)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 15.342857142857142)"
08-12-2022 14:29:56.156956,"(2.9, 5.1, 4.042857142857143)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.25, 2.9875)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 14.333333333333332)"
08-12-2022 14:29:57.458180,"(2.9, 5.1, 4.042857142857143)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.25, 2.9875)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 14.333333333333332)"
08-12-2022 14:29:58.699547,"(2.9, 5.1, 4.1)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.25, 2.9875)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:29:59.907844,"(2.9, 5.1, 4.516666666666667)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.25, 2.9875)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:01.144906,"(2.9, 5.1, 4.516666666666667)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.25, 2.96)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:02.407168,"(2.9, 5.1, 4.516666666666667)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.2, 2.96)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:03.704074,"(2.9, 5.1, 4.25)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.2, 2.96)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:05.080670,"(2.9, 5.1, 4.157142857142857)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.2, 2.96)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:06.332868,"(2.9, 5.1, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.2, 2.96)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:07.607726,"(2.9, 5.1, 4.128571428571428)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.2, 2.96)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:08.891813,"(2.9, 5.1, 4.185714285714285)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.2, 2.96)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:10.200872,"(2.9, 5.1, 4.185714285714285)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.2, 2.96)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:11.520539,"(2.9, 5.1, 4.242857142857143)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:13.035627,"(2.9, 5.1, 4.825925925925926)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:14.396874,"(2.9, 5.1, 4.825925925925926)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 19.4)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:15.750472,"(2.9, 5.1, 3.9)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 32.0, 20.42857142857143)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:17.245580,"(2.9, 5.1, 4.1)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 4.38)","(14.0, 29.0, 20.42857142857143)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 13.90909090909091)"
08-12-2022 14:30:18.647884,"(2.9, 5.1, 3.7399999999999998)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 29.0, 20.42857142857143)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 21.700000000000003)","(9.0, 23.0, 14.666666666666668)"
08-12-2022 14:30:20.362729,"(2.9, 5.1, 3.7399999999999998)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 29.0, 20.42857142857143)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 21.700000000000003)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:21.669573,"(2.9, 5.1, 4.344444444444444)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 29.0, 26.0)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 21.700000000000003)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:22.786125,"(2.9, 5.1, 4.344444444444444)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 20.0)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:23.923969,"(2.9, 5.0, 3.9)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 22.576923076923077)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:25.109667,"(2.9, 4.9, 4.65)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 22.576923076923077)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:26.357338,"(2.9, 4.9, 4.65)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 22.576923076923077)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:27.540800,"(2.9, 4.9, 4.61)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 22.576923076923077)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:28.694597,"(2.9, 4.9, 4.61)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.9375)","(12.0, 25.0, 22.576923076923077)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:29.909723,"(2.9, 4.9, 4.61)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.9187499999999997)","(12.0, 25.0, 22.576923076923077)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:31.138572,"(2.9, 4.9, 4.61)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.9187499999999997)","(12.0, 25.0, 19.214285714285715)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:32.354291,"(2.9, 4.9, 4.61)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.9187499999999997)","(12.0, 25.0, 19.42857142857143)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:33.472695,"(2.9, 4.9, 4.61)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.9187499999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:34.591576,"(2.9, 4.9, 4.61)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.9187499999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:35.780554,"(2.9, 4.9, 4.61)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.54)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.9187499999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:36.898020,"(2.9, 4.9, 4.61)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.95625)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:37.994654,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.95625)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:39.107990,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.95625)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:40.153666,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.95625)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:41.468414,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.95625)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:42.559919,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.95625)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:43.761690,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.95625)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:44.974222,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.95625)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:46.083034,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.95625)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:47.285698,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 30.0, 26.0)","(3.0, 3.2, 2.95625)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:48.594098,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 30.0, 25.25)","(3.0, 3.2, 2.95625)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 17.5)"
08-12-2022 14:30:49.885009,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.95625)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:30:51.050144,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.95625)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:30:52.216422,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:30:53.278982,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:30:54.361437,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:30:55.442551,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:30:56.520666,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:30:57.518473,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:30:58.475720,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:30:59.577928,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:00.625409,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:01.945646,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:03.047476,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:04.039028,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:05.172925,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:06.215827,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9924999999999997)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:07.233683,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.9771428571428573)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:08.284079,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.9771428571428573)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:09.436530,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.9771428571428573)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:10.435810,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.9771428571428573)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:11.384374,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.9771428571428573)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:12.326507,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.25, 3.0175)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:13.296501,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.25, 3.0175)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:14.398953,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.25, 3.0175)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:15.643696,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.25, 3.0175)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:16.815136,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.25, 3.0175)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:17.901396,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.25, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:18.904981,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:19.899738,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:20.913485,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:22.014749,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.62)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:23.124622,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.5, 3.3107142857142855)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:24.193296,"(2.9, 4.9, 4.225)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.4, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:25.214318,"(2.9, 5.6, 4.574999999999999)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:26.238263,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:27.263104,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:28.552915,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:29.566100,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:30.652241,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:31.855933,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:32.924116,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:33.913075,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:35.042501,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:36.093891,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:37.099683,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:38.187864,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:39.272247,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.992)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:40.339722,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.2, 2.9699999999999998)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
08-12-2022 14:31:41.351779,"(2.9, 5.6, 3.755)","(91.0, 990.0, 890.5555555555555)","(2.8, 5.3, 4.225)","(14.0, 29.0, 25.25)","(3.0, 3.15, 2.9699999999999998)","(12.0, 25.0, 21.454545454545453)","(9.0, 21.0, 19.6)"
