,Champagne Reactor,Feel The Thrill,Rafferty Delights,Keayang Sponge Bob,Borderline,Writeaboutchelsea,Aunty Frances,Torque Writer,Fly Cheval
08-12-2022 15:33:37.193967,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:38.613008,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:40.004427,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:41.317945,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:42.631290,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:43.838414,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:45.155331,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:46.558139,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:47.966898,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:49.383484,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:50.742490,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:52.049823,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:53.427157,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:54.698836,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:56.016848,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:57.353493,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:58.651810,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:33:59.974130,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:01.320030,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:02.642449,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:04.048024,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:05.437210,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:06.764151,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:08.101618,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:09.396429,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:10.691041,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:12.041187,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:13.454481,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:14.794108,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:16.034882,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:17.287919,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:18.576778,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:19.927178,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:21.674536,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:23.211721,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:25.079561,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:26.634048,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:28.197307,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:29.745537,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:31.370144,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:32.876548,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:34.415047,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:35.776822,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:37.221779,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:38.557899,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:39.884950,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:41.153370,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:42.511368,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:43.948783,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:45.449508,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:46.926687,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:48.356715,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:49.716296,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:51.083195,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:52.390942,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:53.781875,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:55.133589,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:56.560130,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:57.926332,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:34:59.376464,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:00.824191,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:02.154119,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 5.8)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:03.500455,"(7.5, 10.5, 9.67142857142857)","(3.4, 5.1, 4.6)","(5.0, 7.2, 6.5)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 247.22222222222223)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 175.0)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:04.947367,"(7.5, 10.5, 9.05)","(3.4, 5.1, 4.6)","(5.0, 7.2, 6.5)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:06.366564,"(7.5, 10.5, 9.15)","(3.4, 5.1, 4.6)","(5.0, 7.2, 6.5)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:07.687478,"(7.5, 10.5, 9.15)","(3.4, 5.1, 4.066666666666666)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:09.117288,"(7.5, 10.5, 9.15)","(3.4, 5.0, 4.1)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:10.495203,"(7.5, 10.5, 9.15)","(3.4, 5.0, 4.18125)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:11.919464,"(7.5, 10.5, 9.15)","(3.4, 4.8, 4.18125)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:13.378025,"(7.5, 10.5, 9.15)","(3.4, 4.8, 3.8000000000000003)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:14.814565,"(7.5, 10.5, 9.15)","(3.4, 4.8, 3.8000000000000003)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:16.198228,"(7.5, 10.5, 9.15)","(3.4, 4.8, 3.8000000000000003)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:17.528580,"(7.5, 10.5, 9.15)","(3.4, 4.8, 3.8000000000000003)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:18.829211,"(7.5, 10.5, 9.15)","(3.4, 4.8, 3.8000000000000003)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:20.183566,"(7.5, 10.5, 9.15)","(3.4, 4.8, 3.8000000000000003)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:21.571386,"(7.5, 10.5, 9.15)","(3.4, 4.8, 3.8000000000000003)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:23.023848,"(7.5, 10.5, 9.15)","(3.4, 4.8, 3.8000000000000003)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:24.321451,"(7.5, 10.5, 9.15)","(3.4, 4.8, 3.8000000000000003)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:25.671164,"(7.5, 10.5, 9.15)","(3.4, 4.8, 3.8000000000000003)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
08-12-2022 15:35:27.028977,"(7.5, 10.5, 9.15)","(3.4, 4.8, 3.8000000000000003)","(5.0, 7.2, 6.7)","(2.8, 3.8, 3.17)","(12.0, 25.0, 13.75)","(81.0, 270.0, 249.5)","(26.0, 55.0, 33.666666666666664)","(71.0, 200.0, 178.57142857142856)","(6.0, 9.4, 8.3)"
