,Sinister,Feisty Phoebe,Our Bright Light,Just Chai,Shadow Terror,Wilshire Boulevard
10-01-2023 20:12:50.070385,"(2.0, 2.74, 2.651111111111111)","(9.0, 11.0, 10.2)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.36)","(31.0, 42.0, 39.142857142857146)","(7.0, 8.6, 8.028571428571428)"
10-01-2023 20:12:51.109158,"(2.0, 2.74, 2.651111111111111)","(9.0, 10.5, 10.06)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.36)","(31.0, 42.0, 39.142857142857146)","(7.0, 8.4, 8.08)"
10-01-2023 20:12:52.116897,"(2.0, 2.74, 2.665)","(9.0, 10.5, 9.95)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.36)","(31.0, 42.0, 39.142857142857146)","(7.0, 8.4, 8.08)"
10-01-2023 20:12:53.121634,"(2.0, 2.74, 2.665)","(9.0, 10.5, 10.225)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.36)","(31.0, 42.0, 39.142857142857146)","(7.0, 8.4, 8.08)"
10-01-2023 20:12:54.058318,"(2.0, 2.74, 2.665)","(9.0, 10.5, 10.225)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.36)","(31.0, 42.0, 39.142857142857146)","(7.0, 8.4, 8.08)"
10-01-2023 20:12:54.930472,"(2.0, 2.74, 2.665)","(9.0, 10.5, 10.225)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.36)","(31.0, 40.0, 38.666666666666664)","(7.0, 8.4, 8.08)"
10-01-2023 20:12:55.850356,"(2.0, 2.76, 2.741276595744681)","(9.0, 10.5, 10.225)","(4.0, 5.1, 4.85)","(4.6, 6.6, 6.333333333333333)","(31.0, 40.0, 38.4)","(7.0, 8.4, 8.08)"
10-01-2023 20:12:56.743209,"(2.0, 2.76, 2.6395348837209305)","(9.0, 10.5, 10.225)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.5)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.08)"
10-01-2023 20:12:57.669074,"(2.0, 2.74, 2.6714285714285717)","(9.0, 10.5, 10.225)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.5)","(31.0, 40.0, 39.0)","(7.0, 8.4, 8.200000000000001)"
10-01-2023 20:12:58.632902,"(2.0, 2.74, 2.6753846153846155)","(9.0, 10.5, 10.225)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.5)","(31.0, 40.0, 39.0)","(7.0, 8.4, 8.200000000000001)"
10-01-2023 20:12:59.653086,"(2.0, 2.74, 2.6753846153846155)","(9.0, 10.5, 10.225)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.5)","(31.0, 40.0, 39.0)","(7.0, 8.4, 8.200000000000001)"
10-01-2023 20:13:00.638533,"(2.0, 2.74, 2.6753846153846155)","(9.0, 10.5, 10.225)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.825)","(31.0, 40.0, 39.0)","(7.0, 8.4, 8.200000000000001)"
10-01-2023 20:13:01.600535,"(2.0, 2.74, 2.6753846153846155)","(9.0, 10.5, 10.225)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.825)","(31.0, 40.0, 39.0)","(7.0, 8.4, 8.200000000000001)"
10-01-2023 20:13:02.492277,"(2.0, 2.74, 2.6753846153846155)","(9.0, 11.0, 10.954545454545455)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.818181818181818)","(31.0, 40.0, 38.857142857142854)","(7.0, 8.4, 8.200000000000001)"
10-01-2023 20:13:03.408370,"(2.0, 2.74, 2.6753846153846155)","(9.0, 11.0, 10.954545454545455)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.42)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.200000000000001)"
10-01-2023 20:13:04.428158,"(2.0, 2.74, 2.6753846153846155)","(9.0, 11.0, 10.954545454545455)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.200000000000001)"
10-01-2023 20:13:05.446191,"(2.0, 2.74, 2.6753846153846155)","(9.0, 11.0, 10.84)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.200000000000001)"
10-01-2023 20:13:06.475218,"(2.0, 2.74, 2.66)","(9.0, 11.0, 10.875)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.200000000000001)"
10-01-2023 20:13:07.503521,"(2.0, 2.74, 2.66)","(9.0, 11.0, 10.84)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.200000000000001)"
10-01-2023 20:13:08.535222,"(2.0, 2.74, 2.66)","(9.0, 11.0, 10.84)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.200000000000001)"
10-01-2023 20:13:09.568301,"(2.0, 2.74, 2.66)","(9.0, 11.0, 10.84)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.200000000000001)"
10-01-2023 20:13:10.511074,"(2.0, 2.74, 2.66)","(9.0, 11.0, 10.84)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:11.476660,"(2.0, 2.74, 2.66)","(9.0, 10.5, 10.4375)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:12.367906,"(2.0, 2.74, 2.66)","(9.0, 10.5, 10.4375)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:13.262413,"(2.0, 2.74, 2.6753846153846155)","(9.0, 10.5, 10.4375)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:14.286618,"(2.0, 2.74, 2.6753846153846155)","(9.0, 13.0, 12.25)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:15.297201,"(2.0, 2.74, 2.6753846153846155)","(9.0, 11.0, 10.875)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:16.313832,"(2.0, 2.76, 2.640487804878049)","(9.0, 11.0, 10.875)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:17.303041,"(2.0, 2.74, 2.6753846153846155)","(9.0, 11.0, 10.875)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:18.311819,"(2.0, 2.74, 2.6854545454545455)","(9.0, 11.0, 10.875)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:19.241800,"(2.0, 2.74, 2.6854545454545455)","(9.0, 11.0, 10.875)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.733333333333333)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:20.263919,"(2.0, 2.74, 2.6900000000000004)","(9.0, 11.0, 10.875)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.333333333333334)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:21.169442,"(2.0, 2.76, 2.6575609756097562)","(9.0, 11.0, 10.875)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.333333333333334)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:22.052646,"(2.0, 2.76, 2.6575609756097562)","(9.0, 11.0, 10.875)","(4.0, 5.1, 4.9125)","(4.6, 7.2, 6.4)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:23.077254,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 5.1, 4.9125)","(4.8, 7.2, 6.4)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:24.074068,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 5.1, 4.9125)","(4.8, 7.2, 6.4)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:25.239404,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 5.1, 5.014285714285714)","(4.8, 7.2, 6.6)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:26.209477,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 5.1, 5.014285714285714)","(4.8, 7.2, 6.6)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:27.069832,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 5.0, 4.95)","(4.8, 7.2, 6.6)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:28.048795,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 5.0, 4.962962962962963)","(4.8, 7.2, 6.6)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:29.059474,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 5.0, 4.962962962962963)","(4.8, 7.2, 6.6)","(31.0, 40.0, 38.8)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:30.258808,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 5.0, 4.962962962962963)","(4.8, 7.2, 6.6)","(31.0, 40.0, 39.4)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:31.297433,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 5.0, 4.872413793103449)","(4.8, 7.2, 6.6)","(31.0, 40.0, 39.8125)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:32.294960,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 4.9, 4.872413793103449)","(4.8, 7.2, 6.6)","(31.0, 40.0, 39.8125)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:33.280784,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 4.9, 4.872413793103449)","(4.8, 7.2, 6.6)","(31.0, 40.0, 39.8125)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:34.223384,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 4.9, 4.8578947368421055)","(4.8, 7.2, 6.6)","(31.0, 40.0, 39.8125)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:35.131599,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 4.9, 4.8578947368421055)","(4.8, 7.2, 6.6)","(31.0, 40.0, 39.8125)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:36.134216,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 4.9, 4.8578947368421055)","(4.8, 7.2, 6.6)","(31.0, 40.0, 39.8125)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:37.105778,"(2.0, 2.76, 2.6575609756097562)","(8.5, 11.0, 10.875)","(4.0, 4.9, 4.8578947368421055)","(4.8, 7.2, 6.6)","(31.0, 40.0, 39.8125)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:38.143562,"(2.0, 2.74, 2.706666666666667)","(8.5, 11.0, 10.875)","(4.0, 4.9, 4.7)","(4.8, 7.2, 6.640000000000001)","(31.0, 40.0, 39.8125)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:39.174758,"(2.0, 2.74, 2.7123076923076925)","(8.5, 13.0, 12.25)","(4.0, 4.9, 4.7)","(4.8, 7.2, 6.640000000000001)","(31.0, 40.0, 39.8125)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:40.219669,"(2.0, 2.74, 2.690588235294118)","(8.5, 13.0, 11.444444444444445)","(4.0, 4.9, 4.7)","(4.8, 7.2, 6.127272727272727)","(31.0, 40.0, 39.8125)","(7.0, 8.4, 8.015384615384615)"
10-01-2023 20:13:41.306308,"(2.0, 2.62, 2.5828985507246376)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.6)","(4.8, 7.0, 6.127272727272727)","(31.0, 40.0, 40.888888888888886)","(7.0, 8.4, 7.933333333333333)"
10-01-2023 20:13:42.342714,"(2.0, 2.62, 2.5468571428571427)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.78)","(4.8, 7.0, 6.127272727272727)","(31.0, 42.0, 37.714285714285715)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:43.297567,"(2.0, 2.6, 2.56)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.78)","(4.8, 7.0, 6.127272727272727)","(31.0, 42.0, 38.4)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:44.206718,"(2.0, 2.6, 2.546666666666667)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.78)","(4.8, 7.0, 6.127272727272727)","(31.0, 42.0, 38.4)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:45.089198,"(2.0, 2.6, 2.546666666666667)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.78)","(4.8, 7.0, 6.127272727272727)","(31.0, 42.0, 41.294117647058826)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:46.023096,"(2.0, 2.6, 2.546666666666667)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.78)","(4.8, 7.0, 6.127272727272727)","(31.0, 42.0, 38.4)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:47.002813,"(2.0, 2.6, 2.546666666666667)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.78)","(4.8, 7.0, 6.127272727272727)","(31.0, 42.0, 38.4)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:47.977770,"(2.0, 2.6, 2.546666666666667)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.78)","(4.8, 7.0, 6.127272727272727)","(31.0, 42.0, 38.4)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:48.851929,"(2.0, 2.6, 2.546666666666667)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.78)","(4.8, 7.0, 6.127272727272727)","(31.0, 42.0, 38.4)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:49.709224,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.78)","(4.8, 7.0, 6.266666666666667)","(31.0, 42.0, 38.4)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:50.666112,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.78)","(4.8, 7.0, 6.266666666666667)","(31.0, 42.0, 38.4)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:51.649034,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.78)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 41.294117647058826)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:52.637321,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.78)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 41.294117647058826)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:53.649691,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.78)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:54.651260,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.6)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:55.659510,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.6)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:56.590304,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.6)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:57.487274,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.6)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:58.388492,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.6)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:13:59.347431,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.6)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:14:00.314454,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.6)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:14:01.256785,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.6)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:14:02.134441,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.6)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:14:03.026835,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.6)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:14:03.956069,"(2.0, 2.62, 2.5215384615384617)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.6)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:14:04.898134,"(2.0, 2.6, 2.533333333333333)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.4714285714285715)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:14:05.800034,"(2.0, 2.6, 2.533333333333333)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.4714285714285715)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:14:06.774258,"(2.0, 2.6, 2.533333333333333)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.4714285714285715)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:14:07.779121,"(2.0, 2.6, 2.533333333333333)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.4714285714285715)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:14:08.736311,"(2.0, 2.6, 2.533333333333333)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.4714285714285715)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:14:09.700323,"(2.0, 2.6, 2.533333333333333)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.4714285714285715)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.933333333333333)"
10-01-2023 20:14:10.602202,"(2.0, 2.6, 2.533333333333333)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.4714285714285715)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 39.42857142857143)","(7.0, 8.2, 7.8)"
10-01-2023 20:14:11.521708,"(2.0, 2.6, 2.533333333333333)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.4714285714285715)","(4.8, 7.0, 6.333333333333333)","(31.0, 42.0, 44.4)","(7.0, 8.2, 7.8)"
10-01-2023 20:14:12.476781,"(2.0, 2.54, 2.5145454545454546)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.4714285714285715)","(4.8, 7.0, 6.333333333333333)","(31.0, 46.0, 46.0)","(7.0, 8.2, 7.8)"
10-01-2023 20:14:13.354058,"(2.0, 2.54, 2.5145454545454546)","(8.5, 13.0, 11.4)","(4.0, 4.9, 4.4714285714285715)","(4.8, 7.0, 6.333333333333333)","(31.0, 50.0, 46.0)","(7.0, 8.2, 7.8)"
10-01-2023 20:14:14.207197,"(2.0, 2.54, 2.5391954022988505)","(8.5, 13.0, 11.4)","(4.0, 4.8, 4.466666666666667)","(4.8, 7.0, 6.571428571428571)","(31.0, 50.0, 45.0)","(7.0, 8.2, 8.0)"
10-01-2023 20:14:15.169301,"(2.0, 2.58, 2.5793002915451897)","(8.5, 13.0, 11.444444444444445)","(4.0, 4.8, 4.542857142857143)","(4.8, 6.8, 6.511764705882353)","(31.0, 65.0, 60.0)","(7.0, 8.4, 8.057142857142857)"
10-01-2023 20:14:16.185355,"(2.0, 2.6, 2.5692307692307694)","(8.5, 13.0, 11.444444444444445)","(4.0, 4.8, 4.625)","(4.8, 7.2, 6.877777777777778)","(31.0, 70.0, 49.0)","(7.0, 8.4, 7.9)"
10-01-2023 20:14:17.130392,"(2.0, 2.6, 2.55)","(8.5, 13.0, 11.444444444444445)","(4.0, 4.7, 4.625)","(4.8, 7.0, 6.877777777777778)","(31.0, 70.0, 49.0)","(7.0, 8.4, 7.9)"
10-01-2023 20:14:18.092116,"(2.0, 2.6, 2.5571428571428574)","(8.5, 13.0, 11.444444444444445)","(3.8, 4.7, 4.566666666666666)","(5.0, 7.0, 6.877777777777778)","(31.0, 70.0, 51.333333333333336)","(7.0, 8.4, 7.9)"
10-01-2023 20:14:19.007821,"(2.05, 2.6, 2.5571428571428574)","(8.5, 13.0, 11.444444444444445)","(3.8, 4.7, 4.566666666666666)","(5.0, 7.0, 6.877777777777778)","(31.0, 70.0, 49.0)","(6.5, 8.4, 7.9)"
10-01-2023 20:14:19.928908,"(2.05, 2.6, 2.5571428571428574)","(8.5, 13.0, 11.444444444444445)","(3.8, 4.7, 4.566666666666666)","(5.0, 7.0, 6.511764705882353)","(31.0, 70.0, 49.0)","(6.5, 8.4, 7.960000000000001)"
10-01-2023 20:14:20.862407,"(2.05, 2.62, 2.5424242424242425)","(8.5, 13.0, 11.5)","(3.8, 4.7, 4.4)","(5.0, 7.2, 6.511764705882353)","(31.0, 70.0, 51.333333333333336)","(6.5, 8.8, 8.100000000000001)"
10-01-2023 20:14:21.811600,"(2.05, 2.62, 2.5425)","(8.5, 13.0, 12.09090909090909)","(3.8, 4.8, 4.26)","(5.0, 7.0, 5.18)","(31.0, 70.0, 51.333333333333336)","(6.5, 8.8, 8.333333333333334)"
10-01-2023 20:14:22.712534,"(2.05, 2.62, 2.5425396825396827)","(8.5, 13.0, 12.333333333333334)","(3.8, 4.7, 4.585714285714285)","(5.0, 6.8, 5.18)","(31.0, 70.0, 51.333333333333336)","(6.5, 8.8, 8.3)"
10-01-2023 20:14:23.644511,"(2.05, 2.62, 2.6094117647058823)","(8.5, 13.5, 13.166666666666666)","(3.8, 4.7, 4.6461538461538465)","(5.0, 6.4, 6.12)","(31.0, 70.0, 56.0)","(6.5, 8.8, 8.520000000000001)"
10-01-2023 20:14:24.641336,"(2.05, 2.62, 2.5872727272727274)","(8.5, 13.5, 13.166666666666666)","(3.8, 4.7, 4.533333333333333)","(5.0, 5.5, 5.477777777777778)","(31.0, 70.0, 53.2)","(6.5, 8.8, 7.8)"
10-01-2023 20:14:25.598300,"(2.05, 2.7, 2.6951020408163266)","(8.5, 13.5, 13.166666666666666)","(3.8, 4.7, 4.533333333333333)","(5.0, 5.5, 5.477777777777778)","(31.0, 70.0, 53.2)","(6.5, 8.2, 7.8)"
10-01-2023 20:14:26.488162,"(2.05, 2.72, 2.643809523809524)","(8.5, 13.5, 13.166666666666666)","(3.8, 4.7, 4.58)","(5.0, 5.5, 5.477777777777778)","(31.0, 70.0, 53.2)","(6.5, 8.2, 7.8)"
10-01-2023 20:14:27.424076,"(2.05, 2.72, 2.673846153846154)","(9.0, 13.5, 13.166666666666666)","(3.8, 4.7, 4.58)","(4.8, 5.5, 5.466666666666667)","(31.0, 70.0, 53.2)","(6.5, 8.2, 7.8)"
10-01-2023 20:14:28.317631,"(2.1, 2.74, 2.6242857142857146)","(9.0, 13.5, 13.166666666666666)","(3.8, 4.7, 4.58)","(4.8, 5.5, 5.466666666666667)","(31.0, 70.0, 53.2)","(6.5, 8.2, 7.8)"
10-01-2023 20:14:29.259657,"(2.1, 2.74, 2.641818181818182)","(9.0, 13.5, 13.166666666666666)","(3.8, 4.7, 4.58)","(4.8, 5.5, 5.466666666666667)","(31.0, 70.0, 53.2)","(6.5, 8.2, 7.8)"
10-01-2023 20:14:30.179913,"(2.1, 2.74, 2.641818181818182)","(9.0, 13.5, 13.166666666666666)","(3.8, 4.7, 4.58)","(4.8, 5.5, 5.466666666666667)","(31.0, 70.0, 53.2)","(6.5, 8.2, 7.8)"
10-01-2023 20:14:31.043973,"(2.1, 2.82, 2.7914285714285714)","(9.0, 12.5, 12.333333333333334)","(3.8, 4.7, 4.5)","(4.8, 5.5, 5.466666666666667)","(31.0, 70.0, 53.2)","(6.5, 8.2, 7.88)"
10-01-2023 20:14:32.009010,"(2.1, 2.82, 2.765454545454545)","(9.0, 11.5, 11.037037037037036)","(3.8, 4.8, 4.384615384615385)","(4.8, 6.2, 6.046153846153846)","(31.0, 70.0, 53.2)","(6.5, 8.2, 7.88)"
10-01-2023 20:14:33.006487,"(2.1, 2.74, 2.7386206896551726)","(9.0, 11.5, 11.03448275862069)","(3.8, 4.8, 4.390909090909091)","(4.8, 6.2, 5.72)","(31.0, 70.0, 56.0)","(6.5, 8.2, 8.0)"
10-01-2023 20:14:33.940272,"(2.1, 2.8, 2.7952542372881353)","(9.0, 11.5, 11.03448275862069)","(3.8, 4.8, 4.467391304347826)","(4.8, 6.0, 5.72)","(31.0, 70.0, 53.2)","(6.5, 8.2, 8.04)"
