,Ollie One Shot,Black Gemstone,Bountyhunter,Just Call Me Harry,Magic Nitro,Exwhygeetee,Doolittle Dazzler,Youroffal,Agent Starling
15-12-2022 12:36:16.475469,"(1.3, 1.96, 1.75)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 29.272727272727273)","(61.0, 180.0, 163.5)","(13.0, 16.0, 15.2)","(8.5, 11.5, 10.428571428571429)","(81.0, 220.0, 182.5)","(9.0, 11.0, 10.771428571428572)"
15-12-2022 12:36:18.428139,"(1.3, 1.96, 1.75)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 29.272727272727273)","(61.0, 180.0, 163.5)","(13.0, 16.0, 15.2)","(8.5, 11.5, 10.428571428571429)","(81.0, 220.0, 182.5)","(9.0, 11.0, 10.771428571428572)"
15-12-2022 12:36:20.011308,"(1.3, 1.96, 1.75)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 29.272727272727273)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.2)","(8.5, 11.5, 10.428571428571429)","(81.0, 220.0, 142.85714285714286)","(9.0, 11.0, 10.771428571428572)"
15-12-2022 12:36:21.466770,"(1.3, 1.96, 1.75)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.2)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.771428571428572)"
15-12-2022 12:36:22.955422,"(1.3, 1.96, 1.75)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.2)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.771428571428572)"
15-12-2022 12:36:24.396249,"(1.3, 1.96, 1.75)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.2)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.771428571428572)"
15-12-2022 12:36:25.838847,"(1.3, 1.96, 1.75)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.2)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.771428571428572)"
15-12-2022 12:36:27.255148,"(1.3, 1.96, 1.75)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.2)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.771428571428572)"
15-12-2022 12:36:28.693106,"(1.3, 1.96, 1.6855555555555555)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.771428571428572)"
15-12-2022 12:36:30.114093,"(1.3, 1.93, 1.6855555555555555)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.55)"
15-12-2022 12:36:31.530639,"(1.3, 1.92, 1.7999999999999998)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.55)"
15-12-2022 12:36:32.989870,"(1.3, 1.92, 1.7999999999999998)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.55)"
15-12-2022 12:36:34.381574,"(1.3, 1.92, 1.7999999999999998)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.55)"
15-12-2022 12:36:35.746258,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:37.032803,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:38.300536,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:39.606393,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:40.804294,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:42.089150,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:43.350423,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:44.644594,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:46.007858,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 28.375)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:47.349403,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:48.601785,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:49.861545,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:51.158108,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:52.434189,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:53.711568,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:55.006644,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:56.225570,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:57.440294,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:58.558076,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:36:59.686536,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:37:00.836059,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:37:01.973608,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:37:03.163428,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(20.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(8.5, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:37:04.227827,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(21.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.764705882352942)","(9.0, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:37:05.403255,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(21.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.862068965517242)","(9.0, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.775)"
15-12-2022 12:37:06.583883,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(21.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.862068965517242)","(9.0, 11.5, 10.428571428571429)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.68)"
15-12-2022 12:37:07.821680,"(1.3, 1.92, 1.74)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(21.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.866666666666667)","(9.0, 11.5, 10.461538461538462)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 10.733333333333334)"
15-12-2022 12:37:09.024831,"(1.3, 1.67, 1.630565371024735)","(15.0, 26.0, 21.0)","(12.0, 19.0, 15.0)","(21.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.862068965517242)","(9.0, 11.5, 11.142857142857142)","(81.0, 170.0, 142.85714285714286)","(9.0, 11.0, 13.92)"
15-12-2022 12:37:10.167275,"(1.3, 1.66, 1.6377777777777778)","(15.0, 26.0, 18.0)","(12.0, 19.0, 16.0)","(21.0, 32.0, 22.666666666666668)","(61.0, 180.0, 131.25)","(13.0, 16.0, 15.862068965517242)","(9.0, 12.0, 11.142857142857142)","(81.0, 170.0, 142.85714285714286)","(9.0, 15.0, 11.8)"
15-12-2022 12:37:11.327067,"(1.3, 1.66, 1.6342857142857143)","(15.0, 26.0, 18.0)","(12.0, 19.0, 15.5)","(21.0, 32.0, 22.666666666666668)","(61.0, 170.0, 135.71428571428572)","(13.0, 16.0, 14.833333333333334)","(9.0, 12.0, 11.714285714285714)","(81.0, 170.0, 142.85714285714286)","(9.0, 14.0, 12.466666666666667)"
15-12-2022 12:37:12.502371,"(1.3, 1.66, 1.635)","(15.0, 26.0, 18.0)","(12.0, 19.0, 15.5)","(21.0, 32.0, 25.0)","(61.0, 170.0, 133.33333333333334)","(13.0, 16.0, 15.75)","(9.0, 13.0, 13.5)","(81.0, 170.0, 142.85714285714286)","(9.0, 14.0, 14.5)"
15-12-2022 12:37:13.693212,"(1.3, 1.5, 1.4934482758620689)","(15.0, 26.0, 22.25)","(12.0, 23.0, 19.0)","(21.0, 32.0, 26.5)","(61.0, 150.0, 76.25)","(13.0, 17.5, 15.833333333333334)","(9.0, 14.0, 13.25)","(81.0, 170.0, 146.25)","(9.0, 15.0, 14.25)"
15-12-2022 12:37:14.929252,"(1.3, 1.5, 1.486896551724138)","(15.0, 26.0, 22.75)","(12.0, 22.0, 18.75)","(21.0, 32.0, 27.333333333333336)","(61.0, 140.0, 97.5)","(13.0, 18.5, 17.88888888888889)","(9.0, 14.0, 11.875)","(81.0, 170.0, 140.0)","(9.0, 15.0, 13.5)"
15-12-2022 12:37:16.217709,"(1.3, 1.5, 1.484)","(15.0, 27.0, 24.333333333333332)","(12.0, 21.0, 18.0)","(21.0, 32.0, 32.666666666666664)","(61.0, 140.0, 76.25)","(13.0, 18.5, 18.25)","(9.0, 14.5, 11.454545454545455)","(81.0, 170.0, 140.0)","(9.0, 15.0, 12.04)"
15-12-2022 12:37:17.483672,"(1.3, 1.52, 1.5150000000000001)","(15.0, 27.0, 24.833333333333332)","(12.0, 21.0, 17.333333333333332)","(21.0, 40.0, 32.666666666666664)","(61.0, 140.0, 102.5)","(13.0, 19.0, 16.25)","(9.0, 14.0, 12.4)","(81.0, 170.0, 146.25)","(9.0, 16.0, 11.84)"
15-12-2022 12:37:18.699306,"(1.3, 1.67, 1.575)","(15.0, 27.0, 24.833333333333332)","(12.0, 20.0, 17.333333333333332)","(21.0, 40.0, 29.25)","(61.0, 150.0, 131.0)","(13.0, 19.0, 17.75)","(9.0, 13.0, 10.857142857142858)","(81.0, 170.0, 140.0)","(9.0, 15.5, 11.96)"
15-12-2022 12:37:19.919309,"(1.3, 1.67, 1.6653658536585365)","(15.0, 27.0, 25.700000000000003)","(12.0, 20.0, 15.75)","(21.0, 40.0, 29.25)","(61.0, 150.0, 134.16666666666669)","(13.0, 19.0, 18.083333333333332)","(9.0, 13.0, 10.857142857142858)","(81.0, 170.0, 140.0)","(9.0, 15.5, 11.96)"
15-12-2022 12:37:21.163431,"(1.3, 1.67, 1.665813953488372)","(15.0, 27.0, 25.700000000000003)","(12.0, 19.5, 15.75)","(21.0, 40.0, 29.25)","(61.0, 150.0, 134.16666666666669)","(13.0, 19.0, 17.333333333333332)","(9.0, 13.0, 10.857142857142858)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 11.96)"
15-12-2022 12:37:22.612249,"(1.3, 1.67, 1.6416666666666666)","(15.0, 27.0, 25.700000000000003)","(12.0, 19.5, 18.0)","(21.0, 40.0, 29.25)","(61.0, 150.0, 134.16666666666669)","(13.0, 19.0, 17.333333333333332)","(9.0, 13.0, 10.857142857142858)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 12.08)"
15-12-2022 12:37:24.046252,"(1.3, 1.67, 1.6416666666666666)","(15.0, 27.0, 25.700000000000003)","(12.0, 21.0, 17.333333333333332)","(21.0, 40.0, 29.25)","(61.0, 150.0, 134.16666666666669)","(13.0, 19.0, 17.333333333333332)","(9.0, 13.0, 10.857142857142858)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 12.08)"
15-12-2022 12:37:25.401111,"(1.3, 1.67, 1.6416666666666666)","(15.0, 27.0, 25.700000000000003)","(12.0, 20.0, 17.333333333333332)","(21.0, 40.0, 29.25)","(61.0, 150.0, 134.16666666666669)","(13.0, 19.0, 17.333333333333332)","(9.0, 13.0, 10.9)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 12.08)"
15-12-2022 12:37:26.847822,"(1.3, 1.67, 1.655)","(15.0, 27.0, 25.700000000000003)","(12.0, 21.0, 19.1)","(21.0, 40.0, 31.4)","(61.0, 150.0, 134.16666666666669)","(13.0, 19.0, 17.333333333333332)","(9.0, 12.5, 10.9)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 11.075)"
15-12-2022 12:37:28.273483,"(1.3, 1.67, 1.655)","(15.0, 27.0, 25.700000000000003)","(12.0, 21.0, 19.1)","(21.0, 40.0, 31.4)","(61.0, 150.0, 134.16666666666669)","(13.0, 19.0, 17.333333333333332)","(9.0, 12.5, 10.9)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 13.73)"
15-12-2022 12:37:29.564260,"(1.3, 1.67, 1.655)","(15.0, 27.0, 25.700000000000003)","(12.0, 21.0, 18.0)","(21.0, 40.0, 31.4)","(61.0, 140.0, 115.71428571428571)","(13.0, 19.0, 17.333333333333332)","(9.0, 12.5, 10.9)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 12.08)"
15-12-2022 12:37:31.172356,"(1.3, 1.67, 1.655)","(15.0, 27.0, 25.700000000000003)","(12.0, 21.0, 18.0)","(21.0, 40.0, 31.4)","(61.0, 140.0, 115.71428571428571)","(13.0, 19.0, 17.333333333333332)","(9.0, 12.5, 10.9)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 12.08)"
15-12-2022 12:37:32.595619,"(1.3, 1.67, 1.655)","(15.0, 27.0, 25.700000000000003)","(12.0, 21.0, 18.0)","(21.0, 40.0, 31.4)","(61.0, 140.0, 115.71428571428571)","(13.0, 19.0, 17.333333333333332)","(9.0, 12.5, 11.6)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 14.025)"
15-12-2022 12:37:33.882030,"(1.3, 1.67, 1.655)","(15.0, 27.0, 26.133333333333333)","(12.0, 21.0, 18.0)","(21.0, 40.0, 31.4)","(61.0, 140.0, 115.71428571428571)","(13.0, 19.0, 17.333333333333332)","(9.0, 16.0, 11.166666666666666)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 14.025)"
15-12-2022 12:37:35.050791,"(1.3, 1.67, 1.655)","(15.0, 27.0, 24.6)","(12.0, 21.0, 18.0)","(21.0, 40.0, 31.4)","(61.0, 140.0, 115.71428571428571)","(13.0, 19.0, 17.333333333333332)","(9.0, 14.5, 11.166666666666666)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 14.025)"
15-12-2022 12:37:36.159267,"(1.3, 1.67, 1.655)","(15.0, 27.0, 24.8)","(12.0, 21.0, 18.0)","(21.0, 40.0, 31.4)","(61.0, 140.0, 115.71428571428571)","(13.0, 19.0, 17.333333333333332)","(9.0, 14.5, 11.666666666666666)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 14.025)"
15-12-2022 12:37:37.310962,"(1.3, 1.67, 1.6324999999999998)","(15.0, 27.0, 25.72222222222222)","(12.0, 21.0, 18.0)","(21.0, 40.0, 31.4)","(61.0, 140.0, 115.71428571428571)","(13.0, 19.0, 17.333333333333332)","(9.0, 14.0, 12.0)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 13.057142857142857)"
15-12-2022 12:37:38.487477,"(1.3, 1.67, 1.6324999999999998)","(15.0, 27.0, 25.72222222222222)","(12.0, 21.0, 18.0)","(21.0, 40.0, 31.4)","(61.0, 140.0, 115.71428571428571)","(13.0, 19.0, 17.333333333333332)","(9.0, 13.5, 12.0)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 14.36)"
15-12-2022 12:37:39.668053,"(1.3, 1.67, 1.628)","(15.0, 27.0, 25.72222222222222)","(12.0, 21.0, 18.75)","(21.0, 40.0, 29.5)","(61.0, 140.0, 115.71428571428571)","(13.0, 19.0, 18.4375)","(9.0, 13.5, 12.5)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 12.2)"
15-12-2022 12:37:40.842045,"(1.3, 1.67, 1.628)","(15.0, 27.0, 24.8)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.5)","(61.0, 140.0, 115.71428571428571)","(13.0, 19.0, 17.666666666666668)","(9.0, 13.5, 12.5)","(81.0, 170.0, 144.28571428571428)","(9.0, 15.5, 12.5)"
15-12-2022 12:37:42.041015,"(1.3, 1.67, 1.628)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.5)","(61.0, 140.0, 113.33333333333334)","(13.0, 19.0, 17.666666666666668)","(9.0, 13.5, 12.5)","(81.0, 170.0, 145.71428571428572)","(9.0, 15.0, 12.5)"
15-12-2022 12:37:43.315235,"(1.3, 1.67, 1.628)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.5)","(61.0, 140.0, 110.0)","(13.0, 19.0, 17.25)","(9.0, 13.5, 12.75)","(81.0, 170.0, 145.71428571428572)","(9.0, 15.0, 12.25)"
15-12-2022 12:37:44.462368,"(1.3, 1.67, 1.628)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.5)","(61.0, 140.0, 110.0)","(13.0, 19.5, 17.25)","(9.0, 15.0, 12.5)","(81.0, 170.0, 138.0)","(9.0, 14.5, 12.25)"
15-12-2022 12:37:45.611724,"(1.3, 1.67, 1.628)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.5)","(61.0, 140.0, 110.0)","(13.0, 19.5, 17.25)","(9.0, 14.5, 12.5)","(81.0, 170.0, 138.0)","(9.0, 14.5, 12.25)"
15-12-2022 12:37:46.682930,"(1.3, 1.67, 1.655)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.5)","(61.0, 140.0, 110.0)","(13.0, 19.5, 17.25)","(9.0, 14.5, 12.5)","(81.0, 170.0, 138.0)","(9.0, 14.5, 12.25)"
15-12-2022 12:37:47.854146,"(1.3, 1.68, 1.6672727272727272)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.5)","(61.0, 140.0, 110.0)","(13.0, 19.5, 18.0)","(9.0, 14.5, 11.9)","(81.0, 170.0, 143.33333333333334)","(9.0, 14.5, 12.25)"
15-12-2022 12:37:48.981392,"(1.3, 1.68, 1.6672727272727272)","(15.0, 27.0, 25.166666666666664)","(12.0, 21.0, 18.75)","(20.0, 40.0, 31.6)","(61.0, 140.0, 110.0)","(13.0, 19.5, 18.0)","(9.0, 14.0, 12.5)","(81.0, 170.0, 113.33333333333333)","(9.0, 14.5, 12.25)"
15-12-2022 12:37:50.154492,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 25.166666666666664)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.75)","(61.0, 140.0, 110.0)","(13.0, 19.5, 18.0)","(9.0, 13.5, 12.5)","(81.0, 170.0, 113.33333333333333)","(9.0, 14.5, 12.25)"
15-12-2022 12:37:51.344151,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.75)","(61.0, 140.0, 110.0)","(13.0, 19.5, 18.0)","(9.0, 13.5, 12.5)","(81.0, 170.0, 113.33333333333333)","(9.0, 14.5, 12.25)"
15-12-2022 12:37:52.578299,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.75)","(61.0, 140.0, 110.0)","(13.0, 19.5, 18.0)","(9.0, 13.5, 12.5)","(81.0, 170.0, 113.33333333333333)","(9.0, 14.5, 12.25)"
15-12-2022 12:37:53.768260,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.75)","(61.0, 140.0, 110.0)","(13.0, 19.5, 18.0)","(9.0, 13.5, 13.0)","(81.0, 170.0, 113.33333333333333)","(9.0, 14.5, 12.25)"
15-12-2022 12:37:55.004684,"(1.3, 1.92, 1.7650000000000001)","(15.0, 27.0, 21.5)","(12.0, 21.0, 18.75)","(20.0, 40.0, 29.75)","(61.0, 140.0, 110.0)","(13.0, 19.5, 18.0)","(9.0, 15.5, 13.0)","(81.0, 170.0, 113.33333333333333)","(9.0, 14.5, 12.25)"
