,Ollie One Shot,Black Gemstone,Bountyhunter,Just Call Me Harry,Magic Nitro,Exwhygeetee,Doolittle Dazzler,Youroffal,Agent Starling
15-12-2022 12:42:36.484232,"(1.45, 1.88, 1.8775862068965516)","(20.0, 34.0, 33.0)","(11.0, 12.5, 12.12295081967213)","(14.0, 15.0, 14.5)","(71.0, 170.0, 121.0)","(15.0, 21.0, 19.5)","(6.5, 7.8, 7.72)","(101.0, 420.0, 374.0)","(10.0, 12.5, 10.540816326530612)"
15-12-2022 12:42:37.677643,"(1.45, 1.92, 1.9052631578947368)","(20.0, 34.0, 33.0)","(11.0, 12.5, 12.12295081967213)","(14.0, 15.0, 14.5)","(71.0, 170.0, 136.0)","(15.0, 21.0, 19.75)","(6.5, 7.8, 7.836363636363637)","(101.0, 420.0, 374.0)","(10.0, 12.5, 10.7)"
15-12-2022 12:42:38.950778,"(1.45, 1.98, 1.9728813559322034)","(20.0, 34.0, 33.0)","(11.0, 12.5, 12.10344827586207)","(14.0, 15.0, 16.5)","(71.0, 160.0, 113.63636363636364)","(15.0, 20.0, 19.625)","(6.5, 8.0, 7.836363636363637)","(101.0, 420.0, 374.0)","(10.0, 11.5, 10.8)"
15-12-2022 12:42:40.192600,"(1.45, 1.98, 1.9384615384615385)","(20.0, 34.0, 32.8235294117647)","(11.0, 12.5, 12.10344827586207)","(14.0, 17.0, 16.666666666666668)","(71.0, 150.0, 113.63636363636364)","(15.0, 20.0, 19.625)","(6.5, 8.0, 7.836363636363637)","(101.0, 420.0, 374.0)","(10.0, 12.0, 10.666666666666666)"
15-12-2022 12:42:41.452352,"(1.45, 1.98, 1.9389473684210525)","(20.0, 34.0, 32.8235294117647)","(11.0, 12.5, 12.10344827586207)","(14.0, 17.0, 16.46153846153846)","(71.0, 150.0, 124.0)","(15.0, 20.0, 19.625)","(6.5, 8.0, 7.836363636363637)","(101.0, 420.0, 374.0)","(10.0, 12.0, 10.666666666666666)"
15-12-2022 12:42:42.754877,"(1.55, 1.96, 1.9449999999999998)","(20.0, 34.0, 32.8235294117647)","(10.0, 12.5, 11.984375)","(13.0, 17.0, 14.38888888888889)","(71.0, 140.0, 112.5)","(15.0, 20.0, 19.357142857142858)","(6.0, 8.0, 7.52)","(101.0, 420.0, 374.0)","(9.0, 12.0, 9.8)"
15-12-2022 12:42:44.155721,"(1.55, 2.02, 2.016111111111111)","(20.0, 34.0, 32.5)","(10.0, 12.0, 11.894736842105264)","(13.0, 14.5, 17.055555555555557)","(71.0, 130.0, 100.0)","(15.0, 20.0, 18.214285714285715)","(6.0, 7.6, 7.873684210526315)","(101.0, 420.0, 374.0)","(9.0, 10.0, 10.45)"
15-12-2022 12:42:45.547858,"(1.55, 2.0, 1.9869767441860464)","(20.0, 34.0, 32.5)","(10.0, 12.5, 12.275862068965518)","(13.0, 17.5, 17.055555555555557)","(71.0, 130.0, 100.0)","(15.0, 21.0, 18.2)","(6.0, 8.0, 7.733333333333333)","(101.0, 420.0, 374.0)","(9.0, 11.5, 10.2)"
15-12-2022 12:42:46.936400,"(1.55, 2.0, 1.9755813953488373)","(21.0, 34.0, 32.5)","(10.0, 13.0, 12.275862068965518)","(12.0, 17.5, 17.055555555555557)","(71.0, 130.0, 100.0)","(15.0, 21.0, 18.8125)","(6.0, 7.8, 7.733333333333333)","(101.0, 420.0, 374.0)","(9.0, 11.0, 10.644444444444444)"
15-12-2022 12:42:48.351788,"(1.55, 2.0, 1.9740425531914894)","(21.0, 34.0, 32.4)","(10.0, 13.0, 12.40909090909091)","(12.0, 17.5, 16.333333333333332)","(71.0, 130.0, 96.66666666666667)","(15.0, 21.0, 18.666666666666668)","(6.0, 7.8, 7.4)","(101.0, 420.0, 374.0)","(9.0, 11.0, 10.866666666666667)"
15-12-2022 12:42:49.655711,"(1.55, 1.99, 1.9740425531914894)","(21.0, 34.0, 32.4)","(10.0, 13.0, 12.4)","(12.0, 17.5, 15.357142857142858)","(71.0, 130.0, 115.71428571428572)","(15.0, 20.0, 18.166666666666668)","(6.0, 8.0, 7.533333333333333)","(101.0, 420.0, 374.0)","(9.0, 11.5, 10.075)"
15-12-2022 12:42:50.977289,"(1.55, 1.98, 1.9109375)","(21.0, 34.0, 32.8)","(10.0, 13.0, 11.454545454545455)","(12.0, 17.5, 12.464912280701753)","(71.0, 130.0, 101.33333333333333)","(15.0, 19.0, 12.469696969696969)","(6.0, 7.8, 6.625)","(101.0, 420.0, 385.7142857142857)","(9.0, 11.5, 8.994117647058824)"
15-12-2022 12:42:52.292176,"(1.55, 2.62, 2.7707954545454543)","(21.0, 20.0, 21.071428571428573)","(10.0, 11.5, 10.4)","(12.0, 12.5, 9.5)","(71.0, 130.0, 106.0)","(15.0, 12.5, 12.448717948717949)","(6.0, 6.8, 6.76)","(101.0, 420.0, 385.7142857142857)","(9.0, 9.0, 9.294117647058824)"
15-12-2022 12:42:53.526378,"(1.55, 2.78, 2.7707954545454543)","(21.0, 30.0, 21.071428571428573)","(10.0, 10.5, 10.4)","(12.0, 9.8, 9.5)","(71.0, 130.0, 106.0)","(15.0, 12.5, 11.75)","(6.0, 6.8, 6.710344827586207)","(101.0, 420.0, 306.0)","(9.0, 10.0, 9.6)"
15-12-2022 12:42:54.756536,"(1.55, 2.7, 2.6965853658536587)","(21.0, 30.0, 24.31818181818182)","(10.0, 10.5, 10.088235294117647)","(12.0, 9.4, 8.84)","(71.0, 130.0, 106.66666666666666)","(15.0, 13.0, 12.583333333333334)","(6.0, 6.8, 6.710344827586207)","(101.0, 390.0, 306.0)","(9.0, 9.8, 9.3)"
15-12-2022 12:42:55.997850,"(1.55, 3.55, 3.2815)","(21.0, 38.0, 19.363636363636363)","(10.0, 11.0, 9.799999999999999)","(12.0, 18.0, 14.533333333333333)","(61.0, 170.0, 56.25)","(14.0, 26.0, 11.555555555555555)","(6.0, 8.8, 8.0)","(101.0, 420.0, 303.33333333333337)","(9.0, 10.0, 9.857142857142858)"
15-12-2022 12:42:57.240223,"(1.55, 3.1, 2.7800000000000002)","(21.0, 38.0, 18.952380952380953)","(10.0, 11.0, 9.799999999999999)","(12.0, 11.0, 8.218181818181819)","(61.0, 170.0, 65.0)","(14.0, 12.0, 11.518518518518519)","(6.0, 8.8, 7.64)","(101.0, 420.0, 332.5)","(9.0, 10.0, 9.36)"
15-12-2022 12:42:58.489357,"(1.7, 2.88, 2.7111111111111112)","(17.0, 38.0, 20.0625)","(10.0, 11.0, 9.933333333333334)","(11.0, 11.0, 8.381818181818181)","(61.0, 90.0, 65.0)","(12.0, 12.0, 11.518518518518519)","(6.0, 8.6, 7.3)","(101.0, 420.0, 303.33333333333337)","(8.5, 10.0, 9.36)"
15-12-2022 12:42:59.760190,"(1.7, 2.92, 2.793846153846154)","(17.0, 38.0, 20.0625)","(10.0, 11.0, 9.933333333333334)","(11.0, 11.0, 8.381818181818181)","(61.0, 90.0, 65.0)","(12.0, 12.0, 11.51923076923077)","(6.0, 8.8, 7.327272727272727)","(101.0, 420.0, 303.33333333333337)","(8.5, 10.0, 9.36)"
15-12-2022 12:43:01.048426,"(1.7, 2.92, 2.6271428571428572)","(17.0, 38.0, 20.0625)","(10.0, 11.0, 10.066666666666666)","(11.0, 11.0, 8.545454545454545)","(61.0, 90.0, 67.0)","(12.0, 12.0, 11.2)","(6.0, 8.8, 7.490909090909091)","(101.0, 420.0, 247.5)","(8.5, 10.0, 9.52)"
15-12-2022 12:43:02.320383,"(1.7, 2.82, 2.5628571428571427)","(17.0, 38.0, 20.0625)","(10.0, 11.0, 10.066666666666666)","(11.0, 11.0, 8.545454545454545)","(61.0, 90.0, 67.0)","(12.0, 12.0, 11.5)","(6.0, 8.8, 7.490909090909091)","(101.0, 420.0, 247.5)","(8.5, 10.0, 9.52)"
15-12-2022 12:43:03.609593,"(1.7, 2.78, 2.5945454545454543)","(17.0, 38.0, 18.78125)","(10.0, 11.0, 11.666666666666666)","(11.0, 11.0, 16.8)","(61.0, 90.0, 58.0)","(12.0, 12.0, 21.275862068965516)","(6.0, 8.8, 8.583333333333332)","(101.0, 420.0, 332.5)","(8.5, 10.0, 10.544444444444444)"
15-12-2022 12:43:04.860042,"(1.7, 2.28, 2.2479999999999998)","(17.0, 38.0, 20.733333333333334)","(10.0, 15.0, 10.88888888888889)","(11.0, 21.0, 20.8)","(61.0, 170.0, 58.0)","(12.0, 25.0, 21.88888888888889)","(6.0, 13.5, 8.78)","(101.0, 420.0, 247.5)","(8.5, 16.5, 10.916666666666668)"
15-12-2022 12:43:06.203807,"(1.7, 1.71, 1.6743765903307888)","(17.0, 38.0, 23.176470588235293)","(10.0, 18.0, 12.545454545454545)","(11.0, 27.0, 23.32)","(61.0, 170.0, 61.55555555555556)","(12.0, 25.0, 16.055555555555557)","(6.0, 13.5, 9.833333333333334)","(101.0, 420.0, 306.66666666666663)","(8.5, 16.5, 12.4375)"
15-12-2022 12:43:07.533578,"(1.7, 1.68, 1.5221052631578946)","(17.0, 38.0, 22.25)","(10.0, 18.0, 12.545454545454545)","(11.0, 27.0, 23.32)","(61.0, 170.0, 70.8)","(12.0, 25.0, 16.055555555555557)","(6.0, 13.5, 9.833333333333334)","(101.0, 420.0, 306.66666666666663)","(8.5, 16.5, 12.4375)"
