,Capricorn Ridge,Mr Marathon Man,Secret War,Lope De Wolf,Danish Fortune,Artful Ambition,Kingson,Time Warrior,Trygve,Mr Whitacre,The Ladies Man
07-01-2023 15:32:07.457804,"(21.0, 26.0, 25.804123711340207)","(21.0, 29.0, 28.361878453038674)","(2.7, 2.96, 2.9548140495867767)","(8.5, 11.5, 11.414634146341463)","(3.4, 3.85, 3.8425742574257424)","(31.0, 34.0, 33.47244094488189)","(15.0, 18.0, 17.892543859649123)","(51.0, 55.0, 53.77777777777778)","(9.0, 11.5, 11.322283609576427)","(31.0, 44.0, 43.81308411214953)","(31.0, 42.0, 41.51470588235294)"
07-01-2023 15:32:09.008382,"(21.0, 26.0, 25.795698924731184)","(21.0, 29.0, 28.30211480362538)","(2.7, 2.96, 2.9398255813953487)","(8.5, 11.5, 11.401898734177216)","(3.4, 3.85, 3.843053016453382)","(31.0, 34.0, 33.5)","(15.0, 18.0, 18.534653465346533)","(51.0, 55.0, 53.77142857142857)","(8.5, 11.5, 11.320297951582868)","(31.0, 44.0, 43.63106796116505)","(31.0, 42.0, 41.48251748251748)"
07-01-2023 15:32:10.604943,"(21.0, 26.0, 25.63063063063063)","(21.0, 29.0, 28.23)","(2.7, 2.94, 2.9485037674919266)","(8.5, 11.5, 11.282101167315176)","(3.4, 3.85, 3.8423387096774193)","(31.0, 34.0, 33.5)","(15.0, 19.0, 18.528)","(51.0, 55.0, 53.70786516853933)","(9.0, 11.5, 11.298882681564246)","(31.0, 44.0, 43.63106796116505)","(31.0, 42.0, 41.395973154362416)"
07-01-2023 15:32:12.247018,"(21.0, 26.0, 25.63063063063063)","(21.0, 29.0, 28.23)","(2.7, 2.98, 2.9651719197707735)","(8.5, 11.5, 11.232057416267942)","(3.4, 3.85, 3.849764705882353)","(31.0, 34.0, 33.4238683127572)","(15.0, 19.0, 18.53543307086614)","(51.0, 55.0, 53.41772151898734)","(9.0, 11.5, 11.277083333333334)","(31.0, 44.0, 43.63106796116505)","(31.0, 42.0, 41.395973154362416)"
07-01-2023 15:32:13.921729,"(21.0, 26.0, 25.786516853932586)","(21.0, 29.0, 28.35103244837758)","(2.7, 2.98, 2.952959028831563)","(8.5, 11.5, 10.88470066518847)","(3.4, 3.85, 3.8837339743589743)","(31.0, 34.0, 33.44881889763779)","(15.0, 19.0, 18.55805243445693)","(51.0, 55.0, 53.51190476190476)","(9.0, 11.5, 11.279268292682927)","(31.0, 44.0, 43.6695652173913)","(31.0, 42.0, 41.470588235294116)"
07-01-2023 15:32:15.546668,"(21.0, 26.0, 25.825688073394495)","(21.0, 29.0, 28.34393063583815)","(2.7, 2.96, 2.949992169146437)","(8.5, 11.0, 10.88470066518847)","(3.4, 3.9, 3.876759530791789)","(31.0, 34.0, 33.42635658914729)","(15.0, 19.0, 18.55805243445693)","(51.0, 55.0, 53.51190476190476)","(9.0, 11.5, 11.270886075949367)","(31.0, 44.0, 43.654545454545456)","(31.0, 42.0, 41.470588235294116)"
07-01-2023 15:32:17.051591,"(21.0, 26.0, 25.825688073394495)","(21.0, 29.0, 28.34393063583815)","(2.7, 2.98, 2.9676714100905563)","(8.5, 11.0, 10.862768496420047)","(3.4, 3.9, 3.8870722433460076)","(31.0, 34.0, 33.42635658914729)","(15.0, 19.0, 18.56078431372549)","(51.0, 55.0, 53.51190476190476)","(9.0, 11.5, 11.373737373737374)","(31.0, 44.0, 43.654545454545456)","(31.0, 42.0, 41.42690058479532)"
07-01-2023 15:32:18.618442,"(21.0, 26.0, 25.6793893129771)","(21.0, 29.0, 28.34393063583815)","(2.7, 2.98, 2.9825222363405337)","(8.5, 11.0, 10.797619047619047)","(3.4, 3.9, 3.8442689199118294)","(31.0, 34.0, 33.447470817120625)","(15.0, 19.0, 18.66611842105263)","(51.0, 55.0, 53.51190476190476)","(9.0, 11.5, 11.439169139465875)","(31.0, 44.0, 43.654545454545456)","(31.0, 42.0, 41.38775510204081)"
07-01-2023 15:32:20.113622,"(21.0, 26.0, 25.6793893129771)","(21.0, 29.0, 28.34393063583815)","(2.7, 3.0, 2.9825222363405337)","(8.5, 11.0, 10.834415584415584)","(3.4, 3.85, 3.8438841899804816)","(31.0, 34.0, 33.494661921708186)","(15.0, 19.0, 18.694352159468437)","(51.0, 55.0, 53.63387978142077)","(9.0, 11.5, 11.404833836858007)","(31.0, 44.0, 41.642857142857146)","(31.0, 42.0, 41.45783132530121)"
07-01-2023 15:32:21.583569,"(21.0, 26.0, 25.863309352517987)","(21.0, 29.0, 28.386243386243386)","(2.7, 3.0, 2.951514195583596)","(8.5, 11.0, 10.700879765395895)","(3.4, 3.85, 3.8407030527289545)","(31.0, 34.0, 33.75732217573222)","(15.0, 19.0, 18.67832167832168)","(51.0, 55.0, 53.67283950617284)","(9.0, 11.5, 11.494464944649447)","(31.0, 42.0, 41.64)","(31.0, 42.0, 41.51633986928105)"
07-01-2023 15:32:23.114958,"(21.0, 27.0, 26.388235294117646)","(21.0, 29.0, 28.417085427135678)","(2.7, 2.96, 2.9233870967741935)","(8.5, 11.0, 10.773876404494382)","(3.4, 3.85, 3.842533470648816)","(31.0, 34.0, 34.38461538461539)","(15.0, 19.0, 18.694352159468437)","(51.0, 55.0, 53.75776397515528)","(9.0, 11.5, 11.552268244575936)","(31.0, 42.0, 42.5945945945946)","(31.0, 42.0, 41.32631578947368)"
07-01-2023 15:32:24.865326,"(21.0, 27.0, 26.307692307692307)","(21.0, 29.0, 28.417085427135678)","(2.7, 2.94, 2.9419642857142856)","(8.5, 11.0, 10.735142118863049)","(3.4, 3.85, 3.8300182481751825)","(31.0, 36.0, 33.78378378378378)","(15.0, 19.0, 18.694352159468437)","(51.0, 55.0, 53.878205128205124)","(9.0, 12.0, 11.536324786324787)","(31.0, 44.0, 42.46153846153846)","(31.0, 42.0, 41.34020618556701)"
07-01-2023 15:32:26.501751,"(21.0, 27.0, 26.425531914893618)","(21.0, 29.0, 28.434466019417474)","(2.7, 2.96, 2.9408934707903778)","(8.5, 11.0, 10.749394673123486)","(3.4, 3.85, 3.8276584867075663)","(31.0, 34.0, 33.793103448275865)","(15.0, 19.0, 18.696369636963695)","(51.0, 55.0, 53.91975308641975)","(9.0, 12.0, 11.583969465648854)","(31.0, 44.0, 42.604651162790695)","(31.0, 42.0, 41.32631578947368)"
07-01-2023 15:32:28.090672,"(21.0, 27.0, 26.504065040650406)","(21.0, 29.0, 28.45433255269321)","(2.7, 2.96, 2.9536992840095464)","(8.5, 11.0, 10.76741573033708)","(3.4, 3.85, 3.823006833712984)","(31.0, 34.0, 33.72762645914397)","(15.0, 19.0, 18.72205438066465)","(51.0, 55.0, 53.84180790960452)","(9.0, 12.0, 11.647249190938512)","(31.0, 44.0, 42.707692307692305)","(31.0, 42.0, 41.333333333333336)"
07-01-2023 15:32:29.682330,"(21.0, 27.0, 26.762886597938145)","(21.0, 29.0, 28.468036529680365)","(2.7, 2.96, 2.966285714285714)","(8.5, 11.0, 10.783333333333333)","(3.4, 3.85, 3.7478371501272263)","(31.0, 34.0, 34.888888888888886)","(15.0, 19.0, 18.737891737891736)","(51.0, 55.0, 54.226190476190474)","(9.0, 12.0, 11.676557863501484)","(31.0, 44.0, 42.72727272727273)","(31.0, 42.0, 41.372549019607845)"
07-01-2023 15:32:31.277718,"(21.0, 27.0, 27.023809523809526)","(21.0, 29.0, 28.48796498905908)","(2.7, 2.98, 2.967609756097561)","(8.5, 11.0, 10.810840707964601)","(3.4, 3.75, 3.7323482428115016)","(31.0, 36.0, 35.48148148148148)","(15.0, 19.0, 18.76103896103896)","(51.0, 55.0, 54.58064516129032)","(9.0, 12.0, 11.72375)","(31.0, 44.0, 42.86486486486486)","(31.0, 42.0, 41.57303370786517)"
07-01-2023 15:32:32.776603,"(21.0, 28.0, 27.023809523809526)","(21.0, 29.0, 28.492407809110627)","(2.7, 2.98, 2.9683090379008745)","(8.5, 11.0, 10.814130434782609)","(3.4, 3.75, 3.6765822784810127)","(31.0, 36.0, 37.65)","(15.0, 19.0, 18.762273901808786)","(51.0, 55.0, 54.5578231292517)","(9.0, 12.0, 11.824561403508772)","(31.0, 44.0, 42.4)","(31.0, 42.0, 41.40816326530612)"
07-01-2023 15:32:34.257366,"(21.0, 28.0, 27.00578034682081)","(21.0, 29.0, 28.492407809110627)","(2.7, 2.98, 2.9803671875)","(8.5, 11.0, 10.827272727272728)","(3.4, 3.7, 3.6574175824175823)","(31.0, 38.0, 37.535714285714285)","(15.0, 19.0, 18.762273901808786)","(51.0, 55.0, 55.21978021978022)","(9.0, 12.0, 11.868770764119601)","(31.0, 44.0, 42.50847457627118)","(31.0, 42.0, 41.4375)"
07-01-2023 15:32:35.682795,"(21.0, 28.0, 27.00578034682081)","(21.0, 29.0, 28.492407809110627)","(2.7, 3.0, 2.9807255655142977)","(8.5, 11.0, 10.834622823984526)","(3.4, 3.7, 3.616897347174164)","(31.0, 38.0, 37.6231884057971)","(15.0, 19.0, 18.773493975903616)","(51.0, 60.0, 56.08695652173913)","(9.0, 12.0, 11.896656534954408)","(31.0, 44.0, 43.24324324324324)","(31.0, 42.0, 41.495327102803735)"
07-01-2023 15:32:37.137106,"(21.0, 28.0, 27.358974358974358)","(21.0, 29.0, 28.5125)","(2.7, 3.0, 2.969287749287749)","(8.5, 11.0, 10.879576107899807)","(3.4, 3.65, 3.6145091693635383)","(31.0, 38.0, 37.63380281690141)","(15.0, 19.0, 18.758928571428573)","(51.0, 60.0, 56.069868995633186)","(9.0, 12.0, 11.898809523809524)","(31.0, 44.0, 43.470588235294116)","(31.0, 42.0, 41.513513513513516)"
07-01-2023 15:32:38.605610,"(21.0, 28.0, 27.327102803738317)","(21.0, 29.0, 28.528225806451612)","(2.7, 2.98, 2.9718468468468466)","(8.5, 11.0, 10.88404452690167)","(3.4, 3.65, 3.611904761904762)","(31.0, 38.0, 37.68292682926829)","(15.0, 19.0, 18.76608910891089)","(51.0, 60.0, 56.170212765957444)","(9.0, 12.0, 11.815873015873017)","(31.0, 44.0, 43.5609756097561)","(31.0, 42.0, 41.53846153846154)"
07-01-2023 15:32:40.094937,"(21.0, 28.0, 27.333333333333332)","(21.0, 29.0, 28.55599214145383)","(2.7, 2.98, 2.9800825763831544)","(8.5, 11.0, 10.899441340782122)","(3.4, 3.65, 3.613559322033898)","(31.0, 38.0, 39.013333333333335)","(15.0, 19.0, 18.78148148148148)","(51.0, 60.0, 56.277056277056275)","(9.0, 12.0, 11.859939759036145)","(31.0, 44.0, 41.84313725490196)","(31.0, 42.0, 41.66412213740458)"
07-01-2023 15:32:41.637726,"(21.0, 28.0, 27.48611111111111)","(21.0, 29.0, 28.607296137339056)","(2.7, 3.0, 2.9648524590163934)","(8.5, 11.0, 11.54126213592233)","(3.4, 3.65, 3.599180327868852)","(31.0, 40.0, 39.10526315789474)","(15.0, 19.0, 19.830739299610894)","(51.0, 60.0, 56.170212765957444)","(9.0, 12.0, 11.949248120300751)","(31.0, 42.0, 48.867924528301884)","(31.0, 42.0, 41.91228070175438)"
07-01-2023 15:32:43.110191,"(21.0, 28.0, 27.47887323943662)","(21.0, 29.0, 28.607296137339056)","(2.7, 3.0, 3.01)","(8.5, 12.0, 11.526315789473685)","(3.4, 3.65, 3.8333333333333335)","(31.0, 40.0, 26.833333333333332)","(15.0, 20.0, 15.6)","(51.0, 60.0, 37.5)","(9.0, 12.0, 13.5)","(31.0, 50.0, 46.0)","(31.0, 42.0, 54.19230769230769)"
07-01-2023 15:32:44.590174,"(21.0, 28.0, 27.67391304347826)","(21.0, 36.0, 24.0)","(2.7, 3.05, 2.980714285714286)","(8.5, 12.0, 11.526315789473685)","(3.4, 3.95, 3.3357142857142854)","(31.0, 36.0, 26.833333333333332)","(15.0, 22.0, 15.6)","(51.0, 60.0, 37.5)","(9.0, 14.5, 14.083333333333334)","(31.0, 55.0, 41.5)","(31.0, 55.0, 54.19230769230769)"
07-01-2023 15:32:46.073630,"(21.0, 28.0, 26.5)","(21.0, 36.0, 32.8)","(2.7, 3.0, 2.8265116279069766)","(8.5, 12.0, 11.526315789473685)","(3.3, 3.55, 3.3708955223880595)","(31.0, 36.0, 26.833333333333332)","(15.0, 22.0, 15.6)","(51.0, 60.0, 42.5)","(9.0, 14.5, 14.083333333333334)","(31.0, 55.0, 42.666666666666664)","(31.0, 55.0, 54.19230769230769)"
07-01-2023 15:32:47.569920,"(21.0, 25.0, 25.5)","(21.0, 36.0, 27.333333333333332)","(2.7, 2.98, 2.7817241379310342)","(8.5, 12.0, 11.307692307692308)","(3.3, 3.55, 3.425)","(31.0, 36.0, 28.142857142857142)","(15.0, 22.0, 17.555555555555557)","(51.0, 55.0, 37.75)","(9.0, 14.5, 13.5)","(31.0, 50.0, 44.5)","(31.0, 55.0, 45.5)"
07-01-2023 15:32:48.983180,"(21.0, 27.0, 25.5)","(21.0, 36.0, 26.0)","(2.7, 2.82, 2.6603225806451616)","(8.5, 12.0, 13.142857142857142)","(3.3, 3.55, 3.6166666666666667)","(31.0, 36.0, 24.0)","(15.0, 22.0, 19.0)","(51.0, 55.0, 52.0)","(9.0, 14.5, 10.538461538461538)","(31.0, 50.0, 72.5)","(31.0, 55.0, 50.5)"
07-01-2023 15:32:50.414867,"(21.0, 27.0, 25.333333333333332)","(21.0, 46.0, 33.5)","(2.7, 2.7, 2.5416286644951143)","(8.5, 14.0, 14.1)","(3.3, 3.65, 3.6625)","(31.0, 34.0, 30.6)","(15.0, 26.0, 19.083333333333332)","(51.0, 60.0, 59.33333333333333)","(9.0, 11.0, 10.25)","(31.0, 75.0, 68.0)","(31.0, 65.0, 47.0)"
07-01-2023 15:32:52.014996,"(21.0, 27.0, 26.0)","(21.0, 44.0, 39.63636363636363)","(2.7, 2.56, 2.5892857142857144)","(8.5, 16.5, 13.5)","(3.3, 3.7, 3.492857142857143)","(31.0, 32.0, 28.5)","(15.0, 27.0, 18.0)","(51.0, 70.0, 63.6)","(9.0, 11.0, 10.25)","(31.0, 70.0, 53.5)","(31.0, 65.0, 47.0)"
07-01-2023 15:32:53.532054,"(21.0, 27.0, 25.285714285714285)","(21.0, 44.0, 37.8)","(2.7, 2.78, 2.8362499999999997)","(8.5, 16.5, 15.3125)","(3.3, 3.85, 3.466071428571429)","(31.0, 32.0, 29.2)","(15.0, 26.0, 17.75)","(51.0, 70.0, 61.5)","(9.0, 11.5, 10.666666666666666)","(31.0, 75.0, 51.0)","(31.0, 65.0, 51.5)"
