,Sheila Sazs,Nixon Bale,Audacious Flame,Mt View Bee,Elswyk Shadow,Tangerine Sands,Our Winnie,Celtic Gypsy
07-01-2023 10:18:12.686065,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.591304347826087)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:14.059136,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:15.258218,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:16.552487,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:17.817106,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:19.107953,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:20.509789,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:21.960612,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:23.605877,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:25.085457,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:26.675075,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:28.155984,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:30.212839,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:31.984093,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:33.429007,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:34.789212,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:36.161049,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:37.482870,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:38.809677,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:40.197223,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:41.541490,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:42.905227,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:44.270235,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:45.519349,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:46.820609,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:48.079572,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:49.343088,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:50.601935,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:51.875729,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:53.039189,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:54.367145,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:55.657308,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:56.929128,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:58.336147,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:18:59.665442,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:00.921694,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:02.203619,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:03.499095,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:04.628118,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:05.997708,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:07.263315,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:08.498924,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:09.847112,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:11.124754,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:12.368809,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.938461538461538)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:13.529410,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.938461538461538)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:14.745057,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.938461538461538)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:15.934458,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.938461538461538)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:17.086901,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.938461538461538)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:18.331669,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.938461538461538)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:19.528680,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.938461538461538)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:20.657443,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.938461538461538)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:21.822176,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:22.962395,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:24.147077,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:25.369681,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:26.652143,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:27.930544,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:29.151036,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:30.416527,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:31.512192,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:32.692857,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:33.942584,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:35.136520,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:36.346347,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:37.676176,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:38.771932,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:39.928363,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:41.456374,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:42.883143,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:44.297532,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:45.712500,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:46.978114,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:48.264563,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:49.520955,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:50.776914,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:52.043852,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:53.342589,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:54.540476,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:55.798526,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:57.123064,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:58.369249,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
07-01-2023 10:19:59.605289,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.871428571428572)","(4.4, 9.0, 5.625)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 7.038297872340426)","(18.0, 48.0, 32.25)"
