,Turnpike Bob,Grab The Gold,Spikes Shirl,Striking Moon,Hashtag Winning,Rocket Blast,Ready And Rich
12-01-2023 09:46:42.584374,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:46:43.870280,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:46:45.262961,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:46:46.574363,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:46:47.848509,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:46:49.231514,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:46:50.594491,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:46:51.940429,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:46:53.235204,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:46:54.477892,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:46:55.788237,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:46:57.052582,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:46:58.230854,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:46:59.505247,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:00.797245,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:02.158839,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:03.471482,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:04.787580,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:06.232382,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:07.590260,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:08.844522,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:10.179450,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:11.437646,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:12.730091,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:14.047724,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:15.287776,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:16.604424,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:17.990223,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:19.240658,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:20.692517,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:21.982289,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:23.563974,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:24.894828,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:26.158918,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:27.432251,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:28.743812,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:30.026172,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:31.216372,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:32.422899,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:33.646077,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:34.807081,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:35.991146,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:37.256446,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:38.522005,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:39.887174,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:41.182109,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:42.489797,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:44.057826,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:45.284227,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:46.680031,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:48.053892,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:49.324114,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:50.543295,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:51.932123,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:53.298427,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:54.793867,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:55.997739,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:57.265476,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 28.615384615384617)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:58.578714,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:47:59.824474,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:01.092399,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:02.307844,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:03.501133,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:04.661528,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:05.753962,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:06.955407,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:08.181136,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:09.377600,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:10.523767,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:11.703771,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:12.875400,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:13.993921,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:15.071603,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:16.271263,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:17.458931,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:18.597421,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:19.654687,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:20.761181,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:21.849511,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:23.018310,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:24.043145,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:25.058507,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:26.088104,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:27.182599,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:28.220004,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:29.224846,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:30.311953,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:31.417995,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:32.471534,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:33.423840,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:34.465375,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:35.627026,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 09:48:36.720290,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 6.2, 4.348571428571429)","(16.0, 32.0, 27.7)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
