,Jackies Irishdream,Obabe,Sara Mia,Life Of Saturdays,Sweet Laura,Mission Belle
15-12-2022 11:31:53.293796,"(4.8, 4.8, 4.239999999999999)","(3.8, 7.0, 5.75)","(3.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 12.0, 10.2)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:31:54.432222,"(4.8, 4.8, 4.239999999999999)","(3.8, 7.0, 5.75)","(3.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 12.0, 10.2)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:31:55.518189,"(4.8, 4.8, 4.239999999999999)","(3.8, 7.0, 5.285714285714286)","(3.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 12.0, 10.2)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:31:56.409428,"(4.8, 4.8, 4.239999999999999)","(3.8, 7.0, 5.285714285714286)","(3.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 12.0, 10.2)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:31:57.369406,"(4.8, 4.8, 4.239999999999999)","(3.8, 6.8, 6.3)","(3.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 11.5, 9.933333333333334)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:31:58.396933,"(4.8, 4.8, 4.17)","(3.8, 6.8, 6.3)","(3.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 11.5, 10.16)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:31:59.332323,"(4.8, 4.8, 4.17)","(3.8, 6.6, 6.1499999999999995)","(3.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 11.0, 10.96)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:32:00.246569,"(4.8, 4.8, 4.17)","(3.8, 6.6, 6.092307692307692)","(3.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 12.0, 8.88)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:32:01.349603,"(4.8, 4.8, 4.17)","(3.8, 6.6, 5.55)","(3.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 9.4, 8.88)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:32:02.385252,"(4.8, 4.8, 4.17)","(3.8, 6.6, 6.115384615384615)","(3.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 9.4, 8.88)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:32:03.335399,"(4.2, 4.8, 4.17)","(3.2, 6.6, 6.115384615384615)","(4.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 9.4, 8.88)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:32:04.307271,"(4.2, 4.8, 4.17)","(3.2, 6.6, 6.115384615384615)","(4.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 9.4, 8.88)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:32:05.377015,"(4.2, 4.8, 4.17)","(3.2, 6.6, 6.115384615384615)","(4.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 9.4, 8.88)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:32:06.459062,"(4.2, 4.8, 4.17)","(3.2, 6.6, 6.115384615384615)","(4.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 9.4, 8.88)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:32:07.375521,"(4.2, 4.8, 4.17)","(3.2, 6.6, 6.115384615384615)","(4.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 9.4, 8.88)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:32:08.323003,"(4.2, 4.8, 4.17)","(3.2, 6.6, 6.115384615384615)","(4.2, 5.8, 5.35)","(11.0, 18.5, 15.444444444444445)","(7.5, 9.4, 8.88)","(6.0, 7.6, 7.449999999999999)"
15-12-2022 11:32:09.341261,"(4.0, 4.8, 4.17)","(3.0, 6.6, 6.115384615384615)","(5.0, 5.8, 5.35)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.4, 8.88)","(6.5, 7.6, 7.449999999999999)"
15-12-2022 11:32:10.386840,"(4.0, 4.8, 4.17)","(3.0, 6.6, 5.605263157894736)","(5.0, 5.7, 5.4)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.4, 8.88)","(6.5, 7.6, 7.449999999999999)"
15-12-2022 11:32:11.301540,"(4.0, 4.8, 4.17)","(3.0, 6.8, 5.7105263157894735)","(5.0, 5.7, 5.4)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.4, 8.88)","(6.5, 7.6, 7.449999999999999)"
15-12-2022 11:32:12.258335,"(4.0, 4.8, 4.17)","(3.0, 6.8, 5.3999999999999995)","(5.0, 5.7, 4.833333333333334)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.4, 9.075)","(6.5, 7.6, 7.449999999999999)"
15-12-2022 11:32:13.289343,"(4.0, 4.8, 4.17)","(3.0, 6.8, 5.3999999999999995)","(5.0, 5.7, 5.483333333333333)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.449999999999999)"
15-12-2022 11:32:14.402904,"(4.0, 4.8, 4.17)","(3.0, 6.8, 5.12)","(5.0, 5.7, 5.483333333333333)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.449999999999999)"
15-12-2022 11:32:15.410574,"(4.0, 4.8, 4.17)","(3.0, 6.8, 5.12)","(5.0, 5.7, 4.9399999999999995)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.449999999999999)"
15-12-2022 11:32:16.332675,"(4.0, 4.8, 4.17)","(3.0, 6.8, 5.852941176470588)","(5.0, 5.6, 4.9399999999999995)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.449999999999999)"
15-12-2022 11:32:17.372080,"(4.0, 4.8, 4.17)","(3.0, 6.8, 6.1)","(5.0, 5.6, 4.9399999999999995)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.449999999999999)"
15-12-2022 11:32:18.385447,"(4.0, 4.8, 4.17)","(3.0, 6.8, 6.1)","(5.0, 5.6, 4.9399999999999995)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.449999999999999)"
15-12-2022 11:32:19.399222,"(4.0, 4.8, 4.17)","(3.0, 6.8, 6.1)","(5.0, 5.6, 4.9399999999999995)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.449999999999999)"
15-12-2022 11:32:20.351536,"(4.0, 4.8, 4.17)","(3.0, 6.8, 6.1)","(5.0, 5.6, 4.9399999999999995)","(10.0, 18.5, 16.142857142857142)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.449999999999999)"
15-12-2022 11:32:21.262040,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 6.1)","(5.0, 5.6, 5.225)","(10.0, 18.5, 16.142857142857142)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.449999999999999)"
15-12-2022 11:32:22.123905,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 6.1)","(5.0, 5.6, 5.225)","(10.0, 18.5, 16.142857142857142)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.333333333333333)"
15-12-2022 11:32:22.999448,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 6.1)","(5.0, 5.6, 5.225)","(10.0, 18.5, 16.142857142857142)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.333333333333333)"
15-12-2022 11:32:23.912532,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 6.1)","(5.0, 5.6, 5.225)","(10.0, 18.5, 16.142857142857142)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.333333333333333)"
15-12-2022 11:32:24.781496,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 6.1)","(5.0, 5.6, 5.225)","(10.0, 18.5, 16.142857142857142)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.333333333333333)"
15-12-2022 11:32:25.714088,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 6.1)","(5.0, 5.6, 5.225)","(10.0, 18.5, 16.142857142857142)","(7.0, 9.4, 8.6)","(6.5, 7.6, 7.333333333333333)"
15-12-2022 11:32:26.628462,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 6.1)","(5.0, 5.6, 5.225)","(10.0, 18.5, 16.142857142857142)","(7.0, 9.2, 8.1)","(6.5, 7.6, 7.333333333333333)"
15-12-2022 11:32:27.541195,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 6.1)","(5.0, 5.6, 5.225)","(10.0, 18.5, 16.142857142857142)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 7.333333333333333)"
15-12-2022 11:32:28.512200,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 5.3999999999999995)","(5.0, 5.6, 5.225)","(10.0, 18.5, 16.142857142857142)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 7.333333333333333)"
15-12-2022 11:32:29.470240,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 5.88125)","(5.0, 5.6, 5.225)","(10.0, 18.5, 16.142857142857142)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 7.333333333333333)"
15-12-2022 11:32:30.459976,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 5.88125)","(5.0, 5.6, 5.225)","(10.0, 18.5, 16.142857142857142)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 7.333333333333333)"
15-12-2022 11:32:31.430856,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 5.12)","(5.0, 5.6, 5.225)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 7.333333333333333)"
15-12-2022 11:32:32.272574,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 5.852941176470588)","(5.0, 5.6, 5.225)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 7.333333333333333)"
15-12-2022 11:32:33.204714,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 5.852941176470588)","(5.0, 5.6, 5.225)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 7.1)"
15-12-2022 11:32:34.125438,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 5.852941176470588)","(5.0, 5.6, 5.225)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 7.1)"
15-12-2022 11:32:35.026387,"(4.0, 4.8, 4.239999999999999)","(3.0, 6.8, 5.615384615384615)","(5.0, 5.6, 5.225)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 7.1)"
15-12-2022 11:32:36.032800,"(4.0, 4.7, 4.185714285714285)","(3.0, 6.8, 5.6692307692307695)","(5.0, 5.6, 5.225)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 7.1)"
15-12-2022 11:32:36.991668,"(4.0, 4.7, 4.185714285714285)","(3.0, 6.8, 5.6692307692307695)","(5.0, 5.6, 5.225)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 7.1)"
15-12-2022 11:32:38.046486,"(4.0, 4.7, 4.185714285714285)","(3.0, 6.8, 5.6692307692307695)","(5.0, 5.6, 5.225)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 7.1)"
15-12-2022 11:32:38.924591,"(4.0, 4.7, 4.185714285714285)","(3.0, 6.8, 5.6692307692307695)","(5.0, 5.6, 5.225)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 7.1)"
15-12-2022 11:32:39.874571,"(4.0, 4.7, 4.185714285714285)","(3.0, 6.8, 5.54)","(5.0, 5.5, 5.1)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 6.765217391304348)"
15-12-2022 11:32:40.804593,"(4.0, 4.7, 4.185714285714285)","(3.0, 6.8, 5.54)","(5.0, 5.5, 5.1)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 6.765217391304348)"
15-12-2022 11:32:41.732743,"(4.0, 4.7, 4.185714285714285)","(3.0, 6.8, 5.54)","(5.0, 5.5, 5.1)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 6.765217391304348)"
15-12-2022 11:32:42.932599,"(4.0, 4.7, 4.199999999999999)","(3.0, 6.8, 5.6692307692307695)","(5.0, 5.5, 5.1)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 6.765217391304348)"
15-12-2022 11:32:43.810837,"(4.0, 4.6, 4.199999999999999)","(3.0, 6.8, 5.6692307692307695)","(5.0, 5.5, 5.1)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 6.765217391304348)"
15-12-2022 11:32:44.706533,"(4.0, 4.6, 4.199999999999999)","(3.0, 6.8, 6.23)","(5.0, 5.5, 3.8066666666666666)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 6.82)"
15-12-2022 11:32:45.567136,"(4.0, 4.6, 4.199999999999999)","(3.0, 6.8, 6.23)","(5.0, 5.5, 3.8066666666666666)","(10.0, 18.5, 15.444444444444445)","(7.0, 9.2, 8.399999999999999)","(6.5, 7.6, 6.82)"
15-12-2022 11:32:46.474731,"(4.0, 4.6, 4.199999999999999)","(3.0, 6.8, 5.257142857142857)","(5.0, 5.4, 4.25)","(10.0, 18.5, 14.333333333333334)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.6, 6.82)"
15-12-2022 11:32:47.389430,"(4.0, 4.6, 4.199999999999999)","(3.0, 6.8, 5.225)","(5.0, 5.4, 4.9)","(10.0, 18.0, 15.75)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.6, 6.82)"
15-12-2022 11:32:48.281830,"(4.0, 4.6, 4.199999999999999)","(3.0, 6.8, 5.225)","(5.0, 5.4, 4.142857142857143)","(10.0, 17.5, 14.833333333333334)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.6, 6.82)"
15-12-2022 11:32:49.354255,"(4.0, 4.6, 4.199999999999999)","(3.0, 6.8, 5.225)","(5.0, 5.4, 4.2)","(10.0, 17.5, 14.833333333333334)","(7.0, 9.2, 8.571428571428571)","(6.5, 7.6, 6.82)"
15-12-2022 11:32:50.294810,"(4.0, 4.6, 4.199999999999999)","(3.0, 6.8, 5.225)","(5.0, 5.4, 4.2)","(10.0, 17.5, 14.833333333333334)","(7.0, 9.2, 8.571428571428571)","(6.5, 7.6, 6.82)"
15-12-2022 11:32:51.271327,"(4.0, 4.6, 4.199999999999999)","(3.0, 6.8, 5.225)","(5.0, 5.4, 4.015384615384615)","(10.0, 17.5, 14.833333333333334)","(7.0, 9.2, 8.571428571428571)","(6.5, 7.6, 6.82)"
15-12-2022 11:32:52.178982,"(4.0, 4.6, 4.199999999999999)","(3.0, 6.8, 5.225)","(5.0, 5.4, 3.8363636363636364)","(10.0, 17.5, 14.833333333333334)","(7.0, 9.2, 8.571428571428571)","(6.5, 7.6, 6.82)"
15-12-2022 11:32:53.243779,"(4.0, 4.6, 4.199999999999999)","(3.0, 6.8, 5.225)","(5.0, 5.4, 4.6190476190476195)","(10.0, 17.5, 14.833333333333334)","(7.0, 9.2, 8.571428571428571)","(6.5, 7.6, 6.82)"
15-12-2022 11:32:54.233538,"(4.0, 4.6, 4.199999999999999)","(3.0, 6.8, 5.225)","(5.0, 5.4, 4.6190476190476195)","(10.0, 17.5, 14.833333333333334)","(7.0, 9.2, 8.571428571428571)","(6.5, 7.4, 7.177777777777778)"
15-12-2022 11:32:55.170048,"(4.0, 4.7, 4.142857142857142)","(3.0, 6.8, 5.225)","(5.0, 5.4, 4.6190476190476195)","(10.0, 17.5, 14.833333333333334)","(7.0, 9.2, 8.571428571428571)","(6.5, 7.4, 7.177777777777778)"
15-12-2022 11:32:56.097855,"(4.0, 4.7, 4.142857142857142)","(3.0, 6.8, 5.225)","(5.0, 5.4, 4.333333333333334)","(10.0, 17.5, 14.833333333333334)","(7.0, 9.2, 8.571428571428571)","(6.5, 7.4, 7.177777777777778)"
15-12-2022 11:32:56.985921,"(4.0, 4.7, 4.142857142857142)","(3.0, 6.8, 5.225)","(5.0, 5.4, 4.333333333333334)","(10.0, 17.5, 14.833333333333334)","(7.0, 9.2, 8.571428571428571)","(6.5, 7.4, 7.177777777777778)"
15-12-2022 11:32:57.855046,"(4.0, 4.7, 4.142857142857142)","(3.0, 6.8, 5.225)","(5.0, 5.4, 4.333333333333334)","(10.0, 17.5, 14.833333333333334)","(7.0, 9.2, 8.571428571428571)","(6.5, 7.4, 7.177777777777778)"
15-12-2022 11:32:58.769117,"(4.0, 4.7, 4.142857142857142)","(3.0, 6.8, 5.225)","(5.0, 5.4, 4.6761904761904765)","(10.0, 17.5, 14.833333333333334)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 7.177777777777778)"
15-12-2022 11:32:59.683572,"(4.0, 4.7, 4.175)","(3.0, 6.8, 5.225)","(5.0, 5.3, 4.9)","(10.0, 17.5, 14.5)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 7.177777777777778)"
15-12-2022 11:33:00.577909,"(4.0, 4.7, 4.175)","(3.0, 11.5, 11.007692307692308)","(5.0, 5.3, 4.663636363636363)","(10.0, 17.5, 14.5)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 7.177777777777778)"
15-12-2022 11:33:01.519059,"(4.0, 4.7, 4.190909090909091)","(3.0, 12.5, 11.93076923076923)","(5.0, 5.3, 4.570833333333333)","(10.0, 17.5, 15.571428571428571)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 7.177777777777778)"
15-12-2022 11:33:02.488012,"(4.0, 4.7, 4.14)","(3.0, 14.0, 9.899999999999999)","(5.0, 5.3, 4.570833333333333)","(10.0, 17.5, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.65)"
15-12-2022 11:33:03.448643,"(4.0, 4.7, 4.14)","(3.0, 14.0, 9.899999999999999)","(5.0, 5.2, 4.99375)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:04.384489,"(4.0, 4.7, 4.14)","(3.0, 13.5, 9.65)","(5.0, 5.2, 5.085714285714285)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:05.290251,"(4.0, 4.7, 4.14)","(3.0, 13.0, 9.4)","(5.0, 5.2, 4.8125)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:06.289890,"(4.0, 4.7, 4.14)","(3.0, 14.0, 9.899999999999999)","(5.0, 5.2, 4.800000000000001)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:07.262655,"(4.0, 4.7, 4.14)","(3.0, 11.5, 8.65)","(5.0, 5.2, 4.985714285714286)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:08.189844,"(4.0, 4.7, 4.14)","(3.0, 10.5, 8.15)","(5.0, 5.2, 5.088461538461539)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:09.084375,"(4.0, 4.7, 4.14)","(3.0, 10.5, 9.56)","(5.0, 5.2, 4.992857142857143)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:09.975451,"(4.0, 4.7, 4.14)","(3.0, 10.5, 9.82857142857143)","(5.0, 5.2, 5.006666666666667)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:11.056087,"(4.0, 4.7, 4.14)","(3.0, 10.5, 9.82857142857143)","(5.0, 5.2, 4.984615384615385)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:12.033157,"(4.0, 4.7, 4.14)","(3.0, 10.5, 9.82857142857143)","(5.0, 5.2, 4.8)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:13.100878,"(4.0, 4.7, 4.14)","(3.0, 9.6, 8.714285714285714)","(5.0, 5.2, 5.0)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:14.163858,"(4.0, 4.7, 4.14)","(3.0, 9.2, 8.714285714285714)","(5.0, 5.2, 5.0)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:15.227248,"(3.9, 4.7, 4.14)","(2.9, 9.2, 8.714285714285714)","(4.8, 5.2, 5.014285714285714)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:16.183765,"(3.9, 4.7, 4.14)","(2.9, 9.2, 8.714285714285714)","(4.8, 5.2, 5.014285714285714)","(10.0, 16.0, 15.4)","(7.0, 9.2, 8.666666666666666)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:17.099720,"(3.9, 4.7, 4.14)","(2.9, 9.0, 8.542857142857143)","(4.8, 5.3, 5.114285714285714)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:18.000596,"(3.9, 4.7, 4.118181818181818)","(2.9, 8.4, 7.15)","(4.8, 5.2, 4.533333333333333)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:18.885758,"(3.9, 4.7, 4.118181818181818)","(2.9, 8.4, 7.15)","(4.8, 5.2, 4.45)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:19.809647,"(3.9, 4.7, 4.118181818181818)","(2.9, 8.4, 7.15)","(4.8, 5.2, 4.45)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:20.679344,"(3.9, 4.7, 4.118181818181818)","(2.9, 8.4, 7.15)","(4.8, 5.2, 4.45)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:21.700194,"(3.9, 4.7, 4.118181818181818)","(2.9, 8.4, 6.75)","(4.6, 5.2, 4.75)","(10.0, 16.0, 15.4)","(7.0, 9.2, 7.733333333333333)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:22.751661,"(3.9, 4.6, 4.319999999999999)","(2.9, 7.6, 6.75)","(4.6, 5.2, 5.015384615384615)","(10.0, 16.0, 15.4)","(7.0, 9.2, 8.0)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:23.761952,"(3.9, 4.5, 4.26)","(2.9, 7.4, 6.65)","(4.6, 5.2, 5.015384615384615)","(10.0, 16.0, 15.4)","(7.0, 9.0, 8.0)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:24.796513,"(3.9, 4.5, 4.26)","(2.9, 7.4, 6.65)","(4.6, 5.2, 5.015384615384615)","(10.0, 16.0, 15.4)","(7.0, 9.0, 8.0)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:25.748424,"(3.9, 4.5, 4.26)","(2.9, 7.4, 6.65)","(4.6, 5.2, 5.015384615384615)","(10.0, 16.0, 15.4)","(7.0, 9.0, 8.0)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:26.818057,"(3.9, 4.5, 4.26)","(2.9, 7.4, 6.65)","(4.6, 5.2, 5.015384615384615)","(10.0, 16.0, 15.4)","(7.0, 9.0, 8.0)","(6.5, 7.4, 6.800000000000001)"
15-12-2022 11:33:27.814059,"(3.9, 4.5, 4.26)","(2.9, 7.4, 6.65)","(4.6, 5.2, 5.015384615384615)","(10.0, 16.0, 15.4)","(7.0, 9.0, 8.0)","(6.5, 7.4, 6.38)"
15-12-2022 11:33:28.757073,"(3.9, 4.5, 4.26)","(2.9, 7.4, 6.65)","(4.6, 5.2, 5.015384615384615)","(10.0, 16.0, 15.4)","(7.0, 9.0, 8.0)","(6.5, 7.4, 6.363636363636364)"
15-12-2022 11:33:29.614644,"(3.9, 4.5, 4.26)","(2.9, 7.4, 6.65)","(4.6, 5.2, 5.015384615384615)","(10.0, 16.0, 15.4)","(7.0, 9.0, 8.0)","(6.5, 7.4, 6.363636363636364)"
15-12-2022 11:33:30.517378,"(3.9, 4.5, 4.26)","(2.9, 7.4, 6.65)","(4.6, 5.2, 5.015384615384615)","(10.0, 16.0, 15.4)","(7.0, 9.0, 8.0)","(6.5, 7.4, 6.363636363636364)"
15-12-2022 11:33:31.516817,"(3.9, 4.5, 4.26)","(3.0, 7.4, 6.65)","(4.6, 5.2, 4.857142857142858)","(10.0, 16.0, 15.4)","(7.0, 9.0, 7.8)","(6.5, 7.4, 6.363636363636364)"
15-12-2022 11:33:32.479592,"(3.9, 4.4, 4.2)","(3.0, 7.0, 6.45)","(4.6, 5.2, 4.9)","(10.0, 16.0, 15.4)","(7.0, 8.6, 7.8)","(6.5, 7.4, 6.363636363636364)"
15-12-2022 11:33:33.422015,"(3.9, 4.4, 4.2)","(3.0, 7.0, 6.45)","(4.6, 5.2, 4.966666666666667)","(10.0, 16.0, 15.4)","(7.0, 8.6, 7.8)","(6.5, 7.4, 6.363636363636364)"
15-12-2022 11:33:34.410809,"(3.9, 4.4, 4.2)","(3.0, 7.0, 6.45)","(4.6, 5.2, 4.966666666666667)","(10.0, 16.0, 15.4)","(7.0, 8.6, 7.8)","(6.5, 7.4, 6.363636363636364)"
15-12-2022 11:33:35.367724,"(3.9, 4.4, 4.2)","(3.0, 7.0, 6.45)","(4.6, 5.2, 4.966666666666667)","(10.0, 16.0, 15.4)","(7.0, 8.6, 7.8)","(6.5, 7.4, 6.363636363636364)"
15-12-2022 11:33:36.280546,"(3.9, 4.4, 4.2)","(3.0, 7.0, 6.45)","(4.6, 5.2, 4.966666666666667)","(10.0, 16.0, 15.4)","(7.0, 8.6, 7.8)","(6.5, 7.4, 6.363636363636364)"
15-12-2022 11:33:37.133099,"(3.9, 4.4, 4.2)","(3.0, 7.0, 6.45)","(4.6, 5.2, 4.966666666666667)","(10.0, 16.0, 15.4)","(7.0, 8.6, 7.8)","(6.5, 7.4, 6.363636363636364)"
