,Jackies Irishdream,Obabe,Sara Mia,Life Of Saturdays,Sweet Laura,Mission Belle
15-12-2022 11:35:56.979398,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.1, 4.855555555555555)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.800000000000001)","(5.5, 6.8, 6.77391304347826)"
15-12-2022 11:35:58.085889,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.1, 4.855555555555555)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.800000000000001)","(5.5, 6.8, 6.77391304347826)"
15-12-2022 11:35:59.141200,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.6, 5.973913043478261)","(3.9, 5.1, 4.855555555555555)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.800000000000001)","(5.5, 6.8, 6.77391304347826)"
15-12-2022 11:36:00.081486,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.1, 4.855555555555555)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.800000000000001)","(5.5, 6.8, 6.77391304347826)"
15-12-2022 11:36:01.060692,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.1, 4.855555555555555)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.800000000000001)","(5.5, 6.8, 6.77391304347826)"
15-12-2022 11:36:02.164568,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.6, 6.633333333333333)","(3.9, 5.1, 4.91)","(10.0, 15.0, 13.8)","(6.5, 7.2, 7.054545454545455)","(5.5, 7.0, 6.982222222222222)"
15-12-2022 11:36:03.156960,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.91)","(10.0, 15.0, 13.8)","(6.5, 7.2, 7.0769230769230775)","(5.5, 7.0, 6.933333333333334)"
15-12-2022 11:36:04.152348,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.795454545454546)","(10.0, 15.0, 13.8)","(6.5, 7.2, 7.0769230769230775)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:05.133632,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.6, 5.973913043478261)","(3.9, 5.0, 4.795454545454546)","(10.0, 15.0, 13.8)","(6.5, 7.2, 7.0769230769230775)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:06.191800,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.795454545454546)","(10.0, 15.0, 13.8)","(6.5, 7.2, 7.0769230769230775)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:07.230177,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.795454545454546)","(10.0, 15.0, 13.8)","(6.5, 7.2, 7.0769230769230775)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:08.301986,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.6, 5.973913043478261)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 7.0769230769230775)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:09.166381,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 7.0769230769230775)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:10.095952,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.6, 5.973913043478261)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 7.0769230769230775)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:11.063630,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.6, 5.973913043478261)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 7.0769230769230775)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:12.094890,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 7.0769230769230775)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:13.108080,"(3.6, 4.0, 3.863235294117647)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 7.0769230769230775)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:14.047782,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.6, 5.973913043478261)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 7.105882352941177)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:15.093624,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 7.105882352941177)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:16.061772,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 7.105882352941177)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:17.054828,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.6, 5.973913043478261)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 7.105882352941177)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:17.957290,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.6, 5.973913043478261)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.9714285714285715)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:18.942371,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.91764705882353)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:19.972265,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.91764705882353)","(5.5, 7.0, 6.94)"
15-12-2022 11:36:20.967961,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.6, 5.973913043478261)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:21.975730,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:23.260968,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.8, 5.973913043478261)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:24.263705,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.6, 6.466666666666667)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:25.268621,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:26.272748,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.8, 6.633333333333333)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:27.262474,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.6, 5.973913043478261)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:28.247714,"(3.6, 4.0, 3.817647058823529)","(4.2, 6.6, 6.371428571428571)","(3.9, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:29.274443,"(3.5, 4.0, 3.817647058823529)","(4.4, 6.8, 6.514285714285714)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:30.180149,"(3.5, 4.0, 3.817647058823529)","(4.4, 7.0, 6.45)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:31.211348,"(3.5, 4.0, 3.817647058823529)","(4.4, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:32.208262,"(3.5, 4.0, 3.817647058823529)","(4.4, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:33.101906,"(3.5, 4.0, 3.817647058823529)","(4.4, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:34.007917,"(3.5, 4.0, 3.817647058823529)","(4.4, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:34.966648,"(3.5, 4.0, 3.817647058823529)","(4.4, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:35.952649,"(3.5, 4.0, 3.817647058823529)","(4.4, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:36.926860,"(3.5, 4.0, 3.817647058823529)","(4.6, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:37.863635,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:38.832688,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:39.789083,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:40.776277,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:41.714877,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:42.611726,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:36:43.831994,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.8, 5.945)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:36:44.835658,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.8, 5.940909090909091)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:36:45.995568,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.6, 5.953846153846154)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:36:47.156179,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.6, 5.953846153846154)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:36:48.247104,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.6, 5.953846153846154)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:36:49.357924,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.6, 5.953846153846154)","(4.0, 5.0, 4.810526315789474)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:36:50.484640,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.6, 5.953846153846154)","(4.0, 5.0, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:36:51.739696,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.6, 5.953846153846154)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:36:53.057495,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.6, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:54.108142,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:55.217090,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.8)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:56.212004,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.8)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:57.133198,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.8)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:58.352624,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:36:59.320464,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:37:00.336065,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:37:01.336781,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.2, 7.054545454545455)"
15-12-2022 11:37:02.374021,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.830769230769231)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:37:03.424032,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:37:04.362735,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:37:05.334367,"(3.5, 4.0, 3.8368421052631576)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:37:06.218948,"(3.5, 4.0, 3.9272727272727272)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:37:07.311968,"(3.5, 4.0, 3.9272727272727272)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:37:08.357987,"(3.5, 4.0, 3.9272727272727272)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:37:09.426825,"(3.5, 4.0, 3.9272727272727272)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:37:10.437697,"(3.5, 4.0, 3.9272727272727272)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:37:11.378117,"(3.5, 4.0, 3.9272727272727272)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:37:12.310503,"(3.5, 4.0, 3.9272727272727272)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(5.5, 7.0, 6.890909090909091)"
15-12-2022 11:37:13.180645,"(3.5, 4.0, 3.9272727272727272)","(4.6, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.2, 6.7)"
15-12-2022 11:37:14.059410,"(3.5, 4.0, 3.9272727272727272)","(4.8, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.2, 6.7)"
15-12-2022 11:37:14.934515,"(3.5, 4.0, 3.9272727272727272)","(4.8, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.2, 6.7)"
15-12-2022 11:37:15.867904,"(3.5, 4.0, 3.95)","(4.8, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.2, 6.7)"
15-12-2022 11:37:16.773795,"(3.5, 4.0, 3.95)","(4.8, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.2, 6.7)"
15-12-2022 11:37:17.626353,"(3.5, 4.0, 3.95)","(4.8, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.2, 6.7)"
15-12-2022 11:37:18.464067,"(3.5, 4.0, 3.95)","(4.8, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.0, 6.890909090909091)"
15-12-2022 11:37:19.300665,"(3.5, 4.0, 3.95)","(4.8, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.0, 6.890909090909091)"
15-12-2022 11:37:20.167188,"(3.5, 4.0, 3.95)","(4.8, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.0, 6.890909090909091)"
15-12-2022 11:37:21.139675,"(3.5, 4.0, 3.95)","(4.8, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.0, 6.890909090909091)"
15-12-2022 11:37:22.102254,"(3.5, 4.0, 3.95)","(4.8, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.0, 6.890909090909091)"
15-12-2022 11:37:23.049280,"(3.5, 4.0, 3.95)","(4.8, 6.4, 6.228571428571429)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.0, 6.890909090909091)"
15-12-2022 11:37:23.983087,"(3.5, 4.0, 3.95)","(4.8, 7.0, 6.8)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.0, 6.890909090909091)"
15-12-2022 11:37:25.028092,"(3.5, 4.0, 3.95)","(4.8, 7.0, 5.994736842105263)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.0, 6.890909090909091)"
15-12-2022 11:37:25.939626,"(3.5, 4.0, 3.95)","(4.8, 6.8, 5.994736842105263)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.0, 6.890909090909091)"
15-12-2022 11:37:26.991711,"(3.5, 4.0, 3.95)","(4.8, 6.8, 6.5)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.88)","(6.0, 7.2, 6.7272727272727275)"
15-12-2022 11:37:28.023062,"(3.5, 4.0, 3.95)","(4.8, 6.8, 6.5)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.947368421052632)","(6.0, 7.2, 6.7272727272727275)"
15-12-2022 11:37:29.039155,"(3.5, 4.0, 3.914285714285714)","(4.8, 6.8, 6.5)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.947368421052632)","(6.0, 7.2, 6.800000000000001)"
15-12-2022 11:37:29.952408,"(3.5, 4.0, 3.914285714285714)","(4.8, 6.8, 6.5)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.947368421052632)","(6.0, 7.4, 6.941666666666667)"
15-12-2022 11:37:30.836363,"(3.5, 4.0, 3.914285714285714)","(4.8, 6.8, 6.5)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.947368421052632)","(6.0, 7.4, 6.941666666666667)"
15-12-2022 11:37:31.837193,"(3.5, 4.0, 3.914285714285714)","(4.8, 6.8, 6.5)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.947368421052632)","(6.0, 7.4, 6.941666666666667)"
15-12-2022 11:37:32.833822,"(3.5, 4.0, 3.914285714285714)","(4.8, 6.8, 6.5)","(4.0, 4.9, 4.84)","(10.0, 15.0, 14.333333333333334)","(6.5, 7.2, 6.947368421052632)","(6.0, 7.4, 6.941666666666667)"
15-12-2022 11:37:33.962993,"(3.5, 4.0, 3.914285714285714)","(4.8, 6.8, 6.752941176470588)","(4.0, 4.9, 4.84)","(10.0, 15.0, 13.545454545454545)","(6.5, 7.2, 6.947368421052632)","(6.0, 7.4, 6.941666666666667)"
15-12-2022 11:37:34.836757,"(3.5, 4.0, 3.914285714285714)","(4.8, 6.8, 6.752941176470588)","(4.0, 4.9, 4.84)","(10.0, 14.5, 13.545454545454545)","(6.5, 7.2, 6.947368421052632)","(6.0, 7.2, 7.093333333333334)"
15-12-2022 11:37:35.728376,"(3.5, 4.0, 3.914285714285714)","(4.8, 6.8, 6.752941176470588)","(4.0, 4.9, 4.84)","(10.0, 14.5, 13.545454545454545)","(6.5, 7.2, 6.947368421052632)","(6.0, 7.2, 7.093333333333334)"
15-12-2022 11:37:36.651854,"(3.5, 4.0, 3.914285714285714)","(4.8, 6.8, 6.752941176470588)","(4.0, 4.9, 4.84)","(10.0, 14.5, 13.545454545454545)","(6.5, 7.2, 6.947368421052632)","(6.0, 7.2, 7.093333333333334)"
15-12-2022 11:37:37.566036,"(3.5, 4.2, 4.083333333333334)","(4.8, 6.8, 6.65)","(4.0, 4.9, 4.84)","(10.0, 14.5, 13.545454545454545)","(6.5, 7.2, 6.947368421052632)","(6.0, 7.2, 7.093333333333334)"
15-12-2022 11:37:38.478004,"(3.5, 4.1, 3.844117647058823)","(4.8, 6.8, 6.65)","(4.0, 4.9, 4.84)","(10.0, 14.5, 13.545454545454545)","(6.5, 7.0, 6.66)","(6.0, 7.0, 6.66)"
15-12-2022 11:37:39.330802,"(3.5, 4.1, 3.844117647058823)","(4.8, 6.8, 6.65)","(4.0, 4.9, 4.84)","(10.0, 14.5, 13.545454545454545)","(6.0, 7.0, 6.66)","(6.0, 7.0, 6.66)"
15-12-2022 11:37:40.296685,"(3.5, 4.1, 4.05)","(4.8, 6.8, 6.65)","(4.0, 4.9, 4.84)","(10.0, 14.5, 13.545454545454545)","(6.0, 7.2, 6.947368421052632)","(6.0, 7.2, 7.093333333333334)"
15-12-2022 11:37:41.307902,"(3.5, 4.1, 4.05)","(4.8, 6.8, 6.65)","(4.0, 4.9, 4.84)","(10.0, 14.5, 13.545454545454545)","(6.0, 7.2, 6.947368421052632)","(6.0, 7.2, 7.093333333333334)"
