,Helping Hands,Framalda,Optimus Bruce,Infiltrate,Spooky Ethics,El Bravo,Angelic Tess,Sublime Cody
14-12-2022 14:01:51.503094,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.275)","(6.5, 11.5, 10.765)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:01:52.704712,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.275)","(6.5, 11.5, 10.765)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:01:53.871679,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.275)","(6.5, 11.5, 10.765)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:01:55.067915,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.275)","(6.5, 11.5, 10.765)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:01:56.228895,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.275)","(6.5, 11.5, 10.765)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:01:57.377961,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.275)","(6.5, 11.5, 10.765)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:01:58.576151,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.275)","(6.5, 11.5, 10.765)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:01:59.691360,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.275)","(6.5, 11.5, 10.765)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:02:00.885601,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 11.5, 10.612)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:02:02.223343,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:02:03.655485,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:02:05.065424,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:02:06.411830,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:02:07.788605,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.2)","(5.5, 8.4, 8.292307692307693)"
14-12-2022 14:02:09.195340,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 13.0, 10.2)","(5.5, 8.8, 8.292307692307693)"
14-12-2022 14:02:10.405915,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 13.0, 10.8)","(5.5, 8.8, 7.953846153846154)"
14-12-2022 14:02:11.621547,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:02:12.786818,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:02:14.061904,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.8)","(5.5, 8.4, 7.953846153846154)"
14-12-2022 14:02:15.396743,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.8)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 14:02:16.846468,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.8)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 14:02:18.318954,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.8)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 14:02:19.743554,"(8.0, 21.0, 16.5)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.8)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 14:02:21.114311,"(8.0, 21.0, 13.25)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.15)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:22.328865,"(8.0, 21.0, 13.25)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.15)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:23.593494,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 9.95)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:24.862467,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.4, 6.4)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.866666666666667)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:26.110210,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.4, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.866666666666667)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:27.384162,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.866666666666667)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:28.676236,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.15)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:29.959481,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.15)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:31.253805,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.15)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:32.454892,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.15)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:33.647191,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.15)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:34.876068,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.15)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:36.056170,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.15)","(5.0, 8.2, 7.699999999999999)"
14-12-2022 14:02:37.215619,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.15)","(5.0, 8.2, 7.537037037037036)"
14-12-2022 14:02:38.257075,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.15)","(5.0, 8.0, 7.537037037037036)"
14-12-2022 14:02:39.367307,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.15)","(5.0, 8.0, 7.537037037037036)"
14-12-2022 14:02:40.506795,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.15)","(5.0, 8.0, 7.537037037037036)"
14-12-2022 14:02:41.695297,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 9.95)","(5.0, 8.0, 7.537037037037036)"
14-12-2022 14:02:42.868406,"(8.0, 21.0, 14.9)","(5.0, 8.0, 6.923076923076923)","(11.0, 23.0, 20.8)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 10.866666666666667)","(5.0, 8.0, 7.537037037037036)"
14-12-2022 14:02:44.164932,"(8.0, 21.0, 14.9)","(5.0, 8.0, 7.046153846153846)","(11.0, 23.0, 20.0)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.5, 9.8)","(5.0, 8.0, 6.885185185185185)"
14-12-2022 14:02:45.439787,"(8.0, 21.0, 14.9)","(5.0, 8.2, 7.046153846153846)","(11.0, 22.0, 20.0)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.0, 9.8)","(5.0, 7.2, 6.885185185185185)"
14-12-2022 14:02:46.666940,"(8.0, 21.0, 16.0)","(5.0, 8.2, 7.046153846153846)","(11.0, 22.0, 20.0)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.486363636363636)","(6.5, 12.5, 10.612)","(7.0, 12.0, 9.2)","(5.0, 7.2, 6.885185185185185)"
14-12-2022 14:02:47.932598,"(8.0, 21.0, 13.5)","(5.0, 8.2, 7.046153846153846)","(11.0, 22.0, 20.0)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.1)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.933333333333334)","(5.0, 7.2, 6.885185185185185)"
14-12-2022 14:02:49.237200,"(8.0, 21.0, 13.5)","(5.0, 8.2, 7.046153846153846)","(11.0, 22.0, 20.0)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 6.509090909090909)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 9.8)","(5.0, 7.2, 6.885185185185185)"
14-12-2022 14:02:50.471008,"(8.0, 21.0, 13.5)","(5.0, 8.2, 7.046153846153846)","(11.0, 22.0, 20.0)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 9.8)","(5.0, 7.2, 6.885185185185185)"
14-12-2022 14:02:51.578450,"(8.0, 21.0, 13.5)","(5.0, 8.2, 7.046153846153846)","(11.0, 22.0, 20.0)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 9.8)","(5.0, 7.2, 6.885185185185185)"
14-12-2022 14:02:52.692434,"(8.0, 21.0, 13.5)","(5.0, 8.2, 7.046153846153846)","(11.0, 22.0, 20.0)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 9.8)","(5.0, 7.2, 6.885185185185185)"
14-12-2022 14:02:53.859030,"(8.0, 21.0, 13.5)","(5.0, 8.2, 7.046153846153846)","(11.0, 22.0, 20.0)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 9.8)","(5.0, 7.2, 6.885185185185185)"
14-12-2022 14:02:54.949264,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 20.0)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 9.2)","(5.0, 7.2, 6.885185185185185)"
14-12-2022 14:02:56.054908,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 20.0)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 9.8)","(5.0, 7.2, 6.885185185185185)"
14-12-2022 14:02:57.222729,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 20.0)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 9.8)","(5.0, 7.2, 6.81764705882353)"
14-12-2022 14:02:58.388575,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 20.0)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 4.766666666666667)","(6.5, 12.5, 8.209090909090909)","(7.0, 12.0, 9.8)","(5.0, 7.2, 6.2384615384615385)"
14-12-2022 14:02:59.556849,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 4.766666666666667)","(6.5, 12.5, 9.246666666666666)","(7.0, 12.0, 9.2)","(5.0, 7.2, 6.2384615384615385)"
14-12-2022 14:03:00.693381,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.646153846153846)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 10.612)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:01.810377,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:02.923010,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:04.027043,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:05.119828,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:06.314393,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:07.507497,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:08.688753,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:09.804256,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:10.885405,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:11.998687,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:13.046390,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:14.192738,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:15.415123,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:16.584067,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:17.726008,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:18.865142,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.354545454545455)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:19.992589,"(8.0, 21.0, 13.5)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.1)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:21.121365,"(8.0, 21.0, 11.166666666666666)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 19.9)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.1)","(7.0, 12.0, 8.8)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:22.328289,"(8.0, 21.0, 11.166666666666666)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 17.0)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.1)","(7.0, 12.0, 8.533333333333333)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:23.487719,"(8.0, 21.0, 11.166666666666666)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 17.0)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.811538461538461)","(6.5, 12.5, 8.1)","(7.0, 12.0, 8.533333333333333)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:24.895268,"(8.0, 21.0, 11.166666666666666)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 17.0)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.1)","(7.0, 12.0, 8.533333333333333)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:26.283961,"(8.0, 21.0, 11.166666666666666)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 17.0)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 6.509090909090909)","(6.5, 12.5, 8.1)","(7.0, 12.0, 11.210526315789473)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:27.592519,"(8.0, 21.0, 11.166666666666666)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 17.0)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.1)","(7.0, 12.0, 10.466666666666667)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:28.934012,"(8.0, 21.0, 11.166666666666666)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 17.0)","(4.8, 7.8, 6.764285714285714)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.1)","(7.0, 12.0, 10.466666666666667)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:30.303019,"(8.0, 21.0, 11.166666666666666)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 17.0)","(4.8, 7.8, 7.4)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.1)","(7.0, 12.0, 10.466666666666667)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:31.749612,"(8.0, 21.0, 11.166666666666666)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 17.0)","(4.8, 7.8, 7.4)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.1)","(7.0, 12.0, 10.466666666666667)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:33.237794,"(8.0, 21.0, 11.166666666666666)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 17.0)","(4.8, 7.8, 7.4)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.1)","(7.0, 12.0, 10.466666666666667)","(5.0, 7.2, 6.820689655172414)"
14-12-2022 14:03:34.576910,"(8.0, 21.0, 11.166666666666666)","(5.0, 8.0, 6.923076923076923)","(11.0, 22.0, 17.0)","(4.8, 7.8, 7.4)","(4.4, 7.6, 5.016666666666667)","(6.5, 12.5, 8.1)","(7.0, 12.0, 10.466666666666667)","(5.0, 7.2, 6.820689655172414)"
