,Parkburn,Roadhouse,Cochrane,Chalkley,Lily Allez,Sound Of Sleat,Sweet Fantasy,Kashkar,Wren Plucked
06-01-2023 16:53:30.115830,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:31.544522,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:32.967688,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:34.330098,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:35.733714,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:37.142384,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:38.608847,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:40.002596,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:41.650476,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:43.031233,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:44.473180,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:45.940954,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:47.389747,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:49.072735,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:50.539381,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:51.984298,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:53.617903,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:55.305280,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.224137931034482)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:56.760676,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:58.151940,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:53:59.577506,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:54:00.999049,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:54:02.717594,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 60.90909090909091)"
06-01-2023 16:54:04.221115,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 60.90909090909091)"
06-01-2023 16:54:05.554614,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 60.90909090909091)"
06-01-2023 16:54:07.010977,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 60.90909090909091)"
06-01-2023 16:54:08.513608,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:10.044280,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:11.453699,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:13.200599,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:14.677182,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:16.298077,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:18.077718,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:19.735422,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:21.299193,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:22.996276,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:24.684415,"(3.6, 5.8, 5.1625)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.25)","(11.0, 17.0, 15.105263157894736)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 20.0)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:26.262600,"(3.6, 5.8, 5.233333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.9, 4.5)","(11.0, 17.0, 15.5)","(15.0, 17.5, 16.5)","(4.2, 5.1, 4.859999999999999)","(14.0, 26.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:27.975715,"(3.6, 5.8, 5.557142857142857)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.3545454545454545)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.5)","(4.2, 5.1, 4.859999999999999)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:29.666812,"(3.6, 5.8, 5.359999999999999)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.3545454545454545)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.5)","(4.2, 5.1, 4.859999999999999)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:31.354193,"(3.6, 6.2, 5.359999999999999)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.3545454545454545)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.5)","(4.2, 5.1, 4.859999999999999)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 60.90909090909091)"
06-01-2023 16:54:33.086279,"(3.6, 6.2, 5.245454545454545)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.3545454545454545)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.5)","(4.2, 5.1, 4.859999999999999)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 60.90909090909091)"
06-01-2023 16:54:34.798640,"(3.6, 6.2, 5.245454545454545)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.3545454545454545)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.859999999999999)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 60.90909090909091)"
06-01-2023 16:54:36.901352,"(3.6, 6.2, 5.245454545454545)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.3545454545454545)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.859999999999999)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 60.90909090909091)"
06-01-2023 16:54:38.479445,"(3.6, 6.2, 5.245454545454545)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.3545454545454545)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.859999999999999)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:39.911656,"(3.6, 6.2, 5.245454545454545)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.3545454545454545)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.859999999999999)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:41.409969,"(3.6, 6.2, 5.245454545454545)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.3545454545454545)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.859999999999999)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:42.830605,"(3.6, 6.2, 5.245454545454545)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.3545454545454545)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:44.335558,"(3.6, 6.2, 4.485714285714286)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.473333333333333)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:45.839887,"(3.6, 5.0, 4.485714285714286)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.473333333333333)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:47.311849,"(3.6, 5.3, 4.614285714285714)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.473333333333333)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:48.740809,"(3.6, 5.3, 4.614285714285714)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.473333333333333)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:50.188184,"(3.6, 5.3, 4.58)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.473333333333333)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:51.604606,"(3.6, 5.3, 4.58)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.473333333333333)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:53.239271,"(3.6, 5.3, 4.58)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.609090909090909)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:54.762641,"(3.6, 5.3, 4.58)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.609090909090909)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:56.159513,"(3.6, 5.2, 4.925)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 4.8, 4.609090909090909)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:57.900133,"(3.6, 5.2, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 5.2, 4.588888888888889)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:54:59.758064,"(3.6, 5.2, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 5.2, 4.519047619047619)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:55:01.303079,"(3.6, 5.2, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 5.2, 4.519047619047619)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 60.90909090909091)"
06-01-2023 16:55:02.936011,"(3.6, 5.2, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 5.2, 4.519047619047619)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 60.90909090909091)"
06-01-2023 16:55:04.623626,"(3.6, 5.2, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 5.2, 4.403448275862068)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 60.90909090909091)"
06-01-2023 16:55:06.668332,"(3.6, 5.2, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 5.2, 4.403448275862068)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 60.90909090909091)"
06-01-2023 16:55:08.412903,"(3.6, 5.2, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 5.2, 4.403448275862068)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.666666666666668)","(21.0, 85.0, 40.833333333333336)"
06-01-2023 16:55:10.111309,"(3.6, 5.2, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 5.2, 4.403448275862068)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 29.0, 21.333333333333332)","(21.0, 85.0, 48.0)"
06-01-2023 16:55:11.598373,"(3.6, 5.2, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 11.8)","(3.7, 5.2, 4.403448275862068)","(11.0, 16.5, 15.5)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 28.0, 21.333333333333332)","(21.0, 80.0, 40.0)"
06-01-2023 16:55:13.019572,"(3.6, 5.2, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.0)","(3.7, 5.2, 4.827272727272727)","(11.0, 16.5, 14.785714285714285)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 28.0, 21.333333333333332)","(21.0, 80.0, 40.0)"
06-01-2023 16:55:14.444424,"(3.6, 5.1, 4.65)","(7.5, 9.4, 8.399999999999999)","(10.0, 12.5, 12.214285714285714)","(3.7, 5.1, 4.827272727272727)","(11.0, 16.5, 14.785714285714285)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 28.0, 21.333333333333332)","(21.0, 80.0, 40.0)"
06-01-2023 16:55:15.940350,"(3.6, 5.1, 4.65)","(7.5, 9.4, 8.399999999999999)","(10.0, 12.5, 12.214285714285714)","(3.7, 5.1, 4.449999999999999)","(11.0, 16.5, 14.785714285714285)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 28.0, 21.333333333333332)","(21.0, 80.0, 40.0)"
06-01-2023 16:55:17.316645,"(3.6, 5.1, 4.74)","(7.5, 9.4, 8.399999999999999)","(10.0, 12.5, 12.214285714285714)","(3.7, 4.8, 4.449999999999999)","(11.0, 16.5, 14.785714285714285)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 28.0, 21.333333333333332)","(21.0, 80.0, 40.0)"
06-01-2023 16:55:18.614615,"(3.6, 5.1, 4.74)","(7.5, 9.4, 8.399999999999999)","(10.0, 12.5, 12.214285714285714)","(3.7, 4.8, 4.449999999999999)","(11.0, 16.5, 14.785714285714285)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 28.0, 21.333333333333332)","(21.0, 80.0, 40.0)"
06-01-2023 16:55:20.027937,"(3.6, 5.1, 4.74)","(7.5, 9.4, 8.399999999999999)","(10.0, 12.5, 12.214285714285714)","(3.7, 4.8, 4.429411764705882)","(11.0, 16.5, 14.785714285714285)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 28.0, 21.333333333333332)","(21.0, 80.0, 40.0)"
06-01-2023 16:55:21.370304,"(3.6, 5.1, 4.74)","(7.5, 9.4, 8.399999999999999)","(10.0, 12.5, 12.214285714285714)","(3.7, 4.8, 4.429411764705882)","(11.0, 16.5, 14.785714285714285)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 28.0, 21.333333333333332)","(21.0, 80.0, 40.0)"
06-01-2023 16:55:22.792558,"(3.6, 5.1, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 12.5, 12.214285714285714)","(3.7, 4.8, 4.429411764705882)","(11.0, 16.5, 14.833333333333334)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 28.0, 21.333333333333332)","(21.0, 80.0, 40.0)"
06-01-2023 16:55:24.199222,"(3.6, 5.1, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 12.5, 12.214285714285714)","(3.7, 4.8, 4.429411764705882)","(11.0, 16.5, 14.833333333333334)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 28.0, 21.333333333333332)","(21.0, 80.0, 40.0)"
06-01-2023 16:55:25.613695,"(3.6, 5.1, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 12.5, 12.214285714285714)","(3.7, 4.8, 4.429411764705882)","(11.0, 16.5, 14.833333333333334)","(15.0, 17.5, 16.7)","(4.2, 5.1, 4.92)","(14.0, 28.0, 21.333333333333332)","(21.0, 80.0, 40.0)"
06-01-2023 16:55:27.040163,"(3.6, 5.1, 4.833333333333333)","(7.5, 9.4, 8.399999999999999)","(10.0, 12.5, 12.214285714285714)","(3.7, 4.8, 4.429411764705882)","(11.0, 16.5, 14.833333333333334)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.92)","(14.0, 28.0, 21.333333333333332)","(21.0, 80.0, 40.0)"
