,My Compass,King Of All,Lektra Nick,Irenes A Star,Prussian Spirit,Bushmans Prayer,Major China,Why Not Gigi
04-01-2023 16:07:50.277546,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:07:51.495984,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:07:52.787518,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:07:53.974337,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:07:55.354225,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:07:56.493151,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:07:57.640242,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:07:58.751446,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:07:59.767397,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:00.887545,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:02.043197,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:03.204431,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:04.323947,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:05.451058,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:06.594828,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:07.697863,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:08.684923,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:09.779864,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:10.832392,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:11.875147,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:12.993190,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:14.170583,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:15.214547,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:16.291527,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:17.479712,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:18.584586,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:19.715928,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:20.928652,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:22.075161,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:23.127972,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:24.214683,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:25.307343,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:26.383833,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:27.374705,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:28.590490,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:29.751285,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:30.793710,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:31.929384,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:33.150044,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:34.269581,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:35.292146,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 12.373684210526317)","(5.0, 9.8, 8.43888888888889)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:36.410244,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.085714285714285)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:37.459162,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:38.657497,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:39.781718,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:40.970128,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:42.153188,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:43.237444,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:44.325768,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:45.406504,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:46.409575,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:47.433463,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:48.533510,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 19.0, 15.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 40.0)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:49.653441,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 19.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 42.72727272727273)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:50.779594,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:51.852728,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:52.987953,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:54.100386,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:55.254431,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:56.334957,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:57.481938,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:58.642248,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:08:59.731939,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:00.850639,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:01.949247,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:03.096083,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.784210526315789)","(5.0, 9.8, 8.144827586206898)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:04.220103,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 6.858823529411764)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:05.334198,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.142857142857142)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:06.482488,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.142857142857142)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:07.586741,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.142857142857142)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:08.656392,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.142857142857142)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:09.726245,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.142857142857142)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:10.849681,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.142857142857142)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:11.973534,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.142857142857142)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:13.123368,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.142857142857142)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:14.261770,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.142857142857142)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:15.473763,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.142857142857142)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:16.624040,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.142857142857142)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:17.657561,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.142857142857142)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
04-01-2023 16:09:18.706664,"(3.7, 5.8, 4.909375)","(4.8, 8.2, 7.142857142857142)","(10.0, 20.0, 16.133333333333333)","(3.9, 5.8, 4.953260869565217)","(21.0, 65.0, 42.72727272727273)","(7.0, 13.0, 11.276923076923076)","(5.0, 9.8, 8.494444444444445)","(10.0, 50.0, 31.818181818181817)"
