,Hillbilly Lass,Gazers Lane,Jasper Bale,Atomic Flea,Salience,Aston Delight,Reiko Clooney,Mr Fitty
09-01-2023 13:41:28.795270,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 9.92)","(31.0, 100.0, 56.30769230769231)","(12.0, 26.0, 20.727272727272727)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 11.0, 9.083333333333334)"
09-01-2023 13:41:29.896876,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 9.92)","(31.0, 100.0, 56.30769230769231)","(12.0, 26.0, 20.727272727272727)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 11.0, 9.083333333333334)"
09-01-2023 13:41:30.973484,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 9.92)","(31.0, 100.0, 56.30769230769231)","(12.0, 26.0, 20.727272727272727)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 11.0, 9.083333333333334)"
09-01-2023 13:41:32.157821,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 9.92)","(31.0, 100.0, 56.30769230769231)","(12.0, 26.0, 20.727272727272727)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 11.0, 9.083333333333334)"
09-01-2023 13:41:33.422134,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 9.92)","(31.0, 100.0, 56.30769230769231)","(12.0, 26.0, 20.727272727272727)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 11.0, 9.083333333333334)"
09-01-2023 13:41:35.141789,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 9.92)","(31.0, 100.0, 56.30769230769231)","(12.0, 26.0, 20.727272727272727)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 11.0, 9.083333333333334)"
09-01-2023 13:41:36.446139,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 9.92)","(31.0, 100.0, 56.30769230769231)","(12.0, 26.0, 20.727272727272727)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 11.0, 9.083333333333334)"
09-01-2023 13:41:37.706434,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 9.92)","(31.0, 100.0, 56.30769230769231)","(12.0, 26.0, 20.727272727272727)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 11.0, 9.083333333333334)"
09-01-2023 13:41:38.838822,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 9.92)","(31.0, 100.0, 56.30769230769231)","(12.0, 26.0, 20.727272727272727)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 11.0, 9.083333333333334)"
09-01-2023 13:41:39.965241,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 9.92)","(31.0, 100.0, 56.30769230769231)","(12.0, 26.0, 20.727272727272727)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 11.0, 9.083333333333334)"
09-01-2023 13:41:41.144288,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 9.92)","(31.0, 100.0, 56.30769230769231)","(12.0, 26.0, 20.727272727272727)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 11.0, 9.083333333333334)"
09-01-2023 13:41:42.405833,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 9.92)","(31.0, 100.0, 56.30769230769231)","(12.0, 26.0, 20.727272727272727)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 11.0, 9.083333333333334)"
09-01-2023 13:41:43.778669,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 64.5)","(12.0, 26.0, 21.692307692307693)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 11.0, 9.6)"
09-01-2023 13:41:44.988624,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 64.5)","(12.0, 26.0, 21.692307692307693)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:41:46.194672,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 64.5)","(12.0, 26.0, 21.692307692307693)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:41:47.362474,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 64.5)","(12.0, 26.0, 21.692307692307693)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:41:48.484724,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 64.5)","(12.0, 26.0, 21.692307692307693)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:41:49.589184,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 64.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:41:50.597116,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 64.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:41:51.685690,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 64.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:41:52.773967,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 64.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:41:53.879213,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:41:55.033324,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:41:56.243844,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:41:57.408782,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:41:58.625504,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:41:59.892528,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:01.194979,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:02.522408,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:03.769889,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:04.985523,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:06.436145,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:07.751148,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:09.758195,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:12.038362,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:13.680425,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:15.284971,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:16.711988,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:18.084982,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:19.354984,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:20.721661,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:22.083939,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:23.406176,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:24.721381,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:26.035411,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:27.289009,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:28.585607,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:29.980672,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:31.297841,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:32.640005,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:33.941460,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:35.212598,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:36.594875,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:37.928819,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:39.321459,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:40.643407,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:41.941877,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:43.261213,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:44.533560,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:45.915920,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:47.328716,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:48.557534,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:49.707466,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:50.924120,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:52.178794,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:53.439870,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:54.653505,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:55.835878,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:56.984639,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 17.714285714285715)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:58.137285,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:42:59.257220,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:00.385322,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:01.503863,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:02.677773,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:03.888879,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:05.021517,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:06.217473,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:07.469677,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:08.839144,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:10.299487,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:11.696885,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:13.286331,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:14.872926,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:16.619987,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
09-01-2023 13:43:17.904161,"(3.1, 5.9, 5.1312500000000005)","(5.0, 8.8, 5.98125)","(6.5, 13.0, 8.38)","(31.0, 100.0, 52.5)","(12.0, 26.0, 18.75)","(4.4, 6.4, 5.800000000000001)","(6.0, 10.0, 9.57)","(6.5, 12.0, 8.88888888888889)"
