,Donovans Warrior,Red October,Top Honors,Pink Higgins,Nerky Rose,Call Me Firey,Quiet As Midnight
08-12-2022 12:32:33.737719,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.1, 4.2, 3.95)","(4.4, 6.2, 5.6)","(9.0, 12.0, 9.942857142857143)","(12.0, 25.0, 19.5)","(4.6, 6.4, 5.928571428571429)"
08-12-2022 12:32:34.714517,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.1, 4.2, 3.95)","(4.4, 6.2, 5.6)","(9.0, 12.0, 9.942857142857143)","(12.0, 25.0, 19.5)","(4.6, 6.4, 5.928571428571429)"
08-12-2022 12:32:35.725133,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.1, 4.2, 3.95)","(4.4, 6.2, 5.6)","(9.0, 12.0, 9.942857142857143)","(12.0, 25.0, 19.5)","(4.6, 6.4, 5.7)"
08-12-2022 12:32:36.781338,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.1, 4.2, 3.95)","(4.4, 6.2, 5.6)","(9.0, 12.0, 9.942857142857143)","(12.0, 25.0, 19.5)","(4.6, 6.4, 6.04)"
08-12-2022 12:32:37.735170,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.1, 4.2, 3.95)","(4.4, 6.2, 5.6)","(9.0, 12.0, 9.942857142857143)","(12.0, 25.0, 19.5)","(4.6, 6.4, 6.04)"
08-12-2022 12:32:38.770164,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.1, 4.2, 3.95)","(4.4, 6.2, 5.942857142857143)","(9.0, 12.0, 9.942857142857143)","(12.0, 25.0, 19.5)","(4.6, 6.4, 6.125)"
08-12-2022 12:32:39.781583,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.1, 4.2, 3.95)","(4.4, 6.2, 5.6)","(9.0, 12.0, 9.942857142857143)","(12.0, 25.0, 19.5)","(4.6, 6.4, 6.125)"
08-12-2022 12:32:40.815634,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.6)","(8.5, 12.0, 9.942857142857143)","(13.0, 25.0, 19.5)","(4.6, 6.4, 5.6375)"
08-12-2022 12:32:41.829849,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.6)","(8.5, 12.0, 9.942857142857143)","(13.0, 25.0, 19.5)","(4.6, 6.2, 5.6375)"
08-12-2022 12:32:42.870689,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.6)","(8.5, 12.0, 9.942857142857143)","(13.0, 25.0, 19.5)","(4.6, 6.2, 5.624)"
08-12-2022 12:32:43.876436,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.6)","(8.5, 12.0, 9.942857142857143)","(13.0, 25.0, 19.5)","(4.6, 6.2, 5.624)"
08-12-2022 12:32:44.932299,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.4, 5.85)","(8.5, 12.0, 9.942857142857143)","(13.0, 25.0, 20.0)","(4.6, 6.2, 5.624)"
08-12-2022 12:32:45.911167,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.7875)","(8.5, 12.0, 9.942857142857143)","(13.0, 25.0, 19.0)","(4.6, 6.2, 5.624)"
08-12-2022 12:32:46.922272,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.4, 5.9125)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.624)"
08-12-2022 12:32:47.895745,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.4, 6.0)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.624)"
08-12-2022 12:32:48.897134,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.4, 6.0)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.624)"
08-12-2022 12:32:49.844687,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.4, 6.0)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.624)"
08-12-2022 12:32:50.867886,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.95)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.624)"
08-12-2022 12:32:51.886625,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.95)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:32:52.954093,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.95)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:32:53.948099,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.95)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:32:54.946838,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.318181818181818)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.95)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:32:55.889826,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.318181818181818)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.95)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:32:56.882792,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.318181818181818)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.95)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:32:57.881762,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.318181818181818)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.95)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:32:58.878256,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.318181818181818)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.95)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:32:59.835541,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.318181818181818)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.95)","(8.5, 12.0, 9.942857142857143)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:00.937865,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.318181818181818)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.95)","(8.5, 12.0, 10.266666666666667)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:01.990924,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.318181818181818)","(3.2, 4.2, 3.95)","(4.4, 6.2, 6.133333333333334)","(8.5, 12.0, 10.266666666666667)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:02.988960,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.318181818181818)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.84)","(8.5, 12.0, 10.44)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:03.934215,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.318181818181818)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.84)","(8.5, 12.0, 10.44)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:04.878562,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.318181818181818)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.84)","(8.5, 12.0, 10.44)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:05.842302,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.318181818181818)","(3.2, 4.2, 3.95)","(4.4, 6.2, 6.0)","(8.5, 12.0, 10.44)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:06.835278,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3545454545454545)","(3.2, 4.2, 3.95)","(4.4, 6.2, 6.071428571428571)","(8.5, 12.0, 10.44)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:07.826316,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3545454545454545)","(3.2, 4.2, 3.95)","(4.4, 6.2, 6.071428571428571)","(8.5, 12.0, 10.4)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:08.761765,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3545454545454545)","(3.2, 4.2, 3.95)","(4.4, 6.2, 6.071428571428571)","(8.5, 12.0, 10.4)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.488888888888889)"
08-12-2022 12:33:09.755900,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3545454545454545)","(3.2, 4.2, 3.95)","(4.4, 6.2, 6.071428571428571)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:10.708974,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3545454545454545)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.933333333333334)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:11.702030,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3545454545454545)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.933333333333334)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:12.677642,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3545454545454545)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.933333333333334)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:13.637947,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3545454545454545)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.933333333333334)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:14.611808,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3545454545454545)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.933333333333334)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:15.551728,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3545454545454545)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.933333333333334)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:16.517664,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.5, 4.3545454545454545)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.933333333333334)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:17.469642,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.4, 4.25)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.85)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:18.424989,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.4, 4.25)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.85)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:19.362473,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.4, 4.25)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.85)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:20.333682,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.2, 3.95)","(4.4, 6.2, 6.025)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.2, 5.514285714285714)"
08-12-2022 12:33:21.241689,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.2, 3.95)","(4.4, 6.2, 6.025)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.7)"
08-12-2022 12:33:22.355658,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.2, 3.95)","(4.4, 6.2, 6.025)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.7)"
08-12-2022 12:33:23.317129,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.966666666666667)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.7)"
08-12-2022 12:33:24.268674,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.966666666666667)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.7)"
08-12-2022 12:33:25.362531,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.966666666666667)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.7)"
08-12-2022 12:33:26.542987,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.2, 3.95)","(4.4, 6.2, 5.9)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:27.773365,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.2, 3.95)","(4.4, 6.4, 5.828571428571428)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:28.761181,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.2, 3.925)","(4.4, 6.4, 5.828571428571428)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:29.859011,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.2, 3.76)","(4.4, 6.4, 5.828571428571428)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:30.997851,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.2, 3.76)","(4.4, 6.4, 5.828571428571428)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:32.279459,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.2, 3.685714285714286)","(4.4, 6.4, 5.828571428571428)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:33.457780,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.685714285714286)","(4.4, 6.4, 5.9)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:34.691952,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.685714285714286)","(4.4, 6.2, 5.966666666666667)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.666666666666667)"
08-12-2022 12:33:35.926961,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.685714285714286)","(4.4, 6.2, 5.966666666666667)","(8.5, 12.0, 10.892307692307693)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:37.182430,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.685714285714286)","(4.4, 6.2, 5.92)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:38.328917,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.685714285714286)","(4.4, 6.2, 5.92)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.857142857142858)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:39.487388,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.685714285714286)","(4.4, 6.2, 5.92)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:40.599981,"(21.0, 210.0, 147.33333333333331)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.7038461538461536)","(4.4, 6.2, 5.92)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:41.700493,"(21.0, 210.0, 135.2)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.7038461538461536)","(4.4, 6.2, 5.92)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:42.845995,"(21.0, 210.0, 135.2)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.773529411764706)","(4.4, 6.2, 5.92)","(8.5, 12.0, 11.363636363636363)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:43.828346,"(21.0, 210.0, 135.2)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.773529411764706)","(4.4, 6.2, 5.92)","(8.5, 12.0, 11.363636363636363)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:44.739949,"(21.0, 150.0, 45.411764705882355)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.773529411764706)","(4.4, 6.2, 5.92)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:45.756338,"(21.0, 140.0, 93.19999999999999)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.773529411764706)","(4.4, 6.2, 5.92)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:46.916147,"(21.0, 140.0, 81.5)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.773529411764706)","(4.4, 6.2, 5.92)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:47.987244,"(21.0, 130.0, 87.19999999999999)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.773529411764706)","(4.4, 6.2, 5.92)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:49.414909,"(21.0, 130.0, 87.19999999999999)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.773529411764706)","(4.4, 6.2, 5.92)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:50.758368,"(21.0, 130.0, 87.19999999999999)","(4.4, 4.3, 4.227272727272727)","(3.2, 4.0, 3.773529411764706)","(4.4, 6.2, 5.92)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.666666666666667)"
08-12-2022 12:33:51.769715,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.2, 5.92)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:52.968884,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 5.828571428571428)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:54.107092,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 5.828571428571428)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:55.123700,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 5.828571428571428)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:56.158816,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 5.828571428571428)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:57.179911,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.2, 5.9)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:58.213493,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.2, 5.9)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:33:59.212297,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.2, 5.9)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:34:00.233510,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.2, 5.771428571428571)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:34:01.434341,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 5.9)","(8.5, 12.0, 10.8)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.8)"
08-12-2022 12:34:02.546809,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 5.9)","(8.5, 12.0, 10.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.888888888888889)"
08-12-2022 12:34:03.635862,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 6.133333333333334)","(8.5, 12.0, 10.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.888888888888889)"
08-12-2022 12:34:04.685243,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 6.133333333333334)","(8.5, 12.0, 10.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.888888888888889)"
08-12-2022 12:34:05.800764,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 6.133333333333334)","(8.5, 12.0, 10.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.888888888888889)"
08-12-2022 12:34:06.962454,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 6.133333333333334)","(8.5, 12.0, 10.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.888888888888889)"
08-12-2022 12:34:08.063186,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 6.133333333333334)","(8.5, 12.0, 10.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.888888888888889)"
08-12-2022 12:34:09.380913,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 6.133333333333334)","(8.5, 12.0, 10.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.888888888888889)"
08-12-2022 12:34:10.489174,"(21.0, 130.0, 87.19999999999999)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 6.133333333333334)","(8.5, 12.0, 10.879999999999999)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.888888888888889)"
08-12-2022 12:34:11.589999,"(21.0, 130.0, 59.333333333333336)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.4, 5.745454545454545)","(8.5, 11.5, 10.55)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.888888888888889)"
08-12-2022 12:34:12.695415,"(21.0, 120.0, 96.0)","(4.2, 4.3, 4.227272727272727)","(3.3, 4.0, 3.773529411764706)","(4.6, 6.2, 5.9)","(8.5, 11.5, 10.55)","(13.0, 20.0, 17.3)","(4.6, 6.0, 5.888888888888889)"
