,Donovans Warrior,Red October,Top Honors,Pink Higgins,Nerky Rose,Call Me Firey,Quiet As Midnight
08-12-2022 12:38:26.738703,"(21.0, 55.0, 48.0)","(4.0, 4.8, 4.65)","(3.2, 3.8, 3.7666666666666666)","(5.0, 8.4, 8.066666666666666)","(8.5, 12.0, 9.916666666666666)","(13.0, 19.5, 17.75)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:28.014838,"(21.0, 55.0, 48.0)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.7666666666666666)","(5.5, 8.4, 8.2)","(8.5, 11.5, 9.916666666666666)","(13.0, 19.5, 17.75)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:29.346032,"(21.0, 55.0, 48.0)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.7666666666666666)","(5.5, 8.4, 7.461538461538462)","(8.5, 11.5, 9.916666666666666)","(13.0, 19.5, 17.75)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:30.759680,"(21.0, 55.0, 49.4)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.7624999999999997)","(5.5, 8.0, 7.32)","(8.5, 11.5, 9.916666666666666)","(13.0, 19.5, 17.75)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:32.113301,"(21.0, 55.0, 49.4)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.7624999999999997)","(5.5, 7.4, 7.32)","(8.5, 11.5, 9.74)","(13.0, 19.5, 18.9375)","(4.6, 5.6, 5.314285714285714)"
08-12-2022 12:38:33.607113,"(21.0, 50.0, 52.0)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.623529411764706)","(5.5, 7.4, 7.353846153846154)","(8.5, 11.0, 9.74)","(13.0, 19.5, 18.9375)","(4.6, 5.6, 5.314285714285714)"
08-12-2022 12:38:35.022299,"(21.0, 55.0, 52.0)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.623529411764706)","(5.5, 7.4, 7.36923076923077)","(8.5, 11.0, 9.74)","(13.0, 19.5, 18.5)","(4.6, 5.6, 5.314285714285714)"
08-12-2022 12:38:36.414837,"(21.0, 55.0, 52.0)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.623529411764706)","(5.5, 7.4, 7.2)","(8.5, 11.0, 9.74)","(13.0, 19.5, 18.333333333333332)","(4.6, 5.6, 5.314285714285714)"
08-12-2022 12:38:37.836455,"(26.0, 55.0, 52.0)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.623529411764706)","(5.5, 7.4, 7.2)","(8.5, 11.0, 9.74)","(13.0, 19.5, 18.333333333333332)","(4.6, 5.6, 5.314285714285714)"
08-12-2022 12:38:39.362032,"(26.0, 55.0, 52.0)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.623529411764706)","(5.5, 7.4, 7.2)","(8.5, 11.0, 9.74)","(13.0, 19.5, 18.333333333333332)","(4.6, 5.6, 5.391666666666667)"
08-12-2022 12:38:40.841402,"(26.0, 55.0, 52.0)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.623529411764706)","(5.5, 7.4, 7.2)","(8.5, 11.0, 9.74)","(13.0, 19.5, 18.333333333333332)","(4.6, 5.6, 5.391666666666667)"
08-12-2022 12:38:42.271180,"(26.0, 55.0, 52.0)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.623529411764706)","(5.5, 7.4, 7.2)","(8.5, 11.0, 9.74)","(13.0, 19.5, 18.333333333333332)","(4.6, 5.6, 5.391666666666667)"
08-12-2022 12:38:43.709422,"(26.0, 55.0, 52.0)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.623529411764706)","(5.5, 7.4, 7.2)","(8.5, 11.0, 9.74)","(13.0, 19.5, 18.333333333333332)","(4.6, 5.6, 5.391666666666667)"
08-12-2022 12:38:45.022155,"(26.0, 55.0, 52.0)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.623529411764706)","(5.5, 7.4, 7.314285714285715)","(8.5, 11.0, 9.74)","(13.0, 19.5, 18.333333333333332)","(4.6, 5.6, 5.391666666666667)"
08-12-2022 12:38:46.565211,"(26.0, 55.0, 48.666666666666664)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.6846153846153844)","(5.5, 7.4, 7.32)","(8.5, 11.0, 9.74)","(13.0, 19.5, 18.625)","(4.6, 5.6, 5.391666666666667)"
08-12-2022 12:38:47.906404,"(26.0, 55.0, 48.666666666666664)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.6846153846153844)","(5.5, 7.4, 7.15)","(8.5, 11.0, 9.74)","(13.0, 19.5, 18.625)","(4.6, 5.6, 5.391666666666667)"
08-12-2022 12:38:49.176392,"(26.0, 55.0, 48.666666666666664)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.6846153846153844)","(5.5, 7.4, 7.15)","(8.5, 11.0, 9.74)","(13.0, 19.5, 18.0)","(4.6, 5.6, 5.391666666666667)"
08-12-2022 12:38:50.514930,"(26.0, 55.0, 48.666666666666664)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.6846153846153844)","(5.5, 7.4, 6.88)","(8.5, 11.0, 10.4)","(13.0, 20.0, 18.0)","(4.6, 5.6, 5.391666666666667)"
08-12-2022 12:38:51.976537,"(26.0, 55.0, 48.666666666666664)","(4.0, 4.8, 4.625)","(3.2, 3.8, 3.6846153846153844)","(5.5, 7.2, 6.88)","(8.5, 12.0, 11.45)","(13.0, 20.0, 18.0)","(4.6, 5.6, 5.391666666666667)"
08-12-2022 12:38:53.353297,"(26.0, 55.0, 48.666666666666664)","(4.0, 4.7, 4.558333333333333)","(3.2, 3.8, 3.6846153846153844)","(5.5, 7.2, 6.88)","(8.5, 12.0, 11.45)","(13.0, 20.0, 18.0)","(4.6, 5.6, 5.391666666666667)"
08-12-2022 12:38:54.669764,"(26.0, 55.0, 48.666666666666664)","(4.0, 4.6, 4.4)","(3.2, 3.8, 3.5826086956521737)","(5.5, 7.2, 6.76)","(8.5, 12.0, 11.45)","(13.0, 20.0, 18.0)","(4.6, 5.6, 5.391666666666667)"
08-12-2022 12:38:56.063870,"(26.0, 55.0, 49.333333333333336)","(4.0, 4.6, 4.4)","(3.2, 3.8, 3.7)","(5.5, 7.0, 6.76)","(8.5, 12.0, 11.45)","(13.0, 20.0, 18.0)","(4.6, 5.6, 5.2875)"
08-12-2022 12:38:57.436388,"(26.0, 55.0, 49.333333333333336)","(4.0, 4.6, 4.28)","(3.2, 3.75, 3.7)","(5.5, 7.0, 6.76)","(8.5, 12.0, 11.45)","(13.0, 20.0, 18.0)","(4.6, 5.6, 5.22)"
08-12-2022 12:38:58.744263,"(26.0, 55.0, 49.333333333333336)","(4.0, 4.6, 4.28)","(3.2, 3.75, 3.6447368421052633)","(5.5, 7.0, 7.025)","(8.5, 12.0, 10.4)","(13.0, 20.0, 18.0)","(4.6, 5.5, 5.22)"
08-12-2022 12:39:00.116107,"(26.0, 55.0, 49.333333333333336)","(4.0, 4.6, 4.378571428571429)","(3.2, 3.7, 3.446153846153846)","(5.5, 7.4, 7.316666666666667)","(8.5, 12.0, 10.8)","(13.0, 20.0, 18.0)","(4.6, 5.5, 5.266666666666667)"
08-12-2022 12:39:01.386146,"(26.0, 75.0, 56.5)","(4.0, 4.7, 4.5125)","(3.2, 3.5, 3.446153846153846)","(5.5, 7.4, 7.133333333333334)","(8.5, 12.0, 10.02)","(13.0, 20.0, 18.0)","(4.6, 5.6, 5.266666666666667)"
08-12-2022 12:39:02.758122,"(26.0, 75.0, 60.0)","(4.0, 4.6, 4.466666666666667)","(3.2, 3.5, 3.5166666666666666)","(5.5, 7.4, 6.9)","(8.5, 12.5, 10.245454545454546)","(13.0, 20.0, 19.75)","(4.6, 5.6, 5.266666666666667)"
08-12-2022 12:39:04.241401,"(26.0, 75.0, 60.0)","(4.0, 4.6, 4.466666666666667)","(3.2, 3.55, 3.3499999999999996)","(5.5, 7.2, 6.6499999999999995)","(8.5, 12.5, 11.027272727272727)","(13.0, 21.0, 19.75)","(4.6, 5.6, 5.4125)"
08-12-2022 12:39:05.935989,"(26.0, 75.0, 60.0)","(4.0, 4.6, 4.428571428571429)","(3.2, 3.5, 3.4)","(5.5, 7.0, 6.626666666666666)","(8.5, 12.5, 10.475000000000001)","(13.0, 21.0, 19.75)","(4.6, 5.6, 5.385714285714285)"
08-12-2022 12:39:07.271416,"(26.0, 75.0, 60.0)","(4.0, 4.6, 4.547058823529412)","(3.2, 3.5, 3.429411764705882)","(5.5, 7.0, 6.65)","(8.5, 12.5, 11.221052631578948)","(13.0, 21.0, 19.75)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:08.759620,"(26.0, 75.0, 60.0)","(4.0, 4.6, 4.566666666666666)","(3.2, 3.5, 3.3666666666666667)","(5.5, 7.0, 6.65)","(8.5, 12.5, 11.857142857142858)","(13.0, 21.0, 19.75)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:10.502182,"(26.0, 75.0, 45.0)","(4.0, 4.6, 4.566666666666666)","(3.2, 3.5, 3.2857142857142856)","(5.5, 7.0, 6.65)","(8.5, 12.5, 11.363636363636363)","(13.0, 21.0, 19.75)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:11.855699,"(26.0, 80.0, 46.66666666666667)","(4.0, 4.6, 4.566666666666666)","(3.2, 3.5, 3.3884615384615384)","(5.5, 7.0, 6.58)","(8.5, 12.5, 11.363636363636363)","(13.0, 21.0, 19.625)","(4.6, 5.6, 5.5285714285714285)"
08-12-2022 12:39:13.342352,"(26.0, 80.0, 46.66666666666667)","(4.0, 4.6, 4.375)","(3.2, 3.55, 3.5305555555555554)","(5.5, 7.0, 6.676923076923077)","(8.5, 12.5, 11.363636363636363)","(13.0, 21.0, 19.333333333333332)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:14.834986,"(26.0, 80.0, 48.5)","(4.0, 4.6, 4.375)","(3.2, 3.55, 3.2875)","(5.5, 7.0, 6.676923076923077)","(8.5, 12.5, 11.428571428571429)","(13.0, 21.0, 20.285714285714285)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:16.182834,"(26.0, 80.0, 48.5)","(4.0, 4.6, 4.375)","(3.2, 3.55, 3.3125)","(5.5, 7.0, 6.676923076923077)","(8.5, 12.5, 12.0)","(13.0, 21.0, 20.285714285714285)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:17.548455,"(26.0, 80.0, 48.5)","(4.0, 4.6, 4.454545454545454)","(3.2, 3.5, 3.3)","(5.5, 7.0, 6.676923076923077)","(8.5, 12.5, 12.0)","(13.0, 21.0, 19.714285714285715)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:18.982530,"(21.0, 75.0, 56.5)","(4.0, 4.6, 4.454545454545454)","(3.0, 3.45, 3.3)","(5.5, 7.0, 6.676923076923077)","(8.5, 12.5, 12.0)","(13.0, 21.0, 18.0)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:20.397076,"(21.0, 75.0, 59.66666666666667)","(4.0, 4.6, 4.454545454545454)","(3.0, 3.45, 3.275)","(5.5, 7.0, 7.15)","(8.5, 12.5, 12.166666666666666)","(13.0, 21.0, 18.0)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:21.772567,"(21.0, 75.0, 64.25)","(4.0, 4.6, 4.511111111111111)","(3.0, 3.45, 3.2800000000000002)","(5.5, 7.4, 6.84)","(8.5, 12.5, 12.166666666666666)","(13.0, 21.0, 18.0)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:23.146718,"(21.0, 75.0, 64.25)","(4.0, 4.6, 4.533333333333333)","(3.0, 3.4, 3.2800000000000002)","(5.5, 7.2, 6.84)","(8.5, 12.5, 12.166666666666666)","(13.0, 21.0, 19.4)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:24.710859,"(21.0, 75.0, 64.25)","(4.0, 4.6, 4.38)","(3.0, 3.4, 3.3666666666666667)","(5.5, 7.2, 7.071428571428571)","(8.5, 12.5, 12.166666666666666)","(13.0, 21.0, 19.4)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:26.128079,"(21.0, 75.0, 64.25)","(4.0, 4.6, 4.368421052631579)","(3.0, 3.4, 3.3666666666666667)","(5.5, 7.2, 7.163636363636364)","(8.5, 12.5, 12.166666666666666)","(13.0, 21.0, 19.6)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:27.736167,"(26.0, 75.0, 64.25)","(4.0, 4.6, 4.466666666666667)","(3.0, 3.4, 3.3666666666666667)","(5.5, 7.2, 7.140000000000001)","(8.5, 12.5, 12.166666666666666)","(13.0, 21.0, 19.4)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:29.281707,"(26.0, 75.0, 64.25)","(4.0, 4.6, 4.466666666666667)","(3.0, 3.4, 3.3666666666666667)","(5.5, 7.2, 7.140000000000001)","(8.5, 12.5, 12.166666666666666)","(13.0, 21.0, 18.0)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:30.826728,"(26.0, 75.0, 64.25)","(4.0, 4.6, 4.466666666666667)","(3.0, 3.4, 3.3666666666666667)","(5.5, 7.2, 7.140000000000001)","(8.5, 12.5, 12.166666666666666)","(13.0, 21.0, 18.0)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:32.257882,"(26.0, 75.0, 64.25)","(4.0, 4.6, 4.466666666666667)","(3.0, 3.4, 3.3666666666666667)","(5.5, 7.2, 7.140000000000001)","(8.5, 12.5, 12.166666666666666)","(13.0, 21.0, 20.0)","(4.6, 5.6, 5.50625)"
08-12-2022 12:39:33.650384,"(26.0, 80.0, 56.0)","(4.0, 4.6, 4.466666666666667)","(3.0, 3.4, 3.3666666666666667)","(5.5, 7.2, 7.140000000000001)","(8.5, 12.5, 12.166666666666666)","(13.0, 21.0, 19.333333333333332)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:35.151954,"(26.0, 80.0, 56.0)","(4.0, 4.6, 4.368421052631579)","(3.0, 3.4, 3.3947368421052633)","(5.5, 7.2, 7.152941176470589)","(8.5, 12.5, 12.75)","(13.0, 21.0, 19.333333333333332)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:36.510513,"(26.0, 80.0, 56.0)","(3.9, 4.6, 4.368421052631579)","(3.0, 3.45, 3.3947368421052633)","(5.5, 7.2, 7.152941176470589)","(8.5, 13.5, 12.38888888888889)","(13.0, 21.0, 19.333333333333332)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:37.798539,"(26.0, 80.0, 56.0)","(3.9, 4.6, 4.4)","(3.0, 3.45, 3.3947368421052633)","(5.5, 7.2, 6.8)","(8.5, 13.5, 12.2)","(13.0, 21.0, 20.583333333333336)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:39.178045,"(26.0, 80.0, 56.0)","(3.9, 4.6, 4.4)","(3.0, 3.45, 3.3947368421052633)","(5.5, 7.0, 6.8)","(8.5, 13.0, 11.666666666666666)","(13.0, 21.0, 18.75)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:40.613035,"(26.0, 80.0, 56.0)","(3.9, 4.6, 4.4)","(3.0, 3.45, 3.3947368421052633)","(5.5, 7.0, 7.152941176470589)","(8.5, 13.0, 11.857142857142858)","(13.0, 21.0, 18.75)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:42.287429,"(26.0, 80.0, 56.0)","(3.9, 4.6, 4.4)","(3.0, 3.45, 3.4384615384615387)","(5.5, 7.2, 6.584615384615385)","(8.5, 13.0, 11.222222222222221)","(13.0, 21.0, 18.5)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:44.159521,"(26.0, 80.0, 74.23076923076923)","(3.9, 4.6, 4.4)","(3.0, 3.45, 3.4384615384615387)","(5.5, 7.0, 6.497674418604651)","(8.5, 13.0, 11.222222222222221)","(13.0, 21.0, 18.0)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:46.675682,"(26.0, 80.0, 74.23076923076923)","(3.9, 4.6, 4.493333333333333)","(3.0, 3.45, 3.4384615384615387)","(5.5, 7.0, 6.497674418604651)","(8.5, 13.0, 11.222222222222221)","(13.0, 20.0, 19.11111111111111)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:48.420262,"(26.0, 80.0, 74.23076923076923)","(3.9, 4.6, 4.493333333333333)","(3.0, 3.45, 3.4250000000000003)","(5.5, 7.0, 6.497674418604651)","(8.5, 13.0, 11.222222222222221)","(13.0, 20.0, 18.4)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:50.326769,"(26.0, 80.0, 74.23076923076923)","(3.9, 4.6, 4.493333333333333)","(3.0, 3.45, 3.4250000000000003)","(5.5, 7.0, 6.497674418604651)","(8.5, 13.0, 11.222222222222221)","(13.0, 20.0, 18.4)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:51.857740,"(26.0, 80.0, 74.23076923076923)","(3.9, 4.6, 4.493333333333333)","(3.0, 3.45, 3.4250000000000003)","(5.5, 7.0, 6.497674418604651)","(8.5, 13.0, 11.222222222222221)","(13.0, 20.0, 18.4)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:53.558764,"(26.0, 80.0, 74.23076923076923)","(3.9, 4.6, 4.493333333333333)","(3.0, 3.45, 3.4250000000000003)","(5.5, 7.0, 6.497674418604651)","(8.5, 13.0, 11.222222222222221)","(13.0, 20.0, 18.4)","(4.6, 5.6, 5.475)"
08-12-2022 12:39:55.416354,"(26.0, 80.0, 74.23076923076923)","(3.9, 4.6, 4.493333333333333)","(3.0, 3.45, 3.4250000000000003)","(5.5, 7.0, 6.497674418604651)","(8.5, 13.0, 11.222222222222221)","(13.0, 20.0, 18.4)","(4.6, 5.6, 5.38076923076923)"
08-12-2022 12:39:56.860308,"(26.0, 80.0, 74.23076923076923)","(3.9, 4.6, 4.493333333333333)","(3.0, 3.45, 3.4250000000000003)","(5.5, 7.0, 6.497674418604651)","(8.5, 13.0, 11.222222222222221)","(13.0, 20.0, 18.4)","(4.6, 5.6, 5.37)"
08-12-2022 12:39:58.258857,"(26.0, 80.0, 74.23076923076923)","(3.9, 4.6, 4.493333333333333)","(3.0, 3.45, 3.4250000000000003)","(5.5, 7.0, 6.497674418604651)","(8.5, 13.0, 11.222222222222221)","(13.0, 20.0, 18.25)","(4.6, 5.6, 5.37)"
08-12-2022 12:39:59.853900,"(26.0, 80.0, 74.23076923076923)","(3.9, 4.6, 4.493333333333333)","(3.0, 3.45, 3.4000000000000004)","(5.5, 7.0, 6.497674418604651)","(8.5, 13.0, 11.222222222222221)","(13.0, 20.0, 18.5)","(4.6, 5.6, 5.293333333333333)"
08-12-2022 12:40:01.340414,"(26.0, 80.0, 74.23076923076923)","(3.9, 4.6, 4.493333333333333)","(3.0, 3.45, 3.35)","(5.5, 7.0, 7.0)","(8.5, 13.0, 11.857142857142858)","(13.0, 20.0, 18.5)","(4.6, 5.6, 5.293333333333333)"
08-12-2022 12:40:02.936009,"(26.0, 80.0, 43.2)","(3.9, 4.6, 4.3999999999999995)","(3.0, 3.45, 3.36304347826087)","(5.5, 7.2, 7.1454545454545455)","(8.5, 13.0, 12.384615384615385)","(13.0, 20.0, 18.5)","(4.6, 5.6, 5.35)"
08-12-2022 12:40:04.473534,"(26.0, 80.0, 46.66666666666667)","(3.9, 4.6, 4.388888888888888)","(3.0, 3.45, 3.4565217391304346)","(5.5, 7.2, 6.710344827586207)","(8.5, 13.0, 12.5)","(13.0, 20.0, 18.5)","(4.6, 5.6, 5.371428571428571)"
08-12-2022 12:40:06.227644,"(26.0, 70.0, 56.33333333333333)","(3.9, 4.6, 4.388888888888888)","(3.0, 3.5, 3.48)","(5.5, 7.0, 6.710344827586207)","(8.5, 13.0, 12.5)","(13.0, 20.0, 19.0)","(4.6, 5.5, 5.35)"
08-12-2022 12:40:07.609225,"(26.0, 70.0, 56.33333333333333)","(3.9, 4.6, 4.388888888888888)","(3.0, 3.5, 3.48)","(5.5, 7.0, 6.710344827586207)","(9.0, 13.0, 12.4)","(13.0, 20.0, 19.5)","(4.6, 5.5, 5.35)"
08-12-2022 12:40:08.972701,"(26.0, 70.0, 50.0)","(3.9, 4.6, 4.388888888888888)","(3.0, 3.5, 3.5388888888888888)","(5.5, 7.0, 6.710344827586207)","(9.0, 13.0, 12.4)","(13.0, 20.0, 19.5)","(4.6, 5.5, 5.35)"
08-12-2022 12:40:10.515217,"(21.0, 70.0, 50.0)","(3.9, 4.6, 4.388888888888888)","(3.0, 3.55, 3.5166666666666666)","(5.5, 7.0, 6.710344827586207)","(9.0, 13.0, 12.4)","(13.0, 20.0, 19.5)","(4.6, 5.5, 5.35)"
08-12-2022 12:40:11.832681,"(21.0, 70.0, 56.33333333333333)","(3.9, 4.6, 4.388888888888888)","(3.0, 3.55, 3.4375)","(5.5, 7.0, 6.745454545454545)","(9.0, 13.0, 12.4)","(13.0, 20.0, 19.666666666666668)","(4.6, 5.5, 5.3961538461538465)"
08-12-2022 12:40:13.270122,"(21.0, 70.0, 42.75)","(3.9, 4.6, 4.388888888888888)","(3.0, 3.55, 3.4375)","(5.5, 7.0, 6.745454545454545)","(9.0, 13.0, 12.4)","(13.0, 20.0, 19.666666666666668)","(4.6, 5.5, 5.3961538461538465)"
08-12-2022 12:40:14.627159,"(21.0, 75.0, 42.75)","(3.9, 4.6, 4.388888888888888)","(3.0, 3.55, 3.45)","(5.5, 7.0, 6.8)","(9.0, 13.0, 12.538461538461538)","(13.0, 20.0, 19.727272727272727)","(4.6, 5.5, 5.281818181818181)"
08-12-2022 12:40:15.945258,"(21.0, 75.0, 42.75)","(3.9, 4.6, 4.388888888888888)","(3.0, 3.5, 3.4272727272727272)","(5.5, 7.0, 6.706666666666666)","(9.0, 13.0, 12.538461538461538)","(13.0, 20.0, 21.545454545454547)","(4.6, 5.3, 5.281818181818181)"
08-12-2022 12:40:17.353413,"(21.0, 75.0, 42.75)","(3.9, 4.6, 4.388888888888888)","(3.0, 3.5, 3.4272727272727272)","(5.5, 7.0, 6.8)","(9.0, 13.0, 12.538461538461538)","(13.0, 22.0, 21.55)","(4.6, 5.3, 5.281818181818181)"
08-12-2022 12:40:18.971948,"(21.0, 75.0, 42.75)","(3.9, 4.6, 4.494736842105263)","(3.0, 3.5, 3.4714285714285715)","(5.5, 7.0, 6.8)","(9.0, 13.0, 12.538461538461538)","(13.0, 22.0, 20.0)","(4.6, 5.3, 5.281818181818181)"
08-12-2022 12:40:20.424977,"(21.0, 75.0, 42.75)","(3.9, 4.6, 4.38076923076923)","(3.0, 3.5, 3.4714285714285715)","(5.5, 7.0, 6.8)","(9.0, 13.0, 12.538461538461538)","(13.0, 22.0, 20.833333333333332)","(4.6, 5.3, 5.281818181818181)"
08-12-2022 12:40:21.867476,"(21.0, 75.0, 42.75)","(3.9, 4.6, 4.423076923076923)","(3.0, 3.5, 3.4714285714285715)","(5.5, 7.0, 6.8)","(9.0, 13.0, 12.538461538461538)","(13.0, 22.0, 20.833333333333332)","(4.6, 5.3, 5.269230769230769)"
08-12-2022 12:40:23.270785,"(21.0, 75.0, 42.75)","(3.9, 4.5, 4.423076923076923)","(3.0, 3.5, 3.4714285714285715)","(5.5, 7.0, 6.8)","(9.0, 13.0, 12.7)","(13.0, 22.0, 20.833333333333332)","(4.6, 5.3, 5.269230769230769)"
08-12-2022 12:40:24.799166,"(21.0, 75.0, 42.75)","(3.9, 4.5, 4.423076923076923)","(3.0, 3.5, 3.4714285714285715)","(5.5, 7.0, 6.777777777777778)","(9.0, 13.0, 12.7)","(13.0, 22.0, 20.0)","(4.6, 5.3, 5.269230769230769)"
08-12-2022 12:40:28.620023,"(21.0, 75.0, 42.75)","(3.9, 4.5, 4.406666666666666)","(3.0, 3.5, 3.4714285714285715)","(5.5, 7.2, 6.894736842105263)","(9.0, 13.0, 12.333333333333334)","(13.0, 22.0, 20.833333333333332)","(4.6, 5.3, 5.269230769230769)"
08-12-2022 12:40:30.598529,"(21.0, 75.0, 60.0)","(3.9, 4.5, 4.406666666666666)","(3.0, 3.5, 3.4058823529411764)","(5.5, 7.0, 6.894736842105263)","(9.0, 13.0, 12.6)","(13.0, 22.0, 21.125)","(4.6, 5.3, 5.269230769230769)"
08-12-2022 12:40:32.429115,"(21.0, 75.0, 60.0)","(3.9, 4.5, 4.406666666666666)","(3.0, 3.5, 3.442857142857143)","(5.5, 7.0, 6.928571428571429)","(9.0, 13.0, 12.6)","(13.0, 22.0, 20.833333333333332)","(4.6, 5.3, 5.2272727272727275)"
08-12-2022 12:40:34.101057,"(21.0, 75.0, 55.714285714285715)","(3.9, 4.5, 4.486206896551724)","(3.0, 3.5, 3.46625)","(5.5, 7.0, 7.0)","(9.0, 13.0, 12.6)","(13.0, 22.0, 20.833333333333332)","(4.6, 5.3, 5.136842105263158)"
08-12-2022 12:40:35.963722,"(21.0, 75.0, 55.714285714285715)","(3.9, 4.6, 4.486206896551724)","(3.0, 3.5, 3.46625)","(5.5, 7.2, 6.914285714285715)","(9.0, 13.0, 12.6)","(13.0, 22.0, 20.833333333333332)","(4.6, 5.3, 5.136842105263158)"
08-12-2022 12:40:37.697229,"(21.0, 75.0, 55.714285714285715)","(3.9, 4.6, 4.486206896551724)","(3.0, 3.5, 3.425)","(5.5, 7.2, 6.9399999999999995)","(9.0, 13.0, 12.692307692307692)","(13.0, 22.0, 21.3)","(4.6, 5.3, 5.178947368421053)"
08-12-2022 12:40:39.438264,"(21.0, 75.0, 55.714285714285715)","(3.9, 4.6, 4.515384615384615)","(3.0, 3.5, 3.453448275862069)","(5.5, 7.2, 7.015384615384615)","(9.0, 13.5, 12.613636363636363)","(13.0, 22.0, 21.0)","(4.6, 5.3, 5.151612903225806)"
08-12-2022 12:40:41.075378,"(21.0, 75.0, 66.0)","(3.9, 4.6, 4.515384615384615)","(3.0, 3.5, 3.414516129032258)","(5.5, 7.2, 7.015384615384615)","(9.0, 13.5, 12.613636363636363)","(13.0, 22.0, 21.0)","(4.6, 5.3, 5.151612903225806)"
08-12-2022 12:40:42.562825,"(21.0, 75.0, 66.0)","(3.9, 4.6, 4.515384615384615)","(3.0, 3.45, 3.455681818181818)","(5.5, 7.2, 6.947368421052632)","(9.0, 13.5, 12.613636363636363)","(13.0, 22.0, 21.3)","(4.6, 5.3, 5.159183673469387)"
08-12-2022 12:40:43.978819,"(21.0, 75.0, 66.0)","(3.9, 4.6, 4.515384615384615)","(3.0, 3.5, 3.4147058823529415)","(5.5, 7.2, 6.994285714285715)","(9.0, 13.5, 13.227272727272727)","(13.0, 22.0, 19.666666666666668)","(4.6, 5.3, 5.136842105263158)"
08-12-2022 12:40:45.442768,"(21.0, 75.0, 67.5)","(3.9, 4.6, 4.490909090909091)","(3.0, 3.45, 3.4717391304347824)","(5.5, 7.2, 6.966666666666667)","(9.0, 13.5, 12.525)","(13.0, 23.0, 19.071428571428573)","(4.6, 5.3, 5.172727272727273)"
08-12-2022 12:40:46.950021,"(21.0, 75.0, 62.5)","(3.9, 4.7, 4.5636363636363635)","(3.0, 3.55, 3.480769230769231)","(5.5, 7.0, 6.955555555555556)","(9.0, 15.5, 13.75)","(13.0, 23.0, 19.428571428571427)","(4.6, 5.3, 5.144)"
08-12-2022 12:40:48.263556,"(21.0, 75.0, 62.5)","(3.9, 4.7, 4.5636363636363635)","(3.0, 3.55, 3.480769230769231)","(5.5, 7.0, 6.955555555555556)","(9.0, 15.0, 13.333333333333334)","(13.0, 23.0, 19.428571428571427)","(4.6, 5.3, 5.1375)"
08-12-2022 12:40:49.567579,"(21.0, 75.0, 58.33333333333333)","(3.9, 4.7, 4.5636363636363635)","(3.0, 3.55, 3.53125)","(5.5, 7.0, 6.8)","(9.0, 15.0, 12.8125)","(13.0, 23.0, 20.5)","(4.6, 5.3, 5.1375)"
