,Nando Sid,At Sea,Gotham Ethics,Feel The Magic,Queen Missile,Remembering,Outlaw Rambo
14-12-2022 13:09:29.114909,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 50.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 45.61538461538461)","(21.0, 55.0, 35.27777777777778)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:30.274857,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 50.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 45.61538461538461)","(21.0, 55.0, 35.27777777777778)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:31.382826,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 50.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 45.61538461538461)","(21.0, 55.0, 35.27777777777778)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:32.399437,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 50.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 61.0)","(21.0, 55.0, 54.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:33.497036,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 63.142857142857146)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 41.90909090909091)","(21.0, 90.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:34.554652,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 50.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 41.90909090909091)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:35.519060,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 50.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 41.90909090909091)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:36.490402,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 50.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 41.90909090909091)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:38.047829,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 50.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 41.90909090909091)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:39.195738,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 50.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 41.90909090909091)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:40.222738,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 50.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 41.90909090909091)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:41.274937,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 50.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 41.90909090909091)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:42.409709,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 50.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 41.90909090909091)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:43.488657,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 80.0, 50.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:44.496111,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 90.0, 63.46153846153846)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:45.667882,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 90.0, 63.46153846153846)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:46.834416,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 90.0, 63.46153846153846)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:47.981564,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:49.204338,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:50.508765,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:51.677420,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:52.785974,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.1927659574468086)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 63.46153846153846)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:53.982723,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:55.068920,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:56.061535,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:57.033637,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:58.095415,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:09:59.137195,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:00.169095,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:01.299278,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:02.708320,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:03.812363,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:04.918067,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:06.251622,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:07.547523,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:08.697644,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:09.750121,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:10.941130,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:11.989980,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 39.75)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:13.013341,"(6.5, 16.0, 9.28)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 60.0, 30.423076923076923)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:14.000249,"(6.5, 16.0, 9.44)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 55.0, 31.333333333333336)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:15.181962,"(6.5, 16.0, 9.44)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 55.0, 31.333333333333336)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:16.396991,"(6.5, 16.0, 9.44)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 55.0, 31.333333333333336)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:17.539426,"(6.5, 16.0, 9.44)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 55.0, 31.333333333333336)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:18.627578,"(6.5, 16.0, 9.44)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 55.0, 31.333333333333336)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:19.725834,"(6.5, 16.0, 9.6)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 55.0, 31.333333333333336)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:20.838863,"(6.5, 16.0, 10.533333333333333)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 55.0, 31.333333333333336)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:21.957815,"(6.5, 16.0, 10.533333333333333)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 55.0, 31.333333333333336)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:23.052133,"(6.5, 16.0, 10.533333333333333)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 53.0)","(3.6, 6.2, 3.7359999999999998)","(21.0, 90.0, 55.5)","(21.0, 55.0, 31.333333333333336)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:24.058962,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 69.76190476190476)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 53.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:25.096824,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 69.76190476190476)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 53.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:26.159806,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 69.76190476190476)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 53.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:27.182421,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 69.76190476190476)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 53.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:28.237844,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 69.76190476190476)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 53.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:29.352316,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 69.76190476190476)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 53.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:30.548465,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 69.76190476190476)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 53.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:31.809373,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 69.76190476190476)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 53.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:32.962822,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 85.0, 69.76190476190476)","(3.6, 6.2, 3.7359999999999998)","(21.0, 85.0, 53.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:33.947846,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:34.966514,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:36.106831,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:37.292271,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:38.373546,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:39.462925,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:40.503643,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:41.676366,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 3.7359999999999998)","(21.0, 95.0, 58.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:42.790079,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 4.66)","(21.0, 95.0, 58.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:43.913441,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 4.66)","(21.0, 95.0, 58.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:45.033520,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 4.66)","(21.0, 95.0, 58.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:46.193332,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 4.916666666666667)","(21.0, 95.0, 58.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:47.346029,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 4.916666666666667)","(21.0, 95.0, 58.0)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.342105263157895)"
14-12-2022 13:10:48.507594,"(6.5, 16.5, 9.54)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 55.5)","(3.6, 6.2, 4.4714285714285715)","(21.0, 95.0, 70.33333333333334)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.884)"
14-12-2022 13:10:49.633034,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 67.0)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 70.33333333333334)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.884)"
14-12-2022 13:10:50.790826,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 67.0)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 70.33333333333334)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.884)"
14-12-2022 13:10:51.897031,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 67.0)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 70.33333333333334)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.884)"
14-12-2022 13:10:53.003493,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 67.0)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 70.33333333333334)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.884)"
14-12-2022 13:10:54.021302,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 67.0)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 70.33333333333334)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.884)"
14-12-2022 13:10:55.177956,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 67.0)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 70.33333333333334)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.884)"
14-12-2022 13:10:56.388836,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 67.0)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 70.33333333333334)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.884)"
14-12-2022 13:10:57.515762,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 67.0)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 70.33333333333334)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.884)"
14-12-2022 13:10:58.655311,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 67.0)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 70.33333333333334)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.884)"
14-12-2022 13:10:59.660580,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 67.0)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 70.33333333333334)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.884)"
14-12-2022 13:11:00.768886,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 67.0)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 70.33333333333334)","(21.0, 65.0, 27.083333333333332)","(5.0, 8.6, 6.884)"
14-12-2022 13:11:01.901658,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 52.22222222222222)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 54.44444444444444)","(21.0, 65.0, 47.30769230769231)","(5.0, 8.6, 6.884)"
14-12-2022 13:11:03.103998,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 52.22222222222222)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 54.44444444444444)","(21.0, 65.0, 47.30769230769231)","(5.0, 8.6, 6.884)"
14-12-2022 13:11:04.334187,"(6.5, 16.5, 11.146153846153846)","(1.85, 2.3, 2.187659574468085)","(21.0, 90.0, 52.22222222222222)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 54.44444444444444)","(21.0, 65.0, 47.30769230769231)","(5.0, 8.6, 6.884)"
14-12-2022 13:11:05.561959,"(6.5, 16.5, 11.425)","(1.85, 2.3, 2.2356097560975607)","(21.0, 90.0, 52.22222222222222)","(3.6, 6.2, 4.151724137931034)","(21.0, 95.0, 54.44444444444444)","(21.0, 65.0, 47.30769230769231)","(5.0, 8.6, 6.884)"
14-12-2022 13:11:06.902105,"(6.5, 16.5, 11.425)","(1.85, 2.3, 2.2356097560975607)","(21.0, 90.0, 52.22222222222222)","(3.6, 6.2, 4.319354838709677)","(21.0, 95.0, 54.44444444444444)","(21.0, 65.0, 47.30769230769231)","(5.0, 8.6, 6.709090909090909)"
14-12-2022 13:11:08.128061,"(6.5, 16.5, 11.425)","(1.85, 2.3, 2.2356097560975607)","(21.0, 90.0, 52.22222222222222)","(3.6, 6.2, 4.189655172413793)","(21.0, 95.0, 54.44444444444444)","(21.0, 65.0, 47.30769230769231)","(5.0, 8.6, 6.585)"
14-12-2022 13:11:09.464321,"(6.5, 16.5, 11.425)","(1.85, 2.3, 2.2356097560975607)","(21.0, 90.0, 52.22222222222222)","(3.6, 6.2, 4.227586206896552)","(21.0, 95.0, 54.44444444444444)","(21.0, 65.0, 47.30769230769231)","(5.0, 8.6, 6.585)"
14-12-2022 13:11:10.749007,"(6.5, 16.5, 11.425)","(1.85, 2.3, 2.2356097560975607)","(21.0, 90.0, 52.22222222222222)","(3.6, 6.2, 4.227586206896552)","(21.0, 95.0, 54.44444444444444)","(21.0, 65.0, 47.30769230769231)","(5.0, 8.6, 6.585)"
14-12-2022 13:11:11.989761,"(6.5, 16.5, 11.425)","(1.85, 2.3, 2.2356097560975607)","(21.0, 90.0, 52.22222222222222)","(3.6, 6.2, 4.227586206896552)","(21.0, 95.0, 54.44444444444444)","(21.0, 65.0, 47.30769230769231)","(5.0, 8.6, 6.585)"
14-12-2022 13:11:13.181707,"(6.5, 16.5, 11.425)","(1.85, 2.3, 2.2356097560975607)","(21.0, 90.0, 52.22222222222222)","(3.6, 6.2, 4.0)","(21.0, 95.0, 54.44444444444444)","(21.0, 65.0, 47.30769230769231)","(5.0, 8.6, 6.827272727272726)"
14-12-2022 13:11:14.332635,"(6.5, 16.5, 11.425)","(1.85, 2.3, 2.1487999999999996)","(21.0, 90.0, 52.22222222222222)","(3.6, 6.2, 4.0)","(21.0, 95.0, 46.33333333333333)","(21.0, 65.0, 40.733333333333334)","(5.0, 8.6, 6.715)"
