,Tarantula,Henryk Bale,Barefoot Di,Lucius Malfoy,Blazing Infrared,Harlem Shuffle,Big Jim Buzz,Winlock All Over
10-01-2023 19:33:24.542534,"(6.5, 21.0, 13.444444444444445)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 11.4)","(9.0, 18.5, 13.55)","(10.0, 16.0, 13.75)","(10.0, 30.0, 18.125)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.42, 2.1033333333333335)"
10-01-2023 19:33:25.797369,"(6.5, 21.0, 13.444444444444445)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 12.216666666666667)","(9.0, 18.5, 11.285714285714285)","(10.0, 16.0, 13.75)","(10.0, 30.0, 18.125)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.42, 2.1033333333333335)"
10-01-2023 19:33:27.004529,"(6.5, 21.0, 13.444444444444445)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 11.260000000000002)","(9.0, 18.0, 10.577777777777778)","(10.0, 16.0, 13.75)","(10.0, 30.0, 18.125)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.42, 2.1033333333333335)"
10-01-2023 19:33:28.234516,"(6.5, 21.0, 13.444444444444445)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.541176470588235)","(9.0, 17.5, 10.577777777777778)","(10.0, 16.0, 13.642857142857142)","(10.0, 30.0, 18.125)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.42, 2.1033333333333335)"
10-01-2023 19:33:29.417271,"(6.5, 21.0, 13.444444444444445)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.541176470588235)","(9.0, 17.5, 10.577777777777778)","(10.0, 16.0, 13.642857142857142)","(10.0, 30.0, 18.125)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.42, 2.06875)"
10-01-2023 19:33:30.658770,"(6.5, 21.0, 13.444444444444445)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.541176470588235)","(9.0, 17.5, 10.577777777777778)","(10.0, 15.5, 12.6875)","(10.0, 30.0, 18.125)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.5, 2.137777777777778)"
10-01-2023 19:33:31.887708,"(6.5, 21.0, 13.444444444444445)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.541176470588235)","(9.0, 17.5, 12.55)","(10.0, 15.5, 12.818181818181818)","(10.0, 30.0, 18.125)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.48, 2.137777777777778)"
10-01-2023 19:33:33.158101,"(6.5, 21.0, 13.444444444444445)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.541176470588235)","(9.0, 16.5, 12.3)","(10.0, 15.5, 12.444444444444445)","(10.0, 30.0, 19.444444444444443)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.48, 2.137777777777778)"
10-01-2023 19:33:34.385008,"(6.5, 21.0, 13.444444444444445)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.905263157894737)","(9.0, 16.0, 12.3)","(10.0, 15.5, 12.444444444444445)","(10.0, 30.0, 18.4375)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.48, 2.137777777777778)"
10-01-2023 19:33:35.620139,"(6.5, 21.0, 13.444444444444445)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.905263157894737)","(9.0, 16.0, 12.3)","(10.0, 15.5, 12.444444444444445)","(10.0, 30.0, 18.4375)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.48, 2.11)"
10-01-2023 19:33:36.902308,"(6.5, 21.0, 9.833333333333332)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.905263157894737)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 18.4375)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.46, 2.128888888888889)"
10-01-2023 19:33:38.167334,"(6.5, 21.0, 9.833333333333332)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.905263157894737)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 18.4375)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.128888888888889)"
10-01-2023 19:33:39.446717,"(6.5, 21.0, 9.833333333333332)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.905263157894737)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 22.083333333333332)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.128888888888889)"
10-01-2023 19:33:40.680826,"(6.5, 21.0, 15.416666666666666)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.905263157894737)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 18.125)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.128888888888889)"
10-01-2023 19:33:41.862136,"(6.5, 21.0, 14.399999999999999)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.905263157894737)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 18.125)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.128888888888889)"
10-01-2023 19:33:43.051444,"(6.5, 21.0, 14.399999999999999)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.905263157894737)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 18.125)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.128888888888889)"
10-01-2023 19:33:44.278777,"(6.5, 21.0, 14.399999999999999)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.905263157894737)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 18.125)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.128888888888889)"
10-01-2023 19:33:45.493913,"(6.5, 21.0, 14.399999999999999)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.64)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 20.25)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.128888888888889)"
10-01-2023 19:33:46.764706,"(6.5, 21.0, 14.399999999999999)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.64)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 20.25)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.128888888888889)"
10-01-2023 19:33:47.991092,"(6.5, 21.0, 14.399999999999999)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.64)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 20.25)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.128888888888889)"
10-01-2023 19:33:49.171229,"(6.5, 21.0, 14.399999999999999)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.64)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 20.25)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.128888888888889)"
10-01-2023 19:33:50.443879,"(6.5, 21.0, 14.399999999999999)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.64)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 20.25)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.128888888888889)"
10-01-2023 19:33:51.694661,"(6.5, 21.0, 14.399999999999999)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.64)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 20.25)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.128888888888889)"
10-01-2023 19:33:52.917686,"(6.5, 21.0, 14.399999999999999)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.64)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 20.25)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.128888888888889)"
10-01-2023 19:33:54.154891,"(6.5, 21.0, 14.399999999999999)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.64)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 20.25)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.0844444444444443)"
10-01-2023 19:33:55.341080,"(6.5, 21.0, 14.399999999999999)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.64)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 20.25)","(10.0, 28.0, 22.333333333333336)","(1.8, 2.44, 2.0844444444444443)"
10-01-2023 19:33:56.568192,"(6.5, 21.0, 14.399999999999999)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.64)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 20.25)","(10.0, 28.0, 21.666666666666664)","(1.8, 2.44, 2.0844444444444443)"
10-01-2023 19:33:57.771313,"(6.5, 21.0, 15.416666666666666)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.64)","(9.0, 16.0, 10.45)","(10.0, 15.5, 13.384615384615385)","(10.0, 30.0, 20.25)","(10.0, 27.0, 20.142857142857142)","(1.8, 2.44, 2.0844444444444443)"
10-01-2023 19:33:59.018217,"(6.5, 21.0, 15.416666666666666)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 11.533333333333333)","(9.0, 16.0, 10.45)","(10.0, 15.5, 12.9)","(10.0, 30.0, 18.125)","(10.0, 27.0, 20.142857142857142)","(1.8, 2.44, 2.0844444444444443)"
10-01-2023 19:34:00.242388,"(6.5, 21.0, 15.416666666666666)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 11.181818181818182)","(9.0, 16.0, 10.45)","(10.0, 14.5, 13.1)","(10.0, 30.0, 22.083333333333332)","(10.0, 27.0, 20.142857142857142)","(1.8, 2.44, 2.0844444444444443)"
10-01-2023 19:34:01.437279,"(6.5, 21.0, 15.416666666666666)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 11.181818181818182)","(9.0, 16.0, 10.45)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 22.083333333333332)","(10.0, 27.0, 20.142857142857142)","(1.8, 2.44, 2.0844444444444443)"
10-01-2023 19:34:02.722677,"(6.5, 21.0, 15.416666666666666)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 11.181818181818182)","(9.0, 16.0, 10.45)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 22.083333333333332)","(10.0, 27.0, 20.142857142857142)","(1.8, 2.44, 2.0844444444444443)"
10-01-2023 19:34:03.944752,"(6.5, 21.0, 14.5)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 13.266666666666666)","(9.0, 16.0, 11.55)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 22.083333333333332)","(10.0, 27.0, 20.142857142857142)","(1.8, 2.44, 2.0844444444444443)"
10-01-2023 19:34:05.218014,"(6.5, 21.0, 14.5)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 11.472727272727273)","(9.0, 14.5, 11.3)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 22.083333333333332)","(10.0, 27.0, 20.142857142857142)","(1.8, 2.44, 2.0844444444444443)"
10-01-2023 19:34:06.472041,"(6.5, 21.0, 14.5)","(14.0, 29.0, 22.26923076923077)","(8.5, 17.0, 11.472727272727273)","(9.0, 14.0, 11.3)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 18.4375)","(10.0, 27.0, 16.666666666666668)","(1.8, 2.44, 2.0844444444444443)"
10-01-2023 19:34:07.742965,"(6.5, 21.0, 14.5)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.181818181818182)","(9.0, 14.0, 11.3)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 18.4375)","(10.0, 27.0, 16.666666666666668)","(1.8, 2.44, 2.0844444444444443)"
10-01-2023 19:34:09.024812,"(6.5, 21.0, 13.88888888888889)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.181818181818182)","(9.0, 14.0, 11.3)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 18.4375)","(10.0, 27.0, 16.666666666666668)","(1.8, 2.44, 2.0844444444444443)"
10-01-2023 19:34:10.283741,"(6.5, 21.0, 13.88888888888889)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.799999999999999)","(9.0, 14.0, 11.3)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 22.5)","(10.0, 27.0, 17.0)","(1.8, 2.44, 2.12)"
10-01-2023 19:34:11.694985,"(6.5, 21.0, 14.8)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.472727272727273)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 22.5)","(10.0, 27.0, 17.0)","(1.8, 2.44, 2.12)"
10-01-2023 19:34:13.069195,"(6.5, 21.0, 14.8)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.181818181818182)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 22.5)","(10.0, 27.0, 17.0)","(1.8, 2.44, 2.1033333333333335)"
10-01-2023 19:34:14.339310,"(6.5, 21.0, 15.363636363636363)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.181818181818182)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 15.416666666666666)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.42, 2.1033333333333335)"
10-01-2023 19:34:15.539997,"(6.5, 21.0, 15.0)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.181818181818182)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 15.416666666666666)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.42, 2.1033333333333335)"
10-01-2023 19:34:16.807088,"(6.5, 21.0, 16.714285714285715)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.472727272727273)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 15.416666666666666)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.42, 2.1033333333333335)"
10-01-2023 19:34:18.143468,"(6.5, 21.0, 16.714285714285715)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.472727272727273)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 20.27777777777778)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.42, 2.1033333333333335)"
10-01-2023 19:34:19.592289,"(6.5, 21.0, 16.714285714285715)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.799999999999999)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 20.27777777777778)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.42, 2.1033333333333335)"
10-01-2023 19:34:21.084569,"(6.5, 21.0, 16.714285714285715)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.472727272727273)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 20.27777777777778)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.42, 2.1033333333333335)"
10-01-2023 19:34:22.555780,"(6.5, 21.0, 16.714285714285715)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.181818181818182)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 13.61111111111111)","(10.0, 30.0, 20.27777777777778)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.42, 2.16)"
10-01-2023 19:34:23.948300,"(6.5, 21.0, 16.714285714285715)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.799999999999999)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.366666666666667)","(10.0, 30.0, 19.375)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:25.276865,"(6.5, 21.0, 16.714285714285715)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.933333333333334)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.366666666666667)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:26.578150,"(6.5, 21.0, 17.0)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 12.946666666666665)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.366666666666667)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:27.836785,"(6.5, 21.0, 17.0)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 12.946666666666665)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.366666666666667)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:28.992067,"(6.5, 21.0, 17.0)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 13.053333333333333)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.366666666666667)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:30.176151,"(6.5, 21.0, 17.0)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 13.053333333333333)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.366666666666667)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:31.280643,"(6.5, 21.0, 17.0)","(14.0, 29.0, 18.6875)","(8.5, 17.0, 11.763636363636364)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.25)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:32.392028,"(6.5, 21.0, 17.0)","(14.0, 29.0, 25.0)","(8.5, 17.0, 11.763636363636364)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.25)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:33.531390,"(6.5, 21.0, 17.0)","(14.0, 29.0, 25.0)","(8.5, 17.0, 12.771428571428572)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.25)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:34.658648,"(6.5, 21.0, 17.0)","(14.0, 29.0, 25.0)","(8.5, 17.0, 12.771428571428572)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.25)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:35.819152,"(6.5, 21.0, 17.0)","(14.0, 29.0, 25.0)","(8.5, 17.0, 12.771428571428572)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.25)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:36.893056,"(6.5, 21.0, 17.0)","(14.0, 29.0, 25.0)","(8.5, 17.0, 12.771428571428572)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.25)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:37.995987,"(6.5, 21.0, 17.0)","(14.0, 29.0, 25.0)","(8.5, 17.0, 12.771428571428572)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.25)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:39.167838,"(6.5, 21.0, 17.0)","(14.0, 29.0, 25.0)","(8.5, 17.0, 12.771428571428572)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.25)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:40.236633,"(6.5, 21.0, 17.0)","(14.0, 29.0, 25.0)","(8.5, 17.0, 12.771428571428572)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.25)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:41.269624,"(6.5, 21.0, 17.0)","(14.0, 29.0, 25.0)","(8.5, 17.0, 12.771428571428572)","(9.0, 14.0, 13.066666666666666)","(10.0, 14.5, 12.25)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:42.313144,"(6.5, 21.0, 17.0)","(14.0, 29.0, 25.0)","(8.5, 17.0, 12.771428571428572)","(9.0, 12.5, 11.816666666666666)","(10.0, 14.5, 12.25)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:43.420838,"(6.5, 21.0, 17.0)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 12.771428571428572)","(9.0, 12.5, 11.816666666666666)","(10.0, 14.5, 12.25)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:44.503592,"(6.5, 21.0, 17.0)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 12.771428571428572)","(9.0, 12.5, 11.816666666666666)","(10.0, 14.5, 12.25)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:45.706907,"(6.5, 21.0, 11.333333333333334)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 12.771428571428572)","(9.0, 12.5, 11.816666666666666)","(10.0, 14.5, 12.133333333333333)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:46.827389,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 12.771428571428572)","(9.0, 12.5, 11.816666666666666)","(10.0, 14.0, 12.5)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:47.955101,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 12.771428571428572)","(9.0, 12.5, 11.816666666666666)","(10.0, 13.5, 12.2)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:49.080219,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 12.771428571428572)","(9.0, 12.5, 11.816666666666666)","(10.0, 13.5, 12.436363636363636)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:50.198876,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 12.771428571428572)","(9.0, 12.5, 11.816666666666666)","(10.0, 13.5, 12.436363636363636)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.16)"
10-01-2023 19:34:51.341433,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 13.053333333333333)","(9.0, 12.5, 11.816666666666666)","(10.0, 13.5, 12.436363636363636)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.4, 2.0966666666666667)"
10-01-2023 19:34:52.541537,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 13.053333333333333)","(9.0, 12.5, 11.816666666666666)","(10.0, 13.5, 12.436363636363636)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.38, 2.0966666666666667)"
10-01-2023 19:34:53.720306,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 13.053333333333333)","(9.0, 12.5, 11.816666666666666)","(10.0, 13.5, 12.436363636363636)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.38, 2.0966666666666667)"
10-01-2023 19:34:54.904262,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 13.053333333333333)","(9.0, 12.5, 11.816666666666666)","(10.0, 13.5, 11.65)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.38, 2.0966666666666667)"
10-01-2023 19:34:56.103717,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 13.053333333333333)","(9.0, 12.5, 11.816666666666666)","(10.0, 13.5, 11.65)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.38, 2.1466666666666665)"
10-01-2023 19:34:57.178402,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 13.053333333333333)","(9.0, 12.5, 11.816666666666666)","(10.0, 13.5, 11.65)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.36, 2.1466666666666665)"
10-01-2023 19:34:58.284852,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 13.053333333333333)","(9.0, 12.5, 11.816666666666666)","(10.0, 13.5, 11.65)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.36, 2.1466666666666665)"
10-01-2023 19:34:59.377215,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 13.053333333333333)","(9.0, 12.5, 11.816666666666666)","(10.0, 13.5, 11.65)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.36, 2.1466666666666665)"
10-01-2023 19:35:00.514986,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 13.053333333333333)","(9.0, 12.5, 11.816666666666666)","(10.0, 13.5, 11.65)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.36, 2.082666666666667)"
10-01-2023 19:35:01.582019,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 13.053333333333333)","(9.0, 12.5, 11.916666666666668)","(10.0, 13.5, 11.65)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.36, 2.082666666666667)"
10-01-2023 19:35:02.708910,"(6.5, 21.0, 12.571428571428571)","(14.0, 29.0, 21.8125)","(8.5, 17.0, 13.053333333333333)","(9.0, 12.5, 11.916666666666668)","(10.0, 13.5, 11.65)","(10.0, 30.0, 20.555555555555557)","(10.0, 27.0, 14.571428571428571)","(1.8, 2.36, 2.082666666666667)"
