,Fallon Jewel,Smash Jagger,Goldstar Vargas,Silky Skylar,Impressive Amy,Retread Pete,Beau View Winnie,Homebush Bluey
06-01-2023 11:45:03.400326,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 8.666666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.75)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6540625)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.72857142857143)"
06-01-2023 11:45:04.664395,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 8.266666666666667)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.75)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6540625)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.72857142857143)"
06-01-2023 11:45:05.902600,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 13.218181818181819)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.75)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6540625)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.72857142857143)"
06-01-2023 11:45:07.067247,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 10.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.75)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6540625)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.72857142857143)"
06-01-2023 11:45:08.238474,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 10.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.75)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6540625)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.72857142857143)"
06-01-2023 11:45:09.352307,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 10.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.75)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6540625)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.72857142857143)"
06-01-2023 11:45:10.472193,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 10.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.75)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6540625)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.72857142857143)"
06-01-2023 11:45:11.564772,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 10.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.75)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6540625)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.72857142857143)"
06-01-2023 11:45:12.670335,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 10.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.75)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6540625)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.72857142857143)"
06-01-2023 11:45:13.811121,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 10.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.75)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6540625)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.72857142857143)"
06-01-2023 11:45:14.963207,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 12.454545454545453)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.75)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6540625)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.72857142857143)"
06-01-2023 11:45:16.087049,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 10.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.75)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6540625)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.72857142857143)"
06-01-2023 11:45:17.123506,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 10.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.75)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6540625)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.72857142857143)"
06-01-2023 11:45:18.634770,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 10.0)","(4.8, 17.0, 9.8)","(10.0, 23.0, 20.633333333333333)","(16.0, 85.0, 70.9)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.814285714285713)"
06-01-2023 11:45:20.058039,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 10.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 20.633333333333333)","(16.0, 85.0, 70.9)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.814285714285713)"
06-01-2023 11:45:21.439655,"(9.0, 18.0, 12.266666666666667)","(5.5, 14.0, 11.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 16.2)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.814285714285713)"
06-01-2023 11:45:22.743436,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.729411764705883)"
06-01-2023 11:45:23.949916,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.729411764705883)"
06-01-2023 11:45:25.094646,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.0)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.729411764705883)"
06-01-2023 11:45:26.163177,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.884615384615385)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.729411764705883)"
06-01-2023 11:45:27.292661,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.884615384615385)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.729411764705883)"
06-01-2023 11:45:28.399158,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.884615384615385)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.729411764705883)"
06-01-2023 11:45:29.555168,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 9.55)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.729411764705883)"
06-01-2023 11:45:30.686376,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.066666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 11.857142857142858)"
06-01-2023 11:45:31.811091,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.066666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 8.075)"
06-01-2023 11:45:32.977026,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.066666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 8.075)"
06-01-2023 11:45:34.149057,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.066666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 8.075)"
06-01-2023 11:45:35.345349,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.066666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 8.075)"
06-01-2023 11:45:36.531910,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.066666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 73.25)","(2.7, 3.35, 2.6751515151515153)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 8.075)"
06-01-2023 11:45:37.716258,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.891666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 76.25)","(2.7, 3.35, 3.123917525773196)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 8.075)"
06-01-2023 11:45:38.723341,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.841666666666665)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 76.25)","(2.7, 3.35, 2.1505555555555556)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 8.075)"
06-01-2023 11:45:39.943006,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.066666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 76.25)","(2.7, 3.35, 2.1505555555555556)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 8.075)"
06-01-2023 11:45:41.214390,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.066666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 76.25)","(2.7, 3.35, 2.1505555555555556)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 8.075)"
06-01-2023 11:45:42.454196,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.066666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 76.25)","(2.7, 3.35, 2.1505555555555556)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 8.075)"
06-01-2023 11:45:43.669207,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.066666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 76.25)","(2.7, 3.35, 2.1505555555555556)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 6.628571428571429)"
06-01-2023 11:45:44.904081,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.066666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 76.25)","(2.7, 3.35, 2.81025)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 7.925000000000001)"
06-01-2023 11:45:46.303811,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.066666666666666)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.933333333333334)","(16.0, 85.0, 76.25)","(2.7, 3.35, 2.1694444444444447)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 7.925000000000001)"
06-01-2023 11:45:47.667342,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.71)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.533333333333335)","(16.0, 85.0, 77.16666666666666)","(2.7, 3.35, 2.1694444444444447)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 7.925000000000001)"
06-01-2023 11:45:48.935247,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.71)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1694444444444447)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 7.925000000000001)"
06-01-2023 11:45:50.438520,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.622222222222222)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1694444444444447)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 7.925000000000001)"
06-01-2023 11:45:51.792720,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.133333333333333)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1883333333333335)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 9.74)"
06-01-2023 11:45:53.080340,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.133333333333333)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1883333333333335)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.2)"
06-01-2023 11:45:54.329317,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.133333333333333)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1883333333333335)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.2)"
06-01-2023 11:45:55.604152,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.133333333333333)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1883333333333335)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 8.075)"
06-01-2023 11:45:56.778541,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.133333333333333)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1883333333333335)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 6.628571428571429)"
06-01-2023 11:45:57.843461,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.133333333333333)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1883333333333335)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.2)"
06-01-2023 11:45:59.083326,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.133333333333333)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1883333333333335)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.2)"
06-01-2023 11:46:00.326012,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 10.8)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1883333333333335)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.2)"
06-01-2023 11:46:01.571916,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 10.866666666666667)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1883333333333335)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.2)"
06-01-2023 11:46:02.831700,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 10.866666666666667)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1883333333333335)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.2)"
06-01-2023 11:46:04.033777,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 10.866666666666667)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1883333333333335)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 8.075)"
06-01-2023 11:46:05.271821,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 10.866666666666667)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1883333333333335)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 8.075)"
06-01-2023 11:46:06.414845,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 10.866666666666667)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1883333333333335)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.239999999999998)"
06-01-2023 11:46:07.479958,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 10.866666666666667)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 3.1366326530612243)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.239999999999998)"
06-01-2023 11:46:08.575127,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 10.866666666666667)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.207222222222222)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.239999999999998)"
06-01-2023 11:46:09.657884,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 10.866666666666667)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.207222222222222)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.239999999999998)"
06-01-2023 11:46:10.800563,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.833333333333332)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.207222222222222)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.239999999999998)"
06-01-2023 11:46:11.886912,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.833333333333332)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.207222222222222)","(10.0, 24.0, 14.533333333333335)","(4.8, 17.0, 12.239999999999998)"
06-01-2023 11:46:12.999841,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.833333333333332)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.207222222222222)","(10.0, 24.0, 17.9)","(4.8, 17.0, 13.2)"
06-01-2023 11:46:14.167476,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.833333333333332)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.207222222222222)","(10.0, 26.0, 12.257142857142858)","(4.8, 15.0, 13.2)"
06-01-2023 11:46:15.316256,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.833333333333332)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.207222222222222)","(10.0, 27.0, 12.257142857142858)","(4.8, 15.0, 13.2)"
06-01-2023 11:46:16.497267,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.833333333333332)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.8)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.207222222222222)","(10.0, 27.0, 12.257142857142858)","(4.8, 15.0, 13.2)"
06-01-2023 11:46:17.710243,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.833333333333332)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 18.942857142857143)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.207222222222222)","(10.0, 27.0, 18.4)","(4.8, 15.0, 13.2)"
06-01-2023 11:46:18.894617,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.833333333333332)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 18.942857142857143)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1694444444444447)","(10.0, 27.0, 25.436363636363637)","(4.8, 15.0, 13.2)"
06-01-2023 11:46:20.044391,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.833333333333332)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 18.942857142857143)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1127777777777776)","(10.0, 27.0, 21.815384615384616)","(4.8, 15.0, 12.239999999999998)"
06-01-2023 11:46:21.118882,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.833333333333332)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 18.942857142857143)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1127777777777776)","(10.0, 24.0, 21.815384615384616)","(4.8, 17.0, 12.239999999999998)"
06-01-2023 11:46:22.171453,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.833333333333332)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.666666666666668)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1127777777777776)","(10.0, 24.0, 21.815384615384616)","(4.8, 17.0, 8.075)"
06-01-2023 11:46:23.298418,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.622222222222222)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.666666666666668)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1127777777777776)","(10.0, 24.0, 21.815384615384616)","(4.8, 17.0, 9.74)"
06-01-2023 11:46:24.508540,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.622222222222222)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.666666666666668)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1127777777777776)","(10.0, 24.0, 21.815384615384616)","(4.8, 17.0, 8.0)"
06-01-2023 11:46:25.671423,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.622222222222222)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.666666666666668)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1127777777777776)","(10.0, 24.0, 21.815384615384616)","(4.8, 17.0, 9.74)"
06-01-2023 11:46:26.854235,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 12.622222222222222)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 19.5)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1127777777777776)","(10.0, 24.0, 16.9)","(4.8, 17.0, 8.15)"
06-01-2023 11:46:28.038914,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 13.089473684210526)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 21.444444444444443)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1127777777777776)","(10.0, 24.0, 21.266666666666666)","(4.8, 17.0, 10.100000000000001)"
06-01-2023 11:46:29.257809,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 13.089473684210526)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 21.444444444444443)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1127777777777776)","(10.0, 27.0, 21.933333333333334)","(4.8, 15.0, 10.100000000000001)"
06-01-2023 11:46:30.426498,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 13.089473684210526)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 21.444444444444443)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1127777777777776)","(10.0, 28.0, 21.933333333333334)","(4.8, 15.0, 10.100000000000001)"
06-01-2023 11:46:31.557458,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 13.089473684210526)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 21.444444444444443)","(16.0, 85.0, 67.5)","(2.7, 3.35, 2.1127777777777776)","(10.0, 28.0, 20.9)","(4.8, 15.0, 10.100000000000001)"
06-01-2023 11:46:32.695794,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 13.089473684210526)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 21.444444444444443)","(16.0, 85.0, 67.5)","(2.7, 3.35, 3.1875)","(10.0, 32.0, 28.82857142857143)","(4.8, 15.0, 11.633333333333333)"
06-01-2023 11:46:33.839404,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 13.089473684210526)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 21.444444444444443)","(16.0, 85.0, 80.625)","(2.7, 3.35, 2.9216)","(10.0, 32.0, 24.666666666666664)","(4.8, 15.0, 11.633333333333333)"
06-01-2023 11:46:34.973034,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 13.089473684210526)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 21.444444444444443)","(16.0, 190.0, 80.625)","(2.7, 3.35, 2.9216)","(10.0, 32.0, 24.666666666666664)","(4.8, 15.0, 10.0)"
06-01-2023 11:46:36.116712,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 13.089473684210526)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 21.444444444444443)","(16.0, 190.0, 80.625)","(2.7, 3.35, 2.9216)","(10.0, 32.0, 17.666666666666668)","(4.8, 15.0, 11.633333333333333)"
06-01-2023 11:46:37.307264,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 13.089473684210526)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 20.846153846153847)","(16.0, 190.0, 80.625)","(2.7, 3.35, 2.9216)","(10.0, 32.0, 17.666666666666668)","(4.8, 15.0, 10.100000000000001)"
06-01-2023 11:46:38.505603,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 11.5)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.666666666666668)","(16.0, 190.0, 80.625)","(2.7, 3.35, 2.9216)","(10.0, 32.0, 17.666666666666668)","(4.8, 15.0, 10.100000000000001)"
06-01-2023 11:46:39.856341,"(9.0, 18.0, 12.266666666666667)","(5.5, 13.5, 10.833333333333332)","(4.8, 17.0, 9.363636363636363)","(10.0, 23.0, 13.666666666666668)","(16.0, 190.0, 80.625)","(2.7, 3.35, 2.9216)","(10.0, 32.0, 17.666666666666668)","(4.8, 15.0, 10.100000000000001)"
