,Violetta Gift,La Perriere,Kimora Saffi,Leanne Leeann,Keayang Xena,Copacabana,Kyvalleyhoneybunny
11-01-2023 18:19:19.409090,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.35)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:20.402397,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.35)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:21.428720,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.35)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:22.481565,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.35)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:23.505866,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.35)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:24.451683,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.35)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:25.508343,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.35)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:26.699247,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.35)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:27.922866,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.35)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:28.885536,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:29.946662,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:31.196571,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:32.386850,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:33.510547,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:34.660348,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:35.703130,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:36.774143,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:37.983328,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:39.064042,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:40.079275,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:41.089706,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:42.159596,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:43.167424,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:44.254119,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:45.272116,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:46.491083,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:47.767025,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.7)","(5.0, 7.4, 6.766666666666667)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:49.016195,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.2, 6.733333333333333)","(4.2, 6.0, 5.87)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.716)","(5.0, 7.4, 6.5)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:50.116339,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 6.5)","(4.2, 6.0, 5.4)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.716)","(5.0, 7.4, 6.5)","(12.0, 16.0, 13.958333333333334)"
11-01-2023 18:19:51.073165,"(18.0, 38.0, 34.92857142857143)","(5.0, 7.8, 6.3)","(4.2, 6.0, 5.4)","(7.5, 10.0, 9.3)","(2.5, 2.94, 2.732)","(5.0, 7.4, 6.55)","(12.0, 16.0, 44.44444444444444)"
11-01-2023 18:19:52.126961,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.014285714285714)","(4.2, 6.4, 5.9363636363636365)","(7.5, 10.0, 9.3)","(2.5, 2.96, 2.7800000000000002)","(5.0, 7.6, 5.733333333333333)","(12.0, 70.0, 23.214285714285715)"
11-01-2023 18:19:53.165171,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.4)","(4.2, 6.4, 5.890000000000001)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.9375)","(5.0, 8.0, 5.828571428571428)","(12.0, 25.0, 21.125)"
11-01-2023 18:19:54.322718,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 6.95)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.8, 6.2)","(12.0, 24.0, 21.125)"
11-01-2023 18:19:55.620010,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.0)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.6, 6.2)","(12.0, 24.0, 21.125)"
11-01-2023 18:19:56.658066,"(18.0, 38.0, 34.92857142857143)","(5.0, 7.8, 7.08)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.6, 6.133333333333334)","(12.0, 24.0, 21.125)"
11-01-2023 18:19:57.691696,"(18.0, 38.0, 34.92857142857143)","(5.0, 7.8, 7.08)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 24.0, 20.375)"
11-01-2023 18:19:58.760934,"(18.0, 38.0, 34.92857142857143)","(5.0, 7.8, 7.16)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 23.0, 20.375)"
11-01-2023 18:19:59.794837,"(18.0, 38.0, 34.92857142857143)","(5.0, 7.8, 7.16)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 23.0, 19.625)"
11-01-2023 18:20:00.812651,"(18.0, 38.0, 34.92857142857143)","(5.0, 7.6, 7.04)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:01.801482,"(18.0, 38.0, 34.92857142857143)","(5.0, 7.6, 7.04)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:02.776697,"(18.0, 38.0, 34.92857142857143)","(5.0, 7.6, 7.04)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:03.934613,"(18.0, 38.0, 34.92857142857143)","(5.0, 7.6, 7.04)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:04.985028,"(18.0, 38.0, 34.92857142857143)","(5.0, 7.6, 7.04)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:06.223900,"(18.0, 38.0, 34.92857142857143)","(5.0, 7.6, 7.1)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:07.268261,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.1)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:08.569902,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.1)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:09.671626,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.1)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:10.796889,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.1)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:11.909569,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.1)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:13.000867,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.1)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:14.131482,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.2)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:15.185608,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.2)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:16.172506,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.3)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:17.148677,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.3)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:18.218210,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.3)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:19.331553,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.3)","(4.2, 6.2, 5.866666666666667)","(7.5, 10.0, 9.3)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.133333333333334)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:20.438285,"(18.0, 38.0, 34.92857142857143)","(5.0, 8.0, 7.3)","(4.2, 6.2, 5.711111111111111)","(7.5, 10.0, 9.55)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.4, 6.35)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:21.451191,"(18.0, 32.0, 30.807692307692307)","(5.0, 8.0, 7.3)","(4.2, 6.0, 5.711111111111111)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.2, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:22.454463,"(18.0, 32.0, 30.807692307692307)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.711111111111111)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:23.550070,"(18.0, 32.0, 30.807692307692307)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.711111111111111)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:24.746127,"(18.0, 32.0, 30.807692307692307)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.711111111111111)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:25.844480,"(18.0, 32.0, 30.807692307692307)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.711111111111111)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:26.931153,"(18.0, 32.0, 30.807692307692307)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.711111111111111)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:27.938286,"(18.0, 32.0, 30.807692307692307)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:28.911319,"(18.0, 32.0, 30.807692307692307)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:29.950481,"(18.0, 32.0, 30.807692307692307)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:31.060754,"(18.0, 32.0, 30.807692307692307)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:32.162284,"(18.0, 32.0, 30.807692307692307)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.913333333333333)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:33.148367,"(18.0, 32.0, 30.807692307692307)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:34.085103,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:35.147035,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:36.272880,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:37.376863,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:38.523174,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:39.585903,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:40.711925,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:41.726999,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:42.752735,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:43.774254,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:44.842040,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:45.861282,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:46.880749,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:47.916365,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.8449999999999998)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:49.170915,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.9816666666666665)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:50.252635,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.9816666666666665)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:51.368534,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.9816666666666665)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:52.375680,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.9816666666666665)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:53.454608,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.9816666666666665)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:54.540880,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.458333333333334)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.9816666666666665)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:55.699687,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 6.0, 5.54)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.9816666666666665)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:56.885765,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 5.9, 5.54)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.994285714285714)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:57.988908,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 5.9, 5.346153846153847)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.994285714285714)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:59.003801,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 5.9, 5.346153846153847)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.994285714285714)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:20:59.932571,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 5.9, 5.346153846153847)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.994285714285714)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:21:00.875968,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 5.9, 5.346153846153847)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.994285714285714)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:21:01.975465,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 5.9, 5.346153846153847)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.994285714285714)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
11-01-2023 18:21:02.993302,"(18.0, 32.0, 28.875)","(5.0, 8.4, 7.5)","(4.2, 5.9, 5.346153846153847)","(7.5, 10.5, 9.55)","(2.5, 3.05, 2.994285714285714)","(5.0, 7.0, 5.875)","(12.0, 22.0, 19.625)"
