,Alecia,Devante,Foxtrot Tango,Halwes,Mohinga Chase
11-01-2023 12:35:15.825222,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(17.0, 44.0, 30.208333333333332)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 12.266666666666666)"
11-01-2023 12:35:17.062174,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(17.0, 40.0, 30.208333333333332)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:18.075925,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(17.0, 40.0, 30.208333333333332)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:19.328694,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(17.0, 40.0, 30.208333333333332)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:20.442596,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(17.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:21.415078,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(17.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:22.576147,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(17.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:23.722324,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(17.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:24.868314,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(17.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:25.918656,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(17.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:26.938870,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(17.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:28.069811,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(17.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:29.156821,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:30.208413,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:31.288726,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:32.337373,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:33.393798,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:34.511543,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:35.763613,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:36.860821,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:38.007123,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:39.139042,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 9.666666666666666)"
11-01-2023 12:35:40.326565,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:41.355315,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:42.525914,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 13.088888888888889)"
11-01-2023 12:35:43.702150,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 13.280000000000001)"
11-01-2023 12:35:44.757628,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:45.740624,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:46.816509,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:48.022829,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:49.140515,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:50.206535,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:51.267201,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:52.322193,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:53.407956,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:54.510327,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:55.599104,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:56.714583,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.794736842105263)","(6.5, 15.0, 11.1)"
11-01-2023 12:35:57.820340,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.3, 4.728571428571429)","(6.5, 15.0, 13.32)"
11-01-2023 12:35:58.852603,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.728571428571429)","(6.5, 15.0, 13.32)"
11-01-2023 12:35:59.922664,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.728571428571429)","(6.5, 15.0, 11.1)"
11-01-2023 12:36:00.976427,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 11.1)"
11-01-2023 12:36:02.091649,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 11.1)"
11-01-2023 12:36:03.244891,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 11.1)"
11-01-2023 12:36:04.428345,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 11.1)"
11-01-2023 12:36:05.504372,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 11.1)"
11-01-2023 12:36:06.654010,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 11.1)"
11-01-2023 12:36:07.888082,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 13.32)"
11-01-2023 12:36:09.077994,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 10.899999999999999)"
11-01-2023 12:36:10.200041,"(4.6, 7.0, 5.65)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 10.65)"
11-01-2023 12:36:11.476180,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.766666666666667)"
11-01-2023 12:36:12.984386,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.766666666666667)"
11-01-2023 12:36:14.594814,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.766666666666667)"
11-01-2023 12:36:15.717240,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.766666666666667)"
11-01-2023 12:36:16.992748,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.766666666666667)"
11-01-2023 12:36:18.047356,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 13.32)"
11-01-2023 12:36:19.335884,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 9.533333333333333)"
11-01-2023 12:36:20.527880,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 9.533333333333333)"
11-01-2023 12:36:21.711762,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 9.533333333333333)"
11-01-2023 12:36:22.842268,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 9.533333333333333)"
11-01-2023 12:36:23.994184,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 9.533333333333333)"
11-01-2023 12:36:25.150314,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 9.533333333333333)"
11-01-2023 12:36:26.156774,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 9.533333333333333)"
11-01-2023 12:36:27.214304,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 9.533333333333333)"
11-01-2023 12:36:28.340934,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 12.92)"
11-01-2023 12:36:29.532713,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.366666666666667)"
11-01-2023 12:36:30.749404,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.766666666666667)"
11-01-2023 12:36:31.896154,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.766666666666667)"
11-01-2023 12:36:33.110776,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.766666666666667)"
11-01-2023 12:36:34.259147,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.766666666666667)"
11-01-2023 12:36:35.412437,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.766666666666667)"
11-01-2023 12:36:36.663757,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.766666666666667)"
11-01-2023 12:36:37.715094,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.766666666666667)"
11-01-2023 12:36:38.815499,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.933333333333334)"
11-01-2023 12:36:39.977032,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 15.0, 9.933333333333334)"
11-01-2023 12:36:41.269179,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.2, 4.98)","(6.5, 15.0, 13.32)"
11-01-2023 12:36:42.330310,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.2, 4.98)","(6.5, 15.0, 12.92)"
11-01-2023 12:36:43.542199,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.9)"
11-01-2023 12:36:44.760680,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.9)"
11-01-2023 12:36:46.174124,"(4.6, 6.8, 5.966666666666667)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.318181818181818)","(6.5, 14.5, 8.585714285714285)"
11-01-2023 12:36:47.552597,"(4.6, 6.8, 6.133333333333333)","(1.85, 2.6, 1.990909090909091)","(18.0, 40.0, 28.25)","(3.5, 4.7, 4.98)","(6.5, 14.5, 8.585714285714285)"
11-01-2023 12:36:48.790030,"(4.6, 6.8, 6.133333333333333)","(1.85, 2.6, 2.06)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 8.585714285714285)"
11-01-2023 12:36:49.774032,"(4.6, 6.8, 6.133333333333333)","(1.85, 2.58, 2.06)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 8.585714285714285)"
11-01-2023 12:36:50.804316,"(4.6, 6.8, 6.133333333333333)","(1.85, 2.58, 2.06)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 8.585714285714285)"
11-01-2023 12:36:51.843546,"(4.6, 6.8, 6.133333333333333)","(1.85, 2.58, 2.06)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.9)"
11-01-2023 12:36:52.818199,"(4.6, 6.8, 5.84)","(1.85, 2.58, 2.06)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.366666666666667)"
11-01-2023 12:36:53.887479,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.2085714285714286)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 11.5)"
11-01-2023 12:36:55.014438,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.0447058823529414)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.633333333333333)"
11-01-2023 12:36:56.112225,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 1.9733333333333334)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 8.34)"
11-01-2023 12:36:57.205449,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.5, 9.2)"
11-01-2023 12:36:58.217912,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.0, 8.24)"
11-01-2023 12:36:59.205810,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.0, 8.24)"
11-01-2023 12:37:00.271503,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.0, 8.24)"
11-01-2023 12:37:01.393254,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.0, 8.24)"
11-01-2023 12:37:02.535874,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.0, 8.24)"
11-01-2023 12:37:03.464133,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.0, 8.24)"
11-01-2023 12:37:04.568866,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.0, 8.24)"
11-01-2023 12:37:05.629076,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.0, 8.24)"
11-01-2023 12:37:06.649851,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.0, 8.24)"
11-01-2023 12:37:07.629600,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.0, 8.24)"
11-01-2023 12:37:08.543984,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.0, 8.24)"
11-01-2023 12:37:09.545649,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 14.0, 9.9)"
11-01-2023 12:37:10.833437,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.0, 10.15)"
11-01-2023 12:37:11.810071,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 10.15)"
11-01-2023 12:37:12.843944,"(4.6, 6.2, 5.4714285714285715)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 10.15)"
11-01-2023 12:37:13.863910,"(4.6, 6.2, 5.4714285714285715)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 10.15)"
11-01-2023 12:37:14.828425,"(4.6, 6.2, 5.4714285714285715)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 8.14)"
11-01-2023 12:37:15.830592,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 8.14)"
11-01-2023 12:37:16.837999,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 8.14)"
11-01-2023 12:37:17.848495,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 8.14)"
11-01-2023 12:37:18.833868,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 8.14)"
11-01-2023 12:37:19.853321,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 8.14)"
11-01-2023 12:37:20.810421,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:21.836473,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:22.814716,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:23.812638,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:24.763932,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:25.719301,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:26.702509,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:27.667753,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:28.677661,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:29.769413,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:30.898611,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:31.968593,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:33.022099,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:34.051424,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:35.049349,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 28.25)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:36.098964,"(4.6, 6.8, 5.814285714285714)","(1.85, 2.58, 2.132)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:36.998049,"(4.6, 6.2, 5.6000000000000005)","(1.85, 2.58, 2.132)","(18.0, 40.0, 27.46666666666667)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
11-01-2023 12:37:38.005652,"(4.6, 6.2, 5.6000000000000005)","(1.85, 2.58, 2.132)","(18.0, 40.0, 21.6)","(3.5, 5.2, 4.98)","(6.5, 13.5, 9.033333333333333)"
