,Chillout Cookie,Shim Girl,Coach Beard,Inga Zach,Foxtrot Tango,Go Gigi Go,Inga Lenny
14-12-2022 13:51:16.749122,"(3.9, 5.7, 4.775)","(6.5, 12.0, 10.405714285714286)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 10.673529411764704)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:17.811133,"(3.9, 5.7, 4.775)","(6.5, 12.0, 10.405714285714286)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 10.673529411764704)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:18.856623,"(3.9, 5.7, 4.775)","(6.5, 12.0, 10.405714285714286)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 10.673529411764704)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:19.837781,"(3.9, 5.7, 4.775)","(6.5, 12.0, 10.405714285714286)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 10.673529411764704)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:20.811357,"(3.9, 5.7, 4.775)","(6.5, 12.0, 10.405714285714286)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 10.673529411764704)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:21.950768,"(3.9, 5.7, 4.775)","(6.5, 12.0, 10.405714285714286)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 10.673529411764704)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:23.288174,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 10.673529411764704)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:24.404896,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 10.673529411764704)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:25.455160,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 10.673529411764704)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:26.666323,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 10.673529411764704)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:27.853662,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 8.675)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:29.037978,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 8.675)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:30.132775,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 8.675)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:31.286811,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 8.675)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:32.400920,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 8.675)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:33.522608,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 8.675)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:34.761904,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 8.675)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:35.850875,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 8.675)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:36.917642,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 8.675)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:38.056417,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 5.1085714285714285)","(6.0, 12.5, 8.675)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:39.210333,"(3.9, 5.7, 4.775)","(6.5, 12.0, 8.56875)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.5, 7.475)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:40.350713,"(3.9, 5.7, 4.775)","(6.5, 12.0, 7.5)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.5, 7.475)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 14.94)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:41.532627,"(3.9, 5.7, 4.775)","(6.5, 12.0, 7.5)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.5, 9.15)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 14.94)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:42.567529,"(3.9, 5.7, 4.775)","(6.5, 12.0, 7.425000000000001)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.5, 9.15)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 14.94)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:43.690395,"(3.9, 5.7, 4.775)","(6.5, 12.0, 7.425000000000001)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.5, 9.15)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 14.94)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:44.722617,"(3.9, 5.7, 4.775)","(6.5, 12.0, 7.425000000000001)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.5, 9.15)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 14.94)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:45.883669,"(3.9, 5.7, 4.775)","(6.5, 12.0, 7.425000000000001)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.5, 9.15)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 14.94)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:47.098514,"(3.9, 5.7, 4.775)","(6.5, 12.0, 7.425000000000001)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.5, 9.15)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 14.94)","(18.0, 60.0, 33.125)"
14-12-2022 13:51:48.289971,"(3.9, 5.7, 4.775)","(6.5, 12.0, 10.475)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.5, 11.379999999999999)","(3.1, 6.0, 4.281818181818181)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:51:49.468607,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.379999999999999)","(3.1, 6.0, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:51:50.598332,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.379999999999999)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:51:51.774706,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.379999999999999)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:51:53.113186,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.379999999999999)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:51:54.397023,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.379999999999999)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:51:55.593187,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.379999999999999)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:51:57.038656,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.45)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:51:58.472396,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:51:59.925820,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:01.148071,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:02.336187,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:03.544528,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:04.760068,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:05.967879,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:07.160899,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:08.390942,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:09.722052,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:10.974669,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:12.268028,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:13.543102,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:14.662727,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:15.858089,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:17.035646,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:18.180820,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.1)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 10.425)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 15.466666666666667)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:19.393547,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.8375)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 9.933333333333334)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:20.526658,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.225)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 9.933333333333334)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:21.682196,"(3.9, 5.7, 4.775)","(6.5, 11.5, 9.8)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 9.933333333333334)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:22.955766,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.8375)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 9.933333333333334)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:24.156778,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 9.933333333333334)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:25.397540,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 9.933333333333334)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:26.570489,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 9.933333333333334)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:27.756374,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 9.933333333333334)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:28.957106,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.2375)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:30.183423,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:31.378815,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:32.527477,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:33.673306,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:34.826613,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:36.116240,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:37.337972,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:38.568939,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:39.705756,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:40.820070,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:41.978805,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:43.348772,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:44.815785,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:46.118426,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:47.384724,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:48.658321,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:49.898131,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:51.142241,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:52.357544,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:53.474613,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:54.538989,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:55.680814,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:56.802652,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:57.934966,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:52:59.110114,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:53:00.486895,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:53:01.976409,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:53:03.294871,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:53:04.596298,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:53:05.678771,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:53:06.855883,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:53:08.002941,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
14-12-2022 13:53:09.103414,"(3.9, 5.7, 4.775)","(6.5, 11.5, 10.65)","(3.9, 6.6, 4.1571428571428575)","(6.0, 12.0, 11.142857142857142)","(3.1, 5.9, 5.5285714285714285)","(10.0, 18.5, 12.566666666666666)","(18.0, 60.0, 41.875)"
