,Hartley Bale,Bollard Bobby,Line And Length,Bank On Frankie,Victory Heist,Aston Stout
09-01-2023 16:53:18.982103,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.714285714285715)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:53:19.895663,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.714285714285715)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:53:20.767801,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 52.8)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:53:21.710506,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.85714285714286)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:53:22.657126,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.85714285714286)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:53:23.653683,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.85714285714286)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:53:24.658255,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:53:25.576335,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:53:26.513265,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:53:27.416347,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:53:28.337297,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.925925925925926)"
09-01-2023 16:53:29.277631,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:30.230098,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:31.257845,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:32.132834,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:33.067779,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:33.956969,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:34.894665,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 10.8)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:36.088762,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 11.861538461538462)","(5.0, 9.4, 5.776470588235294)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:36.962373,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 11.861538461538462)","(5.0, 9.4, 5.776470588235294)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:37.811457,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 11.861538461538462)","(5.0, 9.4, 5.776470588235294)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:38.760833,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 11.861538461538462)","(5.0, 9.4, 6.08421052631579)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:39.725768,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 11.861538461538462)","(5.0, 9.4, 6.08421052631579)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:40.718270,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.25)","(8.0, 15.0, 10.733333333333333)","(5.0, 9.4, 5.858823529411764)","(19.0, 50.0, 32.166666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:41.585721,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 53.2)","(8.0, 15.0, 12.046153846153846)","(5.0, 9.4, 5.858823529411764)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:42.433549,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 53.2)","(8.0, 15.0, 12.046153846153846)","(5.0, 9.2, 7.05)","(19.0, 48.0, 29.0)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:43.404691,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 53.2)","(8.0, 15.0, 12.046153846153846)","(5.0, 9.2, 7.05)","(19.0, 48.0, 29.0)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:44.362429,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 53.2)","(8.0, 15.0, 12.046153846153846)","(5.0, 9.2, 6.866666666666666)","(19.0, 48.0, 29.0)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:45.239955,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 53.2)","(8.0, 15.0, 12.046153846153846)","(5.0, 9.2, 6.637499999999999)","(19.0, 48.0, 29.0)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:46.140474,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 12.6)","(5.0, 9.2, 6.637499999999999)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:47.042315,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 12.6)","(5.0, 9.2, 6.637499999999999)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:47.914013,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 12.28)","(5.0, 9.2, 6.637499999999999)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:48.805579,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 12.44)","(5.0, 9.2, 7.05)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:49.703106,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 12.28)","(5.0, 9.2, 6.637499999999999)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:50.699051,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 12.6)","(5.0, 9.2, 6.637499999999999)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:51.640339,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 13.0)","(5.0, 9.2, 6.637499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:52.545775,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 12.28)","(5.0, 9.2, 7.05)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:53.496819,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 10.2)","(5.0, 9.2, 7.05)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:54.459663,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 10.2)","(5.0, 9.2, 6.637499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:55.383671,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 10.2)","(5.0, 9.2, 6.637499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:56.299182,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 12.2)","(5.0, 9.2, 6.637499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:57.161858,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 12.2)","(5.0, 9.2, 7.05)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:58.040945,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 10.2)","(5.0, 9.2, 7.05)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:58.961803,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 12.36)","(5.0, 9.2, 6.866666666666666)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:53:59.908217,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 12.36)","(5.0, 9.2, 6.637499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:00.818748,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 47.66666666666667)","(8.0, 15.0, 10.2)","(5.0, 9.2, 6.637499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:01.735289,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.2)","(8.0, 15.0, 12.942857142857143)","(5.0, 9.2, 6.977777777777778)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:02.599148,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.2)","(8.0, 15.0, 12.2)","(5.0, 9.2, 6.762499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:03.462486,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.2)","(8.0, 15.0, 12.2)","(5.0, 9.2, 6.762499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:04.322983,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 51.2)","(8.0, 15.0, 12.2)","(5.0, 9.2, 6.762499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:05.211410,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 10.2)","(5.0, 9.2, 7.05)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:06.067632,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 10.2)","(5.0, 9.2, 7.05)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:07.007527,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 12.942857142857143)","(5.0, 9.2, 6.866666666666666)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:08.026642,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 12.2)","(5.0, 9.2, 6.637499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:08.923584,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 12.2)","(5.0, 9.2, 6.637499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:09.861228,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 10.2)","(5.0, 9.2, 7.05)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:10.769183,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 12.2)","(5.0, 9.2, 6.977777777777778)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:11.691631,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 12.2)","(5.0, 9.2, 6.762499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:12.579259,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 10.2)","(5.0, 9.2, 6.762499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:13.422431,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 10.2)","(5.0, 9.2, 6.762499999999999)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:14.345474,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 12.2)","(5.0, 9.2, 7.05)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:15.267245,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 12.2)","(5.0, 9.2, 7.05)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.7, 4.722222222222222)"
09-01-2023 16:54:16.219998,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 10.2)","(5.0, 9.2, 6.485714285714286)","(19.0, 55.0, 35.27777777777778)","(3.5, 5.6, 5.0)"
09-01-2023 16:54:17.069123,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 42.599999999999994)","(8.0, 15.0, 10.466666666666667)","(5.0, 9.2, 6.485714285714286)","(19.0, 55.0, 37.25)","(3.5, 5.6, 5.0)"
09-01-2023 16:54:17.932842,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 42.599999999999994)","(8.0, 15.0, 13.4)","(5.0, 9.2, 7.336363636363636)","(19.0, 55.0, 37.25)","(3.5, 5.8, 3.925925925925926)"
09-01-2023 16:54:18.795641,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 42.599999999999994)","(8.0, 15.0, 12.2)","(5.0, 9.2, 6.485714285714286)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:19.689227,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 42.599999999999994)","(8.0, 15.0, 10.466666666666667)","(5.0, 9.2, 6.485714285714286)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:20.603341,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 42.599999999999994)","(8.0, 15.0, 10.466666666666667)","(5.0, 9.2, 6.485714285714286)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:21.509799,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 45.83333333333333)","(8.0, 15.0, 10.466666666666667)","(5.0, 9.2, 6.866666666666666)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:22.373180,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 45.83333333333333)","(8.0, 15.0, 13.3)","(5.0, 9.2, 6.866666666666666)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:23.266829,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 45.83333333333333)","(8.0, 15.0, 12.36)","(5.0, 9.2, 6.866666666666666)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:24.149040,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 43.2)","(8.0, 15.0, 10.733333333333333)","(5.0, 9.2, 6.866666666666666)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:25.024065,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 43.2)","(8.0, 15.0, 10.733333333333333)","(5.0, 9.2, 6.866666666666666)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:25.884926,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 43.2)","(8.0, 15.0, 10.733333333333333)","(5.0, 9.2, 6.866666666666666)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:26.747241,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 43.2)","(8.0, 15.0, 10.733333333333333)","(5.0, 9.2, 6.866666666666666)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:27.653784,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 43.2)","(8.0, 15.0, 10.733333333333333)","(5.0, 9.2, 6.866666666666666)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:28.532718,"(1.8, 2.52, 2.026666666666667)","(15.0, 60.0, 43.2)","(8.0, 14.5, 10.075)","(5.0, 9.0, 7.666666666666666)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:29.467311,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.2)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.0, 7.666666666666666)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:30.421586,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.2)","(8.0, 14.5, 9.583333333333332)","(5.0, 8.8, 7.533333333333333)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:31.387940,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.2)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:32.279171,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.2)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:33.170162,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.2)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:34.088341,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.2)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:35.000173,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.2)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:35.923193,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.2)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:36.916135,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.2)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:37.804817,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.2)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:38.648875,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.2)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:39.509881,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.2)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:40.401390,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.2)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:41.321553,"(1.8, 2.5, 1.87)","(15.0, 60.0, 46.16666666666667)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:42.225604,"(1.8, 2.5, 1.87)","(15.0, 60.0, 46.16666666666667)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:43.189060,"(1.8, 2.5, 1.87)","(15.0, 60.0, 46.16666666666667)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:44.083464,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.599999999999994)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:44.991290,"(1.8, 2.5, 1.87)","(15.0, 60.0, 43.599999999999994)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 37.25)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:45.896662,"(1.8, 2.5, 1.87)","(15.0, 48.0, 40.75)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:46.881444,"(1.8, 2.5, 1.87)","(15.0, 48.0, 44.375)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:47.851753,"(1.8, 2.5, 1.87)","(15.0, 48.0, 40.875)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:48.975379,"(1.8, 2.5, 1.87)","(15.0, 48.0, 40.875)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:49.915508,"(1.8, 2.5, 1.87)","(15.0, 48.0, 40.875)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:50.798631,"(1.8, 2.5, 1.87)","(15.0, 48.0, 41.0)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:51.661608,"(1.8, 2.5, 1.87)","(15.0, 48.0, 44.5)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.2, 6.199999999999999)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:52.585144,"(1.8, 2.5, 1.87)","(15.0, 48.0, 44.5)","(8.0, 14.5, 9.583333333333332)","(5.0, 9.0, 6.142857142857142)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:53.510589,"(1.8, 2.5, 1.87)","(15.0, 48.0, 44.5)","(8.0, 14.5, 9.583333333333332)","(5.0, 8.6, 7.4)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:54.537464,"(1.8, 2.5, 1.87)","(15.0, 48.0, 44.5)","(8.0, 14.5, 9.583333333333332)","(5.0, 8.8, 7.533333333333333)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:55.543566,"(1.8, 2.5, 1.87)","(15.0, 48.0, 44.5)","(8.0, 14.5, 9.583333333333332)","(5.0, 8.8, 7.533333333333333)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
09-01-2023 16:54:56.498041,"(1.8, 2.5, 1.87)","(15.0, 48.0, 44.5)","(8.0, 14.5, 9.583333333333332)","(5.0, 8.8, 7.533333333333333)","(19.0, 55.0, 31.333333333333336)","(3.5, 5.7, 5.071428571428571)"
