,Hartley Bale,Bollard Bobby,Line And Length,Bank On Frankie,Victory Heist,Aston Stout
09-01-2023 17:04:15.926981,"(1.65, 1.8, 1.7871428571428571)","(21.0, 90.0, 71.25)","(8.5, 18.0, 17.166666666666668)","(5.0, 6.6, 6.5)","(21.0, 44.0, 41.714285714285715)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:16.779203,"(1.65, 1.8, 1.7871428571428571)","(21.0, 90.0, 71.25)","(8.5, 18.0, 16.125)","(5.0, 6.6, 6.5)","(21.0, 44.0, 41.714285714285715)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:17.662623,"(1.65, 1.8, 1.7871428571428571)","(21.0, 90.0, 71.25)","(8.5, 18.0, 17.166666666666668)","(5.0, 6.6, 6.5)","(21.0, 44.0, 41.714285714285715)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:18.588544,"(1.65, 1.8, 1.7871428571428571)","(21.0, 90.0, 71.25)","(8.5, 18.0, 17.166666666666668)","(5.0, 6.6, 6.55)","(21.0, 44.0, 41.714285714285715)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:19.538574,"(1.65, 1.8, 1.7871428571428571)","(21.0, 90.0, 71.25)","(8.5, 18.0, 16.125)","(5.0, 6.6, 6.5)","(21.0, 44.0, 41.714285714285715)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:20.563981,"(1.65, 1.8, 1.7871428571428571)","(21.0, 90.0, 71.25)","(8.5, 17.5, 15.944444444444445)","(5.0, 6.6, 6.5)","(21.0, 44.0, 41.714285714285715)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:21.535560,"(1.65, 1.8, 1.7871428571428571)","(21.0, 90.0, 71.25)","(8.5, 17.5, 15.944444444444445)","(5.0, 6.6, 6.5)","(21.0, 44.0, 41.714285714285715)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:22.547128,"(1.65, 1.8, 1.7871428571428571)","(21.0, 90.0, 71.25)","(8.5, 17.5, 15.944444444444445)","(5.0, 6.6, 6.5)","(21.0, 44.0, 42.857142857142854)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:23.458298,"(1.65, 1.8, 1.7871428571428571)","(21.0, 90.0, 71.25)","(8.5, 17.5, 15.944444444444445)","(5.0, 6.6, 6.5)","(21.0, 44.0, 42.857142857142854)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:24.345720,"(1.65, 1.8, 1.7871428571428571)","(21.0, 90.0, 71.25)","(8.5, 17.5, 15.944444444444445)","(5.0, 6.6, 6.569230769230769)","(21.0, 44.0, 42.857142857142854)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:25.202404,"(1.65, 1.8, 1.7871428571428571)","(21.0, 90.0, 71.25)","(8.5, 17.5, 16.5)","(5.0, 6.6, 6.5)","(21.0, 44.0, 42.857142857142854)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:26.058627,"(1.65, 1.8, 1.7871428571428571)","(21.0, 90.0, 71.25)","(8.5, 17.5, 15.944444444444445)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 42.857142857142854)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:26.950578,"(1.65, 1.8, 1.7788235294117647)","(21.0, 90.0, 71.25)","(8.5, 17.5, 16.5)","(5.0, 6.6, 6.5)","(21.0, 44.0, 41.0)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:27.858053,"(1.65, 1.8, 1.7788235294117647)","(21.0, 90.0, 71.25)","(8.5, 17.5, 15.944444444444445)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 41.0)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:28.765482,"(1.65, 1.8, 1.7788235294117647)","(21.0, 90.0, 75.0)","(8.5, 17.5, 16.5)","(5.0, 6.6, 6.5)","(21.0, 44.0, 41.0)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:29.663314,"(1.65, 1.8, 1.7788235294117647)","(21.0, 90.0, 80.625)","(8.5, 17.5, 15.944444444444445)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 41.0)","(4.2, 5.7, 5.425000000000001)"
09-01-2023 17:04:30.606648,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 80.625)","(9.0, 17.5, 16.5)","(5.0, 6.6, 6.5)","(21.0, 44.0, 41.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:31.496275,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 83.75)","(9.0, 17.5, 15.944444444444445)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 41.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:32.429887,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 83.75)","(9.0, 17.5, 16.5)","(5.0, 6.6, 6.5)","(21.0, 44.0, 41.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:33.315917,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 83.75)","(9.0, 17.5, 15.944444444444445)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 41.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:34.231626,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 83.75)","(9.0, 17.5, 16.5)","(5.0, 6.6, 6.55)","(21.0, 44.0, 41.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:35.152274,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 83.75)","(9.0, 17.5, 15.944444444444445)","(5.0, 6.6, 6.569230769230769)","(21.0, 44.0, 41.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:36.031043,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 83.75)","(9.0, 18.0, 16.125)","(5.0, 6.6, 6.5)","(21.0, 44.0, 41.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:36.955255,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 83.75)","(9.0, 18.0, 17.166666666666668)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:37.822129,"(1.6, 1.8, 1.7675)","(26.0, 90.0, 83.75)","(9.0, 18.0, 16.125)","(5.0, 6.6, 6.5)","(21.0, 44.0, 41.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:38.683131,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 75.0)","(9.0, 18.0, 17.166666666666668)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 41.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:39.604520,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 75.0)","(9.0, 18.0, 16.125)","(5.0, 6.6, 6.5)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:40.437282,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 75.0)","(9.0, 18.0, 17.166666666666668)","(5.0, 6.6, 6.569230769230769)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:41.322646,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 75.0)","(9.0, 18.0, 16.125)","(5.0, 6.6, 6.5)","(21.0, 44.0, 43.14285714285714)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:42.232363,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 75.0)","(9.0, 18.0, 17.166666666666668)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 43.14285714285714)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:43.159029,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 75.0)","(9.0, 18.0, 16.125)","(5.0, 6.6, 6.5)","(21.0, 44.0, 43.14285714285714)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:44.069916,"(1.6, 1.8, 1.7788235294117647)","(26.0, 90.0, 75.0)","(9.0, 18.0, 17.166666666666668)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 43.14285714285714)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:45.003425,"(1.6, 1.8, 1.7675)","(26.0, 90.0, 75.0)","(9.0, 18.0, 16.125)","(5.0, 6.6, 6.5)","(21.0, 44.0, 43.14285714285714)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:45.950346,"(1.6, 1.8, 1.7675)","(26.0, 90.0, 75.0)","(9.0, 18.0, 17.166666666666668)","(5.0, 6.6, 6.55)","(21.0, 44.0, 43.14285714285714)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:46.876030,"(1.6, 1.8, 1.758)","(26.0, 90.0, 75.0)","(9.0, 18.0, 16.125)","(5.0, 6.6, 6.5)","(21.0, 44.0, 42.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:47.812280,"(1.6, 1.79, 1.7844444444444445)","(26.0, 90.0, 75.0)","(9.0, 18.0, 17.166666666666668)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 42.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:48.758524,"(1.6, 1.79, 1.7507142857142857)","(26.0, 90.0, 82.5)","(9.0, 18.0, 16.125)","(5.0, 6.6, 6.5)","(21.0, 44.0, 42.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:49.728973,"(1.6, 1.79, 1.7685714285714287)","(26.0, 90.0, 83.33333333333333)","(9.0, 18.0, 17.166666666666668)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 42.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:50.697085,"(1.6, 1.79, 1.7566666666666666)","(26.0, 90.0, 83.33333333333333)","(9.0, 18.0, 16.125)","(5.0, 6.6, 6.569230769230769)","(21.0, 44.0, 42.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:51.614010,"(1.6, 1.79, 1.7685714285714287)","(26.0, 90.0, 83.33333333333333)","(9.0, 18.0, 17.166666666666668)","(5.0, 6.6, 6.569230769230769)","(21.0, 44.0, 42.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:52.604411,"(1.6, 1.79, 1.7733333333333334)","(26.0, 90.0, 85.0)","(9.0, 17.5, 15.944444444444445)","(5.0, 6.6, 6.5)","(21.0, 44.0, 42.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:53.595264,"(1.6, 1.79, 1.7614285714285713)","(26.0, 90.0, 85.0)","(9.0, 17.5, 16.5)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 42.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:54.565088,"(1.6, 1.79, 1.7733333333333334)","(26.0, 90.0, 85.0)","(9.0, 17.5, 15.944444444444445)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 42.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:55.530459,"(1.6, 1.79, 1.7614285714285713)","(26.0, 90.0, 85.0)","(9.0, 17.5, 16.5)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 42.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:56.513037,"(1.6, 1.79, 1.7733333333333334)","(26.0, 90.0, 85.0)","(9.0, 17.5, 15.944444444444445)","(5.0, 6.6, 6.5)","(21.0, 44.0, 42.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:57.527151,"(1.6, 1.79, 1.7614285714285713)","(26.0, 90.0, 85.0)","(9.0, 17.5, 15.944444444444445)","(5.0, 6.6, 6.5)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:58.464375,"(1.6, 1.79, 1.7844444444444445)","(26.0, 90.0, 82.5)","(9.0, 17.5, 15.944444444444445)","(5.0, 6.6, 6.5)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:04:59.340160,"(1.6, 1.79, 1.7775)","(26.0, 90.0, 82.5)","(9.0, 17.5, 16.5)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:05:00.298233,"(1.6, 1.79, 1.7844444444444445)","(26.0, 90.0, 82.5)","(9.0, 17.5, 15.944444444444445)","(5.0, 6.6, 6.5)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:05:01.146025,"(1.6, 1.79, 1.7775)","(26.0, 90.0, 84.28571428571429)","(9.0, 18.0, 16.0)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:05:01.998263,"(1.6, 1.79, 1.7844444444444445)","(26.0, 90.0, 84.28571428571429)","(9.0, 18.0, 16.5)","(5.0, 6.6, 6.5)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:05:02.855266,"(1.6, 1.79, 1.7775)","(26.0, 90.0, 84.28571428571429)","(9.0, 18.0, 16.0)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:05:03.769912,"(1.6, 1.79, 1.7844444444444445)","(26.0, 90.0, 84.28571428571429)","(9.0, 18.0, 16.5)","(5.0, 6.6, 6.5)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:05:04.834766,"(1.6, 1.79, 1.7775)","(26.0, 90.0, 84.28571428571429)","(9.0, 18.0, 16.0)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:05:06.090775,"(1.6, 1.79, 1.7650000000000001)","(26.0, 90.0, 84.28571428571429)","(9.0, 18.0, 15.916666666666666)","(5.0, 6.6, 6.5)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:05:07.169628,"(1.6, 1.79, 1.7650000000000001)","(26.0, 90.0, 84.28571428571429)","(9.0, 18.0, 15.727272727272727)","(5.0, 6.6, 6.555555555555555)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:05:08.253246,"(1.6, 1.79, 1.7650000000000001)","(26.0, 90.0, 84.28571428571429)","(9.0, 18.0, 15.916666666666666)","(5.0, 6.6, 6.5)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:05:09.260491,"(1.6, 1.79, 1.7650000000000001)","(26.0, 90.0, 84.28571428571429)","(9.0, 18.0, 15.916666666666666)","(5.0, 6.6, 6.5)","(21.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:05:10.186778,"(1.6, 1.79, 1.7650000000000001)","(31.0, 90.0, 84.28571428571429)","(9.0, 18.0, 15.916666666666666)","(5.0, 6.6, 6.5)","(26.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:05:11.157722,"(1.6, 1.79, 1.7566666666666666)","(31.0, 90.0, 84.28571428571429)","(9.0, 18.0, 15.727272727272727)","(5.0, 6.6, 6.5)","(26.0, 44.0, 43.0)","(4.4, 5.7, 5.425000000000001)"
09-01-2023 17:05:12.025218,"(1.6, 1.79, 1.7566666666666666)","(31.0, 90.0, 84.28571428571429)","(9.0, 18.0, 15.916666666666666)","(5.0, 6.6, 6.5)","(26.0, 44.0, 43.0)","(4.4, 5.7, 5.4750000000000005)"
09-01-2023 17:05:12.909155,"(1.6, 1.79, 1.745)","(31.0, 90.0, 84.28571428571429)","(9.0, 18.0, 15.727272727272727)","(5.0, 6.6, 6.555555555555555)","(26.0, 44.0, 43.0)","(4.4, 5.7, 5.433333333333334)"
09-01-2023 17:05:13.782743,"(1.6, 1.79, 1.745)","(31.0, 90.0, 84.28571428571429)","(9.0, 18.0, 15.916666666666666)","(5.0, 6.6, 6.5)","(26.0, 44.0, 43.0)","(4.4, 5.7, 5.433333333333334)"
09-01-2023 17:05:14.677001,"(1.6, 1.79, 1.745)","(31.0, 90.0, 84.28571428571429)","(9.0, 18.0, 15.916666666666666)","(5.0, 6.6, 6.5)","(26.0, 44.0, 43.0)","(4.4, 5.7, 5.433333333333334)"
09-01-2023 17:05:15.547535,"(1.6, 1.79, 1.745)","(31.0, 90.0, 84.28571428571429)","(9.0, 18.0, 15.916666666666666)","(5.0, 6.6, 6.5)","(26.0, 44.0, 43.0)","(4.4, 5.7, 5.433333333333334)"
09-01-2023 17:05:16.490803,"(1.6, 1.79, 1.7433333333333334)","(31.0, 90.0, 90.83333333333333)","(9.0, 18.0, 15.692307692307692)","(5.0, 6.6, 6.555555555555555)","(26.0, 44.0, 43.0)","(4.4, 5.7, 5.433333333333334)"
09-01-2023 17:05:17.482432,"(1.6, 1.79, 1.744)","(31.0, 95.0, 90.83333333333333)","(9.0, 18.0, 15.692307692307692)","(5.0, 6.6, 6.5)","(26.0, 44.0, 43.0)","(4.4, 5.7, 5.4750000000000005)"
09-01-2023 17:05:18.482652,"(1.6, 1.79, 1.744)","(31.0, 95.0, 90.83333333333333)","(9.0, 18.0, 15.692307692307692)","(5.0, 6.6, 6.555555555555555)","(26.0, 44.0, 43.0)","(4.4, 5.7, 5.433333333333334)"
09-01-2023 17:05:19.490936,"(1.6, 1.79, 1.736923076923077)","(31.0, 95.0, 90.83333333333333)","(9.0, 18.0, 15.692307692307692)","(5.0, 6.6, 6.555555555555555)","(26.0, 44.0, 43.0)","(4.4, 5.7, 5.45)"
09-01-2023 17:05:20.474380,"(1.6, 1.79, 1.7536842105263157)","(31.0, 95.0, 90.83333333333333)","(9.0, 18.0, 15.916666666666666)","(5.0, 6.6, 6.231578947368421)","(26.0, 44.0, 42.0)","(4.4, 5.8, 5.613793103448276)"
09-01-2023 17:05:21.420801,"(1.6, 1.7, 1.6901029411764705)","(31.0, 95.0, 92.5)","(9.0, 18.0, 16.214285714285715)","(5.0, 7.0, 6.72)","(26.0, 44.0, 42.0)","(4.4, 5.8, 5.632)"
09-01-2023 17:05:22.317545,"(1.6, 1.69, 1.6898924731182796)","(31.0, 95.0, 92.5)","(9.0, 18.0, 16.625)","(5.0, 7.0, 6.72)","(26.0, 44.0, 42.0)","(4.4, 5.8, 5.632)"
09-01-2023 17:05:23.227642,"(1.6, 1.69, 1.6898795180722892)","(31.0, 95.0, 94.16666666666667)","(9.0, 18.0, 16.166666666666668)","(5.0, 7.0, 6.72972972972973)","(26.0, 44.0, 42.0)","(4.4, 5.8, 5.638181818181819)"
09-01-2023 17:05:24.179430,"(1.6, 1.69, 1.6898795180722892)","(31.0, 95.0, 94.16666666666667)","(9.0, 18.0, 16.842105263157894)","(5.0, 7.0, 6.7560975609756095)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.6171428571428565)"
09-01-2023 17:05:25.106364,"(1.6, 1.69, 1.689010989010989)","(31.0, 95.0, 94.16666666666667)","(9.0, 18.0, 17.0)","(5.0, 7.0, 6.7560975609756095)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.6139534883720925)"
09-01-2023 17:05:26.065175,"(1.6, 1.69, 1.689)","(31.0, 95.0, 94.16666666666667)","(9.0, 18.0, 17.043478260869566)","(5.0, 7.0, 6.857142857142857)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.6139534883720925)"
09-01-2023 17:05:27.024606,"(1.6, 1.69, 1.6883018867924529)","(31.0, 95.0, 94.28571428571429)","(9.0, 18.0, 17.043478260869566)","(5.0, 7.0, 6.913043478260869)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.6139534883720925)"
09-01-2023 17:05:28.214281,"(1.6, 1.69, 1.6883018867924529)","(31.0, 95.0, 93.75)","(10.0, 18.0, 17.043478260869566)","(5.0, 7.0, 7.088)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.5653061224489795)"
09-01-2023 17:05:29.376638,"(1.55, 1.7, 1.681225626740947)","(31.0, 95.0, 93.75)","(10.0, 18.0, 17.043478260869566)","(5.0, 7.4, 7.032258064516129)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.5653061224489795)"
09-01-2023 17:05:30.463885,"(1.55, 1.7, 1.681225626740947)","(31.0, 95.0, 93.75)","(10.0, 18.0, 17.043478260869566)","(5.0, 7.4, 7.032258064516129)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.607142857142857)"
09-01-2023 17:05:31.601025,"(1.55, 1.7, 1.681225626740947)","(31.0, 95.0, 94.0)","(10.0, 18.0, 17.142857142857142)","(5.0, 7.4, 7.142857142857143)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.607142857142857)"
09-01-2023 17:05:32.740862,"(1.55, 1.7, 1.681225626740947)","(31.0, 95.0, 94.44444444444444)","(10.0, 18.0, 17.142857142857142)","(5.0, 7.4, 6.904761904761905)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.6075)"
09-01-2023 17:05:33.799652,"(1.55, 1.7, 1.680960451977401)","(31.0, 95.0, 92.77777777777777)","(10.0, 18.0, 16.774193548387096)","(5.0, 7.4, 6.955555555555556)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.6075)"
09-01-2023 17:05:34.736649,"(1.55, 1.7, 1.6808157099697885)","(31.0, 95.0, 87.5)","(10.0, 18.0, 16.416666666666668)","(5.0, 7.4, 6.955555555555556)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.6075)"
09-01-2023 17:05:35.655520,"(1.55, 1.7, 1.6808157099697885)","(31.0, 95.0, 93.33333333333333)","(10.0, 18.0, 16.416666666666668)","(5.0, 7.6, 7.449999999999999)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.6075)"
09-01-2023 17:05:36.522266,"(1.55, 1.7, 1.6808157099697885)","(31.0, 95.0, 93.33333333333333)","(10.0, 18.0, 16.416666666666668)","(5.0, 7.6, 7.339130434782608)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.6069767441860465)"
09-01-2023 17:05:37.468216,"(1.55, 1.7, 1.680669710806697)","(31.0, 95.0, 93.125)","(10.0, 16.5, 16.357142857142858)","(5.0, 7.6, 7.155555555555555)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.6069767441860465)"
09-01-2023 17:05:38.404312,"(1.55, 1.7, 1.680670731707317)","(31.0, 95.0, 93.125)","(10.0, 16.5, 15.833333333333334)","(5.0, 7.6, 7.075862068965517)","(26.0, 44.0, 43.5)","(4.4, 5.9, 5.6056603773584905)"
09-01-2023 17:05:39.342725,"(1.55, 1.68, 1.6709999999999998)","(31.0, 95.0, 92.61904761904762)","(10.0, 17.5, 16.38888888888889)","(5.0, 7.6, 7.12)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.6056603773584905)"
09-01-2023 17:05:40.335977,"(1.55, 1.68, 1.652)","(31.0, 95.0, 92.61904761904762)","(10.0, 17.5, 16.083333333333332)","(5.0, 7.6, 7.171428571428571)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.6056603773584905)"
09-01-2023 17:05:41.345011,"(1.55, 1.68, 1.6654054054054053)","(31.0, 95.0, 92.61904761904762)","(10.0, 17.5, 15.8)","(5.0, 7.6, 7.381818181818182)","(26.0, 44.0, 42.0)","(4.4, 5.9, 5.657142857142857)"
09-01-2023 17:05:42.379620,"(1.55, 1.68, 1.6672340425531915)","(31.0, 95.0, 92.61904761904762)","(10.0, 17.5, 16.32758620689655)","(5.0, 7.6, 7.078260869565217)","(26.0, 44.0, 42.0)","(4.4, 6.0, 6.397058823529412)"
09-01-2023 17:05:43.525872,"(1.55, 1.66, 1.6583333333333332)","(31.0, 95.0, 92.61904761904762)","(10.0, 17.5, 17.428571428571427)","(5.0, 7.6, 7.214814814814814)","(26.0, 44.0, 42.0)","(4.4, 6.4, 6.393301435406699)"
09-01-2023 17:05:44.533984,"(1.55, 1.64, 1.6359090909090908)","(31.0, 95.0, 94.41176470588235)","(10.0, 18.0, 17.428571428571427)","(5.0, 7.6, 6.906666666666666)","(26.0, 44.0, 42.0)","(4.4, 6.4, 6.584761904761905)"
09-01-2023 17:05:45.750685,"(1.55, 1.64, 1.6321428571428571)","(31.0, 95.0, 94.41176470588235)","(10.0, 18.0, 17.466666666666665)","(5.0, 7.6, 7.12)","(26.0, 44.0, 42.0)","(4.4, 6.6, 6.397555012224939)"
09-01-2023 17:05:46.733605,"(1.55, 1.67, 1.64)","(31.0, 95.0, 94.41176470588235)","(10.0, 18.0, 17.428571428571427)","(5.0, 7.4, 7.171428571428572)","(26.0, 44.0, 42.0)","(4.4, 6.4, 6.397512437810946)"
09-01-2023 17:05:47.600048,"(1.55, 1.68, 1.6591666666666667)","(31.0, 95.0, 81.36363636363636)","(10.0, 18.0, 17.428571428571427)","(5.0, 7.6, 7.292307692307692)","(26.0, 44.0, 43.5)","(4.4, 6.4, 6.397512437810946)"
09-01-2023 17:05:48.651997,"(1.55, 1.67, 1.6336363636363636)","(31.0, 95.0, 81.07142857142857)","(10.0, 18.0, 17.166666666666668)","(5.0, 7.6, 7.1125)","(26.0, 44.0, 43.5)","(4.4, 6.6, 6.575172413793103)"
09-01-2023 17:05:49.815772,"(1.5, 1.67, 1.6664705882352941)","(31.0, 95.0, 81.07142857142857)","(10.0, 18.0, 17.166666666666668)","(5.0, 7.6, 7.20625)","(26.0, 44.0, 43.5)","(4.6, 6.6, 6.442105263157895)"
09-01-2023 17:05:51.289581,"(1.5, 1.67, 1.6657575757575758)","(31.0, 95.0, 80.35714285714286)","(10.0, 18.0, 16.736842105263158)","(5.0, 7.6, 7.1)","(26.0, 44.0, 43.5)","(4.6, 6.6, 6.584503631961259)"
09-01-2023 17:05:52.653196,"(1.5, 1.66, 1.6591176470588234)","(31.0, 85.0, 80.35714285714286)","(10.0, 18.0, 16.736842105263158)","(5.0, 7.4, 7.1)","(26.0, 44.0, 43.5)","(4.6, 6.6, 6.584503631961259)"
09-01-2023 17:05:53.841450,"(1.5, 1.66, 1.6591176470588234)","(31.0, 85.0, 80.35714285714286)","(10.0, 18.0, 17.043478260869566)","(5.0, 7.4, 7.136)","(26.0, 44.0, 43.5)","(4.6, 6.6, 6.5212121212121215)"
09-01-2023 17:05:54.927789,"(1.5, 1.64, 1.6295238095238096)","(31.0, 85.0, 80.35714285714286)","(10.0, 18.0, 17.043478260869566)","(5.0, 7.4, 7.136)","(26.0, 44.0, 43.5)","(4.6, 6.6, 6.5212121212121215)"
09-01-2023 17:05:56.098649,"(1.5, 1.64, 1.6295238095238096)","(31.0, 85.0, 80.35714285714286)","(10.0, 18.0, 17.043478260869566)","(5.0, 7.4, 7.136)","(26.0, 44.0, 43.5)","(4.6, 6.6, 6.5212121212121215)"
09-01-2023 17:05:57.224044,"(1.5, 1.64, 1.6295238095238096)","(31.0, 85.0, 80.35714285714286)","(10.0, 18.0, 17.043478260869566)","(5.0, 7.4, 7.1034482758620685)","(26.0, 44.0, 43.5)","(4.6, 6.6, 6.5212121212121215)"
09-01-2023 17:05:58.305591,"(1.5, 1.66, 1.6553424657534246)","(31.0, 85.0, 78.33333333333333)","(10.0, 17.5, 16.205882352941178)","(5.0, 7.4, 7.072727272727273)","(26.0, 44.0, 43.5)","(4.6, 6.6, 6.485106382978723)"
09-01-2023 17:05:59.461287,"(1.5, 1.66, 1.6542372881355931)","(31.0, 85.0, 78.33333333333333)","(10.0, 17.5, 16.205882352941178)","(5.0, 7.4, 7.072727272727273)","(26.0, 44.0, 43.5)","(4.6, 6.6, 6.485106382978723)"
