,Daddysruby,Carmel By The Sea,Forever Lovely,Blazin Bae,Vintage,Lady Of The Light,Like No Other,Rose Of Mooncoin,Fourth Street,Smile And Profile
08-01-2023 09:29:23.955484,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:25.078759,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:26.180280,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:27.266977,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:28.368609,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:29.483932,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:30.584550,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:31.686831,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:32.780034,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:33.890033,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:34.971655,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:36.056611,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:37.133967,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:38.251062,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:39.336599,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:40.425188,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:41.519453,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:42.619922,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:43.718938,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:44.810830,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:45.912066,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:47.014832,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:48.093014,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:49.188534,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:50.298110,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:51.401712,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:52.474217,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:53.571001,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:54.657312,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:55.745930,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:56.842474,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:57.957679,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:29:59.059971,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:00.164247,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:01.268343,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:02.344759,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:03.453157,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:04.545366,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:05.625954,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:06.738276,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:07.826095,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:08.916975,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:10.003016,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:11.107790,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:12.170235,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:13.262806,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:14.354693,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:15.436994,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:16.532681,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:17.622568,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:18.733993,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:19.813846,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:20.911861,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:22.003010,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:23.098209,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:24.193517,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:25.274093,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:26.396238,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:27.451783,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:28.553368,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:29.639689,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:30.751144,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:31.841613,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:32.936406,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:34.068178,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:35.227927,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:36.340265,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:37.442864,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:38.541006,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:39.670460,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:40.812486,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:42.338384,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:43.482823,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:44.837362,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:46.207160,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:47.505384,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:48.807493,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:50.154955,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:51.378955,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:52.590258,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:53.751780,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:54.906992,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:56.025166,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:57.139448,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:58.256255,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:30:59.387756,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:31:00.497881,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:31:01.662911,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(41.0, 99999, 99990)","(31.0, 99999, 99990)","(6.5, 99999, 99990)","(21.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(2.8, 99999, 99990)","(8.5, 99999, 99990)"
