,Daddysruby,Carmel By The Sea,Forever Lovely,Blazin Bae,Vintage,Lady Of The Light,Like No Other,Rose Of Mooncoin,Fourth Street,Smile And Profile
08-01-2023 09:44:47.552794,"(10.0, 99999, 99990)","(8.5, 99999, 99990)","(61.0, 99999, 99990)","(41.0, 99999, 99990)","(4.8, 99999, 99990)","(16.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)"
08-01-2023 09:44:48.719592,"(10.0, 99999, 99990)","(8.5, 99999, 99990)","(61.0, 99999, 99990)","(41.0, 99999, 99990)","(4.8, 99999, 99990)","(16.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)"
08-01-2023 09:44:49.862385,"(10.0, 99999, 99990)","(8.5, 99999, 99990)","(61.0, 99999, 99990)","(41.0, 99999, 99990)","(4.8, 99999, 99990)","(16.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)"
08-01-2023 09:44:50.996078,"(10.0, 99999, 99990)","(8.5, 99999, 99990)","(61.0, 99999, 99990)","(41.0, 99999, 99990)","(4.8, 99999, 99990)","(16.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)"
08-01-2023 09:44:52.124384,"(10.0, 99999, 99990)","(8.5, 99999, 99990)","(61.0, 99999, 99990)","(41.0, 99999, 99990)","(4.8, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)"
08-01-2023 09:44:53.283175,"(10.0, 99999, 99990)","(8.5, 99999, 99990)","(61.0, 99999, 99990)","(41.0, 99999, 99990)","(4.8, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)"
08-01-2023 09:44:54.444162,"(10.0, 99999, 99990)","(8.5, 99999, 99990)","(61.0, 99999, 99990)","(41.0, 99999, 99990)","(4.8, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)"
08-01-2023 09:44:55.589677,"(10.0, 99999, 99990)","(8.5, 99999, 99990)","(61.0, 99999, 99990)","(41.0, 99999, 99990)","(4.8, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)"
08-01-2023 09:44:56.720405,"(10.0, 99999, 99990)","(8.5, 99999, 99990)","(61.0, 99999, 99990)","(41.0, 99999, 99990)","(4.8, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(11.0, 99999, 99990)"
08-01-2023 09:44:57.855719,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:44:59.017320,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:00.182316,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:01.314205,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:02.451341,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:03.600211,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:04.782176,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:05.938560,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:07.110280,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:08.248423,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:09.387098,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:10.533740,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:11.687866,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:12.882666,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:14.036249,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:15.209653,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:16.394224,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:17.577870,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:18.719117,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:19.860089,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:21.028376,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:22.175871,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:23.310503,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:24.440411,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:25.570148,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:26.707812,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:27.843688,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:28.989663,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:30.135144,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:31.280111,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:32.417259,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:33.546466,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:34.668865,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:35.820862,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:36.965719,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:38.138567,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:39.278154,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:40.432666,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:41.574181,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:42.692395,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:43.828173,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:44.962559,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:46.155380,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:47.276520,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:48.412325,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:49.603073,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:50.728242,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:51.887230,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:53.057366,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:54.228901,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:55.406509,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:56.550176,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:57.703961,"(11.0, 99999, 99990)","(8.5, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:45:58.856677,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:00.042997,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:01.170504,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:02.349371,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:03.475979,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:04.600085,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:05.699830,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:06.830007,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:07.939793,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:09.096817,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:10.236767,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:11.352926,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:12.541951,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:13.647773,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:14.751750,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:15.924676,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:17.101707,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:18.231735,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.8, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:19.334672,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:20.428939,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:21.541740,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:22.641584,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:23.811679,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:24.917090,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:26.051651,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
08-01-2023 09:46:27.151833,"(11.0, 99999, 99990)","(8.0, 99999, 99990)","(51.0, 99999, 99990)","(41.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(6.5, 99999, 99990)","(4.6, 99999, 99990)","(3.2, 99999, 99990)","(12.0, 99999, 99990)"
