,Im Indigo,Moyarra Minstrel,Bushmans Prayer,Bold Linda,Honest Thief,Chappys Cosmog,Kraken Skye,Dark Krystal
15-12-2022 12:07:23.749697,"(5.0, 8.0, 6.2)","(14.0, 30.0, 26.5)","(7.5, 10.0, 8.9)","(7.5, 14.5, 12.8)","(18.0, 60.0, 34.6875)","(3.5, 4.4, 4.025)","(3.6, 5.6, 4.949999999999999)","(7.0, 15.5, 12.866666666666667)"
15-12-2022 12:07:24.905954,"(5.0, 8.0, 6.2)","(14.0, 30.0, 26.5)","(7.5, 10.0, 8.9)","(7.5, 14.5, 11.585714285714285)","(18.0, 60.0, 34.6875)","(3.5, 4.4, 4.025)","(3.6, 5.6, 4.433333333333334)","(7.0, 15.5, 12.866666666666667)"
15-12-2022 12:07:25.929420,"(5.0, 8.0, 6.2)","(14.0, 30.0, 26.5)","(7.5, 10.0, 8.533333333333333)","(7.5, 14.5, 11.585714285714285)","(18.0, 60.0, 34.6875)","(3.5, 4.4, 4.0636363636363635)","(3.6, 5.6, 5.0)","(7.0, 15.5, 12.6125)"
15-12-2022 12:07:27.182793,"(5.0, 7.8, 6.36)","(14.0, 30.0, 26.5)","(7.5, 10.0, 8.533333333333333)","(7.5, 14.5, 11.484615384615385)","(18.0, 60.0, 35.0)","(3.5, 4.5, 4.0636363636363635)","(3.6, 5.6, 5.0)","(7.0, 15.5, 12.6125)"
15-12-2022 12:07:28.204042,"(5.0, 7.8, 6.36)","(14.0, 30.0, 26.5)","(7.5, 10.0, 8.533333333333333)","(7.5, 14.5, 11.484615384615385)","(18.0, 60.0, 39.75)","(3.5, 4.5, 4.0636363636363635)","(3.6, 5.6, 5.0)","(7.0, 15.5, 12.7625)"
15-12-2022 12:07:29.236001,"(5.0, 7.8, 6.36)","(14.0, 30.0, 26.5)","(7.5, 10.0, 8.533333333333333)","(7.5, 14.5, 11.484615384615385)","(18.0, 60.0, 39.75)","(3.5, 4.5, 4.0636363636363635)","(3.6, 5.6, 4.516666666666667)","(7.0, 15.5, 12.7625)"
15-12-2022 12:07:30.231172,"(5.0, 7.8, 6.36)","(14.0, 30.0, 27.583333333333332)","(7.5, 10.0, 8.533333333333333)","(7.5, 14.5, 11.607692307692307)","(18.0, 60.0, 39.75)","(3.5, 4.5, 4.135714285714286)","(3.6, 5.6, 4.516666666666667)","(7.0, 15.5, 12.7625)"
15-12-2022 12:07:31.272757,"(5.0, 7.8, 6.36)","(14.0, 30.0, 27.583333333333332)","(7.5, 10.0, 8.533333333333333)","(7.5, 14.5, 11.814285714285715)","(18.0, 60.0, 39.75)","(3.5, 4.5, 4.135714285714286)","(3.6, 5.6, 4.516666666666667)","(7.0, 15.5, 12.7625)"
15-12-2022 12:07:32.300616,"(5.0, 7.8, 6.6923076923076925)","(14.0, 30.0, 28.38888888888889)","(7.5, 10.0, 8.533333333333333)","(7.5, 14.5, 12.95)","(18.0, 60.0, 35.0)","(3.5, 4.5, 4.0636363636363635)","(3.6, 5.6, 5.05)","(7.0, 15.5, 12.433333333333334)"
15-12-2022 12:07:33.351716,"(5.0, 7.8, 7.5)","(14.0, 30.0, 28.38888888888889)","(7.5, 10.0, 8.533333333333333)","(7.5, 14.0, 12.0)","(18.0, 60.0, 35.0)","(3.5, 4.5, 4.0636363636363635)","(3.6, 5.6, 5.05)","(7.0, 15.5, 12.433333333333334)"
15-12-2022 12:07:34.434652,"(5.0, 7.8, 6.6)","(15.0, 30.0, 28.38888888888889)","(7.5, 10.0, 8.533333333333333)","(8.0, 14.0, 12.0)","(19.0, 60.0, 35.0)","(3.4, 4.5, 4.0636363636363635)","(3.6, 5.6, 5.05)","(7.0, 15.5, 12.433333333333334)"
15-12-2022 12:07:35.506912,"(5.0, 7.8, 6.28421052631579)","(15.0, 30.0, 26.5)","(7.5, 10.0, 8.533333333333333)","(8.0, 14.0, 11.142857142857142)","(19.0, 60.0, 40.0)","(3.4, 4.5, 4.358333333333333)","(3.6, 5.6, 4.6000000000000005)","(7.0, 15.5, 12.433333333333334)"
15-12-2022 12:07:36.542493,"(5.0, 7.8, 6.0)","(15.0, 30.0, 26.5)","(7.5, 10.0, 8.4)","(8.0, 14.0, 11.142857142857142)","(19.0, 60.0, 40.0)","(3.4, 4.5, 4.358333333333333)","(3.6, 5.6, 4.6000000000000005)","(7.0, 15.5, 12.433333333333334)"
15-12-2022 12:07:37.568371,"(5.0, 7.8, 6.0)","(15.0, 30.0, 26.5)","(7.5, 10.0, 8.4)","(8.0, 14.0, 11.142857142857142)","(19.0, 60.0, 40.0)","(3.4, 4.5, 4.366666666666667)","(3.6, 5.6, 5.1)","(7.0, 15.5, 13.528571428571428)"
15-12-2022 12:07:38.722020,"(5.0, 7.8, 6.0)","(15.0, 32.0, 28.0)","(7.5, 10.0, 8.4)","(8.0, 14.0, 11.142857142857142)","(19.0, 60.0, 40.0)","(3.4, 4.5, 4.366666666666667)","(3.6, 5.6, 5.1)","(7.0, 15.5, 13.528571428571428)"
15-12-2022 12:07:39.839209,"(5.0, 7.8, 6.0)","(15.0, 32.0, 28.0)","(7.5, 10.0, 8.4)","(8.0, 14.0, 12.055555555555555)","(19.0, 60.0, 40.0)","(3.4, 4.5, 4.366666666666667)","(3.6, 5.6, 5.1)","(7.0, 15.5, 13.528571428571428)"
15-12-2022 12:07:40.942131,"(5.0, 7.8, 6.0)","(15.0, 32.0, 28.0)","(7.5, 10.0, 8.4)","(8.0, 14.0, 12.055555555555555)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.358333333333333)","(3.6, 5.6, 4.683333333333334)","(7.0, 15.5, 13.528571428571428)"
15-12-2022 12:07:42.045697,"(5.0, 7.8, 6.0)","(15.0, 32.0, 28.0)","(7.5, 10.0, 8.4)","(8.0, 14.0, 12.055555555555555)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.358333333333333)","(3.6, 5.6, 4.6000000000000005)","(7.0, 15.5, 13.528571428571428)"
15-12-2022 12:07:43.079775,"(5.0, 7.8, 6.0)","(15.0, 32.0, 28.0)","(7.5, 10.0, 8.4)","(8.0, 14.0, 12.055555555555555)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.358333333333333)","(3.6, 5.6, 4.6000000000000005)","(7.0, 15.5, 12.522222222222222)"
15-12-2022 12:07:44.170617,"(5.0, 7.8, 5.88)","(15.0, 32.0, 28.0)","(7.5, 10.0, 8.4)","(8.0, 14.0, 12.055555555555555)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.366666666666667)","(3.6, 5.6, 5.15)","(7.0, 15.5, 12.61111111111111)"
15-12-2022 12:07:45.233970,"(5.0, 7.8, 5.88)","(15.0, 32.0, 28.0)","(7.5, 10.0, 8.4)","(8.0, 14.0, 12.055555555555555)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.366666666666667)","(3.6, 5.6, 5.15)","(7.0, 15.5, 12.61111111111111)"
15-12-2022 12:07:46.318108,"(5.0, 7.8, 5.742857142857143)","(15.0, 32.0, 29.333333333333332)","(7.5, 10.0, 8.4)","(8.0, 14.0, 12.055555555555555)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.366666666666667)","(3.6, 5.6, 5.15)","(7.0, 15.5, 12.61111111111111)"
15-12-2022 12:07:47.370783,"(5.0, 7.8, 5.742857142857143)","(15.0, 32.0, 29.333333333333332)","(7.5, 10.0, 8.4)","(8.0, 14.0, 12.055555555555555)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.366666666666667)","(3.6, 5.6, 4.516666666666667)","(7.0, 15.5, 12.61111111111111)"
15-12-2022 12:07:48.405381,"(5.0, 7.8, 5.742857142857143)","(15.0, 32.0, 29.333333333333332)","(7.5, 10.0, 8.8)","(8.0, 14.0, 12.055555555555555)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.416666666666667)","(3.6, 5.6, 5.05)","(7.0, 15.5, 11.899999999999999)"
15-12-2022 12:07:49.448609,"(5.0, 7.8, 5.742857142857143)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 14.0, 12.055555555555555)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.416666666666667)","(3.6, 5.6, 5.05)","(7.0, 15.5, 12.35)"
15-12-2022 12:07:50.575741,"(5.0, 7.8, 5.742857142857143)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 14.0, 12.055555555555555)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.375)","(3.6, 5.6, 5.05)","(7.0, 15.5, 12.9)"
15-12-2022 12:07:51.650385,"(5.0, 7.8, 5.742857142857143)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 14.0, 12.055555555555555)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.375)","(3.6, 5.6, 5.05)","(7.0, 15.5, 12.61111111111111)"
15-12-2022 12:07:52.705780,"(5.0, 7.8, 5.742857142857143)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 14.0, 11.833333333333334)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.0636363636363635)","(3.6, 5.6, 4.5)","(7.0, 15.5, 12.61111111111111)"
15-12-2022 12:07:53.818119,"(5.0, 7.8, 5.742857142857143)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.833333333333334)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.090909090909091)","(3.6, 5.5, 5.05)","(7.0, 15.5, 12.61111111111111)"
15-12-2022 12:07:54.883094,"(5.0, 7.8, 5.742857142857143)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.833333333333334)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.090909090909091)","(3.6, 5.5, 5.05)","(7.0, 15.5, 12.61111111111111)"
15-12-2022 12:07:55.987157,"(5.0, 7.8, 5.742857142857143)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.833333333333334)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.090909090909091)","(3.6, 5.5, 5.05)","(7.0, 15.5, 12.61111111111111)"
15-12-2022 12:07:57.082664,"(5.0, 7.8, 5.742857142857143)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.833333333333334)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.090909090909091)","(3.6, 5.5, 5.05)","(7.0, 15.5, 12.61111111111111)"
15-12-2022 12:07:58.173907,"(5.0, 7.8, 5.742857142857143)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.357142857142858)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.090909090909091)","(3.6, 5.5, 4.416666666666667)","(7.0, 15.5, 12.61111111111111)"
15-12-2022 12:07:59.337608,"(5.0, 7.8, 5.742857142857143)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.357142857142858)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.118181818181818)","(3.6, 5.5, 4.95)","(7.0, 15.5, 12.61111111111111)"
15-12-2022 12:08:00.507005,"(5.0, 7.8, 5.623255813953489)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.357142857142858)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.118181818181818)","(3.6, 5.5, 4.766666666666667)","(7.0, 15.5, 12.7)"
15-12-2022 12:08:01.634753,"(5.0, 7.8, 5.623255813953489)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.357142857142858)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.383333333333333)","(3.6, 5.5, 4.766666666666667)","(7.0, 15.5, 12.7)"
15-12-2022 12:08:02.785378,"(5.0, 7.8, 5.623255813953489)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.357142857142858)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.375)","(3.6, 5.5, 4.409090909090909)","(7.0, 15.5, 12.7)"
15-12-2022 12:08:03.887753,"(5.0, 7.8, 5.623255813953489)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.357142857142858)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.375)","(3.6, 5.5, 4.409090909090909)","(7.0, 15.5, 12.7)"
15-12-2022 12:08:04.959934,"(5.0, 7.8, 5.623255813953489)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.2375)","(3.6, 5.5, 4.833333333333333)","(7.0, 15.5, 12.7)"
15-12-2022 12:08:05.977058,"(5.0, 7.8, 5.623255813953489)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.2375)","(3.6, 5.5, 4.833333333333333)","(7.0, 15.5, 12.7)"
15-12-2022 12:08:06.979263,"(5.0, 7.8, 5.623255813953489)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.2375)","(3.6, 5.5, 4.833333333333333)","(7.0, 15.5, 12.7)"
15-12-2022 12:08:07.965070,"(5.0, 7.8, 5.623255813953489)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.25)","(3.6, 5.5, 4.409090909090909)","(7.0, 15.5, 12.7)"
15-12-2022 12:08:09.040254,"(5.0, 7.8, 5.623255813953489)","(15.0, 34.0, 31.0)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.25)","(3.6, 5.5, 4.409090909090909)","(7.0, 15.5, 13.399999999999999)"
15-12-2022 12:08:10.076353,"(5.0, 7.8, 5.623255813953489)","(15.0, 32.0, 29.333333333333332)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.383333333333333)","(3.6, 5.5, 4.8999999999999995)","(7.0, 15.5, 13.399999999999999)"
15-12-2022 12:08:11.132987,"(5.0, 7.8, 5.623255813953489)","(15.0, 32.0, 29.333333333333332)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.383333333333333)","(3.6, 5.5, 4.8999999999999995)","(7.0, 15.5, 13.399999999999999)"
15-12-2022 12:08:12.153272,"(5.0, 7.8, 5.623255813953489)","(15.0, 32.0, 29.333333333333332)","(7.5, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 40.0)","(3.5, 4.5, 4.383333333333333)","(3.6, 5.5, 4.8999999999999995)","(7.0, 15.5, 13.399999999999999)"
15-12-2022 12:08:13.172446,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 29.333333333333332)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(18.0, 60.0, 40.0)","(3.5, 4.5, 4.375)","(3.7, 5.5, 4.318181818181818)","(7.0, 15.5, 13.399999999999999)"
15-12-2022 12:08:14.146503,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.125)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(18.0, 60.0, 40.0)","(3.5, 4.5, 4.375)","(3.7, 5.5, 4.318181818181818)","(7.0, 15.5, 13.399999999999999)"
15-12-2022 12:08:15.146645,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.125)","(7.0, 10.0, 8.56)","(8.0, 13.5, 11.227272727272727)","(18.0, 60.0, 40.0)","(3.5, 4.5, 4.375)","(3.7, 5.5, 4.318181818181818)","(7.0, 15.5, 12.7)"
15-12-2022 12:08:16.138004,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.125)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.15625)","(18.0, 60.0, 40.0)","(3.5, 4.5, 4.383333333333333)","(3.7, 5.5, 4.766666666666667)","(7.0, 15.5, 12.7)"
15-12-2022 12:08:17.224563,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.125)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.15625)","(18.0, 60.0, 35.625)","(3.5, 4.5, 4.383333333333333)","(3.7, 5.5, 4.766666666666667)","(7.0, 15.5, 12.7)"
15-12-2022 12:08:18.241591,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.25)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.15625)","(18.0, 60.0, 35.625)","(3.5, 4.5, 4.4363636363636365)","(3.7, 5.5, 4.375)","(7.0, 15.5, 12.7)"
15-12-2022 12:08:19.370587,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.25)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.15625)","(18.0, 60.0, 35.625)","(3.5, 4.5, 4.4363636363636365)","(3.7, 5.5, 4.483333333333333)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:20.425148,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.25)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.15625)","(18.0, 60.0, 35.625)","(3.5, 4.5, 4.391666666666667)","(3.7, 5.4, 4.95)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:21.473896,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.25)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.15625)","(18.0, 60.0, 35.625)","(3.5, 4.5, 4.391666666666667)","(3.7, 5.4, 4.95)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:22.483025,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.25)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.15625)","(18.0, 60.0, 35.625)","(3.5, 4.5, 4.391666666666667)","(3.7, 5.4, 4.95)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:23.468965,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.25)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.15625)","(18.0, 60.0, 35.625)","(3.5, 4.5, 4.441666666666666)","(3.7, 5.4, 4.316666666666666)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:24.530142,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.25)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.15625)","(18.0, 60.0, 35.625)","(3.5, 4.5, 4.211764705882353)","(3.7, 5.4, 4.316666666666666)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:25.593320,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.25)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.15625)","(18.0, 60.0, 35.625)","(3.5, 4.5, 4.120833333333334)","(3.7, 5.4, 4.85)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:26.640623,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 30.333333333333336)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.15625)","(18.0, 60.0, 35.625)","(3.5, 4.5, 4.120833333333334)","(3.7, 5.4, 4.85)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:27.652286,"(5.0, 7.8, 5.6000000000000005)","(15.0, 30.0, 26.875)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.15625)","(18.0, 60.0, 35.625)","(3.5, 4.5, 4.120833333333334)","(3.7, 5.4, 4.85)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:28.660748,"(5.0, 7.8, 5.6000000000000005)","(15.0, 30.0, 26.875)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(18.0, 60.0, 35.625)","(3.5, 4.5, 4.266666666666667)","(3.7, 5.4, 4.4)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:29.737128,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.375)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(18.0, 60.0, 48.529411764705884)","(3.5, 4.5, 4.266666666666667)","(3.7, 5.4, 4.318181818181818)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:30.731481,"(5.0, 7.8, 5.6000000000000005)","(15.0, 30.0, 26.875)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(18.0, 60.0, 47.0)","(3.5, 4.5, 4.175)","(3.7, 5.5, 4.766666666666667)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:31.773442,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.375)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(18.0, 60.0, 47.0)","(3.5, 4.5, 4.175)","(3.7, 5.5, 4.766666666666667)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:32.800223,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.375)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(18.0, 60.0, 47.0)","(3.5, 4.5, 4.175)","(3.7, 5.5, 4.766666666666667)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:33.798920,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.375)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(18.0, 60.0, 47.0)","(3.5, 4.5, 4.345238095238095)","(3.7, 5.5, 4.852941176470589)","(7.0, 15.5, 12.788888888888888)"
15-12-2022 12:08:35.102316,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.375)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 36.0)","(3.5, 4.5, 4.2)","(3.8, 5.4, 4.8)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:36.148226,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.375)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 49.714285714285715)","(3.5, 4.5, 4.2)","(3.8, 5.4, 4.8)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:37.464836,"(5.0, 7.8, 5.6000000000000005)","(15.0, 30.0, 26.875)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 49.714285714285715)","(3.5, 4.5, 4.2)","(3.8, 5.4, 4.8)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:38.549349,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.375)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 49.714285714285715)","(3.5, 4.5, 4.319444444444445)","(3.8, 5.4, 4.566666666666667)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:39.785199,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.375)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 49.714285714285715)","(3.5, 4.5, 4.319444444444445)","(3.8, 5.4, 4.566666666666667)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:40.977351,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.375)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 49.714285714285715)","(3.5, 4.5, 4.2)","(3.8, 5.4, 4.8)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:42.038366,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.375)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.227272727272727)","(19.0, 60.0, 44.90909090909091)","(3.5, 4.5, 4.15)","(3.8, 5.4, 4.9)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:43.077819,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 28.375)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.277777777777779)","(19.0, 70.0, 44.90909090909091)","(3.5, 4.4, 4.15)","(3.8, 5.3, 4.9)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:44.089789,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 30.68181818181818)","(7.0, 10.0, 8.8)","(8.0, 13.5, 11.277777777777779)","(19.0, 70.0, 44.90909090909091)","(3.5, 4.4, 4.15)","(3.8, 5.3, 4.9)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:45.292273,"(5.0, 7.8, 5.6000000000000005)","(15.0, 32.0, 30.68181818181818)","(7.0, 10.0, 8.8)","(8.0, 12.5, 11.057692307692308)","(19.0, 70.0, 52.75)","(3.5, 4.4, 4.228125)","(3.8, 5.3, 4.6571428571428575)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:46.415715,"(5.0, 7.8, 5.690909090909091)","(15.0, 32.0, 30.68181818181818)","(7.0, 10.0, 8.8)","(8.0, 12.5, 11.057692307692308)","(19.0, 70.0, 54.0)","(3.5, 4.4, 4.275)","(3.8, 5.3, 4.9)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:47.492694,"(5.0, 7.8, 5.690909090909091)","(15.0, 32.0, 30.68181818181818)","(7.0, 10.0, 8.8)","(8.0, 12.5, 11.057692307692308)","(19.0, 70.0, 54.0)","(3.5, 4.4, 4.275)","(3.8, 5.3, 4.9)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:48.551654,"(5.0, 7.8, 5.690909090909091)","(15.0, 32.0, 30.68181818181818)","(7.0, 10.0, 8.8)","(8.0, 12.5, 11.057692307692308)","(19.0, 70.0, 54.0)","(3.5, 4.4, 4.275)","(3.8, 5.3, 4.7)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:49.595438,"(5.0, 7.8, 5.690909090909091)","(15.0, 32.0, 28.5)","(7.0, 10.0, 8.8)","(8.0, 12.5, 11.057692307692308)","(19.0, 70.0, 54.0)","(3.5, 4.4, 4.233333333333333)","(3.8, 5.3, 4.5058823529411764)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:50.623451,"(5.0, 7.8, 5.690909090909091)","(15.0, 32.0, 28.5)","(7.0, 10.0, 8.8)","(8.0, 12.5, 11.057692307692308)","(19.0, 70.0, 54.0)","(3.5, 4.4, 4.445454545454545)","(3.8, 5.3, 4.5058823529411764)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:51.612010,"(5.0, 7.8, 5.690909090909091)","(15.0, 32.0, 28.5)","(7.0, 10.0, 8.8)","(8.0, 12.5, 11.057692307692308)","(19.0, 70.0, 54.0)","(3.5, 4.5, 4.228571428571429)","(3.8, 5.3, 4.888888888888889)","(7.0, 15.5, 13.757142857142856)"
15-12-2022 12:08:52.608905,"(5.0, 7.8, 5.690909090909091)","(15.0, 32.0, 28.5)","(7.0, 10.0, 8.8)","(8.0, 12.5, 11.057692307692308)","(19.0, 70.0, 54.0)","(3.5, 4.6, 4.25)","(3.8, 5.2, 4.888888888888889)","(7.0, 15.5, 9.700000000000001)"
15-12-2022 12:08:53.663587,"(5.0, 7.8, 5.690909090909091)","(15.0, 32.0, 28.5)","(7.0, 10.0, 8.8)","(8.0, 12.5, 11.048387096774194)","(20.0, 70.0, 46.705882352941174)","(3.5, 4.6, 4.3533333333333335)","(3.8, 5.2, 4.80625)","(7.0, 11.5, 9.82)"
