,Zipping Glamour,Venom Encounter,Wow Shes Sweet,Black Redeemer,Susie Zeus,Tick It Off,Lady Marcella
10-01-2023 13:31:52.830863,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.604090909090909)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 32.1875)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:31:53.835578,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:31:54.863865,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:31:55.888386,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.046153846153846)"
10-01-2023 13:31:56.957793,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.046153846153846)"
10-01-2023 13:31:58.051255,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.046153846153846)"
10-01-2023 13:31:59.020361,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.046153846153846)"
10-01-2023 13:32:00.046007,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.9454545454545453)"
10-01-2023 13:32:01.148362,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.9454545454545453)"
10-01-2023 13:32:02.241270,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:32:03.239553,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:32:04.523184,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:32:05.757944,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.523076923076923)"
10-01-2023 13:32:06.949126,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.523076923076923)"
10-01-2023 13:32:08.183108,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.523076923076923)"
10-01-2023 13:32:09.412771,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.0)"
10-01-2023 13:32:10.546358,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.9454545454545453)"
10-01-2023 13:32:11.639370,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.9454545454545453)"
10-01-2023 13:32:12.792350,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.066666666666666)"
10-01-2023 13:32:13.875689,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.0181818181818185)"
10-01-2023 13:32:14.999572,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:32:16.012706,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:32:17.092834,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.460869565217392)"
10-01-2023 13:32:18.223639,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:32:19.269310,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.046153846153846)"
10-01-2023 13:32:20.351142,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.046153846153846)"
10-01-2023 13:32:21.454260,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 4.0)"
10-01-2023 13:32:22.462442,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.9454545454545453)"
10-01-2023 13:32:23.411199,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 29.125)","(3.3, 5.0, 3.9454545454545453)"
10-01-2023 13:32:24.428171,"(5.5, 10.0, 8.028571428571428)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:32:25.589182,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:32:26.605561,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:32:27.629160,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 4.523076923076923)"
10-01-2023 13:32:28.527979,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 4.523076923076923)"
10-01-2023 13:32:29.503149,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 4.523076923076923)"
10-01-2023 13:32:30.598695,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 4.523076923076923)"
10-01-2023 13:32:31.699984,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 3.9454545454545453)"
10-01-2023 13:32:32.868174,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 3.9454545454545453)"
10-01-2023 13:32:34.008948,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:32:35.030247,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 4.046153846153846)"
10-01-2023 13:32:36.207644,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 4.0)"
10-01-2023 13:32:37.210047,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 3.9454545454545453)"
10-01-2023 13:32:38.151987,"(5.5, 10.0, 8.028571428571428)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 34.72222222222222)","(17.0, 46.0, 31.0)","(3.3, 5.0, 3.9454545454545453)"
10-01-2023 13:32:39.143632,"(5.5, 10.0, 7.3)","(61.0, 420.0, 360.0)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.5)","(3.3, 5.0, 4.066666666666666)"
10-01-2023 13:32:40.084005,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.0181818181818185)"
10-01-2023 13:32:41.091765,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.0181818181818185)"
10-01-2023 13:32:42.197793,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 3.6222222222222222)"
10-01-2023 13:32:43.293477,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:44.506276,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:45.611049,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:46.675147,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:47.862410,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:48.936138,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:50.027765,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:51.085467,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:52.177694,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:53.260646,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:54.358278,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:55.375084,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:56.416720,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:57.419367,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:58.423225,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:32:59.460432,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:00.538324,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:01.615083,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:02.959692,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:04.049390,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:05.123349,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:06.598958,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:07.860437,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:09.163115,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:10.351925,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:11.472324,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:12.562560,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:13.637044,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:14.735203,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:15.749045,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:16.797258,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:17.840084,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:18.915735,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:19.918174,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:20.904255,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:21.863112,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:22.889344,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:23.962784,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:25.045564,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:26.076476,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:27.071750,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:28.041356,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:29.026580,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:30.062620,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:31.053594,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
10-01-2023 13:33:32.096261,"(5.5, 9.8, 8.366666666666667)","(61.0, 520.0, 443.33333333333337)","(2.4, 3.95, 2.628125)","(3.6, 5.7, 4.427272727272728)","(17.0, 55.0, 25.0)","(17.0, 46.0, 23.916666666666668)","(3.3, 5.0, 4.270588235294118)"
