,Crispy Pie,Taking A Toll,Monkeys Style,Real Mickoy,French Wood,Sweet Lola,Kouta Marjen
08-12-2022 14:17:45.887884,"(8.5, 17.5, 12.427272727272726)","(11.0, 23.0, 20.0)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.11111111111111)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:17:47.189012,"(8.5, 17.5, 12.427272727272726)","(11.0, 23.0, 20.0)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.11111111111111)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:17:48.485518,"(8.5, 17.5, 12.427272727272726)","(11.0, 23.0, 20.0)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.11111111111111)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:17:49.862624,"(8.5, 17.5, 12.427272727272726)","(11.0, 23.0, 20.0)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:17:51.146757,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:17:52.267231,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:17:53.600214,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:17:54.983782,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:17:56.154150,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:17:57.451685,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:17:58.785197,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:00.097888,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:01.310027,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:02.575214,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:03.787241,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:04.980416,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:06.131511,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:07.299659,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:08.732651,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:09.976355,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:11.335533,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:12.572663,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:13.787215,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:15.093662,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:16.347916,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:17.502857,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:18.566417,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:19.665964,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:20.756820,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 5.699999999999999)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.764705882352942)","(4.2, 8.2, 6.866666666666666)"
08-12-2022 14:18:21.906073,"(8.5, 17.5, 9.528571428571428)","(11.0, 23.0, 21.958333333333336)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.266666666666666)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:23.100265,"(8.5, 17.5, 14.21764705882353)","(11.0, 23.0, 21.909090909090907)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.266666666666666)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:24.200393,"(8.5, 17.5, 14.21764705882353)","(11.0, 23.0, 21.909090909090907)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.266666666666666)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:25.510520,"(8.5, 17.5, 14.21764705882353)","(11.0, 23.0, 21.909090909090907)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.266666666666666)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:26.728728,"(8.5, 17.5, 14.21764705882353)","(11.0, 23.0, 21.909090909090907)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.266666666666666)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:28.114653,"(8.5, 17.5, 14.21764705882353)","(11.0, 23.0, 21.909090909090907)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.266666666666666)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:29.591781,"(8.5, 17.5, 14.21764705882353)","(11.0, 23.0, 21.909090909090907)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.266666666666666)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:30.731824,"(8.5, 17.5, 14.21764705882353)","(11.0, 23.0, 21.909090909090907)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.266666666666666)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:31.844359,"(8.5, 17.5, 14.21764705882353)","(11.0, 23.0, 21.909090909090907)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.266666666666666)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:33.108189,"(8.5, 17.5, 14.21764705882353)","(11.0, 23.0, 21.909090909090907)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.266666666666666)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:34.351985,"(8.5, 17.5, 14.21764705882353)","(11.0, 23.0, 21.909090909090907)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.266666666666666)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:35.551458,"(8.5, 17.5, 14.21764705882353)","(11.0, 23.0, 21.909090909090907)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.266666666666666)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:36.748719,"(8.5, 17.5, 14.21764705882353)","(11.0, 23.0, 21.909090909090907)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 19.266666666666666)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:38.041157,"(8.5, 17.5, 14.21764705882353)","(11.0, 23.0, 21.909090909090907)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:39.179297,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:40.282525,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:41.416271,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:42.709801,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:44.019379,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:45.304386,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:46.737289,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:47.850041,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:49.176092,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:50.366808,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:51.569686,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:52.735463,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:53.885146,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:55.038790,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:56.285766,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:57.459692,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:58.605225,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.266666666666666)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.45)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:18:59.680923,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 22.142857142857142)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:00.671548,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:01.704568,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:02.849432,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:03.990201,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:05.126655,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:06.214240,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:07.207859,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:08.152977,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:09.215294,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:10.251662,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:11.260337,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:12.242908,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:13.404092,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:14.604400,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:15.721025,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:16.766000,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:17.789420,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:18.806344,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:19.791741,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:20.719654,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:21.762364,"(8.5, 17.5, 14.842857142857142)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:22.773614,"(8.5, 17.5, 12.427272727272726)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:23.784420,"(8.5, 17.5, 12.427272727272726)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:24.834941,"(8.5, 17.5, 12.427272727272726)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:25.827163,"(8.5, 17.5, 12.427272727272726)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:26.900708,"(8.5, 17.5, 12.427272727272726)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:27.996984,"(8.5, 17.5, 12.427272727272726)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:29.093469,"(8.5, 17.5, 12.427272727272726)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 16.5)","(4.2, 8.2, 7.7340909090909085)"
08-12-2022 14:19:30.195066,"(8.5, 17.5, 12.427272727272726)","(11.0, 23.0, 20.25)","(4.4, 6.6, 6.225)","(3.4, 5.3, 4.157142857142857)","(4.2, 7.2, 5.8845238095238095)","(10.0, 24.0, 20.57142857142857)","(4.2, 8.2, 7.7340909090909085)"
