,Tuta Mimosa,Quick Cash,Black Patch,Austrian Beauty,Giddey Keats,Heres Caza,Sassy Boo
14-12-2022 13:43:03.096047,"(13.0, 32.0, 23.25)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:04.325483,"(13.0, 32.0, 23.25)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:05.555668,"(13.0, 32.0, 23.25)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:06.806845,"(13.0, 32.0, 23.25)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:08.190442,"(13.0, 32.0, 23.25)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:09.406728,"(13.0, 32.0, 23.25)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:10.510172,"(13.0, 32.0, 23.25)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:11.611208,"(13.0, 32.0, 23.25)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:12.734802,"(13.0, 32.0, 23.25)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:13.898960,"(13.0, 32.0, 23.25)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:14.971443,"(13.0, 32.0, 23.25)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:16.019518,"(13.0, 32.0, 27.75)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:17.147650,"(13.0, 32.0, 28.6)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:18.301732,"(13.0, 32.0, 28.6)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:19.537295,"(13.0, 32.0, 26.333333333333336)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:20.727796,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3166666666666664)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:21.894008,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:23.064986,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:24.255531,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:25.424517,"(13.0, 32.0, 28.125)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:26.519062,"(13.0, 32.0, 28.125)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:27.579301,"(13.0, 32.0, 28.125)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.45)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:28.871148,"(13.0, 32.0, 28.125)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:29.989683,"(13.0, 32.0, 28.125)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:31.143158,"(13.0, 32.0, 28.125)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:32.315610,"(13.0, 32.0, 28.125)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:33.682862,"(13.0, 32.0, 28.125)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:34.939366,"(13.0, 32.0, 27.571428571428573)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:36.193112,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:37.439571,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:38.665680,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:39.885943,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:41.066073,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:42.382753,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:43.432961,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:44.572507,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:45.582695,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.125)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:46.709633,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.45)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:47.879966,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:48.979644,"(13.0, 32.0, 26.0)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 11.975)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:50.127407,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:51.298793,"(13.0, 32.0, 25.2)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:52.343828,"(13.0, 32.0, 25.2)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:53.405700,"(13.0, 32.0, 25.2)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:54.555368,"(13.0, 32.0, 25.2)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:55.635549,"(13.0, 32.0, 25.2)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:56.729067,"(13.0, 32.0, 25.2)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:57.735517,"(13.0, 32.0, 25.2)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:43:58.862124,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:00.246460,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:01.529728,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.88888888888889)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:02.696704,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:03.935907,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:05.154449,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:06.231669,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:07.295093,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:08.334201,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:09.397406,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:10.531920,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:11.655932,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:12.827912,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:14.015973,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:15.124450,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:16.271709,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:17.395769,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:18.651337,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:19.848939,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:20.945030,"(13.0, 32.0, 26.857142857142858)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:22.025054,"(13.0, 32.0, 25.2)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:23.098558,"(13.0, 32.0, 25.2)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:24.257652,"(13.0, 32.0, 25.2)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:25.333594,"(13.0, 32.0, 25.2)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:26.392626,"(13.0, 32.0, 27.875)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:27.457449,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:28.585794,"(13.0, 32.0, 25.6)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:29.752409,"(13.0, 32.0, 28.125)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:30.914151,"(13.0, 32.0, 28.125)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.175)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:32.108649,"(13.0, 32.0, 28.125)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:33.316107,"(13.0, 32.0, 28.125)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.075)","(41.0, 390.0, 137.14285714285714)","(2.5, 5.7, 4.405882352941177)","(6.0, 13.0, 11.46)","(31.0, 310.0, 201.92307692307693)"
14-12-2022 13:44:34.467851,"(13.0, 32.0, 28.125)","(2.2, 2.4, 2.3814285714285712)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.7, 4.802040816326531)","(6.0, 13.0, 12.144444444444446)","(31.0, 310.0, 216.33333333333334)"
14-12-2022 13:44:35.581562,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.388181818181818)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.7, 4.802040816326531)","(6.0, 13.0, 12.144444444444446)","(31.0, 310.0, 226.0909090909091)"
14-12-2022 13:44:36.694394,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.7, 4.802040816326531)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:37.841403,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.7, 4.5055555555555555)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:39.045887,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.7, 4.144444444444445)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:40.167342,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.7, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:41.110243,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:42.214323,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:43.307390,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:44.379487,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:45.485235,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:46.653246,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:47.905842,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:49.246639,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
