,Aramoana,Sinha Man,Lonely Gemma,Smash Wave,Made The Cut,Homebush Honey,Dispute Or Not,Lucas Jewel
12-01-2023 13:17:21.389918,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:22.639199,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:23.839677,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:25.150768,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:26.467916,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:27.726068,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:28.916346,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:30.205321,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:31.283470,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:32.487502,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:33.771898,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:35.026883,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:36.232394,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:37.444107,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:38.641398,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:39.859768,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:41.035759,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:42.172416,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:43.329311,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:44.449482,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:45.690305,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:47.061364,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:48.278837,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:49.597441,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:50.954698,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:52.260912,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:53.469325,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:54.735828,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:55.975609,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:57.073587,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:58.201076,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:17:59.321971,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:00.472997,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:01.526168,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:02.641839,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.4375)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:03.860165,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:05.081586,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:06.235287,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:07.373799,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:08.456510,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:09.663069,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:10.843809,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:11.974376,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:13.133584,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:14.320978,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:15.586745,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:16.844502,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:17.891190,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:19.026891,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:20.224087,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:21.423489,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:22.563667,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:23.736922,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:24.884789,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:26.095852,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:27.243341,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:28.339695,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:29.456481,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:30.608679,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:31.802200,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 6.073333333333333)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:32.865986,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 6.073333333333333)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:34.059712,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 6.073333333333333)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:35.188831,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 6.073333333333333)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:18:36.398088,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 6.073333333333333)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.213333333333335)"
12-01-2023 13:18:37.500373,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 6.073333333333333)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.213333333333335)"
12-01-2023 13:18:38.591806,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 6.073333333333333)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.213333333333335)"
12-01-2023 13:18:39.772459,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 6.073333333333333)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.213333333333335)"
12-01-2023 13:18:40.927129,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 17.087500000000002)"
12-01-2023 13:18:42.151677,"(4.4, 7.6, 5.711111111111111)","(5.0, 8.8, 6.571428571428572)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 18.5, 17.087500000000002)"
12-01-2023 13:18:43.226935,"(4.4, 7.6, 5.711111111111111)","(5.0, 8.8, 6.571428571428572)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 18.5, 17.087500000000002)"
12-01-2023 13:18:44.464328,"(4.4, 7.6, 5.711111111111111)","(5.0, 8.8, 6.571428571428572)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 18.5, 16.857142857142858)"
12-01-2023 13:18:45.687609,"(4.4, 7.6, 5.711111111111111)","(5.0, 8.8, 6.571428571428572)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 18.5, 16.857142857142858)"
12-01-2023 13:18:46.917096,"(4.4, 7.6, 5.711111111111111)","(5.0, 8.8, 6.571428571428572)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 18.5, 16.857142857142858)"
12-01-2023 13:18:48.071589,"(4.4, 7.6, 5.711111111111111)","(5.0, 8.8, 6.571428571428572)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 18.5, 16.857142857142858)"
12-01-2023 13:18:49.253693,"(4.4, 7.6, 5.711111111111111)","(5.0, 8.8, 6.571428571428572)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 18.5, 16.857142857142858)"
12-01-2023 13:18:50.582499,"(4.4, 7.6, 5.711111111111111)","(5.0, 8.8, 6.6571428571428575)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 18.5, 16.857142857142858)"
12-01-2023 13:18:51.832287,"(4.4, 7.6, 5.711111111111111)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 18.5, 16.857142857142858)"
12-01-2023 13:18:53.010148,"(4.4, 7.6, 5.711111111111111)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 18.5, 16.857142857142858)"
12-01-2023 13:18:54.234809,"(4.4, 7.6, 5.711111111111111)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 18.5, 16.857142857142858)"
12-01-2023 13:18:55.493503,"(4.4, 7.6, 5.711111111111111)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 18.5, 16.857142857142858)"
12-01-2023 13:18:56.725599,"(4.4, 7.6, 5.711111111111111)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 174.13333333333333)","(4.0, 6.4, 5.816666666666666)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 18.5, 16.857142857142858)"
