,Aramoana,Sinha Man,Lonely Gemma,Smash Wave,Made The Cut,Homebush Honey,Dispute Or Not,Lucas Jewel
12-01-2023 13:13:51.812337,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:13:53.030856,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:13:54.331842,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:13:55.544281,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:13:56.789267,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:13:57.988498,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:13:59.206665,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:00.301656,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:01.444736,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:02.811097,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:04.241314,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:05.624933,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:06.935159,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:08.869649,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:10.433068,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:11.744459,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:12.993280,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:14.328986,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:15.586857,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:16.776443,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:17.930386,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:19.258564,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:20.515243,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:21.762904,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:22.954025,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:24.226942,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:25.529731,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:26.777619,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:28.104862,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:29.297708,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:30.395931,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:31.476802,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:32.722635,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:33.936175,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:35.115474,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:36.315206,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:37.456836,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:38.640376,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:39.756054,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:40.911070,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:42.199530,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:43.494690,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:44.689812,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:45.672638,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:46.788101,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:47.924656,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:49.191340,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:50.235759,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:51.441947,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:52.662085,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:53.762528,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:54.901246,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:56.045877,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:57.230013,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:58.389911,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:14:59.447057,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:00.578276,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:01.647095,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:02.738722,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:03.811851,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:04.991392,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:06.188724,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:07.355285,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:08.467615,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:09.595178,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:10.692852,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:11.752863,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:12.781701,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:13.915985,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:15.123112,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:16.308863,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:17.379658,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:18.483983,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:19.582688,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:20.790707,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:21.900843,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:23.010775,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:24.116113,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:25.249109,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:26.284718,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:27.308177,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
12-01-2023 13:15:28.449896,"(4.4, 7.2, 5.533333333333333)","(5.0, 9.0, 6.6571428571428575)","(31.0, 340.0, 210.41666666666669)","(4.0, 6.4, 5.196875)","(4.2, 11.5, 8.32857142857143)","(14.0, 32.0, 29.3125)","(5.5, 8.6, 8.072)","(8.0, 19.0, 18.076923076923077)"
