,Applicant,Torpedo Tears,Providence Bale,Balbina Bale,Rosies No Angel,Modern Collinda,Jigglypuff
07-01-2023 19:26:38.087995,"(2.25, 3.65, 3.3525)","(16.0, 60.0, 54.375)","(7.5, 14.5, 13.77)","(8.0, 14.5, 14.402777777777779)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:39.175967,"(2.25, 3.65, 3.3525)","(16.0, 60.0, 54.375)","(7.5, 14.5, 13.77)","(8.0, 14.5, 14.402777777777779)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:40.399654,"(2.25, 3.65, 2.7920930232558137)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.402777777777779)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:41.626751,"(2.25, 3.65, 2.7920930232558137)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.402777777777779)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:42.953890,"(2.25, 3.65, 2.7920930232558137)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.402777777777779)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:44.119341,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.402777777777779)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:45.284733,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.402777777777779)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:46.459697,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:47.694959,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:48.958139,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:50.176142,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:51.356357,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:52.500628,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:53.691302,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:54.895703,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:56.091962,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:57.303841,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:58.631138,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:26:59.926869,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:01.186690,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:02.459674,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:03.697430,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:05.005716,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:06.351376,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:07.631310,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:08.829126,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 48.875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:09.982925,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:11.232470,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:12.453738,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:13.711721,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:14.955720,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:16.105968,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:17.254426,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:18.467068,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:19.726697,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:21.115853,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:22.641542,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:23.929457,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:25.185893,"(2.25, 3.55, 2.9832)","(16.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(5.0, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:26.533338,"(2.3, 3.55, 2.9832)","(15.0, 60.0, 32.1875)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:27.825331,"(2.3, 3.55, 2.9832)","(15.0, 36.0, 31.9)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:29.097749,"(2.3, 3.55, 2.9832)","(15.0, 36.0, 31.9)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:30.336786,"(2.3, 3.55, 2.9832)","(15.0, 36.0, 31.9)","(7.5, 14.5, 13.96)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:31.614918,"(2.3, 3.55, 2.9832)","(15.0, 36.0, 31.9)","(7.5, 15.0, 13.96)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:32.730941,"(2.3, 3.55, 2.9832)","(15.0, 36.0, 31.9)","(7.5, 15.0, 13.96)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:33.916688,"(2.3, 3.55, 2.9832)","(15.0, 36.0, 31.9)","(7.5, 15.0, 13.96)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:35.106095,"(2.3, 3.55, 2.9832)","(15.0, 36.0, 31.9)","(7.5, 15.0, 13.96)","(8.0, 14.5, 14.223684210526315)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:36.263669,"(2.3, 3.55, 2.9832)","(15.0, 36.0, 31.9)","(7.5, 15.0, 13.96)","(8.0, 14.5, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:37.605326,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:38.868289,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:40.119528,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:41.316741,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:42.499068,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:43.718711,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:44.943802,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:46.225085,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:47.424708,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:48.624794,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:50.173378,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:51.562867,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:52.858172,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:54.080534,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:55.376863,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:56.621724,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:57.855956,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:27:59.028213,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:00.151474,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:01.407285,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.3)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:02.767044,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:04.164185,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:05.416312,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:06.602144,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:07.851726,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:09.297452,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:10.647275,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:12.138383,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:13.554836,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:15.167835,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:16.758919,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:18.129147,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:19.342807,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:20.640481,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 30.0)","(7.5, 15.0, 13.96)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:21.989718,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 27.333333333333336)","(7.5, 15.0, 13.97857142857143)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:23.261293,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 27.333333333333336)","(7.5, 14.5, 13.97857142857143)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.633333333333334)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:24.522431,"(2.3, 3.55, 2.9832)","(15.0, 34.0, 27.333333333333336)","(7.5, 14.5, 14.21923076923077)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.663157894736842)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:25.721507,"(2.3, 3.55, 2.9938775510204083)","(15.0, 34.0, 27.333333333333336)","(7.5, 14.5, 14.182608695652174)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.842857142857143)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:26.949539,"(2.3, 3.55, 2.8135135135135134)","(15.0, 34.0, 28.875)","(7.5, 14.5, 14.182608695652174)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.842857142857143)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:28.133824,"(2.3, 3.55, 2.8135135135135134)","(15.0, 34.0, 28.875)","(7.5, 14.5, 14.182608695652174)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.842857142857143)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:29.520108,"(2.3, 3.55, 2.8135135135135134)","(15.0, 34.0, 28.875)","(7.5, 14.5, 14.182608695652174)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.842857142857143)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:30.854508,"(2.3, 3.55, 2.7443478260869565)","(15.0, 34.0, 28.875)","(7.5, 14.5, 14.182608695652174)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.842857142857143)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:32.105268,"(2.3, 3.55, 2.7443478260869565)","(15.0, 34.0, 28.875)","(7.5, 14.5, 14.182608695652174)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.842857142857143)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:28:33.350315,"(2.3, 3.55, 2.7443478260869565)","(15.0, 34.0, 28.875)","(7.5, 14.5, 14.182608695652174)","(8.0, 14.0, 13.837837837837839)","(3.8, 6.2, 5.842857142857143)","(4.8, 10.5, 10.081818181818182)","(17.0, 70.0, 67.84615384615384)"
