,Bradman Best,Cherokee Outlaw,Zulu Boy,Sketchy Zara,Murphey,Fab Two Times
09-01-2023 17:28:56.206130,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 350.0, 233.07692307692307)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:28:57.175996,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 350.0, 233.07692307692307)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:28:58.124491,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 350.0, 233.07692307692307)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:28:59.014336,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 350.0, 233.07692307692307)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:28:59.925825,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 350.0, 233.07692307692307)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:00.880299,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 350.0, 233.07692307692307)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:01.925770,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 350.0, 233.07692307692307)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:02.925547,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 350.0, 233.07692307692307)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:03.896044,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 350.0, 233.07692307692307)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:04.790524,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 340.0, 226.92307692307693)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:05.715977,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 220.76923076923077)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:06.595841,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 220.76923076923077)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:07.503763,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 220.76923076923077)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:08.453170,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 220.76923076923077)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:09.364229,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 220.76923076923077)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:10.361253,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:11.284379,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:12.269295,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 470.0, 312.3076923076923)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:13.197230,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 470.0, 388.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:14.187216,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 470.0, 388.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:15.244146,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 480.0, 340.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:16.212490,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 480.0, 340.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:17.205918,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 480.0, 340.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:18.142971,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 480.0, 340.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:19.015043,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 480.0, 340.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:19.972909,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 480.0, 340.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:20.928414,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 480.0, 310.66666666666663)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:21.926935,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 530.0, 310.66666666666663)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:22.951314,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:23.945334,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:24.915776,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:25.821935,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:26.710781,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:27.611514,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:28.618950,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:29.561175,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:30.548921,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:31.573235,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:32.588849,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:33.563722,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:34.763918,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:35.726700,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:36.812057,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:37.750213,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:38.683139,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:39.597489,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:40.502853,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:41.440189,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:42.503993,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:43.540543,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 188.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:44.651437,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 330.0, 280.66666666666663)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:45.674698,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 310.0, 280.66666666666663)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:46.608282,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 320.0, 155.6)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:47.544309,"(3.2, 6.6, 5.0888888888888895)","(1.6, 1.67, 1.664)","(51.0, 320.0, 155.6)","(61.0, 520.0, 428.0)","(7.5, 13.5, 11.144444444444444)","(6.5, 12.5, 11.033333333333333)"
09-01-2023 17:29:48.459739,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7623076923076924)","(51.0, 310.0, 257.2)","(61.0, 520.0, 428.0)","(7.5, 13.5, 9.966666666666667)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:29:49.387807,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7623076923076924)","(51.0, 310.0, 222.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:29:50.261529,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7623076923076924)","(51.0, 310.0, 222.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:29:51.236353,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7623076923076924)","(51.0, 310.0, 222.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:29:52.137230,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7623076923076924)","(51.0, 310.0, 222.0)","(61.0, 520.0, 428.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:29:53.046408,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7623076923076924)","(51.0, 310.0, 222.0)","(61.0, 500.0, 412.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:29:53.988618,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7623076923076924)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:29:54.879537,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7623076923076924)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:29:55.809082,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:29:56.705799,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:29:57.607101,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:29:58.479696,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:29:59.329346,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:00.187650,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:01.081477,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:02.057939,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:03.144765,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:04.266949,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:05.331002,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:06.203373,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:07.215033,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:08.136276,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:09.024936,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:10.001705,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:11.027990,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:12.037252,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 353.3333333333333)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:13.047718,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 500.0, 346.6666666666667)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:14.004199,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 490.0, 346.6666666666667)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:15.002104,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:16.011027,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:16.960281,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:17.920037,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:18.929088,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:19.949039,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:20.866754,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 222.0)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:21.885749,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 310.0, 204.39999999999998)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:22.727722,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 300.0, 141.25)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:23.606083,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 280.0, 163.0)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:24.572965,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 280.0, 116.19999999999999)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:25.531808,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 280.0, 116.19999999999999)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:26.467791,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 280.0, 116.19999999999999)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:27.367904,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 280.0, 116.19999999999999)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:28.393731,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 280.0, 121.52941176470588)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:29.342621,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 260.0, 121.52941176470588)","(61.0, 480.0, 396.0)","(7.5, 13.5, 9.966666666666667)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:30.364707,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 260.0, 113.57894736842105)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:31.325318,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 260.0, 117.33333333333334)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:32.237113,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 260.0, 131.6)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:33.070826,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 260.0, 131.6)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:33.951948,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 260.0, 131.6)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:34.837962,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 260.0, 131.6)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:35.836373,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 260.0, 131.6)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
09-01-2023 17:30:36.775416,"(3.2, 6.6, 5.041666666666667)","(1.6, 1.79, 1.7403448275862068)","(51.0, 260.0, 131.6)","(61.0, 480.0, 396.0)","(7.5, 13.5, 10.238461538461538)","(6.5, 12.5, 9.880952380952381)"
