,Archbishop,Avancer,Dumpus,Prince Carlos,Threetimeslucky,Yazh,Salt City,Super Mind,Cheeky Secrets,Harpers Jewel,Billabull,I Told Rubick
12-01-2023 14:33:59.508749,"(14.0, 22.0, 18.0)","(20.0, 140.0, 107.13636363636364)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.2, 6.866666666666667)","(3.5, 5.8, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 14.0)","(71.0, 220.0, 184.44444444444446)","(18.0, 110.0, 52.8125)","(5.0, 7.2, 7.050000000000001)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 108.07692307692308)"
12-01-2023 14:34:00.908390,"(14.0, 22.0, 18.0)","(20.0, 140.0, 107.13636363636364)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.2, 6.866666666666667)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 14.0)","(71.0, 220.0, 184.44444444444446)","(18.0, 110.0, 52.8125)","(5.0, 7.2, 7.050000000000001)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 108.07692307692308)"
12-01-2023 14:34:02.443730,"(14.0, 22.0, 18.0)","(20.0, 140.0, 107.13636363636364)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.2, 6.866666666666667)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 14.0)","(71.0, 220.0, 184.44444444444446)","(18.0, 110.0, 52.8125)","(5.0, 7.2, 7.050000000000001)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 108.07692307692308)"
12-01-2023 14:34:03.971440,"(14.0, 22.0, 18.0)","(20.0, 140.0, 107.13636363636364)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.2, 6.866666666666667)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 14.0)","(71.0, 220.0, 184.44444444444446)","(18.0, 110.0, 52.8125)","(5.0, 7.2, 6.887323943661972)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 108.07692307692308)"
12-01-2023 14:34:05.803669,"(14.0, 22.0, 18.0)","(20.0, 140.0, 107.13636363636364)","(3.8, 5.6, 5.3999999999999995)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.142857142857142)","(71.0, 220.0, 184.44444444444446)","(18.0, 110.0, 49.0)","(5.0, 7.0, 6.887323943661972)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:07.384926,"(14.0, 22.0, 18.0)","(20.0, 140.0, 107.13636363636364)","(3.8, 5.6, 5.228571428571429)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.142857142857142)","(71.0, 220.0, 184.44444444444446)","(18.0, 110.0, 49.0)","(5.0, 7.0, 6.887323943661972)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:09.145329,"(14.0, 22.0, 18.0)","(20.0, 140.0, 107.13636363636364)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.142857142857142)","(71.0, 220.0, 184.44444444444446)","(18.0, 110.0, 49.0)","(5.0, 7.0, 6.887323943661972)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:11.227721,"(14.0, 22.0, 18.0)","(20.0, 140.0, 107.13636363636364)","(3.8, 5.6, 5.3999999999999995)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.142857142857142)","(71.0, 220.0, 184.44444444444446)","(18.0, 110.0, 49.0)","(5.0, 7.0, 6.887323943661972)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:13.264959,"(14.0, 22.0, 18.0)","(20.0, 140.0, 94.8125)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.142857142857142)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 49.0)","(5.0, 7.0, 6.887323943661972)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:15.474748,"(14.0, 22.0, 18.0)","(20.0, 140.0, 94.8125)","(3.8, 5.6, 5.311111111111111)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.142857142857142)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 49.0)","(5.0, 7.0, 6.887323943661972)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:17.304299,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.142857142857142)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 62.0)","(5.0, 7.0, 6.887323943661972)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:18.958975,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 5.311111111111111)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.142857142857142)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 73.4)","(5.0, 7.0, 6.887323943661972)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:20.493444,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.142857142857142)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 73.4)","(5.0, 7.0, 6.887323943661972)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:22.021116,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 5.311111111111111)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.142857142857142)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 73.4)","(5.0, 7.0, 6.887323943661972)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:23.569274,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 73.4)","(5.0, 7.0, 6.887323943661972)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:25.567012,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.7, 4.988888888888889)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 73.4)","(5.0, 7.0, 6.887323943661972)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:27.227020,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.7, 5.171428571428571)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 73.4)","(5.0, 7.0, 6.72)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:28.841842,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 5.311111111111111)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.6, 5.171428571428571)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 73.4)","(5.0, 6.8, 6.72)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:30.687323,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.6, 4.638461538461538)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 73.4)","(5.0, 6.8, 6.72)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:32.410856,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 5.311111111111111)","(6.0, 7.2, 6.533333333333333)","(3.5, 5.5, 4.638461538461538)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 73.4)","(5.0, 6.8, 6.72)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:34.047447,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 5.311111111111111)","(6.0, 7.2, 6.714285714285714)","(3.5, 5.5, 4.638461538461538)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 73.4)","(5.0, 6.8, 6.72)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:35.467857,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 5.311111111111111)","(6.0, 7.4, 6.714285714285714)","(3.5, 5.5, 4.638461538461538)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 73.4)","(5.0, 6.8, 6.72)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:36.945103,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 5.311111111111111)","(6.0, 7.4, 6.714285714285714)","(3.5, 5.5, 4.638461538461538)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 73.4)","(5.0, 6.8, 6.72)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:38.505403,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 5.311111111111111)","(6.0, 7.4, 6.714285714285714)","(3.5, 5.5, 4.638461538461538)","(61.0, 220.0, 187.0)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 146.15384615384616)","(18.0, 110.0, 73.4)","(5.0, 6.8, 6.72)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:40.040433,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.4, 6.714285714285714)","(3.5, 5.5, 4.638461538461538)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 6.8, 6.72)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:41.597897,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.4, 6.714285714285714)","(3.5, 5.5, 4.638461538461538)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 6.8, 6.72)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:43.251721,"(14.0, 22.0, 18.0)","(20.0, 140.0, 104.11764705882354)","(3.8, 5.6, 5.311111111111111)","(6.0, 7.4, 6.242105263157895)","(3.5, 5.5, 4.638461538461538)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 6.8, 6.72)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:44.870775,"(14.0, 22.0, 18.0)","(20.0, 140.0, 93.26923076923077)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.8, 6.242105263157895)","(3.5, 5.5, 4.638461538461538)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 6.8, 6.72)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:46.542760,"(14.0, 22.0, 18.0)","(20.0, 140.0, 93.26923076923077)","(3.8, 5.6, 5.311111111111111)","(6.0, 7.8, 6.581818181818182)","(3.5, 5.5, 4.638461538461538)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 6.8, 7.0)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:48.148307,"(14.0, 22.0, 18.0)","(20.0, 140.0, 93.26923076923077)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.6, 6.581818181818182)","(3.5, 5.5, 5.327272727272727)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 7.4, 7.0)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:49.728978,"(14.0, 22.0, 18.0)","(20.0, 140.0, 93.26923076923077)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.6, 6.581818181818182)","(3.5, 6.8, 4.94375)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 7.4, 7.0)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:51.321908,"(14.0, 22.0, 18.0)","(20.0, 140.0, 93.26923076923077)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.6, 6.581818181818182)","(3.5, 6.8, 4.658823529411765)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 7.4, 6.65)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:52.933420,"(14.0, 22.0, 18.0)","(20.0, 140.0, 93.26923076923077)","(3.8, 5.6, 4.949999999999999)","(6.0, 7.6, 6.581818181818182)","(3.5, 6.8, 4.658823529411765)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 7.4, 6.65)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:54.692710,"(14.0, 22.0, 18.0)","(20.0, 140.0, 93.26923076923077)","(3.8, 5.6, 4.319444444444445)","(6.0, 7.6, 6.245283018867925)","(3.5, 6.8, 4.658823529411765)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 7.4, 6.65)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:56.385633,"(14.0, 15.0, 14.090909090909092)","(20.0, 140.0, 93.26923076923077)","(3.8, 5.0, 4.433333333333334)","(6.0, 7.0, 6.245283018867925)","(3.5, 6.8, 4.957894736842105)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 7.4, 6.65)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:57.865927,"(14.0, 15.0, 14.090909090909092)","(20.0, 140.0, 93.26923076923077)","(3.8, 4.9, 4.316666666666666)","(6.0, 7.0, 6.245283018867925)","(3.5, 6.8, 5.942857142857143)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 7.4, 6.65)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:34:59.353489,"(14.0, 15.0, 14.047619047619047)","(20.0, 140.0, 93.26923076923077)","(3.8, 5.0, 4.319444444444445)","(6.0, 7.0, 6.245283018867925)","(3.5, 6.6, 5.72)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 7.4, 6.65)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:00.859003,"(14.0, 15.0, 14.047619047619047)","(20.0, 140.0, 93.26923076923077)","(3.8, 5.0, 4.319444444444445)","(6.0, 7.0, 6.245283018867925)","(3.5, 6.6, 5.72)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 73.4)","(5.0, 7.4, 6.65)","(19.0, 110.0, 95.16666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:02.368594,"(14.0, 15.0, 14.047619047619047)","(20.0, 140.0, 59.25)","(3.8, 5.0, 4.319444444444445)","(6.0, 7.0, 6.245283018867925)","(3.5, 6.6, 5.6)","(61.0, 220.0, 196.42857142857144)","(10.0, 16.0, 13.777777777777779)","(71.0, 220.0, 135.45454545454544)","(18.0, 110.0, 36.63636363636364)","(5.0, 7.4, 6.65)","(19.0, 95.0, 88.27272727272728)","(26.0, 150.0, 136.11111111111111)"
12-01-2023 14:35:03.817483,"(14.0, 15.0, 14.047619047619047)","(20.0, 100.0, 59.25)","(3.8, 5.0, 4.487804878048781)","(6.0, 7.0, 6.35483870967742)","(3.5, 6.6, 5.914285714285715)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.0, 14.666666666666666)","(71.0, 220.0, 135.45454545454544)","(18.0, 85.0, 55.400000000000006)","(5.0, 7.4, 6.938461538461539)","(19.0, 95.0, 44.66666666666667)","(26.0, 150.0, 102.14285714285714)"
12-01-2023 14:35:05.362651,"(14.0, 15.0, 14.130434782608695)","(20.0, 100.0, 59.25)","(3.8, 5.0, 4.487804878048781)","(6.0, 7.0, 6.35483870967742)","(3.5, 6.6, 6.163636363636364)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.0, 14.666666666666666)","(71.0, 220.0, 135.45454545454544)","(18.0, 80.0, 55.400000000000006)","(5.0, 7.4, 6.938461538461539)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:06.935579,"(14.0, 15.0, 14.130434782608695)","(20.0, 100.0, 59.25)","(3.8, 5.0, 4.487804878048781)","(6.0, 7.0, 6.137931034482759)","(3.5, 6.6, 6.163636363636364)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.0, 14.666666666666666)","(71.0, 220.0, 135.45454545454544)","(18.0, 80.0, 55.400000000000006)","(5.0, 7.4, 6.938461538461539)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:08.493601,"(14.0, 15.0, 14.130434782608695)","(20.0, 100.0, 59.25)","(3.8, 5.0, 4.52054794520548)","(6.0, 7.0, 6.5576923076923075)","(3.5, 6.6, 6.163636363636364)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.0, 14.666666666666666)","(71.0, 220.0, 135.45454545454544)","(18.0, 80.0, 55.400000000000006)","(5.0, 7.4, 6.938461538461539)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:10.109005,"(14.0, 15.0, 14.130434782608695)","(20.0, 100.0, 59.25)","(3.8, 5.0, 4.828571428571429)","(6.0, 6.8, 6.3)","(3.5, 6.6, 6.0)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.0, 14.25)","(71.0, 220.0, 168.57142857142858)","(18.0, 80.0, 52.400000000000006)","(5.0, 7.4, 6.542857142857144)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:11.587791,"(14.0, 15.0, 14.130434782608695)","(20.0, 100.0, 59.25)","(3.8, 4.9, 4.742857142857143)","(6.0, 6.6, 6.3)","(3.5, 6.4, 5.836363636363637)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.0, 14.0)","(71.0, 210.0, 161.42857142857142)","(18.0, 75.0, 49.400000000000006)","(5.0, 7.4, 6.9)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:13.013693,"(14.0, 15.0, 14.130434782608695)","(20.0, 100.0, 59.25)","(3.8, 4.8, 4.742857142857143)","(6.0, 6.6, 6.3)","(3.5, 6.2, 5.836363636363637)","(61.0, 220.0, 113.33333333333334)","(10.0, 17.0, 14.5)","(71.0, 200.0, 154.28571428571428)","(18.0, 70.0, 46.400000000000006)","(5.0, 7.2, 6.9)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:14.442669,"(14.0, 15.0, 14.130434782608695)","(20.0, 100.0, 59.25)","(3.8, 4.8, 4.742857142857143)","(6.0, 6.6, 6.3)","(3.5, 6.2, 5.836363636363637)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.5, 14.5)","(71.0, 190.0, 154.28571428571428)","(18.0, 65.0, 46.400000000000006)","(5.0, 7.2, 6.9)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:15.912677,"(14.0, 15.0, 14.130434782608695)","(20.0, 100.0, 59.25)","(3.8, 4.8, 4.733333333333333)","(6.0, 6.6, 6.3)","(3.5, 6.2, 5.2125)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.5, 14.5)","(71.0, 190.0, 154.28571428571428)","(18.0, 65.0, 46.400000000000006)","(5.0, 7.2, 6.9)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:17.267688,"(14.0, 15.0, 14.130434782608695)","(20.0, 100.0, 59.25)","(3.8, 4.8, 4.733333333333333)","(6.0, 6.6, 5.99672131147541)","(3.5, 6.0, 4.9714285714285715)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.5, 14.5)","(71.0, 190.0, 154.28571428571428)","(18.0, 65.0, 46.400000000000006)","(5.0, 7.2, 6.9)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:18.625821,"(14.0, 15.0, 14.130434782608695)","(20.0, 100.0, 59.25)","(3.8, 4.8, 4.733333333333333)","(6.0, 7.0, 5.99672131147541)","(3.5, 6.0, 5.590909090909092)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.5, 14.5)","(71.0, 190.0, 154.28571428571428)","(18.0, 65.0, 46.400000000000006)","(5.0, 7.2, 6.9)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:20.069867,"(14.0, 15.0, 14.130434782608695)","(20.0, 100.0, 49.54761904761905)","(3.8, 4.8, 4.733333333333333)","(6.0, 7.0, 6.355555555555555)","(3.5, 5.9, 5.590909090909092)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.5, 14.5)","(71.0, 190.0, 154.28571428571428)","(18.0, 65.0, 46.400000000000006)","(5.0, 7.2, 6.9)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:21.632914,"(14.0, 15.0, 14.130434782608695)","(20.0, 100.0, 79.7)","(3.8, 4.8, 4.545454545454546)","(6.0, 6.8, 6.25)","(3.5, 5.9, 5.590909090909092)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.5, 14.5)","(71.0, 190.0, 154.28571428571428)","(18.0, 65.0, 46.400000000000006)","(5.0, 7.2, 7.2666666666666675)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:23.281580,"(14.0, 15.0, 14.130434782608695)","(20.0, 95.0, 79.7)","(3.8, 5.0, 4.545454545454546)","(6.0, 6.6, 6.25)","(3.5, 5.9, 5.590909090909092)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.5, 14.5)","(71.0, 190.0, 154.28571428571428)","(18.0, 65.0, 46.400000000000006)","(5.0, 7.4, 6.938461538461539)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:24.877656,"(14.0, 15.0, 14.130434782608695)","(20.0, 95.0, 79.7)","(3.8, 5.0, 4.545454545454546)","(6.0, 6.6, 6.25)","(3.5, 5.9, 5.590909090909092)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.5, 14.5)","(71.0, 190.0, 154.28571428571428)","(18.0, 65.0, 46.400000000000006)","(5.0, 7.4, 6.938461538461539)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:26.532476,"(14.0, 15.0, 14.130434782608695)","(20.0, 95.0, 79.7)","(3.8, 5.0, 4.545454545454546)","(6.0, 6.6, 6.25)","(3.5, 5.9, 5.590909090909092)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.5, 16.233333333333334)","(71.0, 190.0, 154.28571428571428)","(18.0, 65.0, 46.400000000000006)","(5.0, 7.4, 7.2666666666666675)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
12-01-2023 14:35:28.046374,"(14.0, 15.0, 14.130434782608695)","(20.0, 95.0, 79.7)","(3.8, 5.0, 4.545454545454546)","(6.0, 6.6, 6.25)","(3.5, 5.9, 5.590909090909092)","(61.0, 220.0, 113.33333333333334)","(10.0, 16.5, 14.333333333333334)","(71.0, 190.0, 154.28571428571428)","(18.0, 65.0, 46.400000000000006)","(5.0, 7.4, 7.2666666666666675)","(19.0, 90.0, 44.66666666666667)","(26.0, 160.0, 102.14285714285714)"
