,Elegantly Wasted,Thumbs Up,Love Letter,Farmor Smitten,Nothing Matters,Butterfly Bloom,Yumar,Flying Yumi
14-12-2022 14:40:45.387021,"(6.0, 8.0, 7.3)","(2.25, 2.54, 2.4854545454545454)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.584615384615384)","(5.5, 6.6, 5.969230769230769)","(5.5, 19.5, 16.807692307692307)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:40:46.417677,"(6.0, 8.0, 7.152941176470588)","(2.25, 2.54, 2.4854545454545454)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.584615384615384)","(5.5, 6.4, 5.969230769230769)","(5.5, 19.5, 16.807692307692307)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:40:47.422151,"(6.0, 8.0, 7.152941176470588)","(2.25, 2.54, 2.4854545454545454)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.584615384615384)","(5.5, 6.4, 5.91875)","(5.5, 19.5, 16.807692307692307)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:40:48.463625,"(6.0, 8.0, 7.072727272727272)","(2.25, 2.54, 2.5025)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.584615384615384)","(5.5, 6.4, 5.91875)","(5.5, 19.5, 16.807692307692307)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:40:49.580696,"(6.0, 8.0, 6.747368421052632)","(2.25, 2.54, 2.4854545454545454)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.584615384615384)","(5.5, 6.4, 5.91875)","(5.5, 19.5, 16.807692307692307)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:40:50.659627,"(6.0, 8.0, 7.072727272727272)","(2.25, 2.54, 2.4963636363636366)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.584615384615384)","(5.5, 6.4, 5.91875)","(5.5, 19.5, 16.807692307692307)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:40:51.754713,"(6.0, 8.0, 7.072727272727272)","(2.25, 2.54, 2.4963636363636366)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.584615384615384)","(5.5, 6.4, 5.91875)","(5.5, 19.5, 17.5)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:40:52.853580,"(6.0, 8.0, 7.072727272727272)","(2.25, 2.54, 2.4963636363636366)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.584615384615384)","(5.5, 6.4, 5.91875)","(5.5, 19.0, 17.0)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:40:53.870435,"(6.0, 7.8, 6.866666666666666)","(2.25, 2.54, 2.4854545454545454)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.584615384615384)","(5.5, 6.4, 5.91875)","(5.5, 19.0, 17.0)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:40:54.830512,"(6.0, 7.8, 6.7846153846153845)","(2.25, 2.54, 2.4854545454545454)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.584615384615384)","(5.5, 6.4, 5.91875)","(5.5, 19.0, 17.0)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:40:55.798900,"(6.0, 7.8, 7.1125)","(2.25, 2.54, 2.4854545454545454)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.707692307692308)","(5.5, 6.4, 5.91875)","(5.5, 19.0, 17.0)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:40:56.854490,"(6.0, 7.8, 7.014285714285714)","(2.25, 2.54, 2.4854545454545454)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.707692307692308)","(5.5, 6.4, 5.91875)","(5.5, 19.0, 16.555555555555557)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:40:57.923627,"(6.0, 7.8, 6.9411764705882355)","(2.25, 2.54, 2.4854545454545454)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.707692307692308)","(5.5, 6.4, 6.0181818181818185)","(5.5, 19.0, 16.555555555555557)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:40:58.975802,"(6.0, 7.6, 6.725)","(2.25, 2.54, 2.4854545454545454)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 7.584615384615384)","(5.5, 6.4, 6.0181818181818185)","(5.5, 19.0, 16.555555555555557)","(13.0, 42.0, 32.5)","(41.0, 240.0, 124.8)"
14-12-2022 14:41:00.025207,"(6.0, 7.6, 6.725)","(2.25, 2.54, 2.4854545454545454)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 8.0)","(5.5, 6.4, 5.95)","(5.5, 18.5, 16.32051282051282)","(13.0, 42.0, 32.5)","(41.0, 240.0, 121.84615384615385)"
14-12-2022 14:41:01.076313,"(6.0, 7.4, 7.300000000000001)","(2.25, 2.54, 2.518181818181818)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 8.0)","(5.5, 6.0, 5.95)","(5.5, 18.5, 16.32051282051282)","(13.0, 42.0, 32.5)","(41.0, 240.0, 121.84615384615385)"
14-12-2022 14:41:02.117259,"(6.0, 7.4, 7.300000000000001)","(2.25, 2.54, 2.518181818181818)","(31.0, 70.0, 53.333333333333336)","(4.6, 8.2, 8.0)","(5.5, 6.0, 5.95)","(5.5, 18.5, 16.32051282051282)","(13.0, 42.0, 32.5)","(41.0, 240.0, 106.43478260869566)"
14-12-2022 14:41:03.185185,"(6.0, 7.4, 7.300000000000001)","(2.25, 2.54, 2.518181818181818)","(26.0, 70.0, 53.333333333333336)","(4.6, 8.2, 8.128571428571428)","(5.5, 6.0, 5.800000000000001)","(5.5, 18.5, 16.32051282051282)","(13.0, 42.0, 32.5)","(41.0, 240.0, 106.43478260869566)"
14-12-2022 14:41:04.284078,"(6.0, 7.6, 6.9904761904761905)","(2.25, 2.54, 2.518181818181818)","(26.0, 70.0, 53.333333333333336)","(4.6, 8.2, 8.128571428571428)","(5.5, 5.9, 5.92)","(5.5, 18.5, 16.32051282051282)","(13.0, 42.0, 32.5)","(41.0, 240.0, 113.33333333333334)"
14-12-2022 14:41:05.381418,"(6.0, 7.4, 7.133333333333334)","(2.25, 2.54, 2.518181818181818)","(26.0, 70.0, 53.333333333333336)","(4.6, 8.2, 8.128571428571428)","(5.5, 6.2, 5.800000000000001)","(5.5, 18.5, 16.32051282051282)","(13.0, 42.0, 32.5)","(41.0, 240.0, 80.0)"
14-12-2022 14:41:06.533741,"(6.0, 7.4, 7.300000000000001)","(2.25, 2.54, 2.518181818181818)","(26.0, 70.0, 53.333333333333336)","(4.6, 8.2, 8.128571428571428)","(5.5, 5.9, 5.800000000000001)","(5.5, 18.5, 17.0)","(13.0, 42.0, 32.5)","(41.0, 240.0, 80.0)"
14-12-2022 14:41:07.710177,"(6.0, 7.4, 7.300000000000001)","(2.25, 2.54, 2.518181818181818)","(26.0, 70.0, 53.333333333333336)","(4.6, 8.2, 8.128571428571428)","(5.5, 5.9, 5.800000000000001)","(5.5, 18.0, 16.10989010989011)","(13.0, 42.0, 32.5)","(41.0, 240.0, 80.0)"
14-12-2022 14:41:08.960026,"(6.0, 7.4, 7.300000000000001)","(2.25, 2.54, 2.518181818181818)","(26.0, 70.0, 60.625)","(4.6, 8.2, 8.128571428571428)","(5.5, 5.9, 5.92)","(5.5, 18.0, 16.10989010989011)","(13.0, 42.0, 32.5)","(41.0, 240.0, 80.0)"
14-12-2022 14:41:10.165004,"(6.0, 7.4, 7.133333333333334)","(2.25, 2.54, 2.518181818181818)","(26.0, 65.0, 60.625)","(4.6, 8.2, 8.147368421052631)","(5.5, 6.2, 5.800000000000001)","(5.5, 18.0, 16.10989010989011)","(13.0, 42.0, 32.5)","(41.0, 240.0, 80.0)"
14-12-2022 14:41:11.446557,"(6.0, 7.4, 7.300000000000001)","(2.25, 2.54, 2.518181818181818)","(26.0, 65.0, 60.625)","(4.6, 8.2, 8.147368421052631)","(5.5, 5.9, 5.800000000000001)","(5.5, 18.0, 16.10989010989011)","(13.0, 42.0, 32.5)","(41.0, 240.0, 95.23809523809524)"
14-12-2022 14:41:12.877635,"(6.0, 7.4, 7.300000000000001)","(2.25, 2.54, 2.525)","(26.0, 65.0, 60.625)","(4.6, 8.2, 8.147368421052631)","(5.5, 5.9, 5.800000000000001)","(5.5, 18.0, 16.10989010989011)","(13.0, 42.0, 32.0)","(41.0, 240.0, 95.23809523809524)"
14-12-2022 14:41:14.220430,"(6.0, 7.4, 7.300000000000001)","(2.25, 2.54, 2.5307692307692307)","(26.0, 65.0, 60.625)","(4.6, 8.2, 8.330434782608696)","(5.5, 5.9, 5.98)","(5.5, 18.0, 12.25)","(13.0, 42.0, 32.5)","(41.0, 240.0, 97.5)"
14-12-2022 14:41:15.403360,"(6.0, 7.6, 6.676923076923076)","(2.25, 2.54, 2.6090909090909093)","(26.0, 65.0, 60.625)","(4.6, 8.4, 8.542857142857143)","(5.5, 6.4, 5.98)","(5.5, 14.0, 12.9)","(13.0, 42.0, 30.434782608695652)","(41.0, 240.0, 121.25)"
14-12-2022 14:41:16.505124,"(6.0, 7.6, 6.937931034482759)","(2.25, 2.62, 2.6090909090909093)","(26.0, 65.0, 60.625)","(4.6, 8.8, 8.542857142857143)","(5.5, 6.4, 5.98)","(5.5, 13.5, 12.75)","(13.0, 42.0, 32.5)","(41.0, 240.0, 113.86363636363636)"
14-12-2022 14:41:17.613061,"(6.0, 7.6, 6.937931034482759)","(2.25, 2.68, 2.6058823529411765)","(26.0, 65.0, 60.625)","(4.6, 8.8, 8.542857142857143)","(5.5, 6.4, 5.98)","(5.5, 13.5, 12.954545454545455)","(13.0, 42.0, 32.5)","(41.0, 240.0, 113.86363636363636)"
14-12-2022 14:41:18.727483,"(6.0, 7.6, 6.937931034482759)","(2.25, 2.68, 2.6058823529411765)","(26.0, 65.0, 60.625)","(4.6, 8.8, 8.542857142857143)","(5.5, 6.4, 5.98)","(5.5, 13.5, 12.954545454545455)","(13.0, 42.0, 32.5)","(41.0, 240.0, 137.22222222222223)"
14-12-2022 14:41:19.862882,"(6.0, 7.4, 6.733333333333333)","(2.25, 2.66, 2.5615384615384618)","(26.0, 65.0, 60.625)","(4.6, 8.8, 8.542857142857143)","(5.5, 6.4, 5.98)","(5.5, 13.5, 12.954545454545455)","(13.0, 42.0, 32.5)","(41.0, 240.0, 137.22222222222223)"
14-12-2022 14:41:20.980254,"(6.0, 7.4, 6.733333333333333)","(2.25, 2.66, 2.5615384615384618)","(26.0, 65.0, 60.625)","(4.6, 8.8, 8.542857142857143)","(5.5, 6.4, 5.98)","(5.5, 13.5, 12.954545454545455)","(13.0, 42.0, 32.5)","(41.0, 240.0, 137.22222222222223)"
14-12-2022 14:41:22.185797,"(6.0, 7.4, 7.0)","(2.25, 2.66, 2.5615384615384618)","(26.0, 65.0, 60.625)","(4.6, 8.8, 8.51764705882353)","(5.5, 6.4, 5.98)","(5.5, 13.5, 12.5)","(13.0, 42.0, 32.5)","(41.0, 240.0, 137.22222222222223)"
14-12-2022 14:41:23.349560,"(6.0, 7.4, 7.0)","(2.25, 2.66, 2.5615384615384618)","(26.0, 65.0, 60.625)","(4.6, 8.8, 8.51764705882353)","(5.5, 6.4, 5.98)","(5.5, 13.5, 12.5)","(13.0, 42.0, 32.5)","(41.0, 240.0, 137.22222222222223)"
14-12-2022 14:41:24.447004,"(6.0, 7.4, 7.072727272727272)","(2.25, 2.66, 2.5615384615384618)","(26.0, 65.0, 60.625)","(4.6, 8.8, 8.581818181818182)","(5.5, 6.4, 6.0)","(5.5, 13.5, 12.1)","(13.0, 42.0, 31.043478260869566)","(41.0, 240.0, 137.22222222222223)"
14-12-2022 14:41:25.483459,"(6.0, 7.4, 6.723076923076923)","(2.25, 2.66, 2.5615384615384618)","(26.0, 65.0, 60.625)","(4.6, 8.8, 8.581818181818182)","(5.5, 6.4, 6.105263157894737)","(5.5, 13.5, 12.1)","(13.0, 42.0, 29.473684210526315)","(41.0, 240.0, 137.22222222222223)"
14-12-2022 14:41:26.496291,"(6.0, 7.4, 6.942857142857143)","(2.25, 2.66, 2.5551724137931036)","(26.0, 65.0, 60.625)","(4.6, 8.8, 8.581818181818182)","(5.5, 6.4, 6.105263157894737)","(5.5, 13.5, 12.1)","(13.0, 42.0, 29.473684210526315)","(41.0, 240.0, 137.22222222222223)"
14-12-2022 14:41:27.578754,"(6.0, 7.4, 6.942857142857143)","(2.25, 2.64, 2.5583333333333336)","(21.0, 65.0, 60.625)","(5.0, 9.6, 9.223076923076922)","(5.0, 6.4, 6.166666666666667)","(6.5, 13.5, 12.1)","(13.0, 42.0, 29.473684210526315)","(51.0, 240.0, 137.22222222222223)"
14-12-2022 14:41:28.637329,"(6.0, 7.4, 6.942857142857143)","(2.25, 2.64, 2.5414814814814815)","(21.0, 65.0, 60.625)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.166666666666667)","(6.5, 13.5, 12.1)","(13.0, 42.0, 29.473684210526315)","(51.0, 240.0, 137.22222222222223)"
14-12-2022 14:41:29.722640,"(6.0, 7.4, 6.942857142857143)","(2.25, 2.58, 2.481)","(21.0, 65.0, 60.625)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.050000000000001)","(6.5, 13.5, 12.1)","(13.0, 42.0, 34.774193548387096)","(51.0, 240.0, 153.28125)"
14-12-2022 14:41:30.792674,"(6.0, 7.4, 6.688888888888888)","(2.25, 2.58, 2.4944444444444445)","(21.0, 65.0, 60.625)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.050000000000001)","(6.5, 13.5, 12.1)","(14.0, 42.0, 34.774193548387096)","(51.0, 240.0, 105.0)"
14-12-2022 14:41:31.816945,"(6.0, 7.4, 6.942857142857143)","(2.25, 2.58, 2.4944444444444445)","(21.0, 65.0, 60.625)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.050000000000001)","(6.5, 13.5, 12.1)","(14.0, 42.0, 34.774193548387096)","(51.0, 240.0, 105.0)"
14-12-2022 14:41:32.791056,"(6.0, 7.4, 6.942857142857143)","(2.25, 2.58, 2.4944444444444445)","(21.0, 65.0, 60.625)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.050000000000001)","(6.5, 13.5, 12.1)","(14.0, 42.0, 34.774193548387096)","(51.0, 240.0, 105.0)"
14-12-2022 14:41:33.767840,"(6.0, 7.4, 6.942857142857143)","(2.25, 2.58, 2.4944444444444445)","(21.0, 65.0, 60.625)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.1)","(6.5, 13.5, 12.1)","(14.0, 42.0, 34.5)","(51.0, 240.0, 105.0)"
14-12-2022 14:41:34.727089,"(6.0, 7.4, 6.688888888888888)","(2.25, 2.58, 2.4944444444444445)","(21.0, 65.0, 60.625)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.1)","(6.5, 13.5, 12.1)","(14.0, 42.0, 35.75)","(51.0, 240.0, 105.0)"
14-12-2022 14:41:35.752796,"(6.0, 7.4, 6.688888888888888)","(2.25, 2.58, 2.4944444444444445)","(21.0, 65.0, 60.625)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.1)","(6.5, 13.5, 12.1)","(14.0, 42.0, 35.75)","(51.0, 240.0, 105.0)"
14-12-2022 14:41:36.782781,"(6.0, 7.4, 6.942857142857143)","(2.25, 2.58, 2.4944444444444445)","(21.0, 65.0, 60.625)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.1)","(6.5, 13.5, 12.1)","(14.0, 42.0, 36.827586206896555)","(51.0, 240.0, 105.0)"
14-12-2022 14:41:37.817433,"(6.0, 7.4, 6.942857142857143)","(2.25, 2.56, 2.551304347826087)","(21.0, 65.0, 60.625)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.178947368421053)","(6.5, 13.5, 12.1)","(14.0, 42.0, 36.827586206896555)","(51.0, 240.0, 132.0)"
14-12-2022 14:41:38.807269,"(6.0, 7.4, 6.942857142857143)","(2.25, 2.56, 2.551304347826087)","(21.0, 65.0, 60.625)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.178947368421053)","(6.5, 13.5, 12.1)","(14.0, 42.0, 37.588235294117645)","(51.0, 240.0, 132.0)"
14-12-2022 14:41:39.792037,"(6.0, 7.4, 6.688888888888888)","(2.25, 2.56, 2.551304347826087)","(21.0, 65.0, 60.625)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.178947368421053)","(6.5, 13.5, 12.1)","(14.0, 42.0, 32.666666666666664)","(51.0, 240.0, 150.0)"
14-12-2022 14:41:40.773121,"(6.0, 7.4, 6.688888888888888)","(2.25, 2.56, 2.551304347826087)","(21.0, 55.0, 51.875)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.178947368421053)","(6.5, 13.5, 12.1)","(14.0, 42.0, 32.666666666666664)","(51.0, 240.0, 108.75)"
14-12-2022 14:41:41.793286,"(6.0, 7.4, 6.942857142857143)","(2.25, 2.56, 2.551304347826087)","(21.0, 55.0, 51.875)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.178947368421053)","(6.5, 13.5, 12.1)","(14.0, 42.0, 33.833333333333336)","(51.0, 240.0, 108.75)"
14-12-2022 14:41:42.821193,"(6.0, 7.4, 6.942857142857143)","(2.25, 2.56, 2.551304347826087)","(21.0, 55.0, 51.875)","(5.0, 9.6, 8.709090909090909)","(5.0, 6.4, 6.178947368421053)","(6.5, 13.5, 12.1)","(14.0, 42.0, 39.2)","(51.0, 240.0, 108.75)"
14-12-2022 14:41:43.904600,"(6.0, 7.4, 6.942857142857143)","(2.25, 2.56, 2.551304347826087)","(21.0, 55.0, 50.0)","(5.0, 9.6, 8.82857142857143)","(5.0, 6.4, 6.178947368421053)","(6.5, 13.5, 12.1)","(14.0, 40.0, 35.46666666666667)","(51.0, 240.0, 135.0)"
14-12-2022 14:41:44.972617,"(6.0, 7.2, 6.75)","(2.25, 2.56, 2.489411764705882)","(21.0, 55.0, 50.0)","(5.0, 9.0, 8.85)","(5.0, 6.4, 6.178947368421053)","(6.5, 13.5, 12.1)","(14.0, 36.0, 35.46666666666667)","(51.0, 240.0, 135.0)"
14-12-2022 14:41:46.085746,"(6.0, 7.2, 6.699999999999999)","(2.25, 2.56, 2.4516666666666667)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.0, 8.85)","(5.0, 6.4, 6.05)","(6.5, 13.5, 12.1)","(14.0, 36.0, 35.2)","(51.0, 240.0, 135.0)"
14-12-2022 14:41:47.195621,"(6.0, 7.2, 6.699999999999999)","(2.25, 2.56, 2.4516666666666667)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.0, 8.85)","(5.0, 6.4, 5.925)","(6.5, 13.5, 12.1)","(14.0, 36.0, 35.578947368421055)","(51.0, 240.0, 208.75)"
14-12-2022 14:41:48.205660,"(6.0, 7.2, 6.670588235294117)","(2.25, 2.56, 2.4516666666666667)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.0, 8.85)","(5.0, 6.0, 5.925)","(6.5, 13.5, 12.1)","(14.0, 36.0, 35.578947368421055)","(51.0, 230.0, 100.0)"
14-12-2022 14:41:49.183602,"(6.0, 7.2, 6.9)","(2.25, 2.48, 2.4510344827586206)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.0, 8.885714285714286)","(5.0, 6.0, 5.925)","(6.5, 13.5, 12.1)","(14.0, 36.0, 35.46666666666667)","(51.0, 220.0, 169.16666666666666)"
14-12-2022 14:41:50.170186,"(6.0, 7.2, 6.9)","(2.25, 2.48, 2.4376470588235293)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.0, 8.885714285714286)","(5.0, 6.0, 5.925)","(6.5, 13.5, 12.1)","(14.0, 36.0, 35.46666666666667)","(51.0, 190.0, 123.33333333333333)"
14-12-2022 14:41:51.177997,"(6.0, 7.2, 6.925)","(2.25, 2.48, 2.4376470588235293)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.2, 8.762162162162161)","(5.0, 6.0, 5.925)","(6.5, 13.5, 12.1)","(14.0, 36.0, 35.46666666666667)","(51.0, 170.0, 97.8125)"
14-12-2022 14:41:52.234697,"(6.0, 7.2, 6.859999999999999)","(2.25, 2.48, 2.4376470588235293)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.2, 8.762162162162161)","(5.0, 6.0, 5.925)","(6.5, 13.5, 12.25)","(14.0, 36.0, 35.578947368421055)","(51.0, 170.0, 97.8125)"
14-12-2022 14:41:53.285124,"(6.0, 7.2, 6.230769230769231)","(2.25, 2.48, 2.44)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.2, 8.762162162162161)","(5.0, 6.0, 5.925)","(6.5, 12.5, 12.357142857142858)","(14.0, 36.0, 35.578947368421055)","(51.0, 170.0, 97.8125)"
14-12-2022 14:41:54.369005,"(6.0, 7.2, 6.36)","(2.25, 2.48, 2.44)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.2, 8.762162162162161)","(5.0, 6.0, 5.925)","(6.5, 13.5, 12.357142857142858)","(14.0, 36.0, 35.578947368421055)","(51.0, 170.0, 97.8125)"
14-12-2022 14:41:55.403188,"(6.0, 7.2, 6.36)","(2.25, 2.46, 2.421111111111111)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.2, 8.762162162162161)","(5.0, 6.0, 5.925)","(6.5, 13.5, 12.357142857142858)","(14.0, 36.0, 35.578947368421055)","(51.0, 170.0, 133.0)"
14-12-2022 14:41:56.509100,"(6.0, 7.2, 6.36)","(2.25, 2.44, 2.373333333333333)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.2, 8.455172413793104)","(5.0, 6.0, 6.220000000000001)","(6.5, 13.5, 12.357142857142858)","(14.0, 36.0, 35.578947368421055)","(51.0, 150.0, 102.5)"
14-12-2022 14:41:57.662750,"(6.0, 7.2, 6.192)","(2.25, 2.44, 2.373333333333333)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.2, 8.455172413793104)","(5.0, 6.4, 6.2)","(6.5, 13.5, 12.1)","(14.0, 36.0, 35.578947368421055)","(51.0, 140.0, 95.0)"
14-12-2022 14:41:58.702435,"(6.0, 7.2, 6.392307692307693)","(2.25, 2.44, 2.4278260869565216)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.2, 8.666666666666666)","(5.0, 6.4, 6.2)","(6.5, 13.5, 12.1)","(14.0, 36.0, 35.6)","(51.0, 140.0, 95.0)"
14-12-2022 14:41:59.741500,"(6.0, 7.2, 6.5)","(2.25, 2.44, 2.4278260869565216)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.6, 8.899999999999999)","(5.0, 6.4, 6.2)","(6.5, 13.5, 12.1)","(14.0, 36.0, 35.6)","(51.0, 140.0, 95.0)"
14-12-2022 14:42:00.732703,"(6.0, 7.2, 6.5)","(2.25, 2.44, 2.4272727272727272)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.6, 8.899999999999999)","(5.0, 6.4, 6.2)","(6.5, 13.5, 12.1)","(14.0, 36.0, 35.6)","(51.0, 140.0, 95.0)"
14-12-2022 14:42:01.749576,"(6.0, 7.2, 6.36)","(2.25, 2.44, 2.4272727272727272)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.6, 9.18)","(5.0, 6.4, 6.24)","(6.5, 13.5, 12.1)","(14.0, 36.0, 34.08)","(51.0, 140.0, 95.0)"
14-12-2022 14:42:02.811474,"(6.0, 7.2, 6.577777777777778)","(2.25, 2.4, 2.395238095238095)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.6, 9.18)","(5.0, 6.4, 6.24)","(6.5, 13.5, 12.1)","(14.0, 36.0, 34.08)","(51.0, 140.0, 95.0)"
14-12-2022 14:42:03.844676,"(6.0, 7.2, 6.577777777777778)","(2.25, 2.4, 2.395238095238095)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.6, 9.18)","(5.0, 6.4, 6.24)","(6.5, 13.5, 12.1)","(14.0, 36.0, 33.91304347826087)","(51.0, 140.0, 95.0)"
14-12-2022 14:42:04.855082,"(6.0, 7.2, 6.577777777777778)","(2.25, 2.4, 2.395238095238095)","(21.0, 55.0, 50.833333333333336)","(5.0, 9.6, 9.18)","(5.0, 6.4, 6.24)","(6.5, 13.5, 12.1)","(14.0, 36.0, 32.16)","(51.0, 140.0, 95.0)"
14-12-2022 14:42:05.999051,"(6.0, 7.2, 6.577777777777778)","(2.25, 2.36, 2.243287671232877)","(21.0, 55.0, 54.03846153846154)","(5.0, 9.6, 9.18)","(5.0, 6.4, 6.3428571428571425)","(6.5, 13.5, 12.1)","(14.0, 36.0, 32.16)","(51.0, 140.0, 87.5)"
14-12-2022 14:42:07.094140,"(6.0, 7.2, 6.577777777777778)","(2.25, 2.36, 2.2532515337423313)","(21.0, 55.0, 52.90909090909091)","(5.0, 9.6, 9.18)","(5.0, 6.8, 6.5473684210526315)","(6.5, 13.5, 12.1)","(14.0, 36.0, 32.16)","(51.0, 140.0, 79.64285714285714)"
14-12-2022 14:42:08.105311,"(6.0, 7.2, 6.577777777777778)","(2.25, 2.28, 2.277333333333333)","(21.0, 55.0, 52.0)","(5.0, 9.6, 9.18)","(5.0, 6.8, 6.5473684210526315)","(6.5, 13.5, 12.5)","(14.0, 36.0, 32.16)","(51.0, 140.0, 79.64285714285714)"
14-12-2022 14:42:09.134635,"(6.0, 7.2, 6.48)","(2.25, 2.3, 2.2914285714285714)","(21.0, 55.0, 52.375)","(5.0, 9.6, 9.18)","(5.0, 6.8, 6.444444444444445)","(6.5, 13.5, 12.5)","(14.0, 36.0, 32.16)","(51.0, 140.0, 101.5909090909091)"
14-12-2022 14:42:10.173271,"(6.0, 7.2, 6.590476190476191)","(2.1, 2.3, 2.2914285714285714)","(21.0, 55.0, 52.375)","(5.5, 9.6, 9.18)","(5.0, 6.6, 6.42)","(7.0, 13.5, 12.5)","(17.0, 36.0, 32.16)","(51.0, 140.0, 101.5909090909091)"
14-12-2022 14:42:11.147762,"(6.0, 7.2, 6.590476190476191)","(2.1, 2.26, 2.23)","(21.0, 55.0, 52.375)","(5.5, 9.6, 9.18)","(5.0, 6.6, 6.42)","(7.0, 13.5, 12.571428571428571)","(17.0, 36.0, 32.16)","(51.0, 140.0, 101.5909090909091)"
14-12-2022 14:42:12.274053,"(6.0, 7.2, 6.5600000000000005)","(2.1, 2.3, 2.26)","(21.0, 55.0, 52.375)","(5.5, 9.6, 9.18)","(5.0, 6.6, 6.42)","(7.0, 14.0, 12.571428571428571)","(17.0, 36.0, 32.16)","(51.0, 140.0, 101.5909090909091)"
14-12-2022 14:42:13.371454,"(6.0, 7.2, 6.5600000000000005)","(2.1, 2.3, 2.2333333333333334)","(21.0, 55.0, 52.375)","(5.5, 9.6, 9.375)","(5.0, 6.6, 6.75)","(7.0, 14.0, 12.571428571428571)","(17.0, 36.0, 32.16)","(51.0, 140.0, 101.5909090909091)"
14-12-2022 14:42:14.460853,"(6.0, 7.2, 6.461538461538462)","(2.1, 2.3, 2.2333333333333334)","(21.0, 55.0, 52.375)","(5.5, 9.8, 9.566666666666666)","(5.0, 6.8, 6.53)","(7.0, 14.0, 12.571428571428571)","(17.0, 36.0, 32.16)","(51.0, 140.0, 101.5909090909091)"
